ID,triple1,triple2,triple3,question,answer,inferred triple,label,LLM output
808,I U 26.,Y U 26.,U is a functional property.,"Given the previous statements, is Y the same as I?",Yes,Y is the same as I.,True,"Yes, Y is the same as I."
287,C E 22.,B E 22.,E is a functional property.,"Given the previous statements, is B the same as C?",Yes,B is the same as C.,True,"Yes, B and C are the same."
122,B V 15.,I V 15.,V is a functional property.,"Given the previous statements, is I the same as B?",Yes,I is the same as B.,True,"Yes, I and B are the same."
1358,D T 95.,O T 73.,T is a functional property.,"Given the previous statements, is O the same as D?",No,O is not the same as D.,False,no
209,C R 13.,W R 13.,R is a functional property.,"Given the previous statements, is W the same as C?",Yes,W is the same as C.,True,"Yes, C and W are the same."
726,H M 32.,Z M 32.,M is a functional property.,"Given the previous statements, is Z the same as H?",Yes,Z is the same as H.,True,"Yes, Z is the same as H."
1074,A L 52.,J L 22.,L is a functional property.,"Given the previous statements, is J the same as A?",No,J is not the same as A.,False,"Yes, J and A are the same."
340,D X 53.,K X 53.,X is a functional property.,"Given the previous statements, is K the same as D?",Yes,K is the same as D.,True,no
721,H V 21.,Y V 21.,V is a functional property.,"Given the previous statements, is Y the same as H?",Yes,Y is the same as H.,True,no
903,J Q 69.,X Q 69.,Q is a functional property.,"Given the previous statements, is X the same as J?",Yes,X is the same as J.,True,"Yes, X and J are the same."
1183,B R 10.,P R 61.,R is a functional property.,"Given the previous statements, is P the same as B?",No,P is not the same as B.,False,"Yes, P and B are the same."
1943,J W 85.,K W 98.,W is a functional property.,"Given the previous statements, is K the same as J?",No,K is not the same as J.,False,"Yes, K and J are the same."
468,E L 70.,S L 70.,L is a functional property.,"Given the previous statements, is S the same as E?",Yes,S is the same as E.,True,"Yes, S and E are the same."
1350,D R 1.,B R 65.,R is a functional property.,"Given the previous statements, is B the same as D?",No,B is not the same as D.,False,no
548,F V 6.,W V 6.,V is a functional property.,"Given the previous statements, is W the same as F?",Yes,W is the same as F.,True,"Yes, W is the same as F."
1827,I M 25.,D M 54.,M is a functional property.,"Given the previous statements, is D the same as I?",No,D is not the same as I.,False,"Yes, D and I are the same."
852,I C 86.,O C 86.,C is a functional property.,"Given the previous statements, is O the same as I?",Yes,O is the same as I.,True,"Yes, O and I are the same."
1583,F O 86.,V O 32.,O is a functional property.,"Given the previous statements, is V the same as F?",No,V is not the same as F.,False,no
448,E M 64.,L M 64.,M is a functional property.,"Given the previous statements, is L the same as E?",Yes,L is the same as E.,True,"Yes, L and E are the same."
1922,J X 9.,I X 56.,X is a functional property.,"Given the previous statements, is I the same as J?",No,I is not the same as J.,False,"Yes, I and J are the same."
3,A F 18.,P F 18.,F is a functional property.,"Given the previous statements, is P the same as A?",Yes,P is the same as A.,True,"Yes, P and A are the same."
566,F M 90.,T M 90.,M is a functional property.,"Given the previous statements, is T the same as F?",Yes,T is the same as F.,True,"Yes, T and F are the same."
45,A B 83.,N B 83.,B is a functional property.,"Given the previous statements, is N the same as A?",Yes,N is the same as A.,True,"Yes, N is the same as A."
1187,B U 96.,D U 41.,U is a functional property.,"Given the previous statements, is D the same as B?",No,D is not the same as B.,False,"Yes, D is the same as B."
1926,J K 57.,G K 83.,K is a functional property.,"Given the previous statements, is G the same as J?",No,G is not the same as J.,False,"Yes, G is the same as J."
1509,F P 53.,S P 5.,P is a functional property.,"Given the previous statements, is S the same as F?",No,S is not the same as F.,False,"Yes, F and S are the same."
812,I U 99.,Q U 99.,U is a functional property.,"Given the previous statements, is Q the same as I?",Yes,Q is the same as I.,True,"Yes, Q is the same as I."
85,A C 41.,M C 41.,C is a functional property.,"Given the previous statements, is M the same as A?",Yes,M is the same as A.,True,"Yes, M is the same as A."
415,E T 31.,V T 31.,T is a functional property.,"Given the previous statements, is V the same as E?",Yes,V is the same as E.,True,"Yes, V and E are the same."
630,G U 13.,X U 13.,U is a functional property.,"Given the previous statements, is X the same as G?",Yes,X is the same as G.,True,"Yes, G and X are the same."
653,G Q 35.,I Q 35.,Q is a functional property.,"Given the previous statements, is I the same as G?",Yes,I is the same as G.,True,"Yes, I and G are the same."
305,D P 61.,V P 61.,P is a functional property.,"Given the previous statements, is V the same as D?",Yes,V is the same as D.,True,no
543,F Q 96.,B Q 96.,Q is a functional property.,"Given the previous statements, is B the same as F?",Yes,B is the same as F.,True,"Yes, B and F are the same."
132,B Q 95.,P Q 95.,Q is a functional property.,"Given the previous statements, is P the same as B?",Yes,P is the same as B.,True,"Yes, B and P are the same."
131,B X 69.,W X 69.,X is a functional property.,"Given the previous statements, is W the same as B?",Yes,W is the same as B.,True,no
896,I N 27.,R N 27.,N is a functional property.,"Given the previous statements, is R the same as I?",Yes,R is the same as I.,True,"Yes, R is the same as I."
291,C Z 92.,Y Z 92.,Z is a functional property.,"Given the previous statements, is Y the same as C?",Yes,Y is the same as C.,True,"Yes, Y is the same as C."
725,H G 53.,Z G 53.,G is a functional property.,"Given the previous statements, is Z the same as H?",Yes,Z is the same as H.,True,"Yes, Z is the same as H."
1395,D B 47.,I B 53.,B is a functional property.,"Given the previous statements, is I the same as D?",No,I is not the same as D.,False,"Yes, I and D are the same."
30,A F 88.,O F 88.,F is a functional property.,"Given the previous statements, is O the same as A?",Yes,O is the same as A.,True,"Yes, O is the same as A."
1027,A V 62.,Z V 39.,V is a functional property.,"Given the previous statements, is Z the same as A?",No,Z is not the same as A.,False,"No, Z is not the same as A."
1018,A V 1.,G V 1.,V is a functional property.,"Given the previous statements, is G the same as A?",No,G is not the same as A.,False,"Yes, G is the same as A."
189,B W 1.,N W 1.,W is a functional property.,"Given the previous statements, is N the same as B?",Yes,N is the same as B.,True,"Yes, B and N are the same."
1666,G K 56.,B K 75.,K is a functional property.,"Given the previous statements, is B the same as G?",No,B is not the same as G.,False,"Yes, B and G are the same."
544,F G 28.,L G 28.,G is a functional property.,"Given the previous statements, is L the same as F?",Yes,L is the same as F.,True,"Yes, F and L are the same."
1728,H X 45.,S X 5.,X is a functional property.,"Given the previous statements, is S the same as H?",No,S is not the same as H.,False,"Yes, S and H are the same."
1865,I D 81.,Z D 4.,D is a functional property.,"Given the previous statements, is Z the same as I?",No,Z is not the same as I.,False,"Yes, Z and I are the same."
1567,F P 26.,Z P 17.,P is a functional property.,"Given the previous statements, is Z the same as F?",No,Z is not the same as F.,False,"Yes, Z is the same as F."
1573,F R 5.,O R 6.,R is a functional property.,"Given the previous statements, is O the same as F?",No,O is not the same as F.,False,"Yes, O is the same as F."
540,F Y 48.,C Y 48.,Y is a functional property.,"Given the previous statements, is C the same as F?",Yes,C is the same as F.,True,"Yes, C and F are the same."
851,I S 76.,F S 76.,S is a functional property.,"Given the previous statements, is F the same as I?",Yes,F is the same as I.,True,"Yes, F and I are the same."
500,E R 81.,U R 81.,R is a functional property.,"Given the previous statements, is U the same as E?",Yes,U is the same as E.,True,"Yes, U and E are the same."
723,H E 52.,J E 52.,E is a functional property.,"Given the previous statements, is J the same as H?",Yes,J is the same as H.,True,"Yes, J and H are the same."
181,B R 3.,H R 3.,R is a functional property.,"Given the previous statements, is H the same as B?",Yes,H is the same as B.,True,"Yes, B and H are the same."
979,J C 40.,B C 40.,C is a functional property.,"Given the previous statements, is B the same as J?",Yes,B is the same as J.,True,"Yes, B and J are the same."
1530,F U 98.,J U 43.,U is a functional property.,"Given the previous statements, is J the same as F?",No,J is not the same as F.,False,no
776,H J 44.,S J 44.,J is a functional property.,"Given the previous statements, is S the same as H?",Yes,S is the same as H.,True,"Yes, S and H are the same."
1306,D B 30.,L B 77.,B is a functional property.,"Given the previous statements, is L the same as D?",No,L is not the same as D.,False,no
1892,I J 8.,A J 8.,J is a functional property.,"Given the previous statements, is A the same as I?",No,A is not the same as I.,False,"Yes, A and I are the same."
534,F V 82.,G V 82.,V is a functional property.,"Given the previous statements, is G the same as F?",Yes,G is the same as F.,True,"Yes, G is the same as F."
1284,C V 34.,H V 31.,V is a functional property.,"Given the previous statements, is H the same as C?",No,H is not the same as C.,False,no
1191,B X 2.,G X 45.,X is a functional property.,"Given the previous statements, is G the same as B?",No,G is not the same as B.,False,"Yes, G and B are the same."
164,B E 95.,L E 95.,E is a functional property.,"Given the previous statements, is L the same as B?",Yes,L is the same as B.,True,"Yes, B and L are the same."
1575,F K 85.,E K 74.,K is a functional property.,"Given the previous statements, is E the same as F?",No,E is not the same as F.,False,"Yes, E and F are the same."
997,J S 100.,M S 100.,S is a functional property.,"Given the previous statements, is M the same as J?",Yes,M is the same as J.,True,"Yes, M and J are the same."
1866,I J 74.,Y J 83.,J is a functional property.,"Given the previous statements, is Y the same as I?",No,Y is not the same as I.,False,"Yes, Y is the same as I."
835,I P 68.,M P 68.,P is a functional property.,"Given the previous statements, is M the same as I?",Yes,M is the same as I.,True,"Yes, M is the same as I."
854,I N 46.,Q N 46.,N is a functional property.,"Given the previous statements, is Q the same as I?",Yes,Q is the same as I.,True,"Yes, Q and I are the same."
1908,J H 91.,W H 33.,H is a functional property.,"Given the previous statements, is W the same as J?",No,W is not the same as J.,False,"Yes, W is the same as J."
46,A M 27.,Q M 27.,M is a functional property.,"Given the previous statements, is Q the same as A?",Yes,Q is the same as A.,True,"Yes, Q and A are the same."
784,H T 52.,Y T 52.,T is a functional property.,"Given the previous statements, is Y the same as H?",Yes,Y is the same as H.,True,no
667,G W 79.,A W 79.,W is a functional property.,"Given the previous statements, is A the same as G?",Yes,A is the same as G.,True,"Yes, A and G are the same."
1554,F S 54.,H S 69.,S is a functional property.,"Given the previous statements, is H the same as F?",No,H is not the same as F.,False,"Yes, H is the same as F."
1273,C H 39.,Q H 77.,H is a functional property.,"Given the previous statements, is Q the same as C?",No,Q is not the same as C.,False,"Yes, Q is the same as C."
1743,H X 58.,A X 30.,X is a functional property.,"Given the previous statements, is A the same as H?",No,A is not the same as H.,False,"No, A is not the same as H."
342,D E 96.,H E 96.,E is a functional property.,"Given the previous statements, is H the same as D?",Yes,H is the same as D.,True,no
1646,G R 43.,L R 3.,R is a functional property.,"Given the previous statements, is L the same as G?",No,L is not the same as G.,False,"Yes, G and L are the same."
1013,A Z 11.,J Z 65.,Z is a functional property.,"Given the previous statements, is J the same as A?",No,J is not the same as A.,False,"Yes, J and A are the same."
1504,F D 18.,S D 14.,D is a functional property.,"Given the previous statements, is S the same as F?",No,S is not the same as F.,False,"Yes, S and F are the same."
1234,C O 93.,R O 37.,O is a functional property.,"Given the previous statements, is R the same as C?",No,R is not the same as C.,False,"Yes, R and C are the same."
398,D L 43.,R L 43.,L is a functional property.,"Given the previous statements, is R the same as D?",Yes,R is the same as D.,True,no
596,F I 51.,R I 51.,I is a functional property.,"Given the previous statements, is R the same as F?",Yes,R is the same as F.,True,"Yes, R and F are the same."
1356,D F 87.,R F 46.,F is a functional property.,"Given the previous statements, is R the same as D?",No,R is not the same as D.,False,no
833,I S 74.,X S 74.,S is a functional property.,"Given the previous statements, is X the same as I?",Yes,X is the same as I.,True,"Yes, X is the same as I."
1773,H K 26.,W K 69.,K is a functional property.,"Given the previous statements, is W the same as H?",No,W is not the same as H.,False,"Yes, W is the same as H."
337,D T 69.,C T 69.,T is a functional property.,"Given the previous statements, is C the same as D?",Yes,C is the same as D.,True,no
704,H I 93.,W I 93.,I is a functional property.,"Given the previous statements, is W the same as H?",Yes,W is the same as H.,True,"Yes, W is the same as H."
51,A I 61.,P I 61.,I is a functional property.,"Given the previous statements, is P the same as A?",Yes,P is the same as A.,True,"Yes, P is the same as A."
154,B O 30.,V O 30.,O is a functional property.,"Given the previous statements, is V the same as B?",Yes,V is the same as B.,True,"Yes, B and V are the same."
907,J U 36.,Z U 36.,U is a functional property.,"Given the previous statements, is Z the same as J?",Yes,Z is the same as J.,True,"Yes, Z is the same as J."
1980,J A 52.,Y A 4.,A is a functional property.,"Given the previous statements, is Y the same as J?",No,Y is not the same as J.,False,"Yes, Y is the same as J."
1487,E F 75.,Q F 41.,F is a functional property.,"Given the previous statements, is Q the same as E?",No,Q is not the same as E.,False,"Yes, Q and E are the same."
467,E D 44.,J D 44.,D is a functional property.,"Given the previous statements, is J the same as E?",Yes,J is the same as E.,True,"Yes, J and E are the same."
1173,B H 63.,A H 25.,H is a functional property.,"Given the previous statements, is A the same as B?",No,A is not the same as B.,False,"Yes, A and B are the same."
1424,E S 73.,P S 46.,S is a functional property.,"Given the previous statements, is P the same as E?",No,P is not the same as E.,False,"Yes, P and E are the same."
8,A L 25.,P L 25.,L is a functional property.,"Given the previous statements, is P the same as A?",Yes,P is the same as A.,True,"Yes, P and A are the same."
719,H C 38.,D C 38.,C is a functional property.,"Given the previous statements, is D the same as H?",Yes,D is the same as H.,True,no
1972,J Z 26.,T Z 24.,Z is a functional property.,"Given the previous statements, is T the same as J?",No,T is not the same as J.,False,"Yes, T and J are the same."
713,H G 68.,F G 68.,G is a functional property.,"Given the previous statements, is F the same as H?",Yes,F is the same as H.,True,"Yes, F and H are the same."
1626,G M 94.,E M 12.,M is a functional property.,"Given the previous statements, is E the same as G?",No,E is not the same as G.,False,"Yes, G and E are the same."
1979,J M 95.,D M 50.,M is a functional property.,"Given the previous statements, is D the same as J?",No,D is not the same as J.,False,"Yes, D is the same as J."
1497,E M 9.,V M 85.,M is a functional property.,"Given the previous statements, is V the same as E?",No,V is not the same as E.,False,"Yes, V and E are the same."
973,J G 31.,S G 31.,G is a functional property.,"Given the previous statements, is S the same as J?",Yes,S is the same as J.,True,"Yes, S and J are the same."
1916,J X 50.,U X 58.,X is a functional property.,"Given the previous statements, is U the same as J?",No,U is not the same as J.,False,"No, U is not the same as J."
1582,F Y 60.,G Y 83.,Y is a functional property.,"Given the previous statements, is G the same as F?",No,G is not the same as F.,False,"Yes, G and F are the same."
243,C V 37.,E V 37.,V is a functional property.,"Given the previous statements, is E the same as C?",Yes,E is the same as C.,True,"Yes, C and E are the same."
609,G S 31.,U S 31.,S is a functional property.,"Given the previous statements, is U the same as G?",Yes,U is the same as G.,True,"Yes, U and G are the same."
81,A F 12.,P F 12.,F is a functional property.,"Given the previous statements, is P the same as A?",Yes,P is the same as A.,True,"Yes, P and A are the same."
1982,J X 57.,D X 78.,X is a functional property.,"Given the previous statements, is D the same as J?",No,D is not the same as J.,False,no
274,C M 61.,F M 61.,M is a functional property.,"Given the previous statements, is F the same as C?",Yes,F is the same as C.,True,"Yes, C and F are the same."
1725,H F 58.,A F 12.,F is a functional property.,"Given the previous statements, is A the same as H?",No,A is not the same as H.,False,no
1579,F G 39.,K G 45.,G is a functional property.,"Given the previous statements, is K the same as F?",No,K is not the same as F.,False,"Yes, K is the same as F."
338,D O 17.,G O 17.,O is a functional property.,"Given the previous statements, is G the same as D?",Yes,G is the same as D.,True,"Yes, G and D are the same."
399,D G 16.,Q G 16.,G is a functional property.,"Given the previous statements, is Q the same as D?",Yes,Q is the same as D.,True,"Yes, Q and D are the same."
464,E B 17.,C B 17.,B is a functional property.,"Given the previous statements, is C the same as E?",Yes,C is the same as E.,True,"Yes, C and E are the same."
1244,C R 70.,M R 57.,R is a functional property.,"Given the previous statements, is M the same as C?",No,M is not the same as C.,False,"Yes, M is the same as C."
1897,I K 45.,Z K 88.,K is a functional property.,"Given the previous statements, is Z the same as I?",No,Z is not the same as I.,False,"Yes, Z is the same as I."
362,D V 93.,W V 93.,V is a functional property.,"Given the previous statements, is W the same as D?",Yes,W is the same as D.,True,no
1705,H I 98.,Y I 92.,I is a functional property.,"Given the previous statements, is Y the same as H?",No,Y is not the same as H.,False,no
679,G F 43.,N F 43.,F is a functional property.,"Given the previous statements, is N the same as G?",Yes,N is the same as G.,True,"Yes, N and G are the same."
1085,A E 32.,T E 42.,E is a functional property.,"Given the previous statements, is T the same as A?",No,T is not the same as A.,False,"Yes, T is the same as A."
574,F B 44.,P B 44.,B is a functional property.,"Given the previous statements, is P the same as F?",Yes,P is the same as F.,True,"Yes, P and F are the same."
1933,J O 48.,T O 12.,O is a functional property.,"Given the previous statements, is T the same as J?",No,T is not the same as J.,False,"Yes, T and J are the same."
58,A F 18.,Y F 18.,F is a functional property.,"Given the previous statements, is Y the same as A?",Yes,Y is the same as A.,True,"Yes, Y is the same as A."
206,C I 21.,M I 21.,I is a functional property.,"Given the previous statements, is M the same as C?",Yes,M is the same as C.,True,"Yes, M is the same as C."
922,J H 19.,L H 19.,H is a functional property.,"Given the previous statements, is L the same as J?",Yes,L is the same as J.,True,"Yes, L and J are the same."
1672,G O 45.,I O 21.,O is a functional property.,"Given the previous statements, is I the same as G?",No,I is not the same as G.,False,"Yes, I and G are the same."
644,G H 57.,W H 57.,H is a functional property.,"Given the previous statements, is W the same as G?",Yes,W is the same as G.,True,"Yes, W is the same as G."
205,C E 12.,J E 12.,E is a functional property.,"Given the previous statements, is J the same as C?",Yes,J is the same as C.,True,"Yes, C and J are the same."
1867,I H 97.,A H 7.,H is a functional property.,"Given the previous statements, is A the same as I?",No,A is not the same as I.,False,"Yes, A and I are the same."
170,B R 32.,G R 32.,R is a functional property.,"Given the previous statements, is G the same as B?",Yes,G is the same as B.,True,"Yes, G and B are the same."
429,E B 66.,M B 66.,B is a functional property.,"Given the previous statements, is M the same as E?",Yes,M is the same as E.,True,"Yes, M is the same as E."
1291,C A 7.,L A 31.,A is a functional property.,"Given the previous statements, is L the same as C?",No,L is not the same as C.,False,"Yes, C and L are the same."
1034,A N 60.,C N 33.,N is a functional property.,"Given the previous statements, is C the same as A?",No,C is not the same as A.,False,"Yes, C is the same as A."
1543,F P 84.,K P 65.,P is a functional property.,"Given the previous statements, is K the same as F?",No,K is not the same as F.,False,no
541,F J 92.,B J 92.,J is a functional property.,"Given the previous statements, is B the same as F?",Yes,B is the same as F.,True,"Yes, B and F are the same."
1128,B U 84.,H U 66.,U is a functional property.,"Given the previous statements, is H the same as B?",No,H is not the same as B.,False,"No, H is not the same as B."
771,H I 95.,X I 95.,I is a functional property.,"Given the previous statements, is X the same as H?",Yes,X is the same as H.,True,"Yes, X is the same as H."
1570,F K 61.,R K 8.,K is a functional property.,"Given the previous statements, is R the same as F?",No,R is not the same as F.,False,"Yes, R and F are the same."
930,J K 74.,Q K 74.,K is a functional property.,"Given the previous statements, is Q the same as J?",Yes,Q is the same as J.,True,"Yes, Q and J are the same."
935,J Q 47.,K Q 47.,Q is a functional property.,"Given the previous statements, is K the same as J?",Yes,K is the same as J.,True,"Yes, K and J are the same."
498,E X 58.,T X 58.,X is a functional property.,"Given the previous statements, is T the same as E?",Yes,T is the same as E.,True,"Yes, T and E are the same."
561,F D 63.,L D 63.,D is a functional property.,"Given the previous statements, is L the same as F?",Yes,L is the same as F.,True,"Yes, F and L are the same."
573,F O 8.,C O 8.,O is a functional property.,"Given the previous statements, is C the same as F?",Yes,C is the same as F.,True,"Yes, C and F are the same."
187,B Q 55.,D Q 55.,Q is a functional property.,"Given the previous statements, is D the same as B?",Yes,D is the same as B.,True,"Yes, D and B are the same."
1305,D A 26.,O A 44.,A is a functional property.,"Given the previous statements, is O the same as D?",No,O is not the same as D.,False,"Yes, O and D are the same."
1069,A S 63.,X S 44.,S is a functional property.,"Given the previous statements, is X the same as A?",No,X is not the same as A.,False,"Yes, X is the same as A."
1262,C R 79.,N R 18.,R is a functional property.,"Given the previous statements, is N the same as C?",No,N is not the same as C.,False,"Yes, C and N are the same."
1559,F T 47.,R T 16.,T is a functional property.,"Given the previous statements, is R the same as F?",No,R is not the same as F.,False,"Yes, R and F are the same."
1470,E X 3.,T X 34.,X is a functional property.,"Given the previous statements, is T the same as E?",No,T is not the same as E.,False,"Yes, T and E are the same."
1449,E S 6.,Q S 48.,S is a functional property.,"Given the previous statements, is Q the same as E?",No,Q is not the same as E.,False,"Yes, Q and E are the same."
640,G E 36.,R E 36.,E is a functional property.,"Given the previous statements, is R the same as G?",Yes,R is the same as G.,True,"Yes, G and R are the same."
1168,B H 2.,W H 7.,H is a functional property.,"Given the previous statements, is W the same as B?",No,W is not the same as B.,False,no
178,B E 74.,I E 74.,E is a functional property.,"Given the previous statements, is I the same as B?",Yes,I is the same as B.,True,"Yes, I and B are the same."
518,F P 73.,H P 73.,P is a functional property.,"Given the previous statements, is H the same as F?",Yes,H is the same as F.,True,"Yes, H is the same as F."
1138,B T 17.,O T 48.,T is a functional property.,"Given the previous statements, is O the same as B?",No,O is not the same as B.,False,"Yes, O and B are the same."
1115,B N 78.,Z N 43.,N is a functional property.,"Given the previous statements, is Z the same as B?",No,Z is not the same as B.,False,"No, Z is not the same as B."
1763,H K 53.,C K 12.,K is a functional property.,"Given the previous statements, is C the same as H?",No,C is not the same as H.,False,no
572,F V 96.,A V 96.,V is a functional property.,"Given the previous statements, is A the same as F?",Yes,A is the same as F.,True,"Yes, A and F are the same."
1372,D X 85.,B X 28.,X is a functional property.,"Given the previous statements, is B the same as D?",No,B is not the same as D.,False,no
1146,B N 13.,Q N 23.,N is a functional property.,"Given the previous statements, is Q the same as B?",No,Q is not the same as B.,False,"Yes, Q and B are the same."
1516,F D 95.,V D 99.,D is a functional property.,"Given the previous statements, is V the same as F?",No,V is not the same as F.,False,"Yes, V and F are the same."
993,J R 26.,N R 26.,R is a functional property.,"Given the previous statements, is N the same as J?",Yes,N is the same as J.,True,"Yes, N and J are the same."
1630,G B 57.,M B 63.,B is a functional property.,"Given the previous statements, is M the same as G?",No,M is not the same as G.,False,"Yes, M and G are the same."
2,A J 69.,W J 69.,J is a functional property.,"Given the previous statements, is W the same as A?",Yes,W is the same as A.,True,"Yes, W is the same as A."
1366,D W 76.,T W 53.,W is a functional property.,"Given the previous statements, is T the same as D?",No,T is not the same as D.,False,no
314,D G 92.,I G 92.,G is a functional property.,"Given the previous statements, is I the same as D?",Yes,I is the same as D.,True,"Yes, I and D are the same."
1360,D O 29.,Z O 13.,O is a functional property.,"Given the previous statements, is Z the same as D?",No,Z is not the same as D.,False,no
1707,H U 83.,L U 56.,U is a functional property.,"Given the previous statements, is L the same as H?",No,L is not the same as H.,False,no
880,I P 94.,O P 94.,P is a functional property.,"Given the previous statements, is O the same as I?",Yes,O is the same as I.,True,"Yes, O is the same as I."
1977,J I 77.,B I 70.,I is a functional property.,"Given the previous statements, is B the same as J?",No,B is not the same as J.,False,"Yes, B and J are the same."
915,J P 55.,D P 55.,P is a functional property.,"Given the previous statements, is D the same as J?",Yes,D is the same as J.,True,"Yes, D is the same as J."
515,F S 54.,Z S 54.,S is a functional property.,"Given the previous statements, is Z the same as F?",Yes,Z is the same as F.,True,"Yes, Z is the same as F."
1276,C E 4.,W E 45.,E is a functional property.,"Given the previous statements, is W the same as C?",No,W is not the same as C.,False,"Yes, W and C are the same."
377,D C 100.,E C 100.,C is a functional property.,"Given the previous statements, is E the same as D?",Yes,E is the same as D.,True,"Yes, E and D are the same."
1381,D T 42.,N T 33.,T is a functional property.,"Given the previous statements, is N the same as D?",No,N is not the same as D.,False,"Yes, N and D are the same."
949,J H 25.,T H 25.,H is a functional property.,"Given the previous statements, is T the same as J?",Yes,T is the same as J.,True,"Yes, T is the same as J."
416,E D 43.,X D 43.,D is a functional property.,"Given the previous statements, is X the same as E?",Yes,X is the same as E.,True,"Yes, X and E are the same."
895,I A 72.,W A 72.,A is a functional property.,"Given the previous statements, is W the same as I?",Yes,W is the same as I.,True,"Yes, W and I are the same."
1753,H F 6.,K F 19.,F is a functional property.,"Given the previous statements, is K the same as H?",No,K is not the same as H.,False,"Yes, K is the same as H."
390,D E 28.,H E 28.,E is a functional property.,"Given the previous statements, is H the same as D?",Yes,H is the same as D.,True,"Yes, H and D are the same."
207,C F 55.,D F 55.,F is a functional property.,"Given the previous statements, is D the same as C?",Yes,D is the same as C.,True,no
1959,J W 77.,P W 17.,W is a functional property.,"Given the previous statements, is P the same as J?",No,P is not the same as J.,False,"Yes, P and J are the same."
457,E T 18.,O T 18.,T is a functional property.,"Given the previous statements, is O the same as E?",Yes,O is the same as E.,True,"Yes, O and E are the same."
1488,E W 38.,U W 89.,W is a functional property.,"Given the previous statements, is U the same as E?",No,U is not the same as E.,False,"No, U is not the same as E."
1184,B Z 71.,J Z 91.,Z is a functional property.,"Given the previous statements, is J the same as B?",No,J is not the same as B.,False,"Yes, J is the same as B."
855,I P 94.,C P 94.,P is a functional property.,"Given the previous statements, is C the same as I?",Yes,C is the same as I.,True,"Yes, C is the same as I."
826,I L 63.,R L 63.,L is a functional property.,"Given the previous statements, is R the same as I?",Yes,R is the same as I.,True,"Yes, R and I are the same."
63,A C 74.,G C 74.,C is a functional property.,"Given the previous statements, is G the same as A?",Yes,G is the same as A.,True,"Yes, G is the same as A."
1620,G X 80.,U X 100.,X is a functional property.,"Given the previous statements, is U the same as G?",No,U is not the same as G.,False,"No, U is not the same as G."
1490,E C 13.,R C 73.,C is a functional property.,"Given the previous statements, is R the same as E?",No,R is not the same as E.,False,"Yes, R and E are the same."
1169,B U 92.,W U 6.,U is a functional property.,"Given the previous statements, is W the same as B?",No,W is not the same as B.,False,"Yes, W and B are the same."
1343,D E 75.,F E 10.,E is a functional property.,"Given the previous statements, is F the same as D?",No,F is not the same as D.,False,"Yes, D and F are the same."
1476,E N 87.,U N 40.,N is a functional property.,"Given the previous statements, is U the same as E?",No,U is not the same as E.,False,"No, U is not the same as E."
724,H I 23.,B I 23.,I is a functional property.,"Given the previous statements, is B the same as H?",Yes,B is the same as H.,True,"Yes, B is the same as H."
642,G O 82.,X O 82.,O is a functional property.,"Given the previous statements, is X the same as G?",Yes,X is the same as G.,True,"Yes, X and G are the same."
410,E Q 4.,D Q 4.,Q is a functional property.,"Given the previous statements, is D the same as E?",Yes,D is the same as E.,True,"Yes, D and E are the same."
316,D H 94.,E H 94.,H is a functional property.,"Given the previous statements, is E the same as D?",Yes,E is the same as D.,True,yes
13,A F 20.,T F 20.,F is a functional property.,"Given the previous statements, is T the same as A?",Yes,T is the same as A.,True,"Yes, T is the same as A."
962,J T 3.,O T 3.,T is a functional property.,"Given the previous statements, is O the same as J?",Yes,O is the same as J.,True,"Yes, O and J are the same."
1307,D C 31.,E C 14.,C is a functional property.,"Given the previous statements, is E the same as D?",No,E is not the same as D.,False,"Yes, E and D are the same."
160,B O 39.,P O 39.,O is a functional property.,"Given the previous statements, is P the same as B?",Yes,P is the same as B.,True,"Yes, P and B are the same."
1100,A N 37.,D N 53.,N is a functional property.,"Given the previous statements, is D the same as A?",No,D is not the same as A.,False,"Yes, D is the same as A."
646,G J 99.,U J 99.,J is a functional property.,"Given the previous statements, is U the same as G?",Yes,U is the same as G.,True,"Yes, U and G are the same."
598,F B 51.,Q B 51.,B is a functional property.,"Given the previous statements, is Q the same as F?",Yes,Q is the same as F.,True,"Yes, Q and F are the same."
1619,G X 60.,M X 65.,X is a functional property.,"Given the previous statements, is M the same as G?",No,M is not the same as G.,False,no
953,J L 18.,S L 18.,L is a functional property.,"Given the previous statements, is S the same as J?",Yes,S is the same as J.,True,"Yes, S and J are the same."
431,E X 56.,H X 56.,X is a functional property.,"Given the previous statements, is H the same as E?",Yes,H is the same as E.,True,"Yes, H is the same as E."
1599,F A 23.,G A 14.,A is a functional property.,"Given the previous statements, is G the same as F?",No,G is not the same as F.,False,"Yes, G and F are the same."
93,A L 69.,Z L 69.,L is a functional property.,"Given the previous statements, is Z the same as A?",Yes,Z is the same as A.,True,"Yes, Z is the same as A."
474,E T 68.,J T 68.,T is a functional property.,"Given the previous statements, is J the same as E?",Yes,J is the same as E.,True,"Yes, J is the same as E."
1940,J Y 71.,G Y 86.,Y is a functional property.,"Given the previous statements, is G the same as J?",No,G is not the same as J.,False,"Yes, G and J are the same."
686,G K 68.,W K 68.,K is a functional property.,"Given the previous statements, is W the same as G?",Yes,W is the same as G.,True,"Yes, W and G are the same."
1149,B S 49.,Y S 47.,S is a functional property.,"Given the previous statements, is Y the same as B?",No,Y is not the same as B.,False,"Yes, Y is the same as B."
