ID,triple1,triple2,triple3,question,answer,inferred triple,label,LLM output
1712,H M 45.,B M 9.,M is a functional property.,"Given the previous statements, is B the same as H?",No,B is not the same as H.,False,No
388,D F 100.,T F 100.,F is a functional property.,"Given the previous statements, is T the same as D?",Yes,T is the same as D.,True,Yes
1293,C E 90.,P E 20.,E is a functional property.,"Given the previous statements, is P the same as C?",No,P is not the same as C.,False,No
1167,B Y 85.,F Y 35.,Y is a functional property.,"Given the previous statements, is F the same as B?",No,F is not the same as B.,False,No
1216,C I 31.,H I 99.,I is a functional property.,"Given the previous statements, is H the same as C?",No,H is not the same as C.,False,Yes
1842,I C 93.,U C 41.,C is a functional property.,"Given the previous statements, is U the same as I?",No,U is not the same as I.,False,No
1928,J Y 1.,M Y 74.,Y is a functional property.,"Given the previous statements, is M the same as J?",No,M is not the same as J.,False,Yes
1602,G K 63.,P K 2.,K is a functional property.,"Given the previous statements, is P the same as G?",No,P is not the same as G.,False,No
930,J K 74.,Q K 74.,K is a functional property.,"Given the previous statements, is Q the same as J?",Yes,Q is the same as J.,True,Yes
971,J A 6.,N A 6.,A is a functional property.,"Given the previous statements, is N the same as J?",Yes,N is the same as J.,True,No
193,B U 9.,J U 9.,U is a functional property.,"Given the previous statements, is J the same as B?",Yes,J is the same as B.,True,Yes
285,C Q 53.,E Q 53.,Q is a functional property.,"Given the previous statements, is E the same as C?",Yes,E is the same as C.,True,No
1116,B Y 25.,G Y 56.,Y is a functional property.,"Given the previous statements, is G the same as B?",No,G is not the same as B.,False,Yes
1594,F W 82.,O W 15.,W is a functional property.,"Given the previous statements, is O the same as F?",No,O is not the same as F.,False,No
1447,E A 77.,Q A 88.,A is a functional property.,"Given the previous statements, is Q the same as E?",No,Q is not the same as E.,False,No
888,I Z 39.,R Z 39.,Z is a functional property.,"Given the previous statements, is R the same as I?",Yes,R is the same as I.,True,Yes
280,C D 83.,J D 83.,D is a functional property.,"Given the previous statements, is J the same as C?",Yes,J is the same as C.,True,No
1018,A V 1.,G V 1.,V is a functional property.,"Given the previous statements, is G the same as A?",No,G is not the same as A.,False,Yes
869,I G 20.,A G 20.,G is a functional property.,"Given the previous statements, is A the same as I?",Yes,A is the same as I.,True,No
1590,F Y 18.,N Y 17.,Y is a functional property.,"Given the previous statements, is N the same as F?",No,N is not the same as F.,False,Yes
789,H F 95.,Q F 95.,F is a functional property.,"Given the previous statements, is Q the same as H?",Yes,Q is the same as H.,True,Yes
366,D S 98.,Y S 98.,S is a functional property.,"Given the previous statements, is Y the same as D?",Yes,Y is the same as D.,True,No
1465,E H 6.,Y H 19.,H is a functional property.,"Given the previous statements, is Y the same as E?",No,Y is not the same as E.,False,Yes
425,E F 2.,Z F 2.,F is a functional property.,"Given the previous statements, is Z the same as E?",Yes,Z is the same as E.,True,No
1163,B T 37.,X T 30.,T is a functional property.,"Given the previous statements, is X the same as B?",No,X is not the same as B.,False,No
93,A L 69.,Z L 69.,L is a functional property.,"Given the previous statements, is Z the same as A?",Yes,Z is the same as A.,True,No
649,G Y 87.,D Y 87.,Y is a functional property.,"Given the previous statements, is D the same as G?",Yes,D is the same as G.,True,No
1738,H D 4.,W D 88.,D is a functional property.,"Given the previous statements, is W the same as H?",No,W is not the same as H.,False,No
548,F V 6.,W V 6.,V is a functional property.,"Given the previous statements, is W the same as F?",Yes,W is the same as F.,True,No
456,E X 91.,D X 91.,X is a functional property.,"Given the previous statements, is D the same as E?",Yes,D is the same as E.,True,Yes
1248,C F 90.,O F 68.,F is a functional property.,"Given the previous statements, is O the same as C?",No,O is not the same as C.,False,Yes
159,B M 91.,S M 91.,M is a functional property.,"Given the previous statements, is S the same as B?",Yes,S is the same as B.,True,No
754,H W 1.,R W 1.,W is a functional property.,"Given the previous statements, is R the same as H?",Yes,R is the same as H.,True,Yes
1074,A L 52.,J L 22.,L is a functional property.,"Given the previous statements, is J the same as A?",No,J is not the same as A.,False,No
1805,I F 34.,A F 50.,F is a functional property.,"Given the previous statements, is A the same as I?",No,A is not the same as I.,False,No
1850,I J 88.,D J 33.,J is a functional property.,"Given the previous statements, is D the same as I?",No,D is not the same as I.,False,No
687,G A 65.,Q A 65.,A is a functional property.,"Given the previous statements, is Q the same as G?",Yes,Q is the same as G.,True,Yes
1321,D Q 78.,H Q 22.,Q is a functional property.,"Given the previous statements, is H the same as D?",No,H is not the same as D.,False,No
1732,H M 100.,S M 48.,M is a functional property.,"Given the previous statements, is S the same as H?",No,S is not the same as H.,False,No
267,C I 41.,J I 41.,I is a functional property.,"Given the previous statements, is J the same as C?",Yes,J is the same as C.,True,No
1714,H N 65.,T N 72.,N is a functional property.,"Given the previous statements, is T the same as H?",No,T is not the same as H.,False,No
1381,D T 42.,N T 33.,T is a functional property.,"Given the previous statements, is N the same as D?",No,N is not the same as D.,False,No
1342,D V 75.,E V 19.,V is a functional property.,"Given the previous statements, is E the same as D?",No,E is not the same as D.,False,No
1899,I H 74.,E H 77.,H is a functional property.,"Given the previous statements, is E the same as I?",No,E is not the same as I.,False,Yes
1836,I R 1.,B R 73.,R is a functional property.,"Given the previous statements, is B the same as I?",No,B is not the same as I.,False,No
33,A N 73.,X N 73.,N is a functional property.,"Given the previous statements, is X the same as A?",Yes,X is the same as A.,True,Yes
1902,J F 17.,R F 96.,F is a functional property.,"Given the previous statements, is R the same as J?",No,R is not the same as J.,False,Yes
290,C I 55.,V I 55.,I is a functional property.,"Given the previous statements, is V the same as C?",Yes,V is the same as C.,True,Yes
96,A W 30.,Z W 30.,W is a functional property.,"Given the previous statements, is Z the same as A?",Yes,Z is the same as A.,True,Yes
690,G F 24.,C F 24.,F is a functional property.,"Given the previous statements, is C the same as G?",Yes,C is the same as G.,True,No
136,B R 18.,P R 18.,R is a functional property.,"Given the previous statements, is P the same as B?",Yes,P is the same as B.,True,Yes
1247,C Z 70.,V Z 7.,Z is a functional property.,"Given the previous statements, is V the same as C?",No,V is not the same as C.,False,No
953,J L 18.,S L 18.,L is a functional property.,"Given the previous statements, is S the same as J?",Yes,S is the same as J.,True,No
171,B C 27.,G C 27.,C is a functional property.,"Given the previous statements, is G the same as B?",Yes,G is the same as B.,True,No
1471,E Z 78.,T Z 7.,Z is a functional property.,"Given the previous statements, is T the same as E?",No,T is not the same as E.,False,No
1157,B G 43.,V G 85.,G is a functional property.,"Given the previous statements, is V the same as B?",No,V is not the same as B.,False,Yes
1403,E M 42.,P M 39.,M is a functional property.,"Given the previous statements, is P the same as E?",No,P is not the same as E.,False,Yes
1377,D L 42.,Y L 48.,L is a functional property.,"Given the previous statements, is Y the same as D?",No,Y is not the same as D.,False,No
892,I D 19.,A D 19.,D is a functional property.,"Given the previous statements, is A the same as I?",Yes,A is the same as I.,True,Yes
1148,B U 88.,K U 87.,U is a functional property.,"Given the previous statements, is K the same as B?",No,K is not the same as B.,False,No
1172,B F 42.,L F 64.,F is a functional property.,"Given the previous statements, is L the same as B?",No,L is not the same as B.,False,No
1727,H F 20.,V F 61.,F is a functional property.,"Given the previous statements, is V the same as H?",No,V is not the same as H.,False,Yes
1645,G A 88.,C A 25.,A is a functional property.,"Given the previous statements, is C the same as G?",No,C is not the same as G.,False,No
1632,G Q 35.,U Q 55.,Q is a functional property.,"Given the previous statements, is U the same as G?",No,U is not the same as G.,False,No
1746,H C 75.,Q C 21.,C is a functional property.,"Given the previous statements, is Q the same as H?",No,Q is not the same as H.,False,No
1979,J M 95.,D M 50.,M is a functional property.,"Given the previous statements, is D the same as J?",No,D is not the same as J.,False,No
372,D R 4.,H R 4.,R is a functional property.,"Given the previous statements, is H the same as D?",Yes,H is the same as D.,True,No
1985,J Q 97.,N Q 13.,Q is a functional property.,"Given the previous statements, is N the same as J?",No,N is not the same as J.,False,No
1939,J P 3.,E P 45.,P is a functional property.,"Given the previous statements, is E the same as J?",No,E is not the same as J.,False,Yes
1846,I B 98.,P B 44.,B is a functional property.,"Given the previous statements, is P the same as I?",No,P is not the same as I.,False,No
1861,I N 14.,T N 65.,N is a functional property.,"Given the previous statements, is T the same as I?",No,T is not the same as I.,False,Yes
1155,B I 68.,A I 86.,I is a functional property.,"Given the previous statements, is A the same as B?",No,A is not the same as B.,False,Yes
214,C L 95.,P L 95.,L is a functional property.,"Given the previous statements, is P the same as C?",Yes,P is the same as C.,True,Yes
74,A C 32.,B C 32.,C is a functional property.,"Given the previous statements, is B the same as A?",Yes,B is the same as A.,True,Yes
1830,I U 83.,C U 75.,U is a functional property.,"Given the previous statements, is C the same as I?",No,C is not the same as I.,False,No
963,J D 72.,U D 72.,D is a functional property.,"Given the previous statements, is U the same as J?",Yes,U is the same as J.,True,No
1475,E Y 2.,W Y 12.,Y is a functional property.,"Given the previous statements, is W the same as E?",No,W is not the same as E.,False,Yes
703,H W 92.,U W 92.,W is a functional property.,"Given the previous statements, is U the same as H?",Yes,U is the same as H.,True,No
621,G N 60.,D N 60.,N is a functional property.,"Given the previous statements, is D the same as G?",Yes,D is the same as G.,True,Yes
1655,G Y 9.,M Y 32.,Y is a functional property.,"Given the previous statements, is M the same as G?",No,M is not the same as G.,False,No
48,A Q 65.,S Q 65.,Q is a functional property.,"Given the previous statements, is S the same as A?",Yes,S is the same as A.,True,No
43,A U 20.,F U 20.,U is a functional property.,"Given the previous statements, is F the same as A?",Yes,F is the same as A.,True,No
20,A C 53.,B C 53.,C is a functional property.,"Given the previous statements, is B the same as A?",Yes,B is the same as A.,True,Yes
105,B R 43.,I R 43.,R is a functional property.,"Given the previous statements, is I the same as B?",Yes,I is the same as B.,True,Yes
760,H U 61.,L U 61.,U is a functional property.,"Given the previous statements, is L the same as H?",Yes,L is the same as H.,True,No
1563,F S 62.,I S 66.,S is a functional property.,"Given the previous statements, is I the same as F?",No,I is not the same as F.,False,Yes
227,C Y 35.,P Y 35.,Y is a functional property.,"Given the previous statements, is P the same as C?",Yes,P is the same as C.,True,No
437,E L 80.,V L 80.,L is a functional property.,"Given the previous statements, is V the same as E?",Yes,V is the same as E.,True,Yes
1595,F W 23.,R W 74.,W is a functional property.,"Given the previous statements, is R the same as F?",No,R is not the same as F.,False,No
77,A B 40.,P B 40.,B is a functional property.,"Given the previous statements, is P the same as A?",Yes,P is the same as A.,True,Yes
444,E D 77.,J D 77.,D is a functional property.,"Given the previous statements, is J the same as E?",Yes,J is the same as E.,True,No
718,H C 71.,V C 71.,C is a functional property.,"Given the previous statements, is V the same as H?",Yes,V is the same as H.,True,No
1348,D V 97.,S V 30.,V is a functional property.,"Given the previous statements, is S the same as D?",No,S is not the same as D.,False,No
1065,A W 85.,S W 61.,W is a functional property.,"Given the previous statements, is S the same as A?",No,S is not the same as A.,False,No
6,A W 93.,S W 93.,W is a functional property.,"Given the previous statements, is S the same as A?",Yes,S is the same as A.,True,Yes
1504,F D 18.,S D 14.,D is a functional property.,"Given the previous statements, is S the same as F?",No,S is not the same as F.,False,Yes
1535,F Z 100.,T Z 91.,Z is a functional property.,"Given the previous statements, is T the same as F?",No,T is not the same as F.,False,No
1788,H P 89.,Z P 17.,P is a functional property.,"Given the previous statements, is Z the same as H?",No,Z is not the same as H.,False,No
787,H T 46.,K T 46.,T is a functional property.,"Given the previous statements, is K the same as H?",Yes,K is the same as H.,True,No
1127,B O 81.,L O 1.,O is a functional property.,"Given the previous statements, is L the same as B?",No,L is not the same as B.,False,No
1454,E B 73.,X B 12.,B is a functional property.,"Given the previous statements, is X the same as E?",No,X is not the same as E.,False,No
1344,D Z 78.,M Z 36.,Z is a functional property.,"Given the previous statements, is M the same as D?",No,M is not the same as D.,False,Yes
1233,C Y 2.,H Y 52.,Y is a functional property.,"Given the previous statements, is H the same as C?",No,H is not the same as C.,False,Yes
112,B C 71.,Z C 71.,C is a functional property.,"Given the previous statements, is Z the same as B?",Yes,Z is the same as B.,True,No
236,C M 77.,V M 77.,M is a functional property.,"Given the previous statements, is V the same as C?",Yes,V is the same as C.,True,No
281,C W 71.,T W 71.,W is a functional property.,"Given the previous statements, is T the same as C?",Yes,T is the same as C.,True,Yes
1142,B Q 48.,N Q 94.,Q is a functional property.,"Given the previous statements, is N the same as B?",No,N is not the same as B.,False,No
1824,I K 14.,P K 2.,K is a functional property.,"Given the previous statements, is P the same as I?",No,P is not the same as I.,False,Yes
1713,H G 77.,L G 2.,G is a functional property.,"Given the previous statements, is L the same as H?",No,L is not the same as H.,False,No
540,F Y 48.,C Y 48.,Y is a functional property.,"Given the previous statements, is C the same as F?",Yes,C is the same as F.,True,No
1748,H C 26.,A C 95.,C is a functional property.,"Given the previous statements, is A the same as H?",No,A is not the same as H.,False,No
1042,A X 3.,G X 72.,X is a functional property.,"Given the previous statements, is G the same as A?",No,G is not the same as A.,False,Yes
1483,E D 61.,K D 1.,D is a functional property.,"Given the previous statements, is K the same as E?",No,K is not the same as E.,False,Yes
316,D H 94.,E H 94.,H is a functional property.,"Given the previous statements, is E the same as D?",Yes,E is the same as D.,True,Yes
1315,D L 83.,C L 2.,L is a functional property.,"Given the previous statements, is C the same as D?",No,C is not the same as D.,False,No
1021,A R 99.,B R 52.,R is a functional property.,"Given the previous statements, is B the same as A?",No,B is not the same as A.,False,Yes
1768,H O 52.,Q O 14.,O is a functional property.,"Given the previous statements, is Q the same as H?",No,Q is not the same as H.,False,No
1072,A O 46.,D O 67.,O is a functional property.,"Given the previous statements, is D the same as A?",No,D is not the same as A.,False,No
852,I C 86.,O C 86.,C is a functional property.,"Given the previous statements, is O the same as I?",Yes,O is the same as I.,True,Yes
1718,H J 25.,K J 59.,J is a functional property.,"Given the previous statements, is K the same as H?",No,K is not the same as H.,False,No
926,J P 70.,Q P 70.,P is a functional property.,"Given the previous statements, is Q the same as J?",Yes,Q is the same as J.,True,Yes
127,B M 36.,T M 36.,M is a functional property.,"Given the previous statements, is T the same as B?",Yes,T is the same as B.,True,No
1141,B D 72.,Y D 26.,D is a functional property.,"Given the previous statements, is Y the same as B?",No,Y is not the same as B.,False,No
1764,H F 34.,B F 61.,F is a functional property.,"Given the previous statements, is B the same as H?",No,B is not the same as H.,False,No
1363,D L 69.,N L 28.,L is a functional property.,"Given the previous statements, is N the same as D?",No,N is not the same as D.,False,No
871,I D 58.,V D 58.,D is a functional property.,"Given the previous statements, is V the same as I?",Yes,V is the same as I.,True,Yes
354,D O 49.,V O 49.,O is a functional property.,"Given the previous statements, is V the same as D?",Yes,V is the same as D.,True,Yes
1644,G Z 74.,P Z 16.,Z is a functional property.,"Given the previous statements, is P the same as G?",No,P is not the same as G.,False,No
244,C Y 22.,Q Y 22.,Y is a functional property.,"Given the previous statements, is Q the same as C?",Yes,Q is the same as C.,True,No
1989,J Z 48.,I Z 13.,Z is a functional property.,"Given the previous statements, is I the same as J?",No,I is not the same as J.,False,No
1432,E U 45.,K U 62.,U is a functional property.,"Given the previous statements, is K the same as E?",No,K is not the same as E.,False,No
1734,H W 71.,F W 18.,W is a functional property.,"Given the previous statements, is F the same as H?",No,F is not the same as H.,False,No
419,E M 17.,B M 17.,M is a functional property.,"Given the previous statements, is B the same as E?",Yes,B is the same as E.,True,Yes
1633,G Q 35.,V Q 52.,Q is a functional property.,"Given the previous statements, is V the same as G?",No,V is not the same as G.,False,No
422,E Y 14.,H Y 14.,Y is a functional property.,"Given the previous statements, is H the same as E?",Yes,H is the same as E.,True,Yes
874,I Q 89.,J Q 89.,Q is a functional property.,"Given the previous statements, is J the same as I?",Yes,J is the same as I.,True,Yes
191,B N 85.,X N 85.,N is a functional property.,"Given the previous statements, is X the same as B?",Yes,X is the same as B.,True,Yes
130,B O 64.,D O 64.,O is a functional property.,"Given the previous statements, is D the same as B?",Yes,D is the same as B.,True,Yes
429,E B 66.,M B 66.,B is a functional property.,"Given the previous statements, is M the same as E?",Yes,M is the same as E.,True,Yes
61,A M 20.,T M 20.,M is a functional property.,"Given the previous statements, is T the same as A?",Yes,T is the same as A.,True,No
178,B E 74.,I E 74.,E is a functional property.,"Given the previous statements, is I the same as B?",Yes,I is the same as B.,True,Yes
1193,B K 3.,M K 2.,K is a functional property.,"Given the previous statements, is M the same as B?",No,M is not the same as B.,False,Yes
1703,H W 21.,I W 43.,W is a functional property.,"Given the previous statements, is I the same as H?",No,I is not the same as H.,False,Yes
174,B J 18.,I J 18.,J is a functional property.,"Given the previous statements, is I the same as B?",Yes,I is the same as B.,True,Yes
1546,F X 59.,R X 44.,X is a functional property.,"Given the previous statements, is R the same as F?",No,R is not the same as F.,False,Yes
81,A F 12.,P F 12.,F is a functional property.,"Given the previous statements, is P the same as A?",Yes,P is the same as A.,True,Yes
490,E B 38.,R B 38.,B is a functional property.,"Given the previous statements, is R the same as E?",Yes,R is the same as E.,True,No
1416,E I 3.,Z I 47.,I is a functional property.,"Given the previous statements, is Z the same as E?",No,Z is not the same as E.,False,Yes
1681,G K 1.,M K 94.,K is a functional property.,"Given the previous statements, is M the same as G?",No,M is not the same as G.,False,No
1269,C B 6.,P B 81.,B is a functional property.,"Given the previous statements, is P the same as C?",No,P is not the same as C.,False,Yes
902,J K 2.,U K 2.,K is a functional property.,"Given the previous statements, is U the same as J?",Yes,U is the same as J.,True,No
1571,F S 37.,J S 19.,S is a functional property.,"Given the previous statements, is J the same as F?",No,J is not the same as F.,False,No
1299,C M 46.,R M 81.,M is a functional property.,"Given the previous statements, is R the same as C?",No,R is not the same as C.,False,Yes
1642,G X 9.,K X 68.,X is a functional property.,"Given the previous statements, is K the same as G?",No,K is not the same as G.,False,Yes
50,A W 58.,Y W 58.,W is a functional property.,"Given the previous statements, is Y the same as A?",Yes,Y is the same as A.,True,No
245,C S 20.,F S 20.,S is a functional property.,"Given the previous statements, is F the same as C?",Yes,F is the same as C.,True,No
1033,A T 78.,S T 45.,T is a functional property.,"Given the previous statements, is S the same as A?",No,S is not the same as A.,False,No
483,E J 16.,B J 16.,J is a functional property.,"Given the previous statements, is B the same as E?",Yes,B is the same as E.,True,Yes
427,E R 34.,C R 34.,R is a functional property.,"Given the previous statements, is C the same as E?",Yes,C is the same as E.,True,Yes
137,B H 60.,D H 60.,H is a functional property.,"Given the previous statements, is D the same as B?",Yes,D is the same as B.,True,Yes
909,J V 86.,I V 86.,V is a functional property.,"Given the previous statements, is I the same as J?",Yes,I is the same as J.,True,Yes
1797,H W 42.,L W 5.,W is a functional property.,"Given the previous statements, is L the same as H?",No,L is not the same as H.,False,No
107,B Y 73.,J Y 73.,Y is a functional property.,"Given the previous statements, is J the same as B?",Yes,J is the same as B.,True,No
1884,I B 94.,V B 68.,B is a functional property.,"Given the previous statements, is V the same as I?",No,V is not the same as I.,False,No
328,D P 71.,R P 71.,P is a functional property.,"Given the previous statements, is R the same as D?",Yes,R is the same as D.,True,Yes
167,B A 70.,E A 70.,A is a functional property.,"Given the previous statements, is E the same as B?",Yes,E is the same as B.,True,Yes
1860,I N 25.,S N 29.,N is a functional property.,"Given the previous statements, is S the same as I?",No,S is not the same as I.,False,No
79,A J 36.,G J 36.,J is a functional property.,"Given the previous statements, is G the same as A?",Yes,G is the same as A.,True,Yes
1309,D U 75.,B U 29.,U is a functional property.,"Given the previous statements, is B the same as D?",No,B is not the same as D.,False,No
1174,B G 74.,M G 4.,G is a functional property.,"Given the previous statements, is M the same as B?",No,M is not the same as B.,False,No
1012,A W 59.,M W 57.,W is a functional property.,"Given the previous statements, is M the same as A?",No,M is not the same as A.,False,No
681,G S 28.,C S 28.,S is a functional property.,"Given the previous statements, is C the same as G?",Yes,C is the same as G.,True,No
27,A P 24.,E P 24.,P is a functional property.,"Given the previous statements, is E the same as A?",Yes,E is the same as A.,True,Yes
1512,F W 84.,D W 19.,W is a functional property.,"Given the previous statements, is D the same as F?",No,D is not the same as F.,False,No
758,H L 42.,C L 42.,L is a functional property.,"Given the previous statements, is C the same as H?",Yes,C is the same as H.,True,No
163,B O 33.,D O 33.,O is a functional property.,"Given the previous statements, is D the same as B?",Yes,D is the same as B.,True,No
1023,A M 41.,D M 67.,M is a functional property.,"Given the previous statements, is D the same as A?",No,D is not the same as A.,False,No
140,B K 79.,L K 79.,K is a functional property.,"Given the previous statements, is L the same as B?",Yes,L is the same as B.,True,Yes
842,I D 75.,Q D 75.,D is a functional property.,"Given the previous statements, is Q the same as I?",Yes,Q is the same as I.,True,No
1539,F S 84.,Z S 4.,S is a functional property.,"Given the previous statements, is Z the same as F?",No,Z is not the same as F.,False,No
543,F Q 96.,B Q 96.,Q is a functional property.,"Given the previous statements, is B the same as F?",Yes,B is the same as F.,True,No
353,D W 38.,C W 38.,W is a functional property.,"Given the previous statements, is C the same as D?",Yes,C is the same as D.,True,No
559,F M 92.,U M 92.,M is a functional property.,"Given the previous statements, is U the same as F?",Yes,U is the same as F.,True,No
1194,B O 90.,J O 31.,O is a functional property.,"Given the previous statements, is J the same as B?",No,J is not the same as B.,False,No
545,F Z 24.,W Z 24.,Z is a functional property.,"Given the previous statements, is W the same as F?",Yes,W is the same as F.,True,Yes
1809,I C 97.,S C 43.,C is a functional property.,"Given the previous statements, is S the same as I?",No,S is not the same as I.,False,No
600,F A 75.,X A 75.,A is a functional property.,"Given the previous statements, is X the same as F?",Yes,X is the same as F.,True,No
1813,I S 100.,R S 11.,S is a functional property.,"Given the previous statements, is R the same as I?",No,R is not the same as I.,False,No
1102,B J 87.,I J 21.,J is a functional property.,"Given the previous statements, is I the same as B?",No,I is not the same as B.,False,No
63,A C 74.,G C 74.,C is a functional property.,"Given the previous statements, is G the same as A?",Yes,G is the same as A.,True,Yes
1025,A K 53.,J K 36.,K is a functional property.,"Given the previous statements, is J the same as A?",No,J is not the same as A.,False,No
177,B M 87.,R M 87.,M is a functional property.,"Given the previous statements, is R the same as B?",Yes,R is the same as B.,True,No
259,C I 82.,Q I 82.,I is a functional property.,"Given the previous statements, is Q the same as C?",Yes,Q is the same as C.,True,Yes
799,H Y 88.,W Y 88.,Y is a functional property.,"Given the previous statements, is W the same as H?",Yes,W is the same as H.,True,No
1872,I D 98.,A D 33.,D is a functional property.,"Given the previous statements, is A the same as I?",No,A is not the same as I.,False,No
1962,J S 32.,B S 78.,S is a functional property.,"Given the previous statements, is B the same as J?",No,B is not the same as J.,False,Yes
1402,E F 82.,P F 99.,F is a functional property.,"Given the previous statements, is P the same as E?",No,P is not the same as E.,False,Yes
1048,A K 49.,I K 7.,K is a functional property.,"Given the previous statements, is I the same as A?",No,I is not the same as A.,False,Yes
426,E X 35.,B X 35.,X is a functional property.,"Given the previous statements, is B the same as E?",Yes,B is the same as E.,True,Yes
1003,A D 72.,I D 90.,D is a functional property.,"Given the previous statements, is I the same as A?",No,I is not the same as A.,False,Yes
1441,E U 29.,C U 24.,U is a functional property.,"Given the previous statements, is C the same as E?",No,C is not the same as E.,False,No
1189,B N 71.,Y N 54.,N is a functional property.,"Given the previous statements, is Y the same as B?",No,Y is not the same as B.,False,No
692,G A 28.,W A 28.,A is a functional property.,"Given the previous statements, is W the same as G?",Yes,W is the same as G.,True,No
330,D H 44.,R H 44.,H is a functional property.,"Given the previous statements, is R the same as D?",Yes,R is the same as D.,True,Yes
1725,H F 58.,A F 12.,F is a functional property.,"Given the previous statements, is A the same as H?",No,A is not the same as H.,False,No
1338,D V 32.,I V 36.,V is a functional property.,"Given the previous statements, is I the same as D?",No,I is not the same as D.,False,Yes
1865,I D 81.,Z D 4.,D is a functional property.,"Given the previous statements, is Z the same as I?",No,Z is not the same as I.,False,No
1106,B U 97.,Y U 26.,U is a functional property.,"Given the previous statements, is Y the same as B?",No,Y is not the same as B.,False,No
516,F L 63.,V L 63.,L is a functional property.,"Given the previous statements, is V the same as F?",Yes,V is the same as F.,True,No
1030,A F 16.,P F 66.,F is a functional property.,"Given the previous statements, is P the same as A?",No,P is not the same as A.,False,Yes
831,I E 56.,R E 56.,E is a functional property.,"Given the previous statements, is R the same as I?",Yes,R is the same as I.,True,No
294,C V 3.,U V 3.,V is a functional property.,"Given the previous statements, is U the same as C?",Yes,U is the same as C.,True,No
1798,H E 1.,Z E 29.,E is a functional property.,"Given the previous statements, is Z the same as H?",No,Z is not the same as H.,False,No
196,B U 29.,X U 29.,U is a functional property.,"Given the previous statements, is X the same as B?",Yes,X is the same as B.,True,No
663,G S 43.,K S 43.,S is a functional property.,"Given the previous statements, is K the same as G?",Yes,K is the same as G.,True,No
1207,C D 57.,S D 80.,D is a functional property.,"Given the previous statements, is S the same as C?",No,S is not the same as C.,False,No
1080,A S 34.,N S 25.,S is a functional property.,"Given the previous statements, is N the same as A?",No,N is not the same as A.,False,No
661,G R 40.,E R 40.,R is a functional property.,"Given the previous statements, is E the same as G?",Yes,E is the same as G.,True,No
775,H G 5.,P G 5.,G is a functional property.,"Given the previous statements, is P the same as H?",Yes,P is the same as H.,True,No
1515,F X 38.,J X 50.,X is a functional property.,"Given the previous statements, is J the same as F?",No,J is not the same as F.,False,No
1672,G O 45.,I O 21.,O is a functional property.,"Given the previous statements, is I the same as G?",No,I is not the same as G.,False,Yes
1891,I T 58.,C T 20.,T is a functional property.,"Given the previous statements, is C the same as I?",No,C is not the same as I.,False,No
1832,I T 77.,L T 73.,T is a functional property.,"Given the previous statements, is L the same as I?",No,L is not the same as I.,False,No
1428,E G 73.,A G 66.,G is a functional property.,"Given the previous statements, is A the same as E?",No,A is not the same as E.,False,Yes
965,J Y 39.,E Y 39.,Y is a functional property.,"Given the previous statements, is E the same as J?",Yes,E is the same as J.,True,No
1924,J L 65.,A L 91.,L is a functional property.,"Given the previous statements, is A the same as J?",No,A is not the same as J.,False,No
1970,J G 15.,K G 92.,G is a functional property.,"Given the previous statements, is K the same as J?",No,K is not the same as J.,False,No
1463,E T 60.,G T 23.,T is a functional property.,"Given the previous statements, is G the same as E?",No,G is not the same as E.,False,No
1667,G N 84.,E N 22.,N is a functional property.,"Given the previous statements, is E the same as G?",No,E is not the same as G.,False,Yes
476,E B 94.,T B 94.,B is a functional property.,"Given the previous statements, is T the same as E?",Yes,T is the same as E.,True,No
1682,G X 5.,O X 9.,X is a functional property.,"Given the previous statements, is O the same as G?",No,O is not the same as G.,False,Yes
1950,J D 44.,I D 95.,D is a functional property.,"Given the previous statements, is I the same as J?",No,I is not the same as J.,False,Yes
823,I N 11.,U N 11.,N is a functional property.,"Given the previous statements, is U the same as I?",Yes,U is the same as I.,True,Yes
1056,A I 45.,M I 82.,I is a functional property.,"Given the previous statements, is M the same as A?",No,M is not the same as A.,False,Yes
1487,E F 75.,Q F 41.,F is a functional property.,"Given the previous statements, is Q the same as E?",No,Q is not the same as E.,False,Yes
1308,D M 5.,S M 79.,M is a functional property.,"Given the previous statements, is S the same as D?",No,S is not the same as D.,False,Yes
1560,F V 93.,E V 46.,V is a functional property.,"Given the previous statements, is E the same as F?",No,E is not the same as F.,False,Yes
405,E C 1.,X C 1.,C is a functional property.,"Given the previous statements, is X the same as E?",Yes,X is the same as E.,True,Yes
160,B O 39.,P O 39.,O is a functional property.,"Given the previous statements, is P the same as B?",Yes,P is the same as B.,True,Yes
979,J C 40.,B C 40.,C is a functional property.,"Given the previous statements, is B the same as J?",Yes,B is the same as J.,True,Yes
206,C I 21.,M I 21.,I is a functional property.,"Given the previous statements, is M the same as C?",Yes,M is the same as C.,True,No
131,B X 69.,W X 69.,X is a functional property.,"Given the previous statements, is W the same as B?",Yes,W is the same as B.,True,Yes
433,E A 79.,U A 79.,A is a functional property.,"Given the previous statements, is U the same as E?",Yes,U is the same as E.,True,No
1078,A C 58.,X C 98.,C is a functional property.,"Given the previous statements, is X the same as A?",No,X is not the same as A.,False,No
1938,J W 85.,O W 78.,W is a functional property.,"Given the previous statements, is O the same as J?",No,O is not the same as J.,False,Yes
1401,E X 69.,Q X 42.,X is a functional property.,"Given the previous statements, is Q the same as E?",No,Q is not the same as E.,False,No
