ID,triple1,triple2,question,answer,inferred triple,label
521,F is a P.,P is a subclass of N.,"Given the previous statements, is F a N?",Yes,F is a N.,True
522,F is a L.,L is a subclass of N.,"Given the previous statements, is F a N?",Yes,F is a N.,True
523,F is a G.,G is a subclass of E.,"Given the previous statements, is F a E?",Yes,F is a E.,True
524,F is a K.,K is a subclass of A.,"Given the previous statements, is F a A?",Yes,F is a A.,True
525,F is a J.,J is a subclass of X.,"Given the previous statements, is F a X?",Yes,F is a X.,True
526,F is a C.,C is a subclass of H.,"Given the previous statements, is F a H?",Yes,F is a H.,True
527,F is a A.,A is a subclass of Z.,"Given the previous statements, is F a Z?",Yes,F is a Z.,True
528,F is a L.,L is a subclass of O.,"Given the previous statements, is F a O?",Yes,F is a O.,True
529,F is a N.,N is a subclass of E.,"Given the previous statements, is F a E?",Yes,F is a E.,True
530,F is a N.,N is a subclass of Q.,"Given the previous statements, is F a Q?",Yes,F is a Q.,True
531,F is a L.,L is a subclass of B.,"Given the previous statements, is F a B?",Yes,F is a B.,True
532,F is a V.,V is a subclass of E.,"Given the previous statements, is F a E?",Yes,F is a E.,True
533,F is a G.,G is a subclass of L.,"Given the previous statements, is F a L?",Yes,F is a L.,True
534,F is a G.,G is a subclass of V.,"Given the previous statements, is F a V?",Yes,F is a V.,True
535,F is a T.,T is a subclass of G.,"Given the previous statements, is F a G?",Yes,F is a G.,True
536,F is a P.,P is a subclass of X.,"Given the previous statements, is F a X?",Yes,F is a X.,True
537,F is a T.,T is a subclass of R.,"Given the previous statements, is F a R?",Yes,F is a R.,True
538,F is a O.,O is a subclass of T.,"Given the previous statements, is F a T?",Yes,F is a T.,True
539,F is a W.,W is a subclass of K.,"Given the previous statements, is F a K?",Yes,F is a K.,True
540,F is a L.,L is a subclass of R.,"Given the previous statements, is F a R?",Yes,F is a R.,True
541,F is a Y.,Y is a subclass of L.,"Given the previous statements, is F a L?",Yes,F is a L.,True
542,F is a P.,P is a subclass of Z.,"Given the previous statements, is F a Z?",Yes,F is a Z.,True
543,F is a U.,U is a subclass of R.,"Given the previous statements, is F a R?",Yes,F is a R.,True
544,F is a U.,U is a subclass of M.,"Given the previous statements, is F a M?",Yes,F is a M.,True
545,F is a G.,G is a subclass of R.,"Given the previous statements, is F a R?",Yes,F is a R.,True
546,F is a S.,S is a subclass of L.,"Given the previous statements, is F a L?",Yes,F is a L.,True
547,F is a Q.,Q is a subclass of G.,"Given the previous statements, is F a G?",Yes,F is a G.,True
548,F is a P.,P is a subclass of D.,"Given the previous statements, is F a D?",Yes,F is a D.,True
549,F is a N.,N is a subclass of I.,"Given the previous statements, is F a I?",Yes,F is a I.,True
550,F is a Y.,Y is a subclass of M.,"Given the previous statements, is F a M?",Yes,F is a M.,True
551,F is a B.,B is a subclass of J.,"Given the previous statements, is F a J?",Yes,F is a J.,True
552,F is a P.,P is a subclass of W.,"Given the previous statements, is F a W?",Yes,F is a W.,True
553,F is a U.,U is a subclass of V.,"Given the previous statements, is F a V?",Yes,F is a V.,True
554,F is a L.,L is a subclass of Z.,"Given the previous statements, is F a Z?",Yes,F is a Z.,True
555,F is a Z.,Z is a subclass of J.,"Given the previous statements, is F a J?",Yes,F is a J.,True
556,F is a Z.,Z is a subclass of G.,"Given the previous statements, is F a G?",Yes,F is a G.,True
557,F is a Z.,Z is a subclass of B.,"Given the previous statements, is F a B?",Yes,F is a B.,True
558,F is a O.,O is a subclass of J.,"Given the previous statements, is F a J?",Yes,F is a J.,True
559,F is a U.,U is a subclass of T.,"Given the previous statements, is F a T?",Yes,F is a T.,True
560,F is a O.,O is a subclass of G.,"Given the previous statements, is F a G?",Yes,F is a G.,True
561,F is a U.,U is a subclass of L.,"Given the previous statements, is F a L?",Yes,F is a L.,True
562,F is a R.,R is a subclass of A.,"Given the previous statements, is F a A?",Yes,F is a A.,True
563,F is a B.,B is a subclass of P.,"Given the previous statements, is F a P?",Yes,F is a P.,True
564,F is a G.,G is a subclass of K.,"Given the previous statements, is F a K?",Yes,F is a K.,True
565,F is a H.,H is a subclass of J.,"Given the previous statements, is F a J?",Yes,F is a J.,True
566,F is a R.,R is a subclass of I.,"Given the previous statements, is F a I?",Yes,F is a I.,True
567,F is a E.,E is a subclass of U.,"Given the previous statements, is F a U?",Yes,F is a U.,True
568,F is a D.,D is a subclass of Z.,"Given the previous statements, is F a Z?",Yes,F is a Z.,True
569,F is a H.,H is a subclass of W.,"Given the previous statements, is F a W?",Yes,F is a W.,True
570,F is a W.,W is a subclass of Z.,"Given the previous statements, is F a Z?",Yes,F is a Z.,True
571,F is a J.,J is a subclass of L.,"Given the previous statements, is F a L?",Yes,F is a L.,True
572,F is a H.,H is a subclass of Z.,"Given the previous statements, is F a Z?",Yes,F is a Z.,True
573,F is a J.,J is a subclass of H.,"Given the previous statements, is F a H?",Yes,F is a H.,True
574,F is a J.,J is a subclass of V.,"Given the previous statements, is F a V?",Yes,F is a V.,True
575,F is a H.,H is a subclass of P.,"Given the previous statements, is F a P?",Yes,F is a P.,True
576,F is a J.,J is a subclass of N.,"Given the previous statements, is F a N?",Yes,F is a N.,True
577,F is a R.,R is a subclass of Z.,"Given the previous statements, is F a Z?",Yes,F is a Z.,True
578,F is a B.,B is a subclass of S.,"Given the previous statements, is F a S?",Yes,F is a S.,True
579,F is a Z.,Z is a subclass of T.,"Given the previous statements, is F a T?",Yes,F is a T.,True
580,F is a A.,A is a subclass of M.,"Given the previous statements, is F a M?",Yes,F is a M.,True
581,F is a X.,X is a subclass of S.,"Given the previous statements, is F a S?",Yes,F is a S.,True
582,F is a E.,E is a subclass of Y.,"Given the previous statements, is F a Y?",Yes,F is a Y.,True
583,F is a T.,T is a subclass of P.,"Given the previous statements, is F a P?",Yes,F is a P.,True
584,F is a G.,G is a subclass of D.,"Given the previous statements, is F a D?",Yes,F is a D.,True
585,F is a Z.,Z is a subclass of I.,"Given the previous statements, is F a I?",Yes,F is a I.,True
586,F is a Z.,Z is a subclass of Y.,"Given the previous statements, is F a Y?",Yes,F is a Y.,True
587,F is a V.,V is a subclass of U.,"Given the previous statements, is F a U?",Yes,F is a U.,True
588,F is a C.,C is a subclass of P.,"Given the previous statements, is F a P?",Yes,F is a P.,True
589,F is a X.,X is a subclass of V.,"Given the previous statements, is F a V?",Yes,F is a V.,True
590,F is a E.,E is a subclass of C.,"Given the previous statements, is F a C?",Yes,F is a C.,True
591,F is a M.,M is a subclass of W.,"Given the previous statements, is F a W?",Yes,F is a W.,True
592,F is a R.,R is a subclass of H.,"Given the previous statements, is F a H?",Yes,F is a H.,True
593,F is a M.,M is a subclass of E.,"Given the previous statements, is F a E?",Yes,F is a E.,True
594,F is a X.,X is a subclass of T.,"Given the previous statements, is F a T?",Yes,F is a T.,True
595,F is a G.,G is a subclass of Z.,"Given the previous statements, is F a Z?",Yes,F is a Z.,True
596,F is a O.,O is a subclass of Z.,"Given the previous statements, is F a Z?",Yes,F is a Z.,True
597,F is a W.,W is a subclass of A.,"Given the previous statements, is F a A?",Yes,F is a A.,True
598,F is a I.,I is a subclass of A.,"Given the previous statements, is F a A?",Yes,F is a A.,True
599,F is a I.,I is a subclass of K.,"Given the previous statements, is F a K?",Yes,F is a K.,True
600,F is a I.,I is a subclass of H.,"Given the previous statements, is F a H?",Yes,F is a H.,True
601,G is a O.,O is a subclass of P.,"Given the previous statements, is G a P?",Yes,G is a P.,True
602,G is a O.,O is a subclass of X.,"Given the previous statements, is G a X?",Yes,G is a X.,True
603,G is a Y.,Y is a subclass of U.,"Given the previous statements, is G a U?",Yes,G is a U.,True
604,G is a B.,B is a subclass of M.,"Given the previous statements, is G a M?",Yes,G is a M.,True
605,G is a R.,R is a subclass of I.,"Given the previous statements, is G a I?",Yes,G is a I.,True
606,G is a E.,E is a subclass of H.,"Given the previous statements, is G a H?",Yes,G is a H.,True
607,G is a J.,J is a subclass of Z.,"Given the previous statements, is G a Z?",Yes,G is a Z.,True
608,G is a Q.,Q is a subclass of U.,"Given the previous statements, is G a U?",Yes,G is a U.,True
609,G is a N.,N is a subclass of W.,"Given the previous statements, is G a W?",Yes,G is a W.,True
610,G is a Q.,Q is a subclass of V.,"Given the previous statements, is G a V?",Yes,G is a V.,True
611,G is a O.,O is a subclass of R.,"Given the previous statements, is G a R?",Yes,G is a R.,True
612,G is a K.,K is a subclass of A.,"Given the previous statements, is G a A?",Yes,G is a A.,True
613,G is a J.,J is a subclass of C.,"Given the previous statements, is G a C?",Yes,G is a C.,True
614,G is a S.,S is a subclass of U.,"Given the previous statements, is G a U?",Yes,G is a U.,True
615,G is a P.,P is a subclass of M.,"Given the previous statements, is G a M?",Yes,G is a M.,True
616,G is a N.,N is a subclass of D.,"Given the previous statements, is G a D?",Yes,G is a D.,True
617,G is a I.,I is a subclass of A.,"Given the previous statements, is G a A?",Yes,G is a A.,True
618,G is a R.,R is a subclass of M.,"Given the previous statements, is G a M?",Yes,G is a M.,True
619,G is a E.,E is a subclass of L.,"Given the previous statements, is G a L?",Yes,G is a L.,True
620,G is a J.,J is a subclass of P.,"Given the previous statements, is G a P?",Yes,G is a P.,True
621,G is a Z.,Z is a subclass of I.,"Given the previous statements, is G a I?",Yes,G is a I.,True
622,G is a S.,S is a subclass of Q.,"Given the previous statements, is G a Q?",Yes,G is a Q.,True
623,G is a L.,L is a subclass of O.,"Given the previous statements, is G a O?",Yes,G is a O.,True
624,G is a S.,S is a subclass of F.,"Given the previous statements, is G a F?",Yes,G is a F.,True
625,G is a L.,L is a subclass of H.,"Given the previous statements, is G a H?",Yes,G is a H.,True
626,G is a D.,D is a subclass of M.,"Given the previous statements, is G a M?",Yes,G is a M.,True
627,G is a C.,C is a subclass of H.,"Given the previous statements, is G a H?",Yes,G is a H.,True
628,G is a I.,I is a subclass of P.,"Given the previous statements, is G a P?",Yes,G is a P.,True
629,G is a C.,C is a subclass of J.,"Given the previous statements, is G a J?",Yes,G is a J.,True
630,G is a Q.,Q is a subclass of C.,"Given the previous statements, is G a C?",Yes,G is a C.,True
631,G is a C.,C is a subclass of Q.,"Given the previous statements, is G a Q?",Yes,G is a Q.,True
632,G is a X.,X is a subclass of B.,"Given the previous statements, is G a B?",Yes,G is a B.,True
633,G is a K.,K is a subclass of Q.,"Given the previous statements, is G a Q?",Yes,G is a Q.,True
634,G is a N.,N is a subclass of U.,"Given the previous statements, is G a U?",Yes,G is a U.,True
635,G is a P.,P is a subclass of T.,"Given the previous statements, is G a T?",Yes,G is a T.,True
636,G is a U.,U is a subclass of O.,"Given the previous statements, is G a O?",Yes,G is a O.,True
637,G is a D.,D is a subclass of U.,"Given the previous statements, is G a U?",Yes,G is a U.,True
638,G is a J.,J is a subclass of S.,"Given the previous statements, is G a S?",Yes,G is a S.,True
639,G is a Z.,Z is a subclass of E.,"Given the previous statements, is G a E?",Yes,G is a E.,True
640,G is a H.,H is a subclass of P.,"Given the previous statements, is G a P?",Yes,G is a P.,True
641,G is a H.,H is a subclass of E.,"Given the previous statements, is G a E?",Yes,G is a E.,True
642,G is a F.,F is a subclass of Z.,"Given the previous statements, is G a Z?",Yes,G is a Z.,True
643,G is a E.,E is a subclass of I.,"Given the previous statements, is G a I?",Yes,G is a I.,True
644,G is a Y.,Y is a subclass of R.,"Given the previous statements, is G a R?",Yes,G is a R.,True
645,G is a E.,E is a subclass of J.,"Given the previous statements, is G a J?",Yes,G is a J.,True
646,G is a X.,X is a subclass of K.,"Given the previous statements, is G a K?",Yes,G is a K.,True
647,G is a M.,M is a subclass of F.,"Given the previous statements, is G a F?",Yes,G is a F.,True
648,G is a E.,E is a subclass of D.,"Given the previous statements, is G a D?",Yes,G is a D.,True
649,G is a W.,W is a subclass of K.,"Given the previous statements, is G a K?",Yes,G is a K.,True
650,G is a C.,C is a subclass of O.,"Given the previous statements, is G a O?",Yes,G is a O.,True
651,G is a B.,B is a subclass of Q.,"Given the previous statements, is G a Q?",Yes,G is a Q.,True
652,G is a V.,V is a subclass of B.,"Given the previous statements, is G a B?",Yes,G is a B.,True
653,G is a Q.,Q is a subclass of H.,"Given the previous statements, is G a H?",Yes,G is a H.,True
654,G is a Y.,Y is a subclass of K.,"Given the previous statements, is G a K?",Yes,G is a K.,True
655,G is a H.,H is a subclass of N.,"Given the previous statements, is G a N?",Yes,G is a N.,True
656,G is a U.,U is a subclass of H.,"Given the previous statements, is G a H?",Yes,G is a H.,True
657,G is a K.,K is a subclass of R.,"Given the previous statements, is G a R?",Yes,G is a R.,True
658,G is a E.,E is a subclass of R.,"Given the previous statements, is G a R?",Yes,G is a R.,True
659,G is a B.,B is a subclass of H.,"Given the previous statements, is G a H?",Yes,G is a H.,True
660,G is a T.,T is a subclass of F.,"Given the previous statements, is G a F?",Yes,G is a F.,True
661,G is a O.,O is a subclass of J.,"Given the previous statements, is G a J?",Yes,G is a J.,True
662,G is a U.,U is a subclass of N.,"Given the previous statements, is G a N?",Yes,G is a N.,True
663,G is a U.,U is a subclass of Z.,"Given the previous statements, is G a Z?",Yes,G is a Z.,True
664,G is a Q.,Q is a subclass of K.,"Given the previous statements, is G a K?",Yes,G is a K.,True
665,G is a F.,F is a subclass of W.,"Given the previous statements, is G a W?",Yes,G is a W.,True
666,G is a R.,R is a subclass of X.,"Given the previous statements, is G a X?",Yes,G is a X.,True
667,G is a N.,N is a subclass of S.,"Given the previous statements, is G a S?",Yes,G is a S.,True
668,G is a S.,S is a subclass of Y.,"Given the previous statements, is G a Y?",Yes,G is a Y.,True
669,G is a X.,X is a subclass of R.,"Given the previous statements, is G a R?",Yes,G is a R.,True
670,G is a L.,L is a subclass of B.,"Given the previous statements, is G a B?",Yes,G is a B.,True
671,G is a I.,I is a subclass of X.,"Given the previous statements, is G a X?",Yes,G is a X.,True
672,G is a P.,P is a subclass of N.,"Given the previous statements, is G a N?",Yes,G is a N.,True
673,G is a B.,B is a subclass of R.,"Given the previous statements, is G a R?",Yes,G is a R.,True
674,G is a Y.,Y is a subclass of H.,"Given the previous statements, is G a H?",Yes,G is a H.,True
675,G is a U.,U is a subclass of A.,"Given the previous statements, is G a A?",Yes,G is a A.,True
676,G is a R.,R is a subclass of V.,"Given the previous statements, is G a V?",Yes,G is a V.,True
677,G is a I.,I is a subclass of J.,"Given the previous statements, is G a J?",Yes,G is a J.,True
678,G is a C.,C is a subclass of Y.,"Given the previous statements, is G a Y?",Yes,G is a Y.,True
679,G is a Z.,Z is a subclass of C.,"Given the previous statements, is G a C?",Yes,G is a C.,True
680,G is a C.,C is a subclass of L.,"Given the previous statements, is G a L?",Yes,G is a L.,True
681,G is a K.,K is a subclass of P.,"Given the previous statements, is G a P?",Yes,G is a P.,True
682,G is a M.,M is a subclass of D.,"Given the previous statements, is G a D?",Yes,G is a D.,True
683,G is a W.,W is a subclass of V.,"Given the previous statements, is G a V?",Yes,G is a V.,True
684,G is a F.,F is a subclass of J.,"Given the previous statements, is G a J?",Yes,G is a J.,True
685,G is a R.,R is a subclass of F.,"Given the previous statements, is G a F?",Yes,G is a F.,True
686,G is a L.,L is a subclass of D.,"Given the previous statements, is G a D?",Yes,G is a D.,True
687,G is a Y.,Y is a subclass of L.,"Given the previous statements, is G a L?",Yes,G is a L.,True
688,G is a O.,O is a subclass of M.,"Given the previous statements, is G a M?",Yes,G is a M.,True
689,G is a P.,P is a subclass of U.,"Given the previous statements, is G a U?",Yes,G is a U.,True
690,G is a X.,X is a subclass of L.,"Given the previous statements, is G a L?",Yes,G is a L.,True
691,G is a L.,L is a subclass of J.,"Given the previous statements, is G a J?",Yes,G is a J.,True
692,G is a B.,B is a subclass of P.,"Given the previous statements, is G a P?",Yes,G is a P.,True
693,G is a L.,L is a subclass of V.,"Given the previous statements, is G a V?",Yes,G is a V.,True
694,G is a K.,K is a subclass of D.,"Given the previous statements, is G a D?",Yes,G is a D.,True
695,G is a I.,I is a subclass of V.,"Given the previous statements, is G a V?",Yes,G is a V.,True
696,G is a D.,D is a subclass of B.,"Given the previous statements, is G a B?",Yes,G is a B.,True
697,G is a X.,X is a subclass of U.,"Given the previous statements, is G a U?",Yes,G is a U.,True
698,G is a F.,F is a subclass of K.,"Given the previous statements, is G a K?",Yes,G is a K.,True
699,G is a B.,B is a subclass of E.,"Given the previous statements, is G a E?",Yes,G is a E.,True
700,G is a A.,A is a subclass of X.,"Given the previous statements, is G a X?",Yes,G is a X.,True
701,H is a Y.,Y is a subclass of Z.,"Given the previous statements, is H a Z?",Yes,H is a Z.,True
702,H is a E.,E is a subclass of I.,"Given the previous statements, is H a I?",Yes,H is a I.,True
703,H is a A.,A is a subclass of Q.,"Given the previous statements, is H a Q?",Yes,H is a Q.,True
704,H is a P.,P is a subclass of J.,"Given the previous statements, is H a J?",Yes,H is a J.,True
705,H is a L.,L is a subclass of P.,"Given the previous statements, is H a P?",Yes,H is a P.,True
706,H is a S.,S is a subclass of O.,"Given the previous statements, is H a O?",Yes,H is a O.,True
707,H is a B.,B is a subclass of O.,"Given the previous statements, is H a O?",Yes,H is a O.,True
708,H is a C.,C is a subclass of N.,"Given the previous statements, is H a N?",Yes,H is a N.,True
709,H is a P.,P is a subclass of Y.,"Given the previous statements, is H a Y?",Yes,H is a Y.,True
710,H is a T.,T is a subclass of P.,"Given the previous statements, is H a P?",Yes,H is a P.,True
711,H is a V.,V is a subclass of J.,"Given the previous statements, is H a J?",Yes,H is a J.,True
712,H is a X.,X is a subclass of U.,"Given the previous statements, is H a U?",Yes,H is a U.,True
713,H is a R.,R is a subclass of W.,"Given the previous statements, is H a W?",Yes,H is a W.,True
714,H is a I.,I is a subclass of R.,"Given the previous statements, is H a R?",Yes,H is a R.,True
715,H is a F.,F is a subclass of W.,"Given the previous statements, is H a W?",Yes,H is a W.,True
716,H is a R.,R is a subclass of A.,"Given the previous statements, is H a A?",Yes,H is a A.,True
717,H is a E.,E is a subclass of Q.,"Given the previous statements, is H a Q?",Yes,H is a Q.,True
718,H is a C.,C is a subclass of X.,"Given the previous statements, is H a X?",Yes,H is a X.,True
719,H is a A.,A is a subclass of X.,"Given the previous statements, is H a X?",Yes,H is a X.,True
720,H is a I.,I is a subclass of T.,"Given the previous statements, is H a T?",Yes,H is a T.,True
721,H is a W.,W is a subclass of L.,"Given the previous statements, is H a L?",Yes,H is a L.,True
722,H is a D.,D is a subclass of X.,"Given the previous statements, is H a X?",Yes,H is a X.,True
723,H is a M.,M is a subclass of O.,"Given the previous statements, is H a O?",Yes,H is a O.,True
724,H is a C.,C is a subclass of B.,"Given the previous statements, is H a B?",Yes,H is a B.,True
725,H is a K.,K is a subclass of Q.,"Given the previous statements, is H a Q?",Yes,H is a Q.,True
726,H is a P.,P is a subclass of I.,"Given the previous statements, is H a I?",Yes,H is a I.,True
727,H is a N.,N is a subclass of F.,"Given the previous statements, is H a F?",Yes,H is a F.,True
728,H is a G.,G is a subclass of O.,"Given the previous statements, is H a O?",Yes,H is a O.,True
729,H is a A.,A is a subclass of M.,"Given the previous statements, is H a M?",Yes,H is a M.,True
730,H is a S.,S is a subclass of Z.,"Given the previous statements, is H a Z?",Yes,H is a Z.,True
731,H is a G.,G is a subclass of W.,"Given the previous statements, is H a W?",Yes,H is a W.,True
732,H is a W.,W is a subclass of B.,"Given the previous statements, is H a B?",Yes,H is a B.,True
733,H is a D.,D is a subclass of C.,"Given the previous statements, is H a C?",Yes,H is a C.,True
734,H is a Q.,Q is a subclass of P.,"Given the previous statements, is H a P?",Yes,H is a P.,True
735,H is a E.,E is a subclass of K.,"Given the previous statements, is H a K?",Yes,H is a K.,True
736,H is a K.,K is a subclass of D.,"Given the previous statements, is H a D?",Yes,H is a D.,True
737,H is a L.,L is a subclass of O.,"Given the previous statements, is H a O?",Yes,H is a O.,True
738,H is a W.,W is a subclass of Z.,"Given the previous statements, is H a Z?",Yes,H is a Z.,True
739,H is a D.,D is a subclass of Q.,"Given the previous statements, is H a Q?",Yes,H is a Q.,True
740,H is a C.,C is a subclass of E.,"Given the previous statements, is H a E?",Yes,H is a E.,True
741,H is a O.,O is a subclass of A.,"Given the previous statements, is H a A?",Yes,H is a A.,True
742,H is a N.,N is a subclass of X.,"Given the previous statements, is H a X?",Yes,H is a X.,True
743,H is a S.,S is a subclass of I.,"Given the previous statements, is H a I?",Yes,H is a I.,True
744,H is a M.,M is a subclass of N.,"Given the previous statements, is H a N?",Yes,H is a N.,True
745,H is a P.,P is a subclass of B.,"Given the previous statements, is H a B?",Yes,H is a B.,True
746,H is a A.,A is a subclass of J.,"Given the previous statements, is H a J?",Yes,H is a J.,True
747,H is a O.,O is a subclass of D.,"Given the previous statements, is H a D?",Yes,H is a D.,True
748,H is a J.,J is a subclass of Y.,"Given the previous statements, is H a Y?",Yes,H is a Y.,True
749,H is a O.,O is a subclass of J.,"Given the previous statements, is H a J?",Yes,H is a J.,True
750,H is a T.,T is a subclass of O.,"Given the previous statements, is H a O?",Yes,H is a O.,True
751,H is a J.,J is a subclass of Z.,"Given the previous statements, is H a Z?",Yes,H is a Z.,True
752,H is a M.,M is a subclass of J.,"Given the previous statements, is H a J?",Yes,H is a J.,True
753,H is a E.,E is a subclass of R.,"Given the previous statements, is H a R?",Yes,H is a R.,True
754,H is a D.,D is a subclass of S.,"Given the previous statements, is H a S?",Yes,H is a S.,True
755,H is a L.,L is a subclass of J.,"Given the previous statements, is H a J?",Yes,H is a J.,True
756,H is a U.,U is a subclass of X.,"Given the previous statements, is H a X?",Yes,H is a X.,True
757,H is a Y.,Y is a subclass of F.,"Given the previous statements, is H a F?",Yes,H is a F.,True
758,H is a Y.,Y is a subclass of B.,"Given the previous statements, is H a B?",Yes,H is a B.,True
759,H is a D.,D is a subclass of M.,"Given the previous statements, is H a M?",Yes,H is a M.,True
760,H is a Z.,Z is a subclass of E.,"Given the previous statements, is H a E?",Yes,H is a E.,True
761,H is a Y.,Y is a subclass of K.,"Given the previous statements, is H a K?",Yes,H is a K.,True
762,H is a V.,V is a subclass of C.,"Given the previous statements, is H a C?",Yes,H is a C.,True
763,H is a K.,K is a subclass of M.,"Given the previous statements, is H a M?",Yes,H is a M.,True
764,H is a W.,W is a subclass of C.,"Given the previous statements, is H a C?",Yes,H is a C.,True
765,H is a R.,R is a subclass of B.,"Given the previous statements, is H a B?",Yes,H is a B.,True
766,H is a Y.,Y is a subclass of W.,"Given the previous statements, is H a W?",Yes,H is a W.,True
767,H is a Q.,Q is a subclass of X.,"Given the previous statements, is H a X?",Yes,H is a X.,True
768,H is a F.,F is a subclass of N.,"Given the previous statements, is H a N?",Yes,H is a N.,True
769,H is a V.,V is a subclass of U.,"Given the previous statements, is H a U?",Yes,H is a U.,True
770,H is a U.,U is a subclass of M.,"Given the previous statements, is H a M?",Yes,H is a M.,True
771,H is a K.,K is a subclass of P.,"Given the previous statements, is H a P?",Yes,H is a P.,True
772,H is a G.,G is a subclass of F.,"Given the previous statements, is H a F?",Yes,H is a F.,True
773,H is a C.,C is a subclass of J.,"Given the previous statements, is H a J?",Yes,H is a J.,True
774,H is a P.,P is a subclass of U.,"Given the previous statements, is H a U?",Yes,H is a U.,True
775,H is a C.,C is a subclass of W.,"Given the previous statements, is H a W?",Yes,H is a W.,True
776,H is a V.,V is a subclass of E.,"Given the previous statements, is H a E?",Yes,H is a E.,True
777,H is a D.,D is a subclass of T.,"Given the previous statements, is H a T?",Yes,H is a T.,True
778,H is a N.,N is a subclass of V.,"Given the previous statements, is H a V?",Yes,H is a V.,True
779,H is a I.,I is a subclass of N.,"Given the previous statements, is H a N?",Yes,H is a N.,True
780,H is a K.,K is a subclass of V.,"Given the previous statements, is H a V?",Yes,H is a V.,True
781,H is a Q.,Q is a subclass of O.,"Given the previous statements, is H a O?",Yes,H is a O.,True
782,H is a X.,X is a subclass of F.,"Given the previous statements, is H a F?",Yes,H is a F.,True
783,H is a O.,O is a subclass of M.,"Given the previous statements, is H a M?",Yes,H is a M.,True
784,H is a F.,F is a subclass of B.,"Given the previous statements, is H a B?",Yes,H is a B.,True
785,H is a F.,F is a subclass of P.,"Given the previous statements, is H a P?",Yes,H is a P.,True
786,H is a O.,O is a subclass of G.,"Given the previous statements, is H a G?",Yes,H is a G.,True
787,H is a R.,R is a subclass of G.,"Given the previous statements, is H a G?",Yes,H is a G.,True
788,H is a X.,X is a subclass of L.,"Given the previous statements, is H a L?",Yes,H is a L.,True
789,H is a N.,N is a subclass of Y.,"Given the previous statements, is H a Y?",Yes,H is a Y.,True
790,H is a W.,W is a subclass of U.,"Given the previous statements, is H a U?",Yes,H is a U.,True
791,H is a Z.,Z is a subclass of N.,"Given the previous statements, is H a N?",Yes,H is a N.,True
792,H is a X.,X is a subclass of Z.,"Given the previous statements, is H a Z?",Yes,H is a Z.,True
793,H is a G.,G is a subclass of Z.,"Given the previous statements, is H a Z?",Yes,H is a Z.,True
794,H is a B.,B is a subclass of N.,"Given the previous statements, is H a N?",Yes,H is a N.,True
795,H is a X.,X is a subclass of N.,"Given the previous statements, is H a N?",Yes,H is a N.,True
796,H is a E.,E is a subclass of X.,"Given the previous statements, is H a X?",Yes,H is a X.,True
797,H is a L.,L is a subclass of E.,"Given the previous statements, is H a E?",Yes,H is a E.,True
798,H is a X.,X is a subclass of P.,"Given the previous statements, is H a P?",Yes,H is a P.,True
799,H is a N.,N is a subclass of O.,"Given the previous statements, is H a O?",Yes,H is a O.,True
800,H is a S.,S is a subclass of R.,"Given the previous statements, is H a R?",Yes,H is a R.,True
801,I is a G.,G is a subclass of V.,"Given the previous statements, is I a V?",Yes,I is a V.,True
802,I is a B.,B is a subclass of M.,"Given the previous statements, is I a M?",Yes,I is a M.,True
803,I is a Y.,Y is a subclass of S.,"Given the previous statements, is I a S?",Yes,I is a S.,True
804,I is a V.,V is a subclass of S.,"Given the previous statements, is I a S?",Yes,I is a S.,True
805,I is a V.,V is a subclass of Q.,"Given the previous statements, is I a Q?",Yes,I is a Q.,True
806,I is a Q.,Q is a subclass of R.,"Given the previous statements, is I a R?",Yes,I is a R.,True
807,I is a K.,K is a subclass of Y.,"Given the previous statements, is I a Y?",Yes,I is a Y.,True
808,I is a C.,C is a subclass of G.,"Given the previous statements, is I a G?",Yes,I is a G.,True
809,I is a W.,W is a subclass of Q.,"Given the previous statements, is I a Q?",Yes,I is a Q.,True
810,I is a T.,T is a subclass of A.,"Given the previous statements, is I a A?",Yes,I is a A.,True
811,I is a O.,O is a subclass of T.,"Given the previous statements, is I a T?",Yes,I is a T.,True
812,I is a Q.,Q is a subclass of J.,"Given the previous statements, is I a J?",Yes,I is a J.,True
813,I is a T.,T is a subclass of X.,"Given the previous statements, is I a X?",Yes,I is a X.,True
814,I is a P.,P is a subclass of E.,"Given the previous statements, is I a E?",Yes,I is a E.,True
815,I is a Q.,Q is a subclass of K.,"Given the previous statements, is I a K?",Yes,I is a K.,True
816,I is a T.,T is a subclass of U.,"Given the previous statements, is I a U?",Yes,I is a U.,True
817,I is a M.,M is a subclass of F.,"Given the previous statements, is I a F?",Yes,I is a F.,True
818,I is a D.,D is a subclass of C.,"Given the previous statements, is I a C?",Yes,I is a C.,True
819,I is a Q.,Q is a subclass of U.,"Given the previous statements, is I a U?",Yes,I is a U.,True
820,I is a Y.,Y is a subclass of V.,"Given the previous statements, is I a V?",Yes,I is a V.,True
821,I is a S.,S is a subclass of F.,"Given the previous statements, is I a F?",Yes,I is a F.,True
822,I is a A.,A is a subclass of Z.,"Given the previous statements, is I a Z?",Yes,I is a Z.,True
823,I is a M.,M is a subclass of X.,"Given the previous statements, is I a X?",Yes,I is a X.,True
824,I is a X.,X is a subclass of R.,"Given the previous statements, is I a R?",Yes,I is a R.,True
825,I is a B.,B is a subclass of L.,"Given the previous statements, is I a L?",Yes,I is a L.,True
826,I is a P.,P is a subclass of W.,"Given the previous statements, is I a W?",Yes,I is a W.,True
