ID,triple1,triple2,question,answer,inferred triple,label
348,"Calvert Beach-Long Beach, Maryland is a FormerMunicipality.",FormerMunicipality is a subclass of Municipality.,"Given the previous statements, is Calvert Beach-Long Beach, Maryland a Municipality?",Yes,"Calvert Beach-Long Beach, Maryland is a Municipality.",True
349,Prost Grand Prix is a FormulaOneTeam.,FormulaOneTeam is a subclass of SportsTeam.,"Given the previous statements, is Prost Grand Prix a SportsTeam?",Yes,Prost Grand Prix is a SportsTeam.,True
350,Scirocco-Powell is a FormulaOneTeam.,FormulaOneTeam is a subclass of SportsTeam.,"Given the previous statements, is Scirocco-Powell a SportsTeam?",Yes,Scirocco-Powell is a SportsTeam.,True
351,English Racing Automobiles is a FormulaOneTeam.,FormulaOneTeam is a subclass of SportsTeam.,"Given the previous statements, is English Racing Automobiles a SportsTeam?",Yes,English Racing Automobiles is a SportsTeam.,True
352,Callistosporium purpureomarginatum is a Fungus.,Fungus is a subclass of Eukaryote.,"Given the previous statements, is Callistosporium purpureomarginatum an Eukaryote?",Yes,Callistosporium purpureomarginatum is an Eukaryote.,True
353,Callistosporium vinosobrunneum is a Fungus.,Fungus is a subclass of Eukaryote.,"Given the previous statements, is Callistosporium vinosobrunneum an Eukaryote?",Yes,Callistosporium vinosobrunneum is an Eukaryote.,True
354,Calocybe carnea is a Fungus.,Fungus is a subclass of Eukaryote.,"Given the previous statements, is Calocybe carnea an Eukaryote?",Yes,Calocybe carnea is an Eukaryote.,True
355,Cahal Carvill is a GaelicGamesPlayer.,GaelicGamesPlayer is a subclass of Athlete.,"Given the previous statements, is Cahal Carvill an Athlete?",Yes,Cahal Carvill is an Athlete.,True
356,Cahir Healy is a GaelicGamesPlayer.,GaelicGamesPlayer is a subclass of Athlete.,"Given the previous statements, is Cahir Healy an Athlete?",Yes,Cahir Healy is an Athlete.,True
357,Caleb Crone is a GaelicGamesPlayer.,GaelicGamesPlayer is a subclass of Athlete.,"Given the previous statements, is Caleb Crone an Athlete?",Yes,Caleb Crone is an Athlete.,True
358,American College Arboretum is a Garden.,Garden is a subclass of Place.,"Given the previous statements, is American College Arboretum a Place?",Yes,American College Arboretum is a Place.,True
359,American Orchid Society Visitors Center and Botanical Garden is a Garden.,Garden is a subclass of Place.,"Given the previous statements, is American Orchid Society Visitors Center and Botanical Garden a Place?",Yes,American Orchid Society Visitors Center and Botanical Garden is a Place.,True
360,Bellevue Botanical Garden is a Garden.,Garden is a subclass of Place.,"Given the previous statements, is Bellevue Botanical Garden a Place?",Yes,Bellevue Botanical Garden is a Place.,True
361,Caesar is a GivenName.,GivenName is a subclass of Name.,"Given the previous statements, is Caesar a Name?",Yes,Caesar is a Name.,True
362,Caetano is a GivenName.,GivenName is a subclass of Name.,"Given the previous statements, is Caetano a Name?",Yes,Caetano is a Name.,True
363,Cajetan is a GivenName.,GivenName is a subclass of Name.,"Given the previous statements, is Cajetan a Name?",Yes,Cajetan is a Name.,True
364,Cache Col Glacier is a Glacier.,Glacier is a subclass of NaturalPlace.,"Given the previous statements, is Cache Col Glacier a NaturalPlace?",Yes,Cache Col Glacier is a NaturalPlace.,True
365,Cadman Glacier is a Glacier.,Glacier is a subclass of NaturalPlace.,"Given the previous statements, is Cadman Glacier a NaturalPlace?",Yes,Cadman Glacier is a NaturalPlace.,True
366,Cairns Glacier is a Glacier.,Glacier is a subclass of NaturalPlace.,"Given the previous statements, is Cairns Glacier a NaturalPlace?",Yes,Cairns Glacier is a NaturalPlace.,True
367,Caerphilly Golf Club is a GolfCourse.,GolfCourse is a subclass of SportFacility.,"Given the previous statements, is Caerphilly Golf Club a SportFacility?",Yes,Caerphilly Golf Club is a SportFacility.,True
368,Caesars Golf Macau is a GolfCourse.,GolfCourse is a subclass of SportFacility.,"Given the previous statements, is Caesars Golf Macau a SportFacility?",Yes,Caesars Golf Macau is a SportFacility.,True
369,Calculus One is a GolfCourse.,GolfCourse is a subclass of SportFacility.,"Given the previous statements, is Calculus One a SportFacility?",Yes,Calculus One is a SportFacility.,True
370,Cajsa Persson is a GolfPlayer.,GolfPlayer is a subclass of Athlete.,"Given the previous statements, is Cajsa Persson an Athlete?",Yes,Cajsa Persson is an Athlete.,True
371,Callum Shinkwin is a GolfPlayer.,GolfPlayer is a subclass of Athlete.,"Given the previous statements, is Callum Shinkwin an Athlete?",Yes,Callum Shinkwin is an Athlete.,True
372,Calum Hill is a GolfPlayer.,GolfPlayer is a subclass of Athlete.,"Given the previous statements, is Calum Hill an Athlete?",Yes,Calum Hill is an Athlete.,True
373,Cadwalader Evans is a Governor.,Governor is a subclass of Politician.,"Given the previous statements, is Cadwalader Evans a Politician?",Yes,Cadwalader Evans is a Politician.,True
374,Carel Reyniersz is a Governor.,Governor is a subclass of Politician.,"Given the previous statements, is Carel Reyniersz a Politician?",Yes,Carel Reyniersz is a Politician.,True
375,Carlos Chasseing is a Governor.,Governor is a subclass of Politician.,"Given the previous statements, is Carlos Chasseing a Politician?",Yes,Carlos Chasseing is a Politician.,True
376,Cabernet franc is a Grape.,Grape is a subclass of FloweringPlant.,"Given the previous statements, is Cabernet franc a FloweringPlant?",Yes,Cabernet franc is a FloweringPlant.,True
377,Campidanese dialect is a Grape.,Grape is a subclass of FloweringPlant.,"Given the previous statements, is Campidanese dialect a FloweringPlant?",Yes,Campidanese dialect is a FloweringPlant.,True
378,Canadian English is a Grape.,Grape is a subclass of FloweringPlant.,"Given the previous statements, is Canadian English a FloweringPlant?",Yes,Canadian English is a FloweringPlant.,True
379,Cai Tongtong is a Gymnast.,Gymnast is a subclass of Athlete.,"Given the previous statements, is Cai Tongtong an Athlete?",Yes,Cai Tongtong is an Athlete.,True
380,Caio Souza is a Gymnast.,Gymnast is a subclass of Athlete.,"Given the previous statements, is Caio Souza an Athlete?",Yes,Caio Souza is an Athlete.,True
381,Caitlin Rooskrantz is a Gymnast.,Gymnast is a subclass of Athlete.,"Given the previous statements, is Caitlin Rooskrantz an Athlete?",Yes,Caitlin Rooskrantz is an Athlete.,True
382,Camelia Hotea is a HandballPlayer.,HandballPlayer is a subclass of Athlete.,"Given the previous statements, is Camelia Hotea an Athlete?",Yes,Camelia Hotea is an Athlete.,True
383,Camila Bonazzola is a HandballPlayer.,HandballPlayer is a subclass of Athlete.,"Given the previous statements, is Camila Bonazzola an Athlete?",Yes,Camila Bonazzola is an Athlete.,True
384,Camilla Andersen is a HandballPlayer.,HandballPlayer is a subclass of Athlete.,"Given the previous statements, is Camilla Andersen an Athlete?",Yes,Camilla Andersen is an Athlete.,True
385,Cameroon women's national handball team is a HandballTeam.,HandballTeam is a subclass of SportsTeam.,"Given the previous statements, is Cameroon women's national handball team a SportsTeam?",Yes,Cameroon women's national handball team is a SportsTeam.,True
386,Carolina THC is a HandballTeam.,HandballTeam is a subclass of SportsTeam.,"Given the previous statements, is Carolina THC a SportsTeam?",Yes,Carolina THC is a SportsTeam.,True
387,Belgium men's national handball team is a HandballTeam.,HandballTeam is a subclass of SportsTeam.,"Given the previous statements, is Belgium men's national handball team a SportsTeam?",Yes,Belgium men's national handball team is a SportsTeam.,True
388,Amy Dru Stanley is a Historian.,Historian is a subclass of Writer.,"Given the previous statements, is Amy Dru Stanley a Writer?",Yes,Amy Dru Stanley is a Writer.,True
389,Beatrice Bartlett is a Historian.,Historian is a subclass of Writer.,"Given the previous statements, is Beatrice Bartlett a Writer?",Yes,Beatrice Bartlett is a Writer.,True
390,Belinda Davis is a Historian.,Historian is a subclass of Writer.,"Given the previous statements, is Belinda Davis a Writer?",Yes,Belinda Davis is a Writer.,True
391,Karakalpakstan  HistoricalEvent  1 is a HistoricalEvent.,HistoricalEvent is a subclass of SocietalEvent.,"Given the previous statements, is Karakalpakstan  HistoricalEvent  1 a SocietalEvent?",Yes,Karakalpakstan  HistoricalEvent  1 is a SocietalEvent.,True
392,Karakalpakstan  HistoricalEvent  2 is a HistoricalEvent.,HistoricalEvent is a subclass of SocietalEvent.,"Given the previous statements, is Karakalpakstan  HistoricalEvent  2 a SocietalEvent?",Yes,Karakalpakstan  HistoricalEvent  2 is a SocietalEvent.,True
393,Karakalpakstan  HistoricalEvent  3 is a HistoricalEvent.,HistoricalEvent is a subclass of SocietalEvent.,"Given the previous statements, is Karakalpakstan  HistoricalEvent  3 a SocietalEvent?",Yes,Karakalpakstan  HistoricalEvent  3 is a SocietalEvent.,True
394,Cajun Beat is a Horse.,Horse is a subclass of Mammal.,"Given the previous statements, is Cajun Beat a Mammal?",Yes,Cajun Beat is a Mammal.,True
395,Calidoscopio is a Horse.,Horse is a subclass of Mammal.,"Given the previous statements, is Calidoscopio a Mammal?",Yes,Calidoscopio is a Mammal.,True
396,California Chrome is a Horse.,Horse is a subclass of Mammal.,"Given the previous statements, is California Chrome a Mammal?",Yes,California Chrome is a Mammal.,True
397,Cam Gambolati is a HorseTrainer.,HorseTrainer is a subclass of Person.,"Given the previous statements, is Cam Gambolati a Person?",Yes,Cam Gambolati is a Person.,True
398,Preformed metal crown is a HorseTrainer.,HorseTrainer is a subclass of Person.,"Given the previous statements, is Preformed metal crown a Person?",Yes,Preformed metal crown is a Person.,True
399,Robert Tucker is a HorseTrainer.,HorseTrainer is a subclass of Person.,"Given the previous statements, is Robert Tucker a Person?",Yes,Robert Tucker is a Person.,True
400,"Caboolture, Queensland is an IceHockeyPlayer.",IceHockeyPlayer is a subclass of WinterSportPlayer.,"Given the previous statements, is Caboolture, Queensland a WinterSportPlayer?",Yes,"Caboolture, Queensland is a WinterSportPlayer.",True
401,Cabot Circus is an IceHockeyPlayer.,IceHockeyPlayer is a subclass of WinterSportPlayer.,"Given the previous statements, is Cabot Circus a WinterSportPlayer?",Yes,Cabot Circus is a WinterSportPlayer.,True
402,Cade Fairchild is an IceHockeyPlayer.,IceHockeyPlayer is a subclass of WinterSportPlayer.,"Given the previous statements, is Cade Fairchild a WinterSportPlayer?",Yes,Cade Fairchild is a WinterSportPlayer.,True
403,Cabahan is an Island.,Island is a subclass of PopulatedPlace.,"Given the previous statements, is Cabahan a PopulatedPlace?",Yes,Cabahan is a PopulatedPlace.,True
404,Caballo Island is an Island.,Island is a subclass of PopulatedPlace.,"Given the previous statements, is Caballo Island a PopulatedPlace?",Yes,Caballo Island is a PopulatedPlace.,True
405,Cabbage Key is an Island.,Island is a subclass of PopulatedPlace.,"Given the previous statements, is Cabbage Key a PopulatedPlace?",Yes,Cabbage Key is a PopulatedPlace.,True
406,Ammiel Hirsch is a JewishLeader.,JewishLeader is a subclass of Religious.,"Given the previous statements, is Ammiel Hirsch a Religious?",Yes,Ammiel Hirsch is a Religious.,True
407,Amram Blau is a JewishLeader.,JewishLeader is a subclass of Religious.,"Given the previous statements, is Amram Blau a Religious?",Yes,Amram Blau is a Religious.,True
408,Bayla Falk is a JewishLeader.,JewishLeader is a subclass of Religious.,"Given the previous statements, is Bayla Falk a Religious?",Yes,Bayla Falk is a Religious.,True
409,Calvin Borel is a Jockey.,Jockey is a subclass of Athlete.,"Given the previous statements, is Calvin Borel an Athlete?",Yes,Calvin Borel is an Athlete.,True
410,Cam Gambolati is a Jockey.,Jockey is a subclass of Athlete.,"Given the previous statements, is Cam Gambolati an Athlete?",Yes,Cam Gambolati is an Athlete.,True
411,Carl A. Roles is a Jockey.,Jockey is a subclass of Athlete.,"Given the previous statements, is Carl A. Roles an Athlete?",Yes,Carl A. Roles is an Athlete.,True
412,Caco Barcellos is a Journalist.,Journalist is a subclass of Person.,"Given the previous statements, is Caco Barcellos a Person?",Yes,Caco Barcellos is a Person.,True
413,Camilla Long is a Journalist.,Journalist is a subclass of Person.,"Given the previous statements, is Camilla Long a Person?",Yes,Camilla Long is a Person.,True
414,Camilla Wright is a Journalist.,Journalist is a subclass of Person.,"Given the previous statements, is Camilla Wright a Person?",Yes,Camilla Wright is a Person.,True
415,Callum Crawford is a LacrossePlayer.,LacrossePlayer is a subclass of Athlete.,"Given the previous statements, is Callum Crawford an Athlete?",Yes,Callum Crawford is an Athlete.,True
416,Cam Bergman is a LacrossePlayer.,LacrossePlayer is a subclass of Athlete.,"Given the previous statements, is Cam Bergman an Athlete?",Yes,Cam Bergman is an Athlete.,True
417,Cam Sedgwick is a LacrossePlayer.,LacrossePlayer is a subclass of Athlete.,"Given the previous statements, is Cam Sedgwick an Athlete?",Yes,Cam Sedgwick is an Athlete.,True
418,Camille N. Johnson is a LatterDaySaint.,LatterDaySaint is a subclass of Religious.,"Given the previous statements, is Camille N. Johnson a Religious?",Yes,Camille N. Johnson is a Religious.,True
419,Carl Christian Amussen is a LatterDaySaint.,LatterDaySaint is a subclass of Religious.,"Given the previous statements, is Carl Christian Amussen a Religious?",Yes,Carl Christian Amussen is a Religious.,True
420,Carl W. Buehner is a LatterDaySaint.,LatterDaySaint is a subclass of Religious.,"Given the previous statements, is Carl W. Buehner a Religious?",Yes,Carl W. Buehner is a Religious.,True
421,Cabo Branco Lighthouse is a Lighthouse.,Lighthouse is a subclass of Tower.,"Given the previous statements, is Cabo Branco Lighthouse a Tower?",Yes,Cabo Branco Lighthouse is a Tower.,True
422,Cabo Frio Lighthouse is a Lighthouse.,Lighthouse is a subclass of Tower.,"Given the previous statements, is Cabo Frio Lighthouse a Tower?",Yes,Cabo Frio Lighthouse is a Tower.,True
423,Cabo Matapalo is a Lighthouse.,Lighthouse is a subclass of Tower.,"Given the previous statements, is Cabo Matapalo a Tower?",Yes,Cabo Matapalo is a Tower.,True
424,Ca Mè Mallorquí is a Mammal.,Mammal is a subclass of Animal.,"Given the previous statements, is Ca Mè Mallorquí an Animal?",Yes,Ca Mè Mallorquí is an Animal.,True
425,Cadorna's pipistrelle is a Mammal.,Mammal is a subclass of Animal.,"Given the previous statements, is Cadorna's pipistrelle an Animal?",Yes,Cadorna's pipistrelle is an Animal.,True
426,Cajun Beat is a Mammal.,Mammal is a subclass of Animal.,"Given the previous statements, is Cajun Beat an Animal?",Yes,Cajun Beat is an Animal.,True
427,Carl T. Langford is a Mayor.,Mayor is a subclass of Politician.,"Given the previous statements, is Carl T. Langford a Politician?",Yes,Carl T. Langford is a Politician.,True
428,Carlos Echazarreta Iñiguez is a Mayor.,Mayor is a subclass of Politician.,"Given the previous statements, is Carlos Echazarreta Iñiguez a Politician?",Yes,Carlos Echazarreta Iñiguez is a Politician.,True
429,Cassius Aurelius Boone is a Mayor.,Mayor is a subclass of Politician.,"Given the previous statements, is Cassius Aurelius Boone a Politician?",Yes,Cassius Aurelius Boone is a Politician.,True
430,Caleb Saleeby is a Medician.,Medician is a subclass of Scientist.,"Given the previous statements, is Caleb Saleeby a Scientist?",Yes,Caleb Saleeby is a Scientist.,True
431,Callista Roy is a Medician.,Medician is a subclass of Scientist.,"Given the previous statements, is Callista Roy a Scientist?",Yes,Callista Roy is a Scientist.,True
432,Carey Coombs is a Medician.,Medician is a subclass of Scientist.,"Given the previous statements, is Carey Coombs a Scientist?",Yes,Carey Coombs is a Scientist.,True
433,Caldwell Stewart is a MemberOfParliament.,MemberOfParliament is a subclass of Politician.,"Given the previous statements, is Caldwell Stewart a Politician?",Yes,Caldwell Stewart is a Politician.,True
434,Cameron Ross McIntosh is a MemberOfParliament.,MemberOfParliament is a subclass of Politician.,"Given the previous statements, is Cameron Ross McIntosh a Politician?",Yes,Cameron Ross McIntosh is a Politician.,True
435,Campbell Millar is a MemberOfParliament.,MemberOfParliament is a subclass of Politician.,"Given the previous statements, is Campbell Millar a Politician?",Yes,Campbell Millar is a Politician.,True
436,Kaleem Saadat  MilitaryService  1 is a MilitaryService.,MilitaryService is a subclass of CareerStation.,"Given the previous statements, is Kaleem Saadat  MilitaryService  1 a CareerStation?",Yes,Kaleem Saadat  MilitaryService  1 is a CareerStation.,True
437,Kalmukhanbet Kassymov  MilitaryService  1 is a MilitaryService.,MilitaryService is a subclass of CareerStation.,"Given the previous statements, is Kalmukhanbet Kassymov  MilitaryService  1 a CareerStation?",Yes,Kalmukhanbet Kassymov  MilitaryService  1 is a CareerStation.,True
438,Kalu Pande  MilitaryService  1 is a MilitaryService.,MilitaryService is a subclass of CareerStation.,"Given the previous statements, is Kalu Pande  MilitaryService  1 a CareerStation?",Yes,Kalu Pande  MilitaryService  1 is a CareerStation.,True
439,Cabalzarite is a Mineral.,Mineral is a subclass of ChemicalSubstance.,"Given the previous statements, is Cabalzarite a ChemicalSubstance?",Yes,Cabalzarite is a ChemicalSubstance.,True
440,Cadmoindite is a Mineral.,Mineral is a subclass of ChemicalSubstance.,"Given the previous statements, is Cadmoindite a ChemicalSubstance?",Yes,Cadmoindite is a ChemicalSubstance.,True
441,Cafarsite is a Mineral.,Mineral is a subclass of ChemicalSubstance.,"Given the previous statements, is Cafarsite a ChemicalSubstance?",Yes,Cafarsite is a ChemicalSubstance.,True
442,Professional Fighters League is a MixedMartialArtsLeague.,MixedMartialArtsLeague is a subclass of SportsLeague.,"Given the previous statements, is Professional Fighters League a SportsLeague?",Yes,Professional Fighters League is a SportsLeague.,True
443,Prospect Fighting Championships is a MixedMartialArtsLeague.,MixedMartialArtsLeague is a subclass of SportsLeague.,"Given the previous statements, is Prospect Fighting Championships a SportsLeague?",Yes,Prospect Fighting Championships is a SportsLeague.,True
444,Bellator MMA is a MixedMartialArtsLeague.,MixedMartialArtsLeague is a subclass of SportsLeague.,"Given the previous statements, is Bellator MMA a SportsLeague?",Yes,Bellator MMA is a SportsLeague.,True
445,Cameron Alborzian is a Model.,Model is a subclass of Person.,"Given the previous statements, is Cameron Alborzian a Person?",Yes,Cameron Alborzian is a Person.,True
446,Cameron Richardson is a Model.,Model is a subclass of Person.,"Given the previous statements, is Cameron Richardson a Person?",Yes,Cameron Richardson is a Person.,True
447,Cameron Russell is a Model.,Model is a subclass of Person.,"Given the previous statements, is Cameron Russell a Person?",Yes,Cameron Russell is a Person.,True
448,Cacozeliana is a Mollusca.,Mollusca is a subclass of Animal.,"Given the previous statements, is Cacozeliana an Animal?",Yes,Cacozeliana is an Animal.,True
449,Cadlina is a Mollusca.,Mollusca is a subclass of Animal.,"Given the previous statements, is Cadlina an Animal?",Yes,Cadlina is an Animal.,True
450,Cadlina excavata is a Mollusca.,Mollusca is a subclass of Animal.,"Given the previous statements, is Cadlina excavata an Animal?",Yes,Cadlina excavata is an Animal.,True
451,Camrelizumab is a MonoclonalAntibody.,MonoclonalAntibody is a subclass of Drug.,"Given the previous statements, is Camrelizumab a Drug?",Yes,Camrelizumab is a Drug.,True
452,Canakinumab is a MonoclonalAntibody.,MonoclonalAntibody is a subclass of Drug.,"Given the previous statements, is Canakinumab a Drug?",Yes,Canakinumab is a Drug.,True
453,Cantuzumab mertansine is a MonoclonalAntibody.,MonoclonalAntibody is a subclass of Drug.,"Given the previous statements, is Cantuzumab mertansine a Drug?",Yes,Cantuzumab mertansine is a Drug.,True
454,Cagiva C589 is a Motorcycle.,Motorcycle is a subclass of MeanOfTransportation.,"Given the previous statements, is Cagiva C589 a MeanOfTransportation?",Yes,Cagiva C589 is a MeanOfTransportation.,True
455,Cagiva C593 is a Motorcycle.,Motorcycle is a subclass of MeanOfTransportation.,"Given the previous statements, is Cagiva C593 a MeanOfTransportation?",Yes,Cagiva C593 is a MeanOfTransportation.,True
456,Cagiva GP500 is a Motorcycle.,Motorcycle is a subclass of MeanOfTransportation.,"Given the previous statements, is Cagiva GP500 a MeanOfTransportation?",Yes,Cagiva GP500 is a MeanOfTransportation.,True
457,Czech Republic Individual Speedway Championship is a MotorcycleRacingLeague.,MotorcycleRacingLeague is a subclass of SportsLeague.,"Given the previous statements, is Czech Republic Individual Speedway Championship a SportsLeague?",Yes,Czech Republic Individual Speedway Championship is a SportsLeague.,True
458,Norwegian Individual Speedway Championship is a MotorcycleRacingLeague.,MotorcycleRacingLeague is a subclass of SportsLeague.,"Given the previous statements, is Norwegian Individual Speedway Championship a SportsLeague?",Yes,Norwegian Individual Speedway Championship is a SportsLeague.,True
459,Northern League is a MotorcycleRacingLeague.,MotorcycleRacingLeague is a subclass of SportsLeague.,"Given the previous statements, is Northern League a SportsLeague?",Yes,Northern League is a SportsLeague.,True
460,Cal Crutchlow is a MotorcycleRider.,MotorcycleRider is a subclass of MotorsportRacer.,"Given the previous statements, is Cal Crutchlow a MotorsportRacer?",Yes,Cal Crutchlow is a MotorsportRacer.,True
461,Callum Barker is a MotorcycleRider.,MotorcycleRider is a subclass of MotorsportRacer.,"Given the previous statements, is Callum Barker a MotorsportRacer?",Yes,Callum Barker is a MotorsportRacer.,True
462,Cameron Beaubier is a MotorcycleRider.,MotorcycleRider is a subclass of MotorsportRacer.,"Given the previous statements, is Cameron Beaubier a MotorsportRacer?",Yes,Cameron Beaubier is a MotorsportRacer.,True
463,Cadotte Pass is a MountainPass.,MountainPass is a subclass of NaturalPlace.,"Given the previous statements, is Cadotte Pass a NaturalPlace?",Yes,Cadotte Pass is a NaturalPlace.,True
464,Cahuenga Pass is a MountainPass.,MountainPass is a subclass of NaturalPlace.,"Given the previous statements, is Cahuenga Pass a NaturalPlace?",Yes,Cahuenga Pass is a NaturalPlace.,True
465,Cairnwell Pass is a MountainPass.,MountainPass is a subclass of NaturalPlace.,"Given the previous statements, is Cairnwell Pass a NaturalPlace?",Yes,Cairnwell Pass is a NaturalPlace.,True
466,Bazhenov Formation is a Muscle.,Muscle is a subclass of AnatomicalStructure.,"Given the previous statements, is Bazhenov Formation an AnatomicalStructure?",Yes,Bazhenov Formation is an AnatomicalStructure.,True
467,Pristerognathus Assemblage Zone is a Muscle.,Muscle is a subclass of AnatomicalStructure.,"Given the previous statements, is Pristerognathus Assemblage Zone an AnatomicalStructure?",Yes,Pristerognathus Assemblage Zone is an AnatomicalStructure.,True
468,Quadriceps is a Muscle.,Muscle is a subclass of AnatomicalStructure.,"Given the previous statements, is Quadriceps an AnatomicalStructure?",Yes,Quadriceps is an AnatomicalStructure.,True
469,Caerus is a MythologicalFigure.,MythologicalFigure is a subclass of FictionalCharacter.,"Given the previous statements, is Caerus a FictionalCharacter?",Yes,Caerus is a FictionalCharacter.,True
470,Callisto is a MythologicalFigure.,MythologicalFigure is a subclass of FictionalCharacter.,"Given the previous statements, is Callisto a FictionalCharacter?",Yes,Callisto is a FictionalCharacter.,True
471,Calypso is a MythologicalFigure.,MythologicalFigure is a subclass of FictionalCharacter.,"Given the previous statements, is Calypso a FictionalCharacter?",Yes,Calypso is a FictionalCharacter.,True
472,Caesar Bacarella is a NascarDriver.,NascarDriver is a subclass of RacingDriver.,"Given the previous statements, is Caesar Bacarella a RacingDriver?",Yes,Caesar Bacarella is a RacingDriver.,True
473,Caitlin Shaw is a NascarDriver.,NascarDriver is a subclass of RacingDriver.,"Given the previous statements, is Caitlin Shaw a RacingDriver?",Yes,Caitlin Shaw is a RacingDriver.,True
474,Cal Wells is a NascarDriver.,NascarDriver is a subclass of RacingDriver.,"Given the previous statements, is Cal Wells a RacingDriver?",Yes,Cal Wells is a RacingDriver.,True
475,Pro Football Hall of Fame Game is a NationalFootballLeagueEvent.,NationalFootballLeagueEvent is a subclass of SportsEvent.,"Given the previous statements, is Pro Football Hall of Fame Game a SportsEvent?",Yes,Pro Football Hall of Fame Game is a SportsEvent.,True
476,NFC Championship Game is a NationalFootballLeagueEvent.,NationalFootballLeagueEvent is a subclass of SportsEvent.,"Given the previous statements, is NFC Championship Game a SportsEvent?",Yes,NFC Championship Game is a SportsEvent.,True
477,ArenaBowl is a NationalFootballLeagueEvent.,NationalFootballLeagueEvent is a subclass of SportsEvent.,"Given the previous statements, is ArenaBowl a SportsEvent?",Yes,ArenaBowl is a SportsEvent.,True
478,Proper palmar digital nerves of ulnar nerve is a Nerve.,Nerve is a subclass of AnatomicalStructure.,"Given the previous statements, is Proper palmar digital nerves of ulnar nerve an AnatomicalStructure?",Yes,Proper palmar digital nerves of ulnar nerve is an AnatomicalStructure.,True
479,Sciatic nerve is a Nerve.,Nerve is a subclass of AnatomicalStructure.,"Given the previous statements, is Sciatic nerve an AnatomicalStructure?",Yes,Sciatic nerve is an AnatomicalStructure.,True
480,Branch of glossopharyngeal nerve to carotid sinus is a Nerve.,Nerve is a subclass of AnatomicalStructure.,"Given the previous statements, is Branch of glossopharyngeal nerve to carotid sinus an AnatomicalStructure?",Yes,Branch of glossopharyngeal nerve to carotid sinus is an AnatomicalStructure.,True
481,Caitlin Bassett is a NetballPlayer.,NetballPlayer is a subclass of Athlete.,"Given the previous statements, is Caitlin Bassett an Athlete?",Yes,Caitlin Bassett is an Athlete.,True
482,Caitlin Thwaites is a NetballPlayer.,NetballPlayer is a subclass of Athlete.,"Given the previous statements, is Caitlin Thwaites an Athlete?",Yes,Caitlin Thwaites is an Athlete.,True
483,Caitlyn Nevins is a NetballPlayer.,NetballPlayer is a subclass of Athlete.,"Given the previous statements, is Caitlyn Nevins an Athlete?",Yes,Caitlyn Nevins is an Athlete.,True
484,"Callaghan MacCarty, 3rd Earl of Clancarty is a Noble.",Noble is a subclass of Person.,"Given the previous statements, is Callaghan MacCarty, 3rd Earl of Clancarty a Person?",Yes,"Callaghan MacCarty, 3rd Earl of Clancarty is a Person.",True
485,Camilla Martelli is a Noble.,Noble is a subclass of Person.,"Given the previous statements, is Camilla Martelli a Person?",Yes,Camilla Martelli is a Person.,True
486,Canada  v Bedford is a Noble.,Noble is a subclass of Person.,"Given the previous statements, is Canada  v Bedford a Person?",Yes,Canada  v Bedford is a Person.,True
487,Carl Otto Müller is a Painter.,Painter is a subclass of Artist.,"Given the previous statements, is Carl Otto Müller an Artist?",Yes,Carl Otto Müller is an Artist.,True
488,Carl Reiser is a Painter.,Painter is a subclass of Artist.,"Given the previous statements, is Carl Reiser an Artist?",Yes,Carl Reiser is an Artist.,True
489,Carlo Biffi is a Painter.,Painter is a subclass of Artist.,"Given the previous statements, is Carlo Biffi an Artist?",Yes,Carlo Biffi is an Artist.,True
490,Cara Judea Alhadeff is a Photographer.,Photographer is a subclass of Artist.,"Given the previous statements, is Cara Judea Alhadeff an Artist?",Yes,Cara Judea Alhadeff is an Artist.,True
491,Carl J. Lomen is a Photographer.,Photographer is a subclass of Artist.,"Given the previous statements, is Carl J. Lomen an Artist?",Yes,Carl J. Lomen is an Artist.,True
492,Carll Goodpasture is a Photographer.,Photographer is a subclass of Artist.,"Given the previous statements, is Carll Goodpasture an Artist?",Yes,Carll Goodpasture is an Artist.,True
493,Caliban upon Setebos is a Poem.,Poem is a subclass of WrittenWork.,"Given the previous statements, is Caliban upon Setebos a WrittenWork?",Yes,Caliban upon Setebos is a WrittenWork.,True
494,Catalogue of Women is a Poem.,Poem is a subclass of WrittenWork.,"Given the previous statements, is Catalogue of Women a WrittenWork?",Yes,Catalogue of Women is a WrittenWork.,True
495,Cataract of Lodore is a Poem.,Poem is a subclass of WrittenWork.,"Given the previous statements, is Cataract of Lodore a WrittenWork?",Yes,Cataract of Lodore is a WrittenWork.,True
496,Roland Mathias is a Poet.,Poet is a subclass of Writer.,"Given the previous statements, is Roland Mathias a Writer?",Yes,Roland Mathias is a Writer.,True
497,Sam Riviere is a Poet.,Poet is a subclass of Writer.,"Given the previous statements, is Sam Riviere a Writer?",Yes,Sam Riviere is a Writer.,True
498,Eleanor Rees is a Poet.,Poet is a subclass of Writer.,"Given the previous statements, is Eleanor Rees a Writer?",Yes,Eleanor Rees is a Writer.,True
499,Carder England is a PokerPlayer.,PokerPlayer is a subclass of Athlete.,"Given the previous statements, is Carder England an Athlete?",Yes,Carder England is an Athlete.,True
500,Carl Nessel is a PokerPlayer.,PokerPlayer is a subclass of Athlete.,"Given the previous statements, is Carl Nessel an Athlete?",Yes,Carl Nessel is an Athlete.,True
501,Carlos Mortensen is a PokerPlayer.,PokerPlayer is a subclass of Athlete.,"Given the previous statements, is Carlos Mortensen an Athlete?",Yes,Carlos Mortensen is an Athlete.,True
