ID,triple1,triple2,question,answer,inferred triple,label
474,E is a X.,E is the same as L.,"Given the previous statements, is L a X?",Yes,L is a X.,True
475,E is a M.,E is the same as U.,"Given the previous statements, is U a M?",Yes,U is a M.,True
476,E is a F.,E is the same as X.,"Given the previous statements, is X a F?",Yes,X is a F.,True
477,E is a G.,E is the same as B.,"Given the previous statements, is B a G?",Yes,B is a G.,True
478,E is a W.,E is the same as T.,"Given the previous statements, is T a W?",Yes,T is a W.,True
479,E is a L.,E is the same as J.,"Given the previous statements, is J a L?",Yes,J is a L.,True
480,E is a Y.,E is the same as O.,"Given the previous statements, is O a Y?",Yes,O is a Y.,True
481,E is a K.,E is the same as X.,"Given the previous statements, is X a K?",Yes,X is a K.,True
482,E is a B.,E is the same as F.,"Given the previous statements, is F a B?",Yes,F is a B.,True
483,E is a U.,E is the same as K.,"Given the previous statements, is K a U?",Yes,K is a U.,True
484,E is a P.,E is the same as I.,"Given the previous statements, is I a P?",Yes,I is a P.,True
485,E is a H.,E is the same as Q.,"Given the previous statements, is Q a H?",Yes,Q is a H.,True
486,E is a N.,E is the same as X.,"Given the previous statements, is X a N?",Yes,X is a N.,True
487,E is a F.,E is the same as C.,"Given the previous statements, is C a F?",Yes,C is a F.,True
488,E is a C.,E is the same as W.,"Given the previous statements, is W a C?",Yes,W is a C.,True
489,E is a O.,E is the same as Y.,"Given the previous statements, is Y a O?",Yes,Y is a O.,True
490,E is a L.,E is the same as Q.,"Given the previous statements, is Q a L?",Yes,Q is a L.,True
491,E is a Q.,E is the same as R.,"Given the previous statements, is R a Q?",Yes,R is a Q.,True
492,E is a J.,E is the same as R.,"Given the previous statements, is R a J?",Yes,R is a J.,True
493,E is a Z.,E is the same as K.,"Given the previous statements, is K a Z?",Yes,K is a Z.,True
494,E is a Z.,E is the same as W.,"Given the previous statements, is W a Z?",Yes,W is a Z.,True
495,E is a W.,E is the same as U.,"Given the previous statements, is U a W?",Yes,U is a W.,True
496,E is a Z.,E is the same as G.,"Given the previous statements, is G a Z?",Yes,G is a Z.,True
497,E is a H.,E is the same as G.,"Given the previous statements, is G a H?",Yes,G is a H.,True
498,E is a A.,E is the same as I.,"Given the previous statements, is I a A?",Yes,I is a A.,True
499,E is a J.,E is the same as X.,"Given the previous statements, is X a J?",Yes,X is a J.,True
500,E is a N.,E is the same as T.,"Given the previous statements, is T a N?",Yes,T is a N.,True
501,F is a W.,F is the same as O.,"Given the previous statements, is O a W?",Yes,O is a W.,True
502,F is a N.,F is the same as X.,"Given the previous statements, is X a N?",Yes,X is a N.,True
503,F is a W.,F is the same as Q.,"Given the previous statements, is Q a W?",Yes,Q is a W.,True
504,F is a N.,F is the same as M.,"Given the previous statements, is M a N?",Yes,M is a N.,True
505,F is a H.,F is the same as K.,"Given the previous statements, is K a H?",Yes,K is a H.,True
506,F is a M.,F is the same as U.,"Given the previous statements, is U a M?",Yes,U is a M.,True
507,F is a R.,F is the same as C.,"Given the previous statements, is C a R?",Yes,C is a R.,True
508,F is a K.,F is the same as O.,"Given the previous statements, is O a K?",Yes,O is a K.,True
509,F is a Q.,F is the same as C.,"Given the previous statements, is C a Q?",Yes,C is a Q.,True
510,F is a V.,F is the same as L.,"Given the previous statements, is L a V?",Yes,L is a V.,True
511,F is a N.,F is the same as Y.,"Given the previous statements, is Y a N?",Yes,Y is a N.,True
512,F is a U.,F is the same as X.,"Given the previous statements, is X a U?",Yes,X is a U.,True
513,F is a D.,F is the same as O.,"Given the previous statements, is O a D?",Yes,O is a D.,True
514,F is a U.,F is the same as D.,"Given the previous statements, is D a U?",Yes,D is a U.,True
515,F is a P.,F is the same as W.,"Given the previous statements, is W a P?",Yes,W is a P.,True
516,F is a O.,F is the same as A.,"Given the previous statements, is A a O?",Yes,A is a O.,True
517,F is a Q.,F is the same as B.,"Given the previous statements, is B a Q?",Yes,B is a Q.,True
518,F is a L.,F is the same as V.,"Given the previous statements, is V a L?",Yes,V is a L.,True
519,F is a X.,F is the same as V.,"Given the previous statements, is V a X?",Yes,V is a X.,True
520,F is a U.,F is the same as C.,"Given the previous statements, is C a U?",Yes,C is a U.,True
521,F is a E.,F is the same as K.,"Given the previous statements, is K a E?",Yes,K is a E.,True
522,F is a W.,F is the same as H.,"Given the previous statements, is H a W?",Yes,H is a W.,True
523,F is a G.,F is the same as M.,"Given the previous statements, is M a G?",Yes,M is a G.,True
524,F is a C.,F is the same as J.,"Given the previous statements, is J a C?",Yes,J is a C.,True
525,F is a D.,F is the same as L.,"Given the previous statements, is L a D?",Yes,L is a D.,True
526,F is a S.,F is the same as X.,"Given the previous statements, is X a S?",Yes,X is a S.,True
527,F is a K.,F is the same as D.,"Given the previous statements, is D a K?",Yes,D is a K.,True
528,F is a M.,F is the same as R.,"Given the previous statements, is R a M?",Yes,R is a M.,True
529,F is a E.,F is the same as A.,"Given the previous statements, is A a E?",Yes,A is a E.,True
530,F is a I.,F is the same as Q.,"Given the previous statements, is Q a I?",Yes,Q is a I.,True
531,F is a C.,F is the same as I.,"Given the previous statements, is I a C?",Yes,I is a C.,True
532,F is a T.,F is the same as H.,"Given the previous statements, is H a T?",Yes,H is a T.,True
533,F is a I.,F is the same as R.,"Given the previous statements, is R a I?",Yes,R is a I.,True
534,F is a C.,F is the same as X.,"Given the previous statements, is X a C?",Yes,X is a C.,True
535,F is a Z.,F is the same as O.,"Given the previous statements, is O a Z?",Yes,O is a Z.,True
536,F is a I.,F is the same as H.,"Given the previous statements, is H a I?",Yes,H is a I.,True
537,F is a U.,F is the same as V.,"Given the previous statements, is V a U?",Yes,V is a U.,True
538,F is a L.,F is the same as U.,"Given the previous statements, is U a L?",Yes,U is a L.,True
539,F is a Q.,F is the same as Z.,"Given the previous statements, is Z a Q?",Yes,Z is a Q.,True
540,F is a I.,F is the same as C.,"Given the previous statements, is C a I?",Yes,C is a I.,True
541,F is a P.,F is the same as V.,"Given the previous statements, is V a P?",Yes,V is a P.,True
542,F is a X.,F is the same as U.,"Given the previous statements, is U a X?",Yes,U is a X.,True
543,F is a V.,F is the same as M.,"Given the previous statements, is M a V?",Yes,M is a V.,True
544,F is a X.,F is the same as T.,"Given the previous statements, is T a X?",Yes,T is a X.,True
545,F is a X.,F is the same as Y.,"Given the previous statements, is Y a X?",Yes,Y is a X.,True
546,F is a M.,F is the same as N.,"Given the previous statements, is N a M?",Yes,N is a M.,True
547,F is a T.,F is the same as R.,"Given the previous statements, is R a T?",Yes,R is a T.,True
548,F is a X.,F is the same as L.,"Given the previous statements, is L a X?",Yes,L is a X.,True
549,F is a O.,F is the same as X.,"Given the previous statements, is X a O?",Yes,X is a O.,True
550,F is a A.,F is the same as O.,"Given the previous statements, is O a A?",Yes,O is a A.,True
551,F is a B.,F is the same as I.,"Given the previous statements, is I a B?",Yes,I is a B.,True
552,F is a R.,F is the same as Z.,"Given the previous statements, is Z a R?",Yes,Z is a R.,True
553,F is a A.,F is the same as D.,"Given the previous statements, is D a A?",Yes,D is a A.,True
554,F is a N.,F is the same as C.,"Given the previous statements, is C a N?",Yes,C is a N.,True
555,F is a K.,F is the same as L.,"Given the previous statements, is L a K?",Yes,L is a K.,True
556,F is a G.,F is the same as Z.,"Given the previous statements, is Z a G?",Yes,Z is a G.,True
557,F is a V.,F is the same as P.,"Given the previous statements, is P a V?",Yes,P is a V.,True
558,F is a M.,F is the same as B.,"Given the previous statements, is B a M?",Yes,B is a M.,True
559,F is a D.,F is the same as Z.,"Given the previous statements, is Z a D?",Yes,Z is a D.,True
560,F is a B.,F is the same as U.,"Given the previous statements, is U a B?",Yes,U is a B.,True
561,F is a I.,F is the same as G.,"Given the previous statements, is G a I?",Yes,G is a I.,True
562,F is a K.,F is the same as M.,"Given the previous statements, is M a K?",Yes,M is a K.,True
563,F is a U.,F is the same as Q.,"Given the previous statements, is Q a U?",Yes,Q is a U.,True
564,F is a N.,F is the same as J.,"Given the previous statements, is J a N?",Yes,J is a N.,True
565,F is a O.,F is the same as Q.,"Given the previous statements, is Q a O?",Yes,Q is a O.,True
566,F is a O.,F is the same as Z.,"Given the previous statements, is Z a O?",Yes,Z is a O.,True
567,F is a Y.,F is the same as C.,"Given the previous statements, is C a Y?",Yes,C is a Y.,True
568,F is a E.,F is the same as T.,"Given the previous statements, is T a E?",Yes,T is a E.,True
569,F is a N.,F is the same as S.,"Given the previous statements, is S a N?",Yes,S is a N.,True
570,F is a B.,F is the same as K.,"Given the previous statements, is K a B?",Yes,K is a B.,True
571,F is a S.,F is the same as W.,"Given the previous statements, is W a S?",Yes,W is a S.,True
572,F is a K.,F is the same as I.,"Given the previous statements, is I a K?",Yes,I is a K.,True
573,F is a I.,F is the same as W.,"Given the previous statements, is W a I?",Yes,W is a I.,True
574,F is a G.,F is the same as X.,"Given the previous statements, is X a G?",Yes,X is a G.,True
575,F is a J.,F is the same as I.,"Given the previous statements, is I a J?",Yes,I is a J.,True
576,F is a O.,F is the same as U.,"Given the previous statements, is U a O?",Yes,U is a O.,True
577,F is a P.,F is the same as Y.,"Given the previous statements, is Y a P?",Yes,Y is a P.,True
578,F is a D.,F is the same as T.,"Given the previous statements, is T a D?",Yes,T is a D.,True
579,F is a I.,F is the same as N.,"Given the previous statements, is N a I?",Yes,N is a I.,True
580,F is a E.,F is the same as W.,"Given the previous statements, is W a E?",Yes,W is a E.,True
581,F is a S.,F is the same as A.,"Given the previous statements, is A a S?",Yes,A is a S.,True
582,F is a X.,F is the same as E.,"Given the previous statements, is E a X?",Yes,E is a X.,True
583,F is a K.,F is the same as G.,"Given the previous statements, is G a K?",Yes,G is a K.,True
584,F is a R.,F is the same as J.,"Given the previous statements, is J a R?",Yes,J is a R.,True
585,F is a H.,F is the same as U.,"Given the previous statements, is U a H?",Yes,U is a H.,True
586,F is a B.,F is the same as Y.,"Given the previous statements, is Y a B?",Yes,Y is a B.,True
587,F is a M.,F is the same as E.,"Given the previous statements, is E a M?",Yes,E is a M.,True
588,F is a B.,F is the same as P.,"Given the previous statements, is P a B?",Yes,P is a B.,True
589,F is a H.,F is the same as Y.,"Given the previous statements, is Y a H?",Yes,Y is a H.,True
590,F is a E.,F is the same as Q.,"Given the previous statements, is Q a E?",Yes,Q is a E.,True
591,F is a Q.,F is the same as X.,"Given the previous statements, is X a Q?",Yes,X is a Q.,True
592,F is a L.,F is the same as O.,"Given the previous statements, is O a L?",Yes,O is a L.,True
593,F is a V.,F is the same as E.,"Given the previous statements, is E a V?",Yes,E is a V.,True
594,F is a X.,F is the same as C.,"Given the previous statements, is C a X?",Yes,C is a X.,True
595,F is a J.,F is the same as W.,"Given the previous statements, is W a J?",Yes,W is a J.,True
596,F is a Y.,F is the same as K.,"Given the previous statements, is K a Y?",Yes,K is a Y.,True
597,F is a N.,F is the same as H.,"Given the previous statements, is H a N?",Yes,H is a N.,True
598,F is a P.,F is the same as R.,"Given the previous statements, is R a P?",Yes,R is a P.,True
599,F is a G.,F is the same as Q.,"Given the previous statements, is Q a G?",Yes,Q is a G.,True
600,F is a H.,F is the same as R.,"Given the previous statements, is R a H?",Yes,R is a H.,True
601,G is a L.,G is the same as N.,"Given the previous statements, is N a L?",Yes,N is a L.,True
602,G is a P.,G is the same as W.,"Given the previous statements, is W a P?",Yes,W is a P.,True
603,G is a D.,G is the same as H.,"Given the previous statements, is H a D?",Yes,H is a D.,True
604,G is a K.,G is the same as O.,"Given the previous statements, is O a K?",Yes,O is a K.,True
605,G is a A.,G is the same as J.,"Given the previous statements, is J a A?",Yes,J is a A.,True
606,G is a N.,G is the same as Y.,"Given the previous statements, is Y a N?",Yes,Y is a N.,True
607,G is a D.,G is the same as W.,"Given the previous statements, is W a D?",Yes,W is a D.,True
608,G is a V.,G is the same as Y.,"Given the previous statements, is Y a V?",Yes,Y is a V.,True
609,G is a I.,G is the same as L.,"Given the previous statements, is L a I?",Yes,L is a I.,True
610,G is a N.,G is the same as J.,"Given the previous statements, is J a N?",Yes,J is a N.,True
611,G is a J.,G is the same as Y.,"Given the previous statements, is Y a J?",Yes,Y is a J.,True
612,G is a Y.,G is the same as K.,"Given the previous statements, is K a Y?",Yes,K is a Y.,True
613,G is a Q.,G is the same as Z.,"Given the previous statements, is Z a Q?",Yes,Z is a Q.,True
614,G is a B.,G is the same as R.,"Given the previous statements, is R a B?",Yes,R is a B.,True
615,G is a I.,G is the same as Q.,"Given the previous statements, is Q a I?",Yes,Q is a I.,True
616,G is a J.,G is the same as O.,"Given the previous statements, is O a J?",Yes,O is a J.,True
617,G is a P.,G is the same as X.,"Given the previous statements, is X a P?",Yes,X is a P.,True
618,G is a R.,G is the same as B.,"Given the previous statements, is B a R?",Yes,B is a R.,True
619,G is a P.,G is the same as C.,"Given the previous statements, is C a P?",Yes,C is a P.,True
620,G is a J.,G is the same as D.,"Given the previous statements, is D a J?",Yes,D is a J.,True
621,G is a N.,G is the same as L.,"Given the previous statements, is L a N?",Yes,L is a N.,True
622,G is a C.,G is the same as I.,"Given the previous statements, is I a C?",Yes,I is a C.,True
623,G is a N.,G is the same as D.,"Given the previous statements, is D a N?",Yes,D is a N.,True
624,G is a W.,G is the same as D.,"Given the previous statements, is D a W?",Yes,D is a W.,True
625,G is a A.,G is the same as V.,"Given the previous statements, is V a A?",Yes,V is a A.,True
626,G is a V.,G is the same as R.,"Given the previous statements, is R a V?",Yes,R is a V.,True
627,G is a C.,G is the same as O.,"Given the previous statements, is O a C?",Yes,O is a C.,True
628,G is a C.,G is the same as P.,"Given the previous statements, is P a C?",Yes,P is a C.,True
629,G is a J.,G is the same as N.,"Given the previous statements, is N a J?",Yes,N is a J.,True
630,G is a X.,G is the same as H.,"Given the previous statements, is H a X?",Yes,H is a X.,True
631,G is a U.,G is the same as F.,"Given the previous statements, is F a U?",Yes,F is a U.,True
632,G is a V.,G is the same as K.,"Given the previous statements, is K a V?",Yes,K is a V.,True
633,G is a T.,G is the same as Z.,"Given the previous statements, is Z a T?",Yes,Z is a T.,True
634,G is a H.,G is the same as M.,"Given the previous statements, is M a H?",Yes,M is a H.,True
635,G is a N.,G is the same as Z.,"Given the previous statements, is Z a N?",Yes,Z is a N.,True
636,G is a D.,G is the same as U.,"Given the previous statements, is U a D?",Yes,U is a D.,True
637,G is a F.,G is the same as W.,"Given the previous statements, is W a F?",Yes,W is a F.,True
638,G is a R.,G is the same as V.,"Given the previous statements, is V a R?",Yes,V is a R.,True
639,G is a M.,G is the same as N.,"Given the previous statements, is N a M?",Yes,N is a M.,True
640,G is a A.,G is the same as Y.,"Given the previous statements, is Y a A?",Yes,Y is a A.,True
641,G is a Z.,G is the same as B.,"Given the previous statements, is B a Z?",Yes,B is a Z.,True
642,G is a Y.,G is the same as A.,"Given the previous statements, is A a Y?",Yes,A is a Y.,True
643,G is a V.,G is the same as O.,"Given the previous statements, is O a V?",Yes,O is a V.,True
644,G is a O.,G is the same as D.,"Given the previous statements, is D a O?",Yes,D is a O.,True
645,G is a X.,G is the same as O.,"Given the previous statements, is O a X?",Yes,O is a X.,True
646,G is a Y.,G is the same as Q.,"Given the previous statements, is Q a Y?",Yes,Q is a Y.,True
647,G is a D.,G is the same as Q.,"Given the previous statements, is Q a D?",Yes,Q is a D.,True
648,G is a M.,G is the same as E.,"Given the previous statements, is E a M?",Yes,E is a M.,True
649,G is a T.,G is the same as V.,"Given the previous statements, is V a T?",Yes,V is a T.,True
650,G is a T.,G is the same as P.,"Given the previous statements, is P a T?",Yes,P is a T.,True
651,G is a V.,G is the same as A.,"Given the previous statements, is A a V?",Yes,A is a V.,True
652,G is a F.,G is the same as Q.,"Given the previous statements, is Q a F?",Yes,Q is a F.,True
653,G is a I.,G is the same as V.,"Given the previous statements, is V a I?",Yes,V is a I.,True
654,G is a C.,G is the same as A.,"Given the previous statements, is A a C?",Yes,A is a C.,True
655,G is a I.,G is the same as X.,"Given the previous statements, is X a I?",Yes,X is a I.,True
656,G is a Q.,G is the same as I.,"Given the previous statements, is I a Q?",Yes,I is a Q.,True
657,G is a X.,G is the same as D.,"Given the previous statements, is D a X?",Yes,D is a X.,True
658,G is a C.,G is the same as M.,"Given the previous statements, is M a C?",Yes,M is a C.,True
659,G is a F.,G is the same as N.,"Given the previous statements, is N a F?",Yes,N is a F.,True
660,G is a Y.,G is the same as R.,"Given the previous statements, is R a Y?",Yes,R is a Y.,True
661,G is a F.,G is the same as K.,"Given the previous statements, is K a F?",Yes,K is a F.,True
662,G is a H.,G is the same as W.,"Given the previous statements, is W a H?",Yes,W is a H.,True
663,G is a L.,G is the same as I.,"Given the previous statements, is I a L?",Yes,I is a L.,True
664,G is a A.,G is the same as Q.,"Given the previous statements, is Q a A?",Yes,Q is a A.,True
665,G is a H.,G is the same as F.,"Given the previous statements, is F a H?",Yes,F is a H.,True
666,G is a H.,G is the same as K.,"Given the previous statements, is K a H?",Yes,K is a H.,True
667,G is a P.,G is the same as V.,"Given the previous statements, is V a P?",Yes,V is a P.,True
668,G is a L.,G is the same as R.,"Given the previous statements, is R a L?",Yes,R is a L.,True
669,G is a K.,G is the same as R.,"Given the previous statements, is R a K?",Yes,R is a K.,True
670,G is a Q.,G is the same as H.,"Given the previous statements, is H a Q?",Yes,H is a Q.,True
671,G is a L.,G is the same as Y.,"Given the previous statements, is Y a L?",Yes,Y is a L.,True
672,G is a Y.,G is the same as U.,"Given the previous statements, is U a Y?",Yes,U is a Y.,True
673,G is a A.,G is the same as K.,"Given the previous statements, is K a A?",Yes,K is a A.,True
674,G is a D.,G is the same as J.,"Given the previous statements, is J a D?",Yes,J is a D.,True
675,G is a L.,G is the same as B.,"Given the previous statements, is B a L?",Yes,B is a L.,True
676,G is a U.,G is the same as A.,"Given the previous statements, is A a U?",Yes,A is a U.,True
677,G is a U.,G is the same as I.,"Given the previous statements, is I a U?",Yes,I is a U.,True
678,G is a K.,G is the same as H.,"Given the previous statements, is H a K?",Yes,H is a K.,True
679,G is a T.,G is the same as Y.,"Given the previous statements, is Y a T?",Yes,Y is a T.,True
680,G is a S.,G is the same as U.,"Given the previous statements, is U a S?",Yes,U is a S.,True
681,G is a P.,G is the same as E.,"Given the previous statements, is E a P?",Yes,E is a P.,True
682,G is a V.,G is the same as S.,"Given the previous statements, is S a V?",Yes,S is a V.,True
683,G is a W.,G is the same as N.,"Given the previous statements, is N a W?",Yes,N is a W.,True
684,G is a F.,G is the same as Y.,"Given the previous statements, is Y a F?",Yes,Y is a F.,True
685,G is a K.,G is the same as Q.,"Given the previous statements, is Q a K?",Yes,Q is a K.,True
686,G is a V.,G is the same as X.,"Given the previous statements, is X a V?",Yes,X is a V.,True
687,G is a A.,G is the same as T.,"Given the previous statements, is T a A?",Yes,T is a A.,True
688,G is a I.,G is the same as P.,"Given the previous statements, is P a I?",Yes,P is a I.,True
689,G is a B.,G is the same as Z.,"Given the previous statements, is Z a B?",Yes,Z is a B.,True
690,G is a R.,G is the same as S.,"Given the previous statements, is S a R?",Yes,S is a R.,True
691,G is a U.,G is the same as O.,"Given the previous statements, is O a U?",Yes,O is a U.,True
692,G is a S.,G is the same as T.,"Given the previous statements, is T a S?",Yes,T is a S.,True
693,G is a U.,G is the same as S.,"Given the previous statements, is S a U?",Yes,S is a U.,True
694,G is a S.,G is the same as C.,"Given the previous statements, is C a S?",Yes,C is a S.,True
695,G is a D.,G is the same as T.,"Given the previous statements, is T a D?",Yes,T is a D.,True
696,G is a M.,G is the same as Q.,"Given the previous statements, is Q a M?",Yes,Q is a M.,True
697,G is a P.,G is the same as Z.,"Given the previous statements, is Z a P?",Yes,Z is a P.,True
698,G is a Y.,G is the same as H.,"Given the previous statements, is H a Y?",Yes,H is a Y.,True
699,G is a S.,G is the same as N.,"Given the previous statements, is N a S?",Yes,N is a S.,True
700,G is a X.,G is the same as Q.,"Given the previous statements, is Q a X?",Yes,Q is a X.,True
701,H is a F.,H is the same as L.,"Given the previous statements, is L a F?",Yes,L is a F.,True
702,H is a K.,H is the same as M.,"Given the previous statements, is M a K?",Yes,M is a K.,True
703,H is a B.,H is the same as C.,"Given the previous statements, is C a B?",Yes,C is a B.,True
704,H is a Y.,H is the same as V.,"Given the previous statements, is V a Y?",Yes,V is a Y.,True
705,H is a D.,H is the same as G.,"Given the previous statements, is G a D?",Yes,G is a D.,True
706,H is a Q.,H is the same as S.,"Given the previous statements, is S a Q?",Yes,S is a Q.,True
707,H is a Y.,H is the same as M.,"Given the previous statements, is M a Y?",Yes,M is a Y.,True
708,H is a N.,H is the same as F.,"Given the previous statements, is F a N?",Yes,F is a N.,True
709,H is a X.,H is the same as M.,"Given the previous statements, is M a X?",Yes,M is a X.,True
710,H is a T.,H is the same as S.,"Given the previous statements, is S a T?",Yes,S is a T.,True
711,H is a U.,H is the same as I.,"Given the previous statements, is I a U?",Yes,I is a U.,True
712,H is a M.,H is the same as L.,"Given the previous statements, is L a M?",Yes,L is a M.,True
713,H is a D.,H is the same as P.,"Given the previous statements, is P a D?",Yes,P is a D.,True
714,H is a X.,H is the same as Y.,"Given the previous statements, is Y a X?",Yes,Y is a X.,True
715,H is a I.,H is the same as W.,"Given the previous statements, is W a I?",Yes,W is a I.,True
716,H is a C.,H is the same as T.,"Given the previous statements, is T a C?",Yes,T is a C.,True
717,H is a R.,H is the same as G.,"Given the previous statements, is G a R?",Yes,G is a R.,True
718,H is a Q.,H is the same as D.,"Given the previous statements, is D a Q?",Yes,D is a Q.,True
719,H is a K.,H is the same as J.,"Given the previous statements, is J a K?",Yes,J is a K.,True
720,H is a Q.,H is the same as Y.,"Given the previous statements, is Y a Q?",Yes,Y is a Q.,True
721,H is a Z.,H is the same as I.,"Given the previous statements, is I a Z?",Yes,I is a Z.,True
722,H is a A.,H is the same as T.,"Given the previous statements, is T a A?",Yes,T is a A.,True
723,H is a U.,H is the same as X.,"Given the previous statements, is X a U?",Yes,X is a U.,True
724,H is a J.,H is the same as R.,"Given the previous statements, is R a J?",Yes,R is a J.,True
725,H is a G.,H is the same as P.,"Given the previous statements, is P a G?",Yes,P is a G.,True
726,H is a I.,H is the same as Z.,"Given the previous statements, is Z a I?",Yes,Z is a I.,True
727,H is a A.,H is the same as K.,"Given the previous statements, is K a A?",Yes,K is a A.,True
728,H is a P.,H is the same as L.,"Given the previous statements, is L a P?",Yes,L is a P.,True
729,H is a A.,H is the same as Q.,"Given the previous statements, is Q a A?",Yes,Q is a A.,True
730,H is a X.,H is the same as D.,"Given the previous statements, is D a X?",Yes,D is a X.,True
731,H is a C.,H is the same as E.,"Given the previous statements, is E a C?",Yes,E is a C.,True
732,H is a A.,H is the same as J.,"Given the previous statements, is J a A?",Yes,J is a A.,True
733,H is a M.,H is the same as Z.,"Given the previous statements, is Z a M?",Yes,Z is a M.,True
734,H is a X.,H is the same as G.,"Given the previous statements, is G a X?",Yes,G is a X.,True
735,H is a X.,H is the same as U.,"Given the previous statements, is U a X?",Yes,U is a X.,True
736,H is a S.,H is the same as K.,"Given the previous statements, is K a S?",Yes,K is a S.,True
737,H is a M.,H is the same as P.,"Given the previous statements, is P a M?",Yes,P is a M.,True
738,H is a F.,H is the same as U.,"Given the previous statements, is U a F?",Yes,U is a F.,True
739,H is a F.,H is the same as Z.,"Given the previous statements, is Z a F?",Yes,Z is a F.,True
740,H is a C.,H is the same as M.,"Given the previous statements, is M a C?",Yes,M is a C.,True
741,H is a P.,H is the same as G.,"Given the previous statements, is G a P?",Yes,G is a P.,True
742,H is a T.,H is the same as G.,"Given the previous statements, is G a T?",Yes,G is a T.,True
743,H is a B.,H is the same as S.,"Given the previous statements, is S a B?",Yes,S is a B.,True
744,H is a P.,H is the same as Z.,"Given the previous statements, is Z a P?",Yes,Z is a P.,True
745,H is a F.,H is the same as M.,"Given the previous statements, is M a F?",Yes,M is a F.,True
746,H is a Q.,H is the same as X.,"Given the previous statements, is X a Q?",Yes,X is a Q.,True
747,H is a O.,H is the same as N.,"Given the previous statements, is N a O?",Yes,N is a O.,True
748,H is a T.,H is the same as N.,"Given the previous statements, is N a T?",Yes,N is a T.,True
749,H is a U.,H is the same as Z.,"Given the previous statements, is Z a U?",Yes,Z is a U.,True
750,H is a D.,H is the same as A.,"Given the previous statements, is A a D?",Yes,A is a D.,True
751,H is a Y.,H is the same as S.,"Given the previous statements, is S a Y?",Yes,S is a Y.,True
752,H is a I.,H is the same as J.,"Given the previous statements, is J a I?",Yes,J is a I.,True
753,H is a F.,H is the same as X.,"Given the previous statements, is X a F?",Yes,X is a F.,True
754,H is a C.,H is the same as N.,"Given the previous statements, is N a C?",Yes,N is a C.,True
755,H is a L.,H is the same as U.,"Given the previous statements, is U a L?",Yes,U is a L.,True
756,H is a W.,H is the same as A.,"Given the previous statements, is A a W?",Yes,A is a W.,True
757,H is a Y.,H is the same as I.,"Given the previous statements, is I a Y?",Yes,I is a Y.,True
758,H is a U.,H is the same as B.,"Given the previous statements, is B a U?",Yes,B is a U.,True
759,H is a C.,H is the same as Y.,"Given the previous statements, is Y a C?",Yes,Y is a C.,True
760,H is a V.,H is the same as Z.,"Given the previous statements, is Z a V?",Yes,Z is a V.,True
761,H is a Z.,H is the same as R.,"Given the previous statements, is R a Z?",Yes,R is a Z.,True
762,H is a W.,H is the same as J.,"Given the previous statements, is J a W?",Yes,J is a W.,True
763,H is a Z.,H is the same as Q.,"Given the previous statements, is Q a Z?",Yes,Q is a Z.,True
764,H is a S.,H is the same as A.,"Given the previous statements, is A a S?",Yes,A is a S.,True
765,H is a C.,H is the same as O.,"Given the previous statements, is O a C?",Yes,O is a C.,True
766,H is a U.,H is the same as P.,"Given the previous statements, is P a U?",Yes,P is a U.,True
767,H is a X.,H is the same as I.,"Given the previous statements, is I a X?",Yes,I is a X.,True
768,H is a G.,H is the same as J.,"Given the previous statements, is J a G?",Yes,J is a G.,True
769,H is a K.,H is the same as W.,"Given the previous statements, is W a K?",Yes,W is a K.,True
770,H is a Q.,H is the same as R.,"Given the previous statements, is R a Q?",Yes,R is a Q.,True
771,H is a F.,H is the same as T.,"Given the previous statements, is T a F?",Yes,T is a F.,True
772,H is a R.,H is the same as D.,"Given the previous statements, is D a R?",Yes,D is a R.,True
773,H is a I.,H is the same as G.,"Given the previous statements, is G a I?",Yes,G is a I.,True
774,H is a F.,H is the same as R.,"Given the previous statements, is R a F?",Yes,R is a F.,True
775,H is a X.,H is the same as L.,"Given the previous statements, is L a X?",Yes,L is a X.,True
776,H is a X.,H is the same as W.,"Given the previous statements, is W a X?",Yes,W is a X.,True
777,H is a J.,H is the same as T.,"Given the previous statements, is T a J?",Yes,T is a J.,True
778,H is a B.,H is the same as N.,"Given the previous statements, is N a B?",Yes,N is a B.,True
779,H is a A.,H is the same as U.,"Given the previous statements, is U a A?",Yes,U is a A.,True
780,H is a J.,H is the same as U.,"Given the previous statements, is U a J?",Yes,U is a J.,True
781,H is a F.,H is the same as C.,"Given the previous statements, is C a F?",Yes,C is a F.,True
782,H is a N.,H is the same as L.,"Given the previous statements, is L a N?",Yes,L is a N.,True
783,H is a D.,H is the same as X.,"Given the previous statements, is X a D?",Yes,X is a D.,True
784,H is a Q.,H is the same as I.,"Given the previous statements, is I a Q?",Yes,I is a Q.,True
785,H is a I.,H is the same as Y.,"Given the previous statements, is Y a I?",Yes,Y is a I.,True
786,H is a X.,H is the same as B.,"Given the previous statements, is B a X?",Yes,B is a X.,True
787,H is a R.,H is the same as E.,"Given the previous statements, is E a R?",Yes,E is a R.,True
788,H is a R.,H is the same as P.,"Given the previous statements, is P a R?",Yes,P is a R.,True
789,H is a B.,H is the same as Q.,"Given the previous statements, is Q a B?",Yes,Q is a B.,True
790,H is a R.,H is the same as X.,"Given the previous statements, is X a R?",Yes,X is a R.,True
791,H is a V.,H is the same as G.,"Given the previous statements, is G a V?",Yes,G is a V.,True
