ID,triple1,triple2,question,answer,inferred triple,label
548,Hwang Pyong-so is a Person.,Hwang Pyong-so is the same as m.010gmxxd.,"Given the previous statements, is m.010gmxxd a Person?",Yes,m.010gmxxd is a Person.,True
549,Hwang Pyong-so is an Animal.,Hwang Pyong-so is the same as m.010gmxxd.,"Given the previous statements, is m.010gmxxd an Animal?",Yes,m.010gmxxd is a Animal.,True
550,Hwang Pyong-so is an Eukaryote.,Hwang Pyong-so is the same as m.010gmxxd.,"Given the previous statements, is m.010gmxxd an Eukaryote?",Yes,m.010gmxxd is a Eukaryote.,True
551,Xystochroma zikani is an Animal.,Xystochroma zikani is the same as m.010gnb p.,"Given the previous statements, is m.010gnb p an Animal?",Yes,m.010gnb p is a Animal.,True
552,Xystochroma zikani is an Eukaryote.,Xystochroma zikani is the same as m.010gnb p.,"Given the previous statements, is m.010gnb p an Eukaryote?",Yes,m.010gnb p is a Eukaryote.,True
553,Xystochroma zikani is a Species.,Xystochroma zikani is the same as m.010gnb p.,"Given the previous statements, is m.010gnb p a Species?",Yes,m.010gnb p is a Species.,True
554,Runamukthalu is a Film.,Runamukthalu is the same as m.010gnvw7.,"Given the previous statements, is m.010gnvw7 a Film?",Yes,m.010gnvw7 is a Film.,True
555,Guitar Man is a Single.,Guitar Man is the same as m.010gnwst.,"Given the previous statements, is m.010gnwst a Single?",Yes,m.010gnwst is a Single.,True
556,Jupoata rufipennis is an Insect.,Jupoata rufipennis is the same as m.010gpdw2.,"Given the previous statements, is m.010gpdw2 an Insect?",Yes,m.010gpdw2 is a Insect.,True
557,Coleoxestia sobrina is an Insect.,Coleoxestia sobrina is the same as m.010gpf3d.,"Given the previous statements, is m.010gpf3d an Insect?",Yes,m.010gpf3d is a Insect.,True
558,Sitaq is a Place.,Sitaq is the same as m.010gpfzl.,"Given the previous statements, is m.010gpfzl a Place?",Yes,m.010gpfzl is a Place.,True
559,Sitaq is a Location.,Sitaq is the same as m.010gpfzl.,"Given the previous statements, is m.010gpfzl a Location?",Yes,m.010gpfzl is a Location.,True
560,Sitaq is a NaturalPlace.,Sitaq is the same as m.010gpfzl.,"Given the previous statements, is m.010gpfzl a NaturalPlace?",Yes,m.010gpfzl is a NaturalPlace.,True
561,Susanna Lau is a Person.,Susanna Lau is the same as m.010gplfd.,"Given the previous statements, is m.010gplfd a Person?",Yes,m.010gplfd is a Person.,True
562,Susanna Lau is an Animal.,Susanna Lau is the same as m.010gplfd.,"Given the previous statements, is m.010gplfd an Animal?",Yes,m.010gplfd is a Animal.,True
563,Susanna Lau is an Eukaryote.,Susanna Lau is the same as m.010gplfd.,"Given the previous statements, is m.010gplfd an Eukaryote?",Yes,m.010gplfd is a Eukaryote.,True
564,Henry M. Hyams is a Person.,Henry M. Hyams is the same as m.010gpw9q.,"Given the previous statements, is m.010gpw9q a Person?",Yes,m.010gpw9q is a Person.,True
565,Henry M. Hyams is an Animal.,Henry M. Hyams is the same as m.010gpw9q.,"Given the previous statements, is m.010gpw9q an Animal?",Yes,m.010gpw9q is a Animal.,True
566,Henry M. Hyams is an Eukaryote.,Henry M. Hyams is the same as m.010gpw9q.,"Given the previous statements, is m.010gpw9q an Eukaryote?",Yes,m.010gpw9q is a Eukaryote.,True
567,Atnarko is a Settlement.,Atnarko is the same as m.010gpwhj.,"Given the previous statements, is m.010gpwhj a Settlement?",Yes,m.010gpwhj is a Settlement.,True
568,Ramayana Ballet is a Software.,Ramayana Ballet is the same as m.010gq198.,"Given the previous statements, is m.010gq198 a Software?",Yes,m.010gq198 is a Software.,True
569,Anisotenes libidinosa is an Insect.,Anisotenes libidinosa is the same as m.010gqg7.,"Given the previous statements, is m.010gqg7 an Insect?",Yes,m.010gqg7 is a Insect.,True
570,Girlhood is a Work.,Girlhood is the same as m.010gr14h.,"Given the previous statements, is m.010gr14h a Work?",Yes,m.010gr14h is a Work.,True
571,Girlhood is a Film.,Girlhood is the same as m.010gr14h.,"Given the previous statements, is m.010gr14h a Film?",Yes,m.010gr14h is a Film.,True
572,Şuayib Yalçın is a Person.,Şuayib Yalçın is the same as m.010gr4cv.,"Given the previous statements, is m.010gr4cv a Person?",Yes,m.010gr4cv is a Person.,True
573,"Floyd Township, O'Brien County, Iowa is a Town.","Floyd Township, O'Brien County, Iowa is the same as m.010grh6b.","Given the previous statements, is m.010grh6b a Town?",Yes,m.010grh6b is a Town.,True
574,Hakija Hadžić is a Person.,Hakija Hadžić is the same as m.010grpp3.,"Given the previous statements, is m.010grpp3 a Person?",Yes,m.010grpp3 is a Person.,True
575,Melianthus comosus is a Plant.,Melianthus comosus is the same as m.010grpxd.,"Given the previous statements, is m.010grpxd a Plant?",Yes,m.010grpxd is a Plant.,True
576,Hermans Egleskalns is a Person.,Hermans Egleskalns is the same as m.010grsqq.,"Given the previous statements, is m.010grsqq a Person?",Yes,m.010grsqq is a Person.,True
577,Hermans Egleskalns is an Animal.,Hermans Egleskalns is the same as m.010grsqq.,"Given the previous statements, is m.010grsqq an Animal?",Yes,m.010grsqq is a Animal.,True
578,Hermans Egleskalns is an Athlete.,Hermans Egleskalns is the same as m.010grsqq.,"Given the previous statements, is m.010grsqq an Athlete?",Yes,m.010grsqq is a Athlete.,True
579,"Bristol, Vermont is a Place.","Bristol, Vermont is the same as m.010hfs.","Given the previous statements, is m.010hfs a Place?",Yes,m.010hfs is a Place.,True
580,"Bristol, Vermont is a Location.","Bristol, Vermont is the same as m.010hfs.","Given the previous statements, is m.010hfs a Location?",Yes,m.010hfs is a Location.,True
581,"Bristol, Vermont is a PopulatedPlace.","Bristol, Vermont is the same as m.010hfs.","Given the previous statements, is m.010hfs a PopulatedPlace?",Yes,m.010hfs is a PopulatedPlace.,True
582,"Bristol , Vermont is a Place.","Bristol , Vermont is the same as m.010hfs.","Given the previous statements, is m.010hfs a Place?",Yes,m.010hfs is a Place.,True
583,"Bristol , Vermont is a Location.","Bristol , Vermont is the same as m.010hfs.","Given the previous statements, is m.010hfs a Location?",Yes,m.010hfs is a Location.,True
584,"Bristol , Vermont is a PopulatedPlace.","Bristol , Vermont is the same as m.010hfs.","Given the previous statements, is m.010hfs a PopulatedPlace?",Yes,m.010hfs is a PopulatedPlace.,True
585,23rd Japan Film Professional Awards is a SoccerTournament.,23rd Japan Film Professional Awards is the same as m.010hkgzl.,"Given the previous statements, is m.010hkgzl a SoccerTournament?",Yes,m.010hkgzl is a SoccerTournament.,True
586,Caroline Cameron is a Person.,Caroline Cameron is the same as m.010hljf0.,"Given the previous statements, is m.010hljf0 a Person?",Yes,m.010hljf0 is a Person.,True
587,Caroline Cameron is an Animal.,Caroline Cameron is the same as m.010hljf0.,"Given the previous statements, is m.010hljf0 an Animal?",Yes,m.010hljf0 is a Animal.,True
588,Caroline Cameron is an Eukaryote.,Caroline Cameron is the same as m.010hljf0.,"Given the previous statements, is m.010hljf0 an Eukaryote?",Yes,m.010hljf0 is a Eukaryote.,True
589,Tanyochraethes ochrozona is an Animal.,Tanyochraethes ochrozona is the same as m.010hlpf3.,"Given the previous statements, is m.010hlpf3 an Animal?",Yes,m.010hlpf3 is a Animal.,True
590,Tanyochraethes ochrozona is an Eukaryote.,Tanyochraethes ochrozona is the same as m.010hlpf3.,"Given the previous statements, is m.010hlpf3 an Eukaryote?",Yes,m.010hlpf3 is a Eukaryote.,True
591,Tanyochraethes ochrozona is a Species.,Tanyochraethes ochrozona is the same as m.010hlpf3.,"Given the previous statements, is m.010hlpf3 a Species?",Yes,m.010hlpf3 is a Species.,True
592,Guitarists 4 the Kids is a Work.,Guitarists 4 the Kids is the same as m.010hm244.,"Given the previous statements, is m.010hm244 a Work?",Yes,m.010hm244 is a Work.,True
593,Guitarists 4 the Kids is a MusicalWork.,Guitarists 4 the Kids is the same as m.010hm244.,"Given the previous statements, is m.010hm244 a MusicalWork?",Yes,m.010hm244 is a MusicalWork.,True
594,Guitarists 4 the Kids is an Album.,Guitarists 4 the Kids is the same as m.010hm244.,"Given the previous statements, is m.010hm244 an Album?",Yes,m.010hm244 is a Album.,True
595,Icelandic Settlement Disaster Memorial is a Place.,Icelandic Settlement Disaster Memorial is the same as m.010hm3z3.,"Given the previous statements, is m.010hm3z3 a Place?",Yes,m.010hm3z3 is a Place.,True
596,Pratyush Prakash is a Person.,Pratyush Prakash is the same as m.010hm 00.,"Given the previous statements, is m.010hm 00 a Person?",Yes,m.010hm 00 is a Person.,True
597,Pratyush Prakash is an Animal.,Pratyush Prakash is the same as m.010hm 00.,"Given the previous statements, is m.010hm 00 an Animal?",Yes,m.010hm 00 is a Animal.,True
598,Pratyush Prakash is an Eukaryote.,Pratyush Prakash is the same as m.010hm 00.,"Given the previous statements, is m.010hm 00 an Eukaryote?",Yes,m.010hm 00 is a Eukaryote.,True
599,Steven Otis is a Person.,Steven Otis is the same as m.010hmfrt.,"Given the previous statements, is m.010hmfrt a Person?",Yes,m.010hmfrt is a Person.,True
600,Steven Otis is an Animal.,Steven Otis is the same as m.010hmfrt.,"Given the previous statements, is m.010hmfrt an Animal?",Yes,m.010hmfrt is a Animal.,True
601,Steven Otis is an Eukaryote.,Steven Otis is the same as m.010hmfrt.,"Given the previous statements, is m.010hmfrt an Eukaryote?",Yes,m.010hmfrt is a Eukaryote.,True
602,Autosomal dominant retinal vasculopathy with cerebral leukodystrophy is a Disease.,Autosomal dominant retinal vasculopathy with cerebral leukodystrophy is the same as m.010hmggx.,"Given the previous statements, is m.010hmggx a Disease?",Yes,m.010hmggx is a Disease.,True
603,Paul Millar is a Person.,Paul Millar is the same as m.010hmgpn.,"Given the previous statements, is m.010hmgpn a Person?",Yes,m.010hmgpn is a Person.,True
604,Paul Millar is an Animal.,Paul Millar is the same as m.010hmgpn.,"Given the previous statements, is m.010hmgpn an Animal?",Yes,m.010hmgpn is a Animal.,True
605,Paul Millar is an Athlete.,Paul Millar is the same as m.010hmgpn.,"Given the previous statements, is m.010hmgpn an Athlete?",Yes,m.010hmgpn is a Athlete.,True
606,Joker's Closet is a Company.,Joker's Closet is the same as m.010hmlm4.,"Given the previous statements, is m.010hmlm4 a Company?",Yes,m.010hmlm4 is a Company.,True
607,Joker's Closet is an Agent.,Joker's Closet is the same as m.010hmlm4.,"Given the previous statements, is m.010hmlm4 an Agent?",Yes,m.010hmlm4 is a Agent.,True
608,Joker's Closet is an Organisation.,Joker's Closet is the same as m.010hmlm4.,"Given the previous statements, is m.010hmlm4 an Organisation?",Yes,m.010hmlm4 is a Organisation.,True
609,London European Airways is a Company.,London European Airways is the same as m.010hmpdn.,"Given the previous statements, is m.010hmpdn a Company?",Yes,m.010hmpdn is a Company.,True
610,London European Airways is an Agent.,London European Airways is the same as m.010hmpdn.,"Given the previous statements, is m.010hmpdn an Agent?",Yes,m.010hmpdn is a Agent.,True
611,London European Airways is a PublicTransitSystem.,London European Airways is the same as m.010hmpdn.,"Given the previous statements, is m.010hmpdn a PublicTransitSystem?",Yes,m.010hmpdn is a PublicTransitSystem.,True
612,Tzeo River is a River.,Tzeo River is the same as m.010hmxwb.,"Given the previous statements, is m.010hmxwb a River?",Yes,m.010hmxwb is a River.,True
613,Pattenrai!! ~ Minami no Shima no Mizu Monogatari is a Work.,Pattenrai!! ~ Minami no Shima no Mizu Monogatari is the same as m.010hmxxl.,"Given the previous statements, is m.010hmxxl a Work?",Yes,m.010hmxxl is a Work.,True
614,Pattenrai!! ~ Minami no Shima no Mizu Monogatari is a Film.,Pattenrai!! ~ Minami no Shima no Mizu Monogatari is the same as m.010hmxxl.,"Given the previous statements, is m.010hmxxl a Film?",Yes,m.010hmxxl is a Film.,True
615,Lucky Pulpit is an Animal.,Lucky Pulpit is the same as m.010hmy6q.,"Given the previous statements, is m.010hmy6q an Animal?",Yes,m.010hmy6q is a Animal.,True
616,Lucky Pulpit is an Eukaryote.,Lucky Pulpit is the same as m.010hmy6q.,"Given the previous statements, is m.010hmy6q an Eukaryote?",Yes,m.010hmy6q is a Eukaryote.,True
617,Lucky Pulpit is a Horse.,Lucky Pulpit is the same as m.010hmy6q.,"Given the previous statements, is m.010hmy6q a Horse?",Yes,m.010hmy6q is a Horse.,True
618,El Duende is a PeriodicalLiterature.,El Duende is the same as m.010hn833.,"Given the previous statements, is m.010hn833 a PeriodicalLiterature?",Yes,m.010hn833 is a PeriodicalLiterature.,True
619,El Duende is a Work.,El Duende is the same as m.010hn833.,"Given the previous statements, is m.010hn833 a Work?",Yes,m.010hn833 is a Work.,True
620,El Duende is a Newspaper.,El Duende is the same as m.010hn833.,"Given the previous statements, is m.010hn833 a Newspaper?",Yes,m.010hn833 is a Newspaper.,True
621,Hagerty Insurance Agency is a Company.,Hagerty Insurance Agency is the same as m.010hn87y.,"Given the previous statements, is m.010hn87y a Company?",Yes,m.010hn87y is a Company.,True
622,Tebenna chodzhajevi is an Insect.,Tebenna chodzhajevi is the same as m.010hnll7.,"Given the previous statements, is m.010hnll7 an Insect?",Yes,m.010hnll7 is a Insect.,True
623,Idhayaththil Ore Idam is a Work.,Idhayaththil Ore Idam is the same as m.010hnp0b.,"Given the previous statements, is m.010hnp0b a Work?",Yes,m.010hnp0b is a Work.,True
624,Idhayaththil Ore Idam is a Film.,Idhayaththil Ore Idam is the same as m.010hnp0b.,"Given the previous statements, is m.010hnp0b a Film?",Yes,m.010hnp0b is a Film.,True
625,Sports 11 is a TelevisionStation.,Sports 11 is the same as m.010hnvx2.,"Given the previous statements, is m.010hnvx2 a TelevisionStation?",Yes,m.010hnvx2 is a TelevisionStation.,True
626,Leonie Callaghan is a Person.,Leonie Callaghan is the same as m.010hnw4k.,"Given the previous statements, is m.010hnw4k a Person?",Yes,m.010hnw4k is a Person.,True
627,Leonie Callaghan is an Animal.,Leonie Callaghan is the same as m.010hnw4k.,"Given the previous statements, is m.010hnw4k an Animal?",Yes,m.010hnw4k is a Animal.,True
628,Leonie Callaghan is an Athlete.,Leonie Callaghan is the same as m.010hnw4k.,"Given the previous statements, is m.010hnw4k an Athlete?",Yes,m.010hnw4k is a Athlete.,True
629,"Allenview, Queensland is a Place.","Allenview, Queensland is the same as m.010hpddr.","Given the previous statements, is m.010hpddr a Place?",Yes,m.010hpddr is a Place.,True
630,"Allenview, Queensland is a Location.","Allenview, Queensland is the same as m.010hpddr.","Given the previous statements, is m.010hpddr a Location?",Yes,m.010hpddr is a Location.,True
631,"Allenview, Queensland is a PopulatedPlace.","Allenview, Queensland is the same as m.010hpddr.","Given the previous statements, is m.010hpddr a PopulatedPlace?",Yes,m.010hpddr is a PopulatedPlace.,True
632,Eburodacrys superba is an Animal.,Eburodacrys superba is the same as m.010hplp2.,"Given the previous statements, is m.010hplp2 an Animal?",Yes,m.010hplp2 is a Animal.,True
633,Eburodacrys superba is an Eukaryote.,Eburodacrys superba is the same as m.010hplp2.,"Given the previous statements, is m.010hplp2 an Eukaryote?",Yes,m.010hplp2 is a Eukaryote.,True
634,Eburodacrys superba is a Species.,Eburodacrys superba is the same as m.010hplp2.,"Given the previous statements, is m.010hplp2 a Species?",Yes,m.010hplp2 is a Species.,True
635,Dansk Landbrugs Grovvareselskab is a Company.,Dansk Landbrugs Grovvareselskab is the same as m.010hpmm8.,"Given the previous statements, is m.010hpmm8 a Company?",Yes,m.010hpmm8 is a Company.,True
636,Dansk Landbrugs Grovvareselskab is an Agent.,Dansk Landbrugs Grovvareselskab is the same as m.010hpmm8.,"Given the previous statements, is m.010hpmm8 an Agent?",Yes,m.010hpmm8 is a Agent.,True
637,Dansk Landbrugs Grovvareselskab is an Organisation.,Dansk Landbrugs Grovvareselskab is the same as m.010hpmm8.,"Given the previous statements, is m.010hpmm8 an Organisation?",Yes,m.010hpmm8 is a Organisation.,True
638,Polimer Kannada is a TelevisionStation.,Polimer Kannada is the same as m.010hpqn3.,"Given the previous statements, is m.010hpqn3 a TelevisionStation?",Yes,m.010hpqn3 is a TelevisionStation.,True
639,Carlos Trincão is a Person.,Carlos Trincão is the same as m.010hq801.,"Given the previous statements, is m.010hq801 a Person?",Yes,m.010hq801 is a Person.,True
640,Bert Beyens is a Person.,Bert Beyens is the same as m.010hq fb.,"Given the previous statements, is m.010hq fb a Person?",Yes,m.010hq fb is a Person.,True
641,Macrocephalitidae is an Insect.,Macrocephalitidae is the same as m.010hqbr2.,"Given the previous statements, is m.010hqbr2 an Insect?",Yes,m.010hqbr2 is a Insect.,True
642,Gerda Bryłka is a Person.,Gerda Bryłka is the same as m.010hs0t8.,"Given the previous statements, is m.010hs0t8 a Person?",Yes,m.010hs0t8 is a Person.,True
643,Gerda Bryłka is an Animal.,Gerda Bryłka is the same as m.010hs0t8.,"Given the previous statements, is m.010hs0t8 an Animal?",Yes,m.010hs0t8 is a Animal.,True
644,Gerda Bryłka is an Athlete.,Gerda Bryłka is the same as m.010hs0t8.,"Given the previous statements, is m.010hs0t8 an Athlete?",Yes,m.010hs0t8 is a Athlete.,True
645,Trichoxys abbreviatus is an Animal.,Trichoxys abbreviatus is the same as m.010hs3g6.,"Given the previous statements, is m.010hs3g6 an Animal?",Yes,m.010hs3g6 is a Animal.,True
646,Trichoxys abbreviatus is an Eukaryote.,Trichoxys abbreviatus is the same as m.010hs3g6.,"Given the previous statements, is m.010hs3g6 an Eukaryote?",Yes,m.010hs3g6 is a Eukaryote.,True
647,Trichoxys abbreviatus is a Species.,Trichoxys abbreviatus is the same as m.010hs3g6.,"Given the previous statements, is m.010hs3g6 a Species?",Yes,m.010hs3g6 is a Species.,True
648,Hemidactylus agrius is a Reptile.,Hemidactylus agrius is the same as m.010hs7bc.,"Given the previous statements, is m.010hs7bc a Reptile?",Yes,m.010hs7bc is a Reptile.,True
649,"Braintree, Vermont is a Place.","Braintree, Vermont is the same as m.010jsg.","Given the previous statements, is m.010jsg a Place?",Yes,m.010jsg is a Place.,True
650,"Braintree, Vermont is a Location.","Braintree, Vermont is the same as m.010jsg.","Given the previous statements, is m.010jsg a Location?",Yes,m.010jsg is a Location.,True
651,"Braintree, Vermont is a PopulatedPlace.","Braintree, Vermont is the same as m.010jsg.","Given the previous statements, is m.010jsg a PopulatedPlace?",Yes,m.010jsg is a PopulatedPlace.,True
652,Scorpion is a Work.,Scorpion is the same as m.010l1plp.,"Given the previous statements, is m.010l1plp a Work?",Yes,m.010l1plp is a Work.,True
653,Scorpion is a TelevisionShow.,Scorpion is the same as m.010l1plp.,"Given the previous statements, is m.010l1plp a TelevisionShow?",Yes,m.010l1plp is a TelevisionShow.,True
654,Walter O'Brien is a FictionalCharacter.,Walter O'Brien is the same as m.010l1plp.,"Given the previous statements, is m.010l1plp a FictionalCharacter?",Yes,m.010l1plp is a FictionalCharacter.,True
655,Ælita is a Work.,Ælita is the same as m.010l x6g.,"Given the previous statements, is m.010l x6g a Work?",Yes,m.010l x6g is a Work.,True
656,Ælita is a MusicalWork.,Ælita is the same as m.010l x6g.,"Given the previous statements, is m.010l x6g a MusicalWork?",Yes,m.010l x6g is a MusicalWork.,True
657,Ælita is an Album.,Ælita is the same as m.010l x6g.,"Given the previous statements, is m.010l x6g an Album?",Yes,m.010l x6g is a Album.,True
658,Pljevlja Gymnasium is a School.,Pljevlja Gymnasium is the same as m.010lq40g.,"Given the previous statements, is m.010lq40g a School?",Yes,m.010lq40g is a School.,True
659,Pljevlja Gymnasium is an Agent.,Pljevlja Gymnasium is the same as m.010lq40g.,"Given the previous statements, is m.010lq40g an Agent?",Yes,m.010lq40g is a Agent.,True
660,Pljevlja Gymnasium is an EducationalInstitution.,Pljevlja Gymnasium is the same as m.010lq40g.,"Given the previous statements, is m.010lq40g an EducationalInstitution?",Yes,m.010lq40g is a EducationalInstitution.,True
661,Labdia eugrapta is an Animal.,Labdia eugrapta is the same as m.010lq70f.,"Given the previous statements, is m.010lq70f an Animal?",Yes,m.010lq70f is a Animal.,True
662,Labdia eugrapta is an Eukaryote.,Labdia eugrapta is the same as m.010lq70f.,"Given the previous statements, is m.010lq70f an Eukaryote?",Yes,m.010lq70f is a Eukaryote.,True
663,Labdia eugrapta is a Species.,Labdia eugrapta is the same as m.010lq70f.,"Given the previous statements, is m.010lq70f a Species?",Yes,m.010lq70f is a Species.,True
664,Peter Wright is a Person.,Peter Wright is the same as m.010lq76p.,"Given the previous statements, is m.010lq76p a Person?",Yes,m.010lq76p is a Person.,True
665,Peter Wright is an Animal.,Peter Wright is the same as m.010lq76p.,"Given the previous statements, is m.010lq76p an Animal?",Yes,m.010lq76p is a Animal.,True
666,Peter Wright is an Athlete.,Peter Wright is the same as m.010lq76p.,"Given the previous statements, is m.010lq76p an Athlete?",Yes,m.010lq76p is a Athlete.,True
667,The Contact Show is a Work.,The Contact Show is the same as m.010lq7b5.,"Given the previous statements, is m.010lq7b5 a Work?",Yes,m.010lq7b5 is a Work.,True
668,The Contact Show is a TelevisionShow.,The Contact Show is the same as m.010lq7b5.,"Given the previous statements, is m.010lq7b5 a TelevisionShow?",Yes,m.010lq7b5 is a TelevisionShow.,True
669,Type 614 research vessel is a Ship.,Type 614 research vessel is the same as m.010lql9q.,"Given the previous statements, is m.010lql9q a Ship?",Yes,m.010lql9q is a Ship.,True
670,Jeremiah Colburn House is a Place.,Jeremiah Colburn House is the same as m.010lr3nv.,"Given the previous statements, is m.010lr3nv a Place?",Yes,m.010lr3nv is a Place.,True
671,North Dandalup Primary School is a School.,North Dandalup Primary School is the same as m.010lrcr2.,"Given the previous statements, is m.010lrcr2 a School?",Yes,m.010lrcr2 is a School.,True
672,North Dandalup Primary School is an Agent.,North Dandalup Primary School is the same as m.010lrcr2.,"Given the previous statements, is m.010lrcr2 an Agent?",Yes,m.010lrcr2 is a Agent.,True
673,North Dandalup Primary School is an EducationalInstitution.,North Dandalup Primary School is the same as m.010lrcr2.,"Given the previous statements, is m.010lrcr2 an EducationalInstitution?",Yes,m.010lrcr2 is a EducationalInstitution.,True
674,"Bellwood, Virginia is a Place.","Bellwood, Virginia is the same as m.010lrm.","Given the previous statements, is m.010lrm a Place?",Yes,m.010lrm is a Place.,True
675,"Bellwood, Virginia is a Location.","Bellwood, Virginia is the same as m.010lrm.","Given the previous statements, is m.010lrm a Location?",Yes,m.010lrm is a Location.,True
676,"Bellwood, Virginia is a PopulatedPlace.","Bellwood, Virginia is the same as m.010lrm.","Given the previous statements, is m.010lrm a PopulatedPlace?",Yes,m.010lrm is a PopulatedPlace.,True
677,Harry Latham is a Person.,Harry Latham is the same as m.010ls0jk.,"Given the previous statements, is m.010ls0jk a Person?",Yes,m.010ls0jk is a Person.,True
678,Harry Latham is an Animal.,Harry Latham is the same as m.010ls0jk.,"Given the previous statements, is m.010ls0jk an Animal?",Yes,m.010ls0jk is a Animal.,True
679,Harry Latham is an Athlete.,Harry Latham is the same as m.010ls0jk.,"Given the previous statements, is m.010ls0jk an Athlete?",Yes,m.010ls0jk is a Athlete.,True
680,Ischnobathra dormiens is an Animal.,Ischnobathra dormiens is the same as m.010ls11m.,"Given the previous statements, is m.010ls11m an Animal?",Yes,m.010ls11m is a Animal.,True
681,Ischnobathra dormiens is an Eukaryote.,Ischnobathra dormiens is the same as m.010ls11m.,"Given the previous statements, is m.010ls11m an Eukaryote?",Yes,m.010ls11m is a Eukaryote.,True
682,Ischnobathra dormiens is a Species.,Ischnobathra dormiens is the same as m.010ls11m.,"Given the previous statements, is m.010ls11m a Species?",Yes,m.010ls11m is a Species.,True
683,"Bhawanipur, Sunsari is a Village.","Bhawanipur, Sunsari is the same as m.010lsltw.","Given the previous statements, is m.010lsltw a Village?",Yes,m.010lsltw is a Village.,True
684,Gordana Suša is a Person.,Gordana Suša is the same as m.010lsm45.,"Given the previous statements, is m.010lsm45 a Person?",Yes,m.010lsm45 is a Person.,True
685,Gordana Suša is an Animal.,Gordana Suša is the same as m.010lsm45.,"Given the previous statements, is m.010lsm45 an Animal?",Yes,m.010lsm45 is a Animal.,True
686,Gordana Suša is an Eukaryote.,Gordana Suša is the same as m.010lsm45.,"Given the previous statements, is m.010lsm45 an Eukaryote?",Yes,m.010lsm45 is a Eukaryote.,True
687,1963 ECAC Hockey Men's Ice Hockey Tournament is a Tournament.,1963 ECAC Hockey Men's Ice Hockey Tournament is the same as m.010lt3wv.,"Given the previous statements, is m.010lt3wv a Tournament?",Yes,m.010lt3wv is a Tournament.,True
688,Sanjeev Balyan is a Person.,Sanjeev Balyan is the same as m.010lt48v.,"Given the previous statements, is m.010lt48v a Person?",Yes,m.010lt48v is a Person.,True
689,Sanjeev Balyan is an Animal.,Sanjeev Balyan is the same as m.010lt48v.,"Given the previous statements, is m.010lt48v an Animal?",Yes,m.010lt48v is a Animal.,True
690,Sanjeev Balyan is an Eukaryote.,Sanjeev Balyan is the same as m.010lt48v.,"Given the previous statements, is m.010lt48v an Eukaryote?",Yes,m.010lt48v is a Eukaryote.,True
691,Hot Semurup is an AmusementParkAttraction.,Hot Semurup is the same as m.010lt 08.,"Given the previous statements, is m.010lt 08 an AmusementParkAttraction?",Yes,m.010lt 08 is a AmusementParkAttraction.,True
692,Stockholm Academic Forum is an Organisation.,Stockholm Academic Forum is the same as m.010lt 4m.,"Given the previous statements, is m.010lt 4m an Organisation?",Yes,m.010lt 4m is a Organisation.,True
693,As Usual is a Work.,As Usual is the same as m.010lt vk.,"Given the previous statements, is m.010lt vk a Work?",Yes,m.010lt vk is a Work.,True
694,As Usual is a MusicalWork.,As Usual is the same as m.010lt vk.,"Given the previous statements, is m.010lt vk a MusicalWork?",Yes,m.010lt vk is a MusicalWork.,True
695,As Usual is a Single.,As Usual is the same as m.010lt vk.,"Given the previous statements, is m.010lt vk a Single?",Yes,m.010lt vk is a Single.,True
696,Jean Bouillet de la Chassaigne is a Person.,Jean Bouillet de la Chassaigne is the same as m.010lv0cb.,"Given the previous statements, is m.010lv0cb a Person?",Yes,m.010lv0cb is a Person.,True
697,Tamal Bandyopadhyay is a Person.,Tamal Bandyopadhyay is the same as m.010lvgtw.,"Given the previous statements, is m.010lvgtw a Person?",Yes,m.010lvgtw is a Person.,True
698,Tamal Bandyopadhyay is an Animal.,Tamal Bandyopadhyay is the same as m.010lvgtw.,"Given the previous statements, is m.010lvgtw an Animal?",Yes,m.010lvgtw is a Animal.,True
699,Tamal Bandyopadhyay is an Eukaryote.,Tamal Bandyopadhyay is the same as m.010lvgtw.,"Given the previous statements, is m.010lvgtw an Eukaryote?",Yes,m.010lvgtw is a Eukaryote.,True
700,Acria is an Insect.,Acria is the same as m.010lvqs2.,"Given the previous statements, is m.010lvqs2 an Insect?",Yes,m.010lvqs2 is a Insect.,True
701,Wentai Pagoda is an ArchitecturalStructure.,Wentai Pagoda is the same as m.010lwchd.,"Given the previous statements, is m.010lwchd an ArchitecturalStructure?",Yes,m.010lwchd is a ArchitecturalStructure.,True
702,Wentai Pagoda is a Building.,Wentai Pagoda is the same as m.010lwchd.,"Given the previous statements, is m.010lwchd a Building?",Yes,m.010lwchd is a Building.,True
703,Wentai Pagoda is a HistoricBuilding.,Wentai Pagoda is the same as m.010lwchd.,"Given the previous statements, is m.010lwchd a HistoricBuilding?",Yes,m.010lwchd is a HistoricBuilding.,True
704,Brij Bihari Chaubey is a Person.,Brij Bihari Chaubey is the same as m.010lwcvj.,"Given the previous statements, is m.010lwcvj a Person?",Yes,m.010lwcvj is a Person.,True
705,Brij Bihari Chaubey is an Animal.,Brij Bihari Chaubey is the same as m.010lwcvj.,"Given the previous statements, is m.010lwcvj an Animal?",Yes,m.010lwcvj is a Animal.,True
706,Brij Bihari Chaubey is an Eukaryote.,Brij Bihari Chaubey is the same as m.010lwcvj.,"Given the previous statements, is m.010lwcvj an Eukaryote?",Yes,m.010lwcvj is a Eukaryote.,True
707,Harinath Dey is a Person.,Harinath Dey is the same as m.010lwd67.,"Given the previous statements, is m.010lwd67 a Person?",Yes,m.010lwd67 is a Person.,True
