ID,triple1,triple2,question,answer,inferred triple,label
173,Cab Kaye is a Person.,Person is disjoint with AustralianFootballTeam.,"Given the previous statements, is Cab Kaye not a FileSystem?",No,Cab Kaye could be a FileSystem.,False
174,Cabal of Naples is a Person.,Person is disjoint with Train.,"Given the previous statements, is Cabal of Naples not a FileSystem?",No,Cabal of Naples could be a FileSystem.,False
175,Cabassous is a Person.,Person is disjoint with Pope.,"Given the previous statements, is Cabassous not a FileSystem?",No,Cabassous could be a FileSystem.,False
176,CaMia Hopson is a Person.,Person is disjoint with Archeologist.,"Given the previous statements, is CaMia Hopson not a GeologicalPeriod?",No,CaMia Hopson could be a GeologicalPeriod.,False
177,Cab Calloway is a Person.,Person is disjoint with VoiceActor.,"Given the previous statements, is Cab Calloway not a GeologicalPeriod?",No,Cab Calloway could be a GeologicalPeriod.,False
178,Cab Kaye is a Person.,Person is disjoint with Island.,"Given the previous statements, is Cab Kaye not a GeologicalPeriod?",No,Cab Kaye could be a GeologicalPeriod.,False
179,Cabal of Naples is a Person.,Person is disjoint with Volcano.,"Given the previous statements, is Cabal of Naples not a GeologicalPeriod?",No,Cabal of Naples could be a GeologicalPeriod.,False
180,Cabassous is a Person.,Person is disjoint with Book.,"Given the previous statements, is Cabassous not a GeologicalPeriod?",No,Cabassous could be a GeologicalPeriod.,False
181,CaMia Hopson is a Person.,Person is disjoint with Crustacean.,"Given the previous statements, is CaMia Hopson not a HistoricalPeriod?",No,CaMia Hopson could be a HistoricalPeriod.,False
182,Cab Calloway is a Person.,Person is disjoint with Disease.,"Given the previous statements, is Cab Calloway not a HistoricalPeriod?",No,Cab Calloway could be a HistoricalPeriod.,False
183,Cab Kaye is a Person.,Person is disjoint with ElectricalSubstation.,"Given the previous statements, is Cab Kaye not a HistoricalPeriod?",No,Cab Kaye could be a HistoricalPeriod.,False
184,Cabal of Naples is a Person.,Person is disjoint with RoadTunnel.,"Given the previous statements, is Cabal of Naples not a HistoricalPeriod?",No,Cabal of Naples could be a HistoricalPeriod.,False
185,Cabassous is a Person.,Person is disjoint with PublicService.,"Given the previous statements, is Cabassous not a HistoricalPeriod?",No,Cabassous could be a HistoricalPeriod.,False
186,CaMia Hopson is a Person.,Person is disjoint with IceHockeyPlayer.,"Given the previous statements, is CaMia Hopson not a Mine?",No,CaMia Hopson could be a Mine.,False
187,Cab Calloway is a Person.,Person is disjoint with Village.,"Given the previous statements, is Cab Calloway not a Mine?",No,Cab Calloway could be a Mine.,False
188,Cab Kaye is a Person.,Person is disjoint with SnookerWorldRanking.,"Given the previous statements, is Cab Kaye not a Mine?",No,Cab Kaye could be a Mine.,False
189,Cabal of Naples is a Person.,Person is disjoint with RocketEngine.,"Given the previous statements, is Cabal of Naples not a Mine?",No,Cabal of Naples could be a Mine.,False
190,Cabassous is a Person.,Person is disjoint with City.,"Given the previous statements, is Cabassous not a Mine?",No,Cabassous could be a Mine.,False
191,CaMia Hopson is a Person.,Person is disjoint with Flag.,"Given the previous statements, is CaMia Hopson not a MovingWalkway?",No,CaMia Hopson could be a MovingWalkway.,False
192,Cab Calloway is a Person.,Person is disjoint with Biomolecule.,"Given the previous statements, is Cab Calloway not a MovingWalkway?",No,Cab Calloway could be a MovingWalkway.,False
193,Cab Kaye is a Person.,Person is disjoint with Lieutenant.,"Given the previous statements, is Cab Kaye not a MovingWalkway?",No,Cab Kaye could be a MovingWalkway.,False
194,Cabal of Naples is a Person.,Person is disjoint with Election.,"Given the previous statements, is Cabal of Naples not a MovingWalkway?",No,Cabal of Naples could be a MovingWalkway.,False
195,Cabassous is a Person.,Person is disjoint with NetballPlayer.,"Given the previous statements, is Cabassous not a MovingWalkway?",No,Cabassous could be a MovingWalkway.,False
196,CaMia Hopson is a Person.,Person is disjoint with Website.,"Given the previous statements, is CaMia Hopson not a Nebula?",No,CaMia Hopson could be a Nebula.,False
197,Cab Calloway is a Person.,Person is disjoint with Village.,"Given the previous statements, is Cab Calloway not a Nebula?",No,Cab Calloway could be a Nebula.,False
198,Cab Kaye is a Person.,Person is disjoint with Language.,"Given the previous statements, is Cab Kaye not a Nebula?",No,Cab Kaye could be a Nebula.,False
199,Cabal of Naples is a Person.,Person is disjoint with FootballMatch.,"Given the previous statements, is Cabal of Naples not a Nebula?",No,Cabal of Naples could be a Nebula.,False
200,Cabassous is a Person.,Person is disjoint with Archbishop.,"Given the previous statements, is Cabassous not a Nebula?",No,Cabassous could be a Nebula.,False
201,CaMia Hopson is a Person.,Person is disjoint with PhilosophicalConcept.,"Given the previous statements, is CaMia Hopson not an On-SiteTransportation?",No,CaMia Hopson could be an On-SiteTransportation.,False
202,Cab Calloway is a Person.,Person is disjoint with Region.,"Given the previous statements, is Cab Calloway not an On-SiteTransportation?",No,Cab Calloway could be an On-SiteTransportation.,False
203,Cab Kaye is a Person.,Person is disjoint with SubMunicipality.,"Given the previous statements, is Cab Kaye not an On-SiteTransportation?",No,Cab Kaye could be an On-SiteTransportation.,False
204,Cabal of Naples is a Person.,Person is disjoint with PoliceOfficer.,"Given the previous statements, is Cabal of Naples not an On-SiteTransportation?",No,Cabal of Naples could be an On-SiteTransportation.,False
205,Cabassous is a Person.,Person is disjoint with Guitar.,"Given the previous statements, is Cabassous not an On-SiteTransportation?",No,Cabassous could be an On-SiteTransportation.,False
206,CaMia Hopson is a Person.,Person is disjoint with File.,"Given the previous statements, is CaMia Hopson not a PeriodOfArtisticStyle?",No,CaMia Hopson could be a PeriodOfArtisticStyle.,False
207,Cab Calloway is a Person.,Person is disjoint with Racecourse.,"Given the previous statements, is Cab Calloway not a PeriodOfArtisticStyle?",No,Cab Calloway could be a PeriodOfArtisticStyle.,False
208,Cab Kaye is a Person.,Person is disjoint with Hospital.,"Given the previous statements, is Cab Kaye not a PeriodOfArtisticStyle?",No,Cab Kaye could be a PeriodOfArtisticStyle.,False
209,Cabal of Naples is a Person.,Person is disjoint with Fashion.,"Given the previous statements, is Cabal of Naples not a PeriodOfArtisticStyle?",No,Cabal of Naples could be a PeriodOfArtisticStyle.,False
210,Cabassous is a Person.,Person is disjoint with Region.,"Given the previous statements, is Cabassous not a PeriodOfArtisticStyle?",No,Cabassous could be a PeriodOfArtisticStyle.,False
211,CaMia Hopson is a Person.,Person is disjoint with GolfTournament.,"Given the previous statements, is CaMia Hopson not a ProtohistoricalPeriod?",No,CaMia Hopson could be a ProtohistoricalPeriod.,False
212,Cab Calloway is a Person.,Person is disjoint with Company.,"Given the previous statements, is Cab Calloway not a ProtohistoricalPeriod?",No,Cab Calloway could be a ProtohistoricalPeriod.,False
213,Cab Kaye is a Person.,Person is disjoint with Document.,"Given the previous statements, is Cab Kaye not a ProtohistoricalPeriod?",No,Cab Kaye could be a ProtohistoricalPeriod.,False
214,Cabal of Naples is a Person.,Person is disjoint with Vein.,"Given the previous statements, is Cabal of Naples not a ProtohistoricalPeriod?",No,Cabal of Naples could be a ProtohistoricalPeriod.,False
215,Cabassous is a Person.,Person is disjoint with Song.,"Given the previous statements, is Cabassous not a ProtohistoricalPeriod?",No,Cabassous could be a ProtohistoricalPeriod.,False
216,CaMia Hopson is a Person.,Person is disjoint with TheatreDirector.,"Given the previous statements, is CaMia Hopson not a StarCluster?",No,CaMia Hopson could be a StarCluster.,False
217,Cab Calloway is a Person.,Person is disjoint with Port.,"Given the previous statements, is Cab Calloway not a StarCluster?",No,Cab Calloway could be a StarCluster.,False
218,Cab Kaye is a Person.,Person is disjoint with Colour.,"Given the previous statements, is Cab Kaye not a StarCluster?",No,Cab Kaye could be a StarCluster.,False
219,Cabal of Naples is a Person.,Person is disjoint with TopicalConcept.,"Given the previous statements, is Cabal of Naples not a StarCluster?",No,Cabal of Naples could be a StarCluster.,False
220,Cabassous is a Person.,Person is disjoint with WrestlingEvent.,"Given the previous statements, is Cabassous not a StarCluster?",No,Cabassous could be a StarCluster.,False
