ID,triple1,question,answer,inferred triple,label,LLM output
788,T is different from F.,"Given the previous statements, is F diferent from T?",Yes,F is different from T.,True,No
107,C is different from S.,"Given the previous statements, is S diferent from C?",Yes,S is different from C.,True,Yes
1225,F is different from F.,"Given the previous statements, is C different from F?",No,C is not different from F.,False,Yes
1941,X is different from X.,"Given the previous statements, is P different from X?",No,P is not different from X.,False,Yes
715,R is different from D.,"Given the previous statements, is D diferent from R?",Yes,D is different from R.,True,No
118,C is different from I.,"Given the previous statements, is I diferent from C?",Yes,I is different from C.,True,Yes
427,K is different from L.,"Given the previous statements, is L diferent from K?",Yes,L is different from K.,True,No
1292,H is different from H.,"Given the previous statements, is J different from H?",No,J is not different from H.,False,No
1261,G is different from G.,"Given the previous statements, is D different from G?",No,D is not different from G.,False,Yes
1451,L is different from L.,"Given the previous statements, is E different from L?",No,E is not different from L.,False,No
1894,W is different from W.,"Given the previous statements, is R different from W?",No,R is not different from W.,False,No
212,F is different from P.,"Given the previous statements, is P diferent from F?",Yes,P is different from F.,True,No
818,U is different from Y.,"Given the previous statements, is Y diferent from U?",Yes,Y is different from U.,True,Yes
990,Y is different from U.,"Given the previous statements, is U diferent from Y?",Yes,U is different from Y.,True,No
682,R is different from M.,"Given the previous statements, is M diferent from R?",Yes,M is different from R.,True,No
865,V is different from H.,"Given the previous statements, is H diferent from V?",Yes,H is different from V.,True,No
525,N is different from Z.,"Given the previous statements, is Z diferent from N?",Yes,Z is different from N.,True,Yes
1483,M is different from M.,"Given the previous statements, is E different from M?",No,E is not different from M.,False,Yes
709,R is different from A.,"Given the previous statements, is A diferent from R?",Yes,A is different from R.,True,No
1570,O is different from O.,"Given the previous statements, is W different from O?",No,W is not different from O.,False,Yes
1704,R is different from R.,"Given the previous statements, is O different from R?",No,O is not different from R.,False,No
1494,M is different from M.,"Given the previous statements, is N different from M?",No,N is not different from M.,False,Yes
481,M is different from Z.,"Given the previous statements, is Z diferent from M?",Yes,Z is different from M.,True,Yes
1569,O is different from O.,"Given the previous statements, is U different from O?",No,U is not different from O.,False,No
1244,G is different from G.,"Given the previous statements, is K different from G?",No,K is not different from G.,False,Yes
1637,P is different from P.,"Given the previous statements, is X different from P?",No,X is not different from P.,False,No
1401,K is different from K.,"Given the previous statements, is Y different from K?",No,Y is not different from K.,False,Yes
711,R is different from A.,"Given the previous statements, is A diferent from R?",Yes,A is different from R.,True,No
55,B is different from W.,"Given the previous statements, is W diferent from B?",Yes,W is different from B.,True,Yes
360,I is different from T.,"Given the previous statements, is T diferent from I?",Yes,T is different from I.,True,No
813,U is different from E.,"Given the previous statements, is E diferent from U?",Yes,E is different from U.,True,Yes
509,M is different from F.,"Given the previous statements, is F diferent from M?",Yes,F is different from M.,True,No
261,G is different from C.,"Given the previous statements, is C diferent from G?",Yes,C is different from G.,True,Yes
740,S is different from W.,"Given the previous statements, is W diferent from S?",Yes,W is different from S.,True,Yes
1723,S is different from S.,"Given the previous statements, is P different from S?",No,P is not different from S.,False,No
973,Y is different from U.,"Given the previous statements, is U diferent from Y?",Yes,U is different from Y.,True,No
1651,Q is different from Q.,"Given the previous statements, is B different from Q?",No,B is not different from Q.,False,Yes
483,M is different from N.,"Given the previous statements, is N diferent from M?",Yes,N is different from M.,True,Yes
1196,E is different from E.,"Given the previous statements, is S different from E?",No,S is not different from E.,False,Yes
1194,E is different from E.,"Given the previous statements, is O different from E?",No,O is not different from E.,False,No
359,I is different from G.,"Given the previous statements, is G diferent from I?",Yes,G is different from I.,True,No
1592,O is different from O.,"Given the previous statements, is Z different from O?",No,Z is not different from O.,False,No
791,T is different from A.,"Given the previous statements, is A diferent from T?",Yes,A is different from T.,True,Yes
1955,X is different from X.,"Given the previous statements, is D different from X?",No,D is not different from X.,False,Yes
26,A is different from L.,"Given the previous statements, is L diferent from A?",Yes,L is different from A.,True,No
1888,W is different from W.,"Given the previous statements, is U different from W?",No,U is not different from W.,False,Yes
565,O is different from E.,"Given the previous statements, is E diferent from O?",Yes,E is different from O.,True,No
1807,U is different from U.,"Given the previous statements, is C different from U?",No,C is not different from U.,False,Yes
1425,K is different from K.,"Given the previous statements, is A different from K?",No,A is not different from K.,False,Yes
1971,Y is different from Y.,"Given the previous statements, is Q different from Y?",No,Q is not different from Y.,False,No
494,M is different from K.,"Given the previous statements, is K diferent from M?",Yes,K is different from M.,True,No
431,K is different from B.,"Given the previous statements, is B diferent from K?",Yes,B is different from K.,True,No
103,C is different from D.,"Given the previous statements, is D diferent from C?",Yes,D is different from C.,True,Yes
663,Q is different from H.,"Given the previous statements, is H diferent from Q?",Yes,H is different from Q.,True,No
1072,B is different from B.,"Given the previous statements, is Q different from B?",No,Q is not different from B.,False,No
1552,N is different from N.,"Given the previous statements, is F different from N?",No,F is not different from N.,False,No
1699,R is different from R.,"Given the previous statements, is X different from R?",No,X is not different from R.,False,No
965,Y is different from P.,"Given the previous statements, is P diferent from Y?",Yes,P is different from Y.,True,No
173,E is different from C.,"Given the previous statements, is C diferent from E?",Yes,C is different from E.,True,Yes
1498,M is different from M.,"Given the previous statements, is C different from M?",No,C is not different from M.,False,Yes
1474,L is different from L.,"Given the previous statements, is R different from L?",No,R is not different from L.,False,No
1142,D is different from D.,"Given the previous statements, is B different from D?",No,B is not different from D.,False,Yes
1578,O is different from O.,"Given the previous statements, is B different from O?",No,B is not different from O.,False,No
615,P is different from E.,"Given the previous statements, is E diferent from P?",Yes,E is different from P.,True,No
1058,B is different from B.,"Given the previous statements, is V different from B?",No,V is not different from B.,False,Yes
1471,L is different from L.,"Given the previous statements, is F different from L?",No,F is not different from L.,False,No
569,O is different from K.,"Given the previous statements, is K diferent from O?",Yes,K is different from O.,True,No
871,V is different from M.,"Given the previous statements, is M diferent from V?",Yes,M is different from V.,True,No
720,R is different from G.,"Given the previous statements, is G diferent from R?",Yes,G is different from R.,True,No
1934,X is different from X.,"Given the previous statements, is O different from X?",No,O is not different from X.,False,Yes
1898,W is different from W.,"Given the previous statements, is U different from W?",No,U is not different from W.,False,Yes
190,E is different from A.,"Given the previous statements, is A diferent from E?",Yes,A is different from E.,True,Yes
85,C is different from H.,"Given the previous statements, is H diferent from C?",Yes,H is different from C.,True,Yes
956,X is different from P.,"Given the previous statements, is P diferent from X?",Yes,P is different from X.,True,No
432,K is different from N.,"Given the previous statements, is N diferent from K?",Yes,N is different from K.,True,Yes
570,O is different from T.,"Given the previous statements, is T diferent from O?",Yes,T is different from O.,True,No
736,S is different from E.,"Given the previous statements, is E diferent from S?",Yes,E is different from S.,True,No
1069,B is different from B.,"Given the previous statements, is N different from B?",No,N is not different from B.,False,No
880,V is different from O.,"Given the previous statements, is O diferent from V?",Yes,O is different from V.,True,No
1303,H is different from H.,"Given the previous statements, is L different from H?",No,L is not different from H.,False,No
1180,E is different from E.,"Given the previous statements, is P different from E?",No,P is not different from E.,False,No
1449,L is different from L.,"Given the previous statements, is O different from L?",No,O is not different from L.,False,No
42,B is different from Z.,"Given the previous statements, is Z diferent from B?",Yes,Z is different from B.,True,Yes
932,X is different from R.,"Given the previous statements, is R diferent from X?",Yes,R is different from X.,True,No
617,P is different from C.,"Given the previous statements, is C diferent from P?",Yes,C is different from P.,True,No
1082,C is different from C.,"Given the previous statements, is F different from C?",No,F is not different from C.,False,Yes
1249,G is different from G.,"Given the previous statements, is P different from G?",No,P is not different from G.,False,No
1947,X is different from X.,"Given the previous statements, is E different from X?",No,E is not different from X.,False,Yes
67,B is different from U.,"Given the previous statements, is U diferent from B?",Yes,U is different from B.,True,No
775,T is different from M.,"Given the previous statements, is M diferent from T?",Yes,M is different from T.,True,No
1309,H is different from H.,"Given the previous statements, is Q different from H?",No,Q is not different from H.,False,No
498,M is different from Y.,"Given the previous statements, is Y diferent from M?",Yes,Y is different from M.,True,No
667,Q is different from R.,"Given the previous statements, is R diferent from Q?",Yes,R is different from Q.,True,No
1493,M is different from M.,"Given the previous statements, is X different from M?",No,X is not different from M.,False,Yes
937,X is different from C.,"Given the previous statements, is C diferent from X?",Yes,C is different from X.,True,Yes
800,T is different from D.,"Given the previous statements, is D diferent from T?",Yes,D is different from T.,True,No
821,U is different from T.,"Given the previous statements, is T diferent from U?",Yes,T is different from U.,True,Yes
1240,F is different from F.,"Given the previous statements, is R different from F?",No,R is not different from F.,False,No
8,A is different from H.,"Given the previous statements, is H diferent from A?",Yes,H is different from A.,True,Yes
838,U is different from Z.,"Given the previous statements, is Z diferent from U?",Yes,Z is different from U.,True,Yes
295,H is different from E.,"Given the previous statements, is E diferent from H?",Yes,E is different from H.,True,No
1149,D is different from D.,"Given the previous statements, is U different from D?",No,U is not different from D.,False,Yes
1661,Q is different from Q.,"Given the previous statements, is F different from Q?",No,F is not different from Q.,False,No
303,H is different from V.,"Given the previous statements, is V diferent from H?",Yes,V is different from H.,True,Yes
1905,W is different from W.,"Given the previous statements, is A different from W?",No,A is not different from W.,False,Yes
179,E is different from C.,"Given the previous statements, is C diferent from E?",Yes,C is different from E.,True,Yes
142,D is different from E.,"Given the previous statements, is E diferent from D?",Yes,E is different from D.,True,No
213,F is different from G.,"Given the previous statements, is G diferent from F?",Yes,G is different from F.,True,No
188,E is different from H.,"Given the previous statements, is H diferent from E?",Yes,H is different from E.,True,No
1464,L is different from L.,"Given the previous statements, is E different from L?",No,E is not different from L.,False,No
1673,Q is different from Q.,"Given the previous statements, is H different from Q?",No,H is not different from Q.,False,Yes
1690,R is different from R.,"Given the previous statements, is Y different from R?",No,Y is not different from R.,False,No
1047,B is different from B.,"Given the previous statements, is F different from B?",No,F is not different from B.,False,No
1024,A is different from A.,"Given the previous statements, is S different from A?",No,S is not different from A.,False,Yes
339,I is different from X.,"Given the previous statements, is X diferent from I?",Yes,X is different from I.,True,No
12,A is different from I.,"Given the previous statements, is I diferent from A?",Yes,I is different from A.,True,Yes
1537,N is different from N.,"Given the previous statements, is B different from N?",No,B is not different from N.,False,Yes
1871,V is different from V.,"Given the previous statements, is Y different from V?",No,Y is not different from V.,False,Yes
1147,D is different from D.,"Given the previous statements, is R different from D?",No,R is not different from D.,False,No
1384,J is different from J.,"Given the previous statements, is T different from J?",No,T is not different from J.,False,No
903,W is different from C.,"Given the previous statements, is C diferent from W?",Yes,C is different from W.,True,Yes
1251,G is different from G.,"Given the previous statements, is F different from G?",No,F is not different from G.,False,No
1075,B is different from B.,"Given the previous statements, is Z different from B?",No,Z is not different from B.,False,Yes
1780,T is different from T.,"Given the previous statements, is O different from T?",No,O is not different from T.,False,No
223,F is different from G.,"Given the previous statements, is G diferent from F?",Yes,G is different from F.,True,No
579,O is different from A.,"Given the previous statements, is A diferent from O?",Yes,A is different from O.,True,Yes
1658,Q is different from Q.,"Given the previous statements, is N different from Q?",No,N is not different from Q.,False,No
168,E is different from T.,"Given the previous statements, is T diferent from E?",Yes,T is different from E.,True,No
1863,V is different from V.,"Given the previous statements, is O different from V?",No,O is not different from V.,False,No
111,C is different from B.,"Given the previous statements, is B diferent from C?",Yes,B is different from C.,True,Yes
1580,O is different from O.,"Given the previous statements, is X different from O?",No,X is not different from O.,False,No
968,Y is different from R.,"Given the previous statements, is R diferent from Y?",Yes,R is different from Y.,True,No
1159,D is different from D.,"Given the previous statements, is Z different from D?",No,Z is not different from D.,False,Yes
1459,L is different from L.,"Given the previous statements, is C different from L?",No,C is not different from L.,False,No
846,V is different from A.,"Given the previous statements, is A diferent from V?",Yes,A is different from V.,True,Yes
676,Q is different from A.,"Given the previous statements, is A diferent from Q?",Yes,A is different from Q.,True,No
1485,M is different from M.,"Given the previous statements, is C different from M?",No,C is not different from M.,False,Yes
1237,F is different from F.,"Given the previous statements, is H different from F?",No,H is not different from F.,False,Yes
1167,E is different from E.,"Given the previous statements, is R different from E?",No,R is not different from E.,False,No
1833,U is different from U.,"Given the previous statements, is P different from U?",No,P is not different from U.,False,Yes
1213,F is different from F.,"Given the previous statements, is B different from F?",No,B is not different from F.,False,Yes
938,X is different from Z.,"Given the previous statements, is Z diferent from X?",Yes,Z is different from X.,True,Yes
1618,P is different from P.,"Given the previous statements, is U different from P?",No,U is not different from P.,False,Yes
1461,L is different from L.,"Given the previous statements, is S different from L?",No,S is not different from L.,False,No
789,T is different from J.,"Given the previous statements, is J diferent from T?",Yes,J is different from T.,True,No
421,K is different from R.,"Given the previous statements, is R diferent from K?",Yes,R is different from K.,True,No
1293,H is different from H.,"Given the previous statements, is Q different from H?",No,Q is not different from H.,False,No
489,M is different from F.,"Given the previous statements, is F diferent from M?",Yes,F is different from M.,True,No
314,H is different from V.,"Given the previous statements, is V diferent from H?",Yes,V is different from H.,True,Yes
1693,R is different from R.,"Given the previous statements, is P different from R?",No,P is not different from R.,False,No
1855,V is different from V.,"Given the previous statements, is Y different from V?",No,Y is not different from V.,False,Yes
1559,N is different from N.,"Given the previous statements, is G different from N?",No,G is not different from N.,False,Yes
1744,S is different from S.,"Given the previous statements, is Y different from S?",No,Y is not different from S.,False,Yes
1561,O is different from O.,"Given the previous statements, is M different from O?",No,M is not different from O.,False,No
552,N is different from Y.,"Given the previous statements, is Y diferent from N?",Yes,Y is different from N.,True,Yes
1679,Q is different from Q.,"Given the previous statements, is Z different from Q?",No,Z is not different from Q.,False,No
1432,K is different from K.,"Given the previous statements, is F different from K?",No,F is not different from K.,False,No
1966,Y is different from Y.,"Given the previous statements, is S different from Y?",No,S is not different from Y.,False,No
946,X is different from R.,"Given the previous statements, is R diferent from X?",Yes,R is different from X.,True,No
469,L is different from V.,"Given the previous statements, is V diferent from L?",Yes,V is different from L.,True,No
767,T is different from A.,"Given the previous statements, is A diferent from T?",Yes,A is different from T.,True,Yes
1275,G is different from G.,"Given the previous statements, is E different from G?",No,E is not different from G.,False,No
539,N is different from A.,"Given the previous statements, is A diferent from N?",Yes,A is different from N.,True,Yes
795,T is different from X.,"Given the previous statements, is X diferent from T?",Yes,X is different from T.,True,Yes
131,D is different from O.,"Given the previous statements, is O diferent from D?",Yes,O is different from D.,True,No
1631,P is different from P.,"Given the previous statements, is M different from P?",No,M is not different from P.,False,No
1727,S is different from S.,"Given the previous statements, is M different from S?",No,M is not different from S.,False,Yes
1952,X is different from X.,"Given the previous statements, is C different from X?",No,C is not different from X.,False,Yes
250,G is different from C.,"Given the previous statements, is C diferent from G?",Yes,C is different from G.,True,Yes
1371,J is different from J.,"Given the previous statements, is P different from J?",No,P is not different from J.,False,No
876,V is different from W.,"Given the previous statements, is W diferent from V?",Yes,W is different from V.,True,No
228,F is different from D.,"Given the previous statements, is D diferent from F?",Yes,D is different from F.,True,No
222,F is different from M.,"Given the previous statements, is M diferent from F?",Yes,M is different from F.,True,No
562,O is different from Q.,"Given the previous statements, is Q diferent from O?",Yes,Q is different from O.,True,No
1778,T is different from T.,"Given the previous statements, is Z different from T?",No,Z is not different from T.,False,Yes
1146,D is different from D.,"Given the previous statements, is F different from D?",No,F is not different from D.,False,No
326,I is different from G.,"Given the previous statements, is G diferent from I?",Yes,G is different from I.,True,No
1607,P is different from P.,"Given the previous statements, is D different from P?",No,D is not different from P.,False,Yes
653,Q is different from B.,"Given the previous statements, is B diferent from Q?",Yes,B is different from Q.,True,No
1612,P is different from P.,"Given the previous statements, is K different from P?",No,K is not different from P.,False,Yes
121,D is different from I.,"Given the previous statements, is I diferent from D?",Yes,I is different from D.,True,No
174,E is different from L.,"Given the previous statements, is L diferent from E?",Yes,L is different from E.,True,No
1426,K is different from K.,"Given the previous statements, is U different from K?",No,U is not different from K.,False,Yes
316,H is different from A.,"Given the previous statements, is A diferent from H?",Yes,A is different from H.,True,Yes
986,Y is different from W.,"Given the previous statements, is W diferent from Y?",Yes,W is different from Y.,True,No
1317,H is different from H.,"Given the previous statements, is Q different from H?",No,Q is not different from H.,False,No
1010,A is different from A.,"Given the previous statements, is X different from A?",No,X is not different from A.,False,Yes
1629,P is different from P.,"Given the previous statements, is L different from P?",No,L is not different from P.,False,No
930,X is different from O.,"Given the previous statements, is O diferent from X?",Yes,O is different from X.,True,No
460,L is different from E.,"Given the previous statements, is E diferent from L?",Yes,E is different from L.,True,No
266,G is different from W.,"Given the previous statements, is W diferent from G?",Yes,W is different from G.,True,Yes
707,R is different from C.,"Given the previous statements, is C diferent from R?",Yes,C is different from R.,True,Yes
259,G is different from W.,"Given the previous statements, is W diferent from G?",Yes,W is different from G.,True,Yes
392,J is different from X.,"Given the previous statements, is X diferent from J?",Yes,X is different from J.,True,Yes
1021,A is different from A.,"Given the previous statements, is D different from A?",No,D is not different from A.,False,Yes
1650,Q is different from Q.,"Given the previous statements, is I different from Q?",No,I is not different from Q.,False,No
1466,L is different from L.,"Given the previous statements, is K different from L?",No,K is not different from L.,False,No
1355,I is different from I.,"Given the previous statements, is P different from I?",No,P is not different from I.,False,No
905,W is different from I.,"Given the previous statements, is I diferent from W?",Yes,I is different from W.,True,No
849,V is different from G.,"Given the previous statements, is G diferent from V?",Yes,G is different from V.,True,No
1974,Y is different from Y.,"Given the previous statements, is F different from Y?",No,F is not different from Y.,False,No
1986,Y is different from Y.,"Given the previous statements, is R different from Y?",No,R is not different from Y.,False,No
1887,W is different from W.,"Given the previous statements, is S different from W?",No,S is not different from W.,False,No
246,G is different from N.,"Given the previous statements, is N diferent from G?",Yes,N is different from G.,True,Yes
1086,C is different from C.,"Given the previous statements, is X different from C?",No,X is not different from C.,False,Yes
1138,D is different from D.,"Given the previous statements, is Q different from D?",No,Q is not different from D.,False,No
1501,M is different from M.,"Given the previous statements, is N different from M?",No,N is not different from M.,False,Yes
1457,L is different from L.,"Given the previous statements, is X different from L?",No,X is not different from L.,False,No
746,S is different from H.,"Given the previous statements, is H diferent from S?",Yes,H is different from S.,True,No
524,N is different from X.,"Given the previous statements, is X diferent from N?",Yes,X is different from N.,True,Yes
1635,P is different from P.,"Given the previous statements, is R different from P?",No,R is not different from P.,False,No
52,B is different from M.,"Given the previous statements, is M diferent from B?",Yes,M is different from B.,True,No
1963,Y is different from Y.,"Given the previous statements, is M different from Y?",No,M is not different from Y.,False,No
105,C is different from M.,"Given the previous statements, is M diferent from C?",Yes,M is different from C.,True,No
1007,A is different from A.,"Given the previous statements, is N different from A?",No,N is not different from A.,False,No
918,W is different from T.,"Given the previous statements, is T diferent from W?",Yes,T is different from W.,True,Yes
140,D is different from T.,"Given the previous statements, is T diferent from D?",Yes,T is different from D.,True,Yes
527,N is different from P.,"Given the previous statements, is P diferent from N?",Yes,P is different from N.,True,No
875,V is different from K.,"Given the previous statements, is K diferent from V?",Yes,K is different from V.,True,No
1153,D is different from D.,"Given the previous statements, is Z different from D?",No,Z is not different from D.,False,Yes
1563,O is different from O.,"Given the previous statements, is T different from O?",No,T is not different from O.,False,No
1170,E is different from E.,"Given the previous statements, is M different from E?",No,M is not different from E.,False,Yes
1806,U is different from U.,"Given the previous statements, is F different from U?",No,F is not different from U.,False,Yes
328,I is different from W.,"Given the previous statements, is W diferent from I?",Yes,W is different from I.,True,Yes
635,P is different from H.,"Given the previous statements, is H diferent from P?",Yes,H is different from P.,True,No
1826,U is different from U.,"Given the previous statements, is Z different from U?",No,Z is not different from U.,False,Yes
195,E is different from R.,"Given the previous statements, is R diferent from E?",Yes,R is different from E.,True,No
1347,I is different from I.,"Given the previous statements, is X different from I?",No,X is not different from I.,False,No
1645,Q is different from Q.,"Given the previous statements, is G different from Q?",No,G is not different from Q.,False,Yes
1269,G is different from G.,"Given the previous statements, is E different from G?",No,E is not different from G.,False,No
95,C is different from Y.,"Given the previous statements, is Y diferent from C?",Yes,Y is different from C.,True,Yes
1976,Y is different from Y.,"Given the previous statements, is H different from Y?",No,H is not different from Y.,False,No
1680,Q is different from Q.,"Given the previous statements, is L different from Q?",No,L is not different from Q.,False,No
1468,L is different from L.,"Given the previous statements, is D different from L?",No,D is not different from L.,False,No
170,E is different from G.,"Given the previous statements, is G diferent from E?",Yes,G is different from E.,True,No
510,M is different from G.,"Given the previous statements, is G diferent from M?",Yes,G is different from M.,True,No
1977,Y is different from Y.,"Given the previous statements, is Z different from Y?",No,Z is not different from Y.,False,Yes
773,T is different from H.,"Given the previous statements, is H diferent from T?",Yes,H is different from T.,True,No
36,A is different from F.,"Given the previous statements, is F diferent from A?",Yes,F is different from A.,True,Yes
1295,H is different from H.,"Given the previous statements, is R different from H?",No,R is not different from H.,False,No
1219,F is different from F.,"Given the previous statements, is I different from F?",No,I is not different from F.,False,No
577,O is different from H.,"Given the previous statements, is H diferent from O?",Yes,H is different from O.,True,No
1814,U is different from U.,"Given the previous statements, is B different from U?",No,B is not different from U.,False,Yes
576,O is different from X.,"Given the previous statements, is X diferent from O?",Yes,X is different from O.,True,Yes
275,G is different from N.,"Given the previous statements, is N diferent from G?",Yes,N is different from G.,True,Yes
507,M is different from I.,"Given the previous statements, is I diferent from M?",Yes,I is different from M.,True,No
572,O is different from H.,"Given the previous statements, is H diferent from O?",Yes,H is different from O.,True,No
860,V is different from D.,"Given the previous statements, is D diferent from V?",Yes,D is different from V.,True,No
1553,N is different from N.,"Given the previous statements, is Q different from N?",No,Q is not different from N.,False,No
1513,M is different from M.,"Given the previous statements, is A different from M?",No,A is not different from M.,False,Yes
877,V is different from L.,"Given the previous statements, is L diferent from V?",Yes,L is different from V.,True,No
1266,G is different from G.,"Given the previous statements, is P different from G?",No,P is not different from G.,False,No
1351,I is different from I.,"Given the previous statements, is C different from I?",No,C is not different from I.,False,Yes
1422,K is different from K.,"Given the previous statements, is E different from K?",No,E is not different from K.,False,Yes
1202,F is different from F.,"Given the previous statements, is W different from F?",No,W is not different from F.,False,Yes
1311,H is different from H.,"Given the previous statements, is J different from H?",No,J is not different from H.,False,No
1377,J is different from J.,"Given the previous statements, is F different from J?",No,F is not different from J.,False,No
1632,P is different from P.,"Given the previous statements, is Q different from P?",No,Q is not different from P.,False,No
685,R is different from O.,"Given the previous statements, is O diferent from R?",Yes,O is different from R.,True,No
1574,O is different from O.,"Given the previous statements, is F different from O?",No,F is not different from O.,False,No
673,Q is different from P.,"Given the previous statements, is P diferent from Q?",Yes,P is different from Q.,True,No
1579,O is different from O.,"Given the previous statements, is F different from O?",No,F is not different from O.,False,No
1301,H is different from H.,"Given the previous statements, is C different from H?",No,C is not different from H.,False,Yes
1683,R is different from R.,"Given the previous statements, is X different from R?",No,X is not different from R.,False,No
1386,J is different from J.,"Given the previous statements, is V different from J?",No,V is not different from J.,False,Yes
1841,V is different from V.,"Given the previous statements, is Q different from V?",No,Q is not different from V.,False,No
1624,P is different from P.,"Given the previous statements, is K different from P?",No,K is not different from P.,False,Yes
1122,D is different from D.,"Given the previous statements, is A different from D?",No,A is not different from D.,False,Yes
815,U is different from G.,"Given the previous statements, is G diferent from U?",Yes,G is different from U.,True,Yes
493,M is different from P.,"Given the previous statements, is P diferent from M?",Yes,P is different from M.,True,No
1904,W is different from W.,"Given the previous statements, is Y different from W?",No,Y is not different from W.,False,Yes
1703,R is different from R.,"Given the previous statements, is L different from R?",No,L is not different from R.,False,No
1548,N is different from N.,"Given the previous statements, is W different from N?",No,W is not different from N.,False,Yes
1319,H is different from H.,"Given the previous statements, is F different from H?",No,F is not different from H.,False,No
712,R is different from N.,"Given the previous statements, is N diferent from R?",Yes,N is different from R.,True,No
1834,U is different from U.,"Given the previous statements, is B different from U?",No,B is not different from U.,False,Yes
1950,X is different from X.,"Given the previous statements, is N different from X?",No,N is not different from X.,False,Yes
609,P is different from M.,"Given the previous statements, is M diferent from P?",Yes,M is different from P.,True,No
287,H is different from V.,"Given the previous statements, is V diferent from H?",Yes,V is different from H.,True,Yes
1158,D is different from D.,"Given the previous statements, is Z different from D?",No,Z is not different from D.,False,Yes
1845,V is different from V.,"Given the previous statements, is R different from V?",No,R is not different from V.,False,No
1938,X is different from X.,"Given the previous statements, is Z different from X?",No,Z is not different from X.,False,Yes
125,D is different from G.,"Given the previous statements, is G diferent from D?",Yes,G is different from D.,True,No
369,J is different from F.,"Given the previous statements, is F diferent from J?",Yes,F is different from J.,True,No
560,N is different from Q.,"Given the previous statements, is Q diferent from N?",Yes,Q is different from N.,True,No
1729,S is different from S.,"Given the previous statements, is C different from S?",No,C is not different from S.,False,Yes
1066,B is different from B.,"Given the previous statements, is O different from B?",No,O is not different from B.,False,No
374,J is different from E.,"Given the previous statements, is E diferent from J?",Yes,E is different from J.,True,Yes
291,H is different from B.,"Given the previous statements, is B diferent from H?",Yes,B is different from H.,True,Yes
629,P is different from N.,"Given the previous statements, is N diferent from P?",Yes,N is different from P.,True,No
1929,X is different from X.,"Given the previous statements, is D different from X?",No,D is not different from X.,False,Yes
65,B is different from Z.,"Given the previous statements, is Z diferent from B?",Yes,Z is different from B.,True,Yes
1439,K is different from K.,"Given the previous statements, is F different from K?",No,F is not different from K.,False,No
64,B is different from D.,"Given the previous statements, is D diferent from B?",Yes,D is different from B.,True,No
1367,J is different from J.,"Given the previous statements, is W different from J?",No,W is not different from J.,False,Yes
1316,H is different from H.,"Given the previous statements, is C different from H?",No,C is not different from H.,False,Yes
928,X is different from Z.,"Given the previous statements, is Z diferent from X?",Yes,Z is different from X.,True,Yes
1972,Y is different from Y.,"Given the previous statements, is P different from Y?",No,P is not different from Y.,False,No
297,H is different from J.,"Given the previous statements, is J diferent from H?",Yes,J is different from H.,True,No
890,W is different from Q.,"Given the previous statements, is Q diferent from W?",Yes,Q is different from W.,True,No
1424,K is different from K.,"Given the previous statements, is P different from K?",No,P is not different from K.,False,No
1655,Q is different from Q.,"Given the previous statements, is W different from Q?",No,W is not different from Q.,False,Yes
116,C is different from D.,"Given the previous statements, is D diferent from C?",Yes,D is different from C.,True,Yes
1749,S is different from S.,"Given the previous statements, is N different from S?",No,N is not different from S.,False,No
1516,M is different from M.,"Given the previous statements, is A different from M?",No,A is not different from M.,False,Yes
1829,U is different from U.,"Given the previous statements, is B different from U?",No,B is not different from U.,False,Yes
1129,D is different from D.,"Given the previous statements, is L different from D?",No,L is not different from D.,False,No
154,D is different from U.,"Given the previous statements, is U diferent from D?",Yes,U is different from D.,True,Yes
1994,Y is different from Y.,"Given the previous statements, is X different from Y?",No,X is not different from Y.,False,No
463,L is different from Y.,"Given the previous statements, is Y diferent from L?",Yes,Y is different from L.,True,No
389,J is different from C.,"Given the previous statements, is C diferent from J?",Yes,C is different from J.,True,Yes
1009,A is different from A.,"Given the previous statements, is J different from A?",No,J is not different from A.,False,Yes
354,I is different from D.,"Given the previous statements, is D diferent from I?",Yes,D is different from I.,True,No
333,I is different from G.,"Given the previous statements, is G diferent from I?",Yes,G is different from I.,True,No
150,D is different from V.,"Given the previous statements, is V diferent from D?",Yes,V is different from D.,True,Yes
613,P is different from B.,"Given the previous statements, is B diferent from P?",Yes,B is different from P.,True,No
89,C is different from V.,"Given the previous statements, is V diferent from C?",Yes,V is different from C.,True,Yes
1470,L is different from L.,"Given the previous statements, is V different from L?",No,V is not different from L.,False,Yes
1481,M is different from M.,"Given the previous statements, is I different from M?",No,I is not different from M.,False,No
449,L is different from E.,"Given the previous statements, is E diferent from L?",Yes,E is different from L.,True,No
1999,Y is different from Y.,"Given the previous statements, is N different from Y?",No,N is not different from Y.,False,No
1281,H is different from H.,"Given the previous statements, is I different from H?",No,I is not different from H.,False,No
582,O is different from W.,"Given the previous statements, is W diferent from O?",Yes,W is different from O.,True,No
17,A is different from P.,"Given the previous statements, is P diferent from A?",Yes,P is different from A.,True,Yes
1524,N is different from N.,"Given the previous statements, is T different from N?",No,T is not different from N.,False,Yes
1467,L is different from L.,"Given the previous statements, is E different from L?",No,E is not different from L.,False,No
1344,I is different from I.,"Given the previous statements, is X different from I?",No,X is not different from I.,False,No
401,K is different from P.,"Given the previous statements, is P diferent from K?",Yes,P is different from K.,True,No
1606,P is different from P.,"Given the previous statements, is W different from P?",No,W is not different from P.,False,Yes
