ID,triple1,triple2,question,answer,inferred triple,label
225,ClassicalMusicComposition is a subclass of MusicalWork.,MusicalWork is a subclass of Work.,"Given the previous statements, is ClassicalMusicComposition a subclass of Work?",Yes,ClassicalMusicComposition is a subclass of Work.,True
226,Musical is a subclass of MusicalWork.,MusicalWork is a subclass of Work.,"Given the previous statements, is Musical a subclass of Work?",Yes,Musical is a subclass of Work.,True
227,Single is a subclass of MusicalWork.,MusicalWork is a subclass of Work.,"Given the previous statements, is Single a subclass of Work?",Yes,Single is a subclass of Work.,True
228,Song is a subclass of MusicalWork.,MusicalWork is a subclass of Work.,"Given the previous statements, is Song a subclass of Work?",Yes,Song is a subclass of Work.,True
229,NationalAnthem is a subclass of MusicalWork.,MusicalWork is a subclass of Work.,"Given the previous statements, is NationalAnthem a subclass of Work?",Yes,NationalAnthem is a subclass of Work.,True
230,Opera is a subclass of MusicalWork.,MusicalWork is a subclass of Work.,"Given the previous statements, is Opera a subclass of Work?",Yes,Opera is a subclass of Work.,True
231,SumoWrestler is a subclass of Wrestler.,Wrestler is a subclass of Athlete.,"Given the previous statements, is SumoWrestler a subclass of Athlete?",Yes,SumoWrestler is a subclass of Athlete.,True
232,TelevisionHost is a subclass of Presenter.,Presenter is a subclass of Person.,"Given the previous statements, is TelevisionHost a subclass of Person?",Yes,TelevisionHost is a subclass of Person.,True
233,RadioHost is a subclass of Presenter.,Presenter is a subclass of Person.,"Given the previous statements, is RadioHost a subclass of Person?",Yes,RadioHost is a subclass of Person.,True
234,CollegeCoach is a subclass of Coach.,Coach is a subclass of Person.,"Given the previous statements, is CollegeCoach a subclass of Person?",Yes,CollegeCoach is a subclass of Person.,True
235,AmericanFootballCoach is a subclass of Coach.,Coach is a subclass of Person.,"Given the previous statements, is AmericanFootballCoach a subclass of Person?",Yes,AmericanFootballCoach is a subclass of Person.,True
236,VolleyballCoach is a subclass of Coach.,Coach is a subclass of Person.,"Given the previous statements, is VolleyballCoach a subclass of Person?",Yes,VolleyballCoach is a subclass of Person.,True
237,SoccerManager is a subclass of SportsManager.,SportsManager is a subclass of Person.,"Given the previous statements, is SoccerManager a subclass of Person?",Yes,SoccerManager is a subclass of Person.,True
238,Curler is a subclass of WinterSportPlayer.,WinterSportPlayer is a subclass of Athlete.,"Given the previous statements, is Curler a subclass of Athlete?",Yes,Curler is a subclass of Athlete.,True
239,FigureSkater is a subclass of WinterSportPlayer.,WinterSportPlayer is a subclass of Athlete.,"Given the previous statements, is FigureSkater a subclass of Athlete?",Yes,FigureSkater is a subclass of Athlete.,True
240,IceHockeyPlayer is a subclass of WinterSportPlayer.,WinterSportPlayer is a subclass of Athlete.,"Given the previous statements, is IceHockeyPlayer a subclass of Athlete?",Yes,IceHockeyPlayer is a subclass of Athlete.,True
241,Skater is a subclass of WinterSportPlayer.,WinterSportPlayer is a subclass of Athlete.,"Given the previous statements, is Skater a subclass of Athlete?",Yes,Skater is a subclass of Athlete.,True
242,Skier is a subclass of WinterSportPlayer.,WinterSportPlayer is a subclass of Athlete.,"Given the previous statements, is Skier a subclass of Athlete?",Yes,Skier is a subclass of Athlete.,True
243,Biathlete is a subclass of WinterSportPlayer.,WinterSportPlayer is a subclass of Athlete.,"Given the previous statements, is Biathlete a subclass of Athlete?",Yes,Biathlete is a subclass of Athlete.,True
244,BobsleighAthlete is a subclass of WinterSportPlayer.,WinterSportPlayer is a subclass of Athlete.,"Given the previous statements, is BobsleighAthlete a subclass of Athlete?",Yes,BobsleighAthlete is a subclass of Athlete.,True
245,CrossCountrySkier is a subclass of WinterSportPlayer.,WinterSportPlayer is a subclass of Athlete.,"Given the previous statements, is CrossCountrySkier a subclass of Athlete?",Yes,CrossCountrySkier is a subclass of Athlete.,True
246,NordicCombined is a subclass of WinterSportPlayer.,WinterSportPlayer is a subclass of Athlete.,"Given the previous statements, is NordicCombined a subclass of Athlete?",Yes,NordicCombined is a subclass of Athlete.,True
247,Ski jumper is a subclass of WinterSportPlayer.,WinterSportPlayer is a subclass of Athlete.,"Given the previous statements, is Ski jumper a subclass of Athlete?",Yes,Ski jumper is a subclass of Athlete.,True
248,ClericalAdministrativeRegion is a subclass of AdministrativeRegion.,AdministrativeRegion is a subclass of Region.,"Given the previous statements, is ClericalAdministrativeRegion a subclass of Region?",Yes,ClericalAdministrativeRegion is a subclass of Region.,True
249,GovernmentalAdministrativeRegion is a subclass of AdministrativeRegion.,AdministrativeRegion is a subclass of Region.,"Given the previous statements, is GovernmentalAdministrativeRegion a subclass of Region?",Yes,GovernmentalAdministrativeRegion is a subclass of Region.,True
250,HistoricalAreaOfAuthority is a subclass of AdministrativeRegion.,AdministrativeRegion is a subclass of Region.,"Given the previous statements, is HistoricalAreaOfAuthority a subclass of Region?",Yes,HistoricalAreaOfAuthority is a subclass of Region.,True
251,اقتدارکا تاریخی علاقہ is a subclass of AdministrativeRegion.,AdministrativeRegion is a subclass of Region.,"Given the previous statements, is اقتدارکا تاریخی علاقہ a subclass of Region?",Yes,اقتدارکا تاریخی علاقہ is a subclass of Region.,True
252,MilitaryAircraft is a subclass of Aircraft.,Aircraft is a subclass of MeanOfTransportation.,"Given the previous statements, is MilitaryAircraft a subclass of MeanOfTransportation?",Yes,MilitaryAircraft is a subclass of MeanOfTransportation.,True
253,WaterRide is a subclass of AmusementParkAttraction.,AmusementParkAttraction is a subclass of ArchitecturalStructure.,"Given the previous statements, is WaterRide a subclass of ArchitecturalStructure?",Yes,WaterRide is a subclass of ArchitecturalStructure.,True
254,RollerCoaster is a subclass of AmusementParkAttraction.,AmusementParkAttraction is a subclass of ArchitecturalStructure.,"Given the previous statements, is RollerCoaster a subclass of ArchitecturalStructure?",Yes,RollerCoaster is a subclass of ArchitecturalStructure.,True
255,Actor is a subclass of Artist.,Artist is a subclass of Person.,"Given the previous statements, is Actor a subclass of Person?",Yes,Actor is a subclass of Person.,True
256,Comedian is a subclass of Artist.,Artist is a subclass of Person.,"Given the previous statements, is Comedian a subclass of Person?",Yes,Comedian is a subclass of Person.,True
257,ComicsCreator is a subclass of Artist.,Artist is a subclass of Person.,"Given the previous statements, is ComicsCreator a subclass of Person?",Yes,ComicsCreator is a subclass of Person.,True
258,Dancer is a subclass of Artist.,Artist is a subclass of Person.,"Given the previous statements, is Dancer a subclass of Person?",Yes,Dancer is a subclass of Person.,True
259,FashionDesigner is a subclass of Artist.,Artist is a subclass of Person.,"Given the previous statements, is FashionDesigner a subclass of Person?",Yes,FashionDesigner is a subclass of Person.,True
260,Painter is a subclass of Artist.,Artist is a subclass of Person.,"Given the previous statements, is Painter a subclass of Person?",Yes,Painter is a subclass of Person.,True
261,Photographer is a subclass of Artist.,Artist is a subclass of Person.,"Given the previous statements, is Photographer a subclass of Person?",Yes,Photographer is a subclass of Person.,True
262,MusicalArtist is a subclass of Artist.,Artist is a subclass of Person.,"Given the previous statements, is MusicalArtist a subclass of Person?",Yes,MusicalArtist is a subclass of Person.,True
263,Humorist is a subclass of Artist.,Artist is a subclass of Person.,"Given the previous statements, is Humorist a subclass of Person?",Yes,Humorist is a subclass of Person.,True
264,Sculptor is a subclass of Artist.,Artist is a subclass of Person.,"Given the previous statements, is Sculptor a subclass of Person?",Yes,Sculptor is a subclass of Person.,True
265,Painting is a subclass of Artwork.,Artwork is a subclass of Work.,"Given the previous statements, is Painting a subclass of Work?",Yes,Painting is a subclass of Work.,True
266,Sculpture is a subclass of Artwork.,Artwork is a subclass of Work.,"Given the previous statements, is Sculpture a subclass of Work?",Yes,Sculpture is a subclass of Work.,True
267,Beer is a subclass of Beverage.,Beverage is a subclass of Food.,"Given the previous statements, is Beer a subclass of Food?",Yes,Beer is a subclass of Food.,True
268,Vodka is a subclass of Beverage.,Beverage is a subclass of Food.,"Given the previous statements, is Vodka a subclass of Food?",Yes,Vodka is a subclass of Food.,True
269,Wine is a subclass of Beverage.,Beverage is a subclass of Food.,"Given the previous statements, is Wine a subclass of Food?",Yes,Wine is a subclass of Food.,True
270,Stream is a subclass of BodyOfWater.,BodyOfWater is a subclass of NaturalPlace.,"Given the previous statements, is Stream a subclass of NaturalPlace?",Yes,Stream is a subclass of NaturalPlace.,True
271,Sea is a subclass of BodyOfWater.,BodyOfWater is a subclass of NaturalPlace.,"Given the previous statements, is Sea a subclass of NaturalPlace?",Yes,Sea is a subclass of NaturalPlace.,True
272,Bay is a subclass of BodyOfWater.,BodyOfWater is a subclass of NaturalPlace.,"Given the previous statements, is Bay a subclass of NaturalPlace?",Yes,Bay is a subclass of NaturalPlace.,True
273,Lake is a subclass of BodyOfWater.,BodyOfWater is a subclass of NaturalPlace.,"Given the previous statements, is Lake a subclass of NaturalPlace?",Yes,Lake is a subclass of NaturalPlace.,True
274,Ocean is a subclass of BodyOfWater.,BodyOfWater is a subclass of NaturalPlace.,"Given the previous statements, is Ocean a subclass of NaturalPlace?",Yes,Ocean is a subclass of NaturalPlace.,True
275,Castle is a subclass of Building.,Building is a subclass of ArchitecturalStructure.,"Given the previous statements, is Castle a subclass of ArchitecturalStructure?",Yes,Castle is a subclass of ArchitecturalStructure.,True
276,Prison is a subclass of Building.,Building is a subclass of ArchitecturalStructure.,"Given the previous statements, is Prison a subclass of ArchitecturalStructure?",Yes,Prison is a subclass of ArchitecturalStructure.,True
277,Skyscraper is a subclass of Building.,Building is a subclass of ArchitecturalStructure.,"Given the previous statements, is Skyscraper a subclass of ArchitecturalStructure?",Yes,Skyscraper is a subclass of ArchitecturalStructure.,True
278,HistoricBuilding is a subclass of Building.,Building is a subclass of ArchitecturalStructure.,"Given the previous statements, is HistoricBuilding a subclass of ArchitecturalStructure?",Yes,HistoricBuilding is a subclass of ArchitecturalStructure.,True
279,Hotel is a subclass of Building.,Building is a subclass of ArchitecturalStructure.,"Given the previous statements, is Hotel a subclass of ArchitecturalStructure?",Yes,Hotel is a subclass of ArchitecturalStructure.,True
280,Museum is a subclass of Building.,Building is a subclass of ArchitecturalStructure.,"Given the previous statements, is Museum a subclass of ArchitecturalStructure?",Yes,Museum is a subclass of ArchitecturalStructure.,True
281,Restaurant is a subclass of Building.,Building is a subclass of ArchitecturalStructure.,"Given the previous statements, is Restaurant a subclass of ArchitecturalStructure?",Yes,Restaurant is a subclass of ArchitecturalStructure.,True
282,ShoppingMall is a subclass of Building.,Building is a subclass of ArchitecturalStructure.,"Given the previous statements, is ShoppingMall a subclass of ArchitecturalStructure?",Yes,ShoppingMall is a subclass of ArchitecturalStructure.,True
283,Venue is a subclass of Building.,Building is a subclass of ArchitecturalStructure.,"Given the previous statements, is Venue a subclass of ArchitecturalStructure?",Yes,Venue is a subclass of ArchitecturalStructure.,True
284,ReligiousBuilding is a subclass of Building.,Building is a subclass of ArchitecturalStructure.,"Given the previous statements, is ReligiousBuilding a subclass of ArchitecturalStructure?",Yes,ReligiousBuilding is a subclass of ArchitecturalStructure.,True
285,Capital is a subclass of City.,City is a subclass of Settlement.,"Given the previous statements, is Capital a subclass of Settlement?",Yes,Capital is a subclass of Settlement.,True
286,CapitalOfRegion is a subclass of City.,City is a subclass of Settlement.,"Given the previous statements, is CapitalOfRegion a subclass of Settlement?",Yes,CapitalOfRegion is a subclass of Settlement.,True
287,ComicStrip is a subclass of Comic.,Comic is a subclass of WrittenWork.,"Given the previous statements, is ComicStrip a subclass of WrittenWork?",Yes,ComicStrip is a subclass of WrittenWork.,True
288,Manga is a subclass of Comic.,Comic is a subclass of WrittenWork.,"Given the previous statements, is Manga a subclass of WrittenWork?",Yes,Manga is a subclass of WrittenWork.,True
289,Manhua is a subclass of Comic.,Comic is a subclass of WrittenWork.,"Given the previous statements, is Manhua a subclass of WrittenWork?",Yes,Manhua is a subclass of WrittenWork.,True
290,Manhwa is a subclass of Comic.,Comic is a subclass of WrittenWork.,"Given the previous statements, is Manhwa a subclass of WrittenWork?",Yes,Manhwa is a subclass of WrittenWork.,True
291,AnimangaCharacter is a subclass of ComicsCharacter.,ComicsCharacter is a subclass of FictionalCharacter.,"Given the previous statements, is AnimangaCharacter a subclass of FictionalCharacter?",Yes,AnimangaCharacter is a subclass of FictionalCharacter.,True
292,Murderer is a subclass of Criminal.,Criminal is a subclass of Person.,"Given the previous statements, is Murderer a subclass of Person?",Yes,Murderer is a subclass of Person.,True
293,CombinationDrug is a subclass of Drug.,Drug is a subclass of ChemicalSubstance.,"Given the previous statements, is CombinationDrug a subclass of ChemicalSubstance?",Yes,CombinationDrug is a subclass of ChemicalSubstance.,True
294,MonoclonalAntibody is a subclass of Drug.,Drug is a subclass of ChemicalSubstance.,"Given the previous statements, is MonoclonalAntibody a subclass of ChemicalSubstance?",Yes,MonoclonalAntibody is a subclass of ChemicalSubstance.,True
295,Vaccine is a subclass of Drug.,Drug is a subclass of ChemicalSubstance.,"Given the previous statements, is Vaccine a subclass of ChemicalSubstance?",Yes,Vaccine is a subclass of ChemicalSubstance.,True
296,VaccinationStatistics is a subclass of Drug.,Drug is a subclass of ChemicalSubstance.,"Given the previous statements, is VaccinationStatistics a subclass of ChemicalSubstance?",Yes,VaccinationStatistics is a subclass of ChemicalSubstance.,True
297,AutomobileEngine is a subclass of Engine.,Engine is a subclass of Device.,"Given the previous statements, is AutomobileEngine a subclass of Device?",Yes,AutomobileEngine is a subclass of Device.,True
298,RocketEngine is a subclass of Engine.,Engine is a subclass of Device.,"Given the previous statements, is RocketEngine a subclass of Device?",Yes,RocketEngine is a subclass of Device.,True
299,NationalFootballLeagueSeason is a subclass of FootballLeagueSeason.,FootballLeagueSeason is a subclass of SportsTeamSeason.,"Given the previous statements, is NationalFootballLeagueSeason a subclass of SportsTeamSeason?",Yes,NationalFootballLeagueSeason is a subclass of SportsTeamSeason.,True
300,BoardGame is a subclass of Game.,Game is a subclass of Activity.,"Given the previous statements, is BoardGame a subclass of Activity?",Yes,BoardGame is a subclass of Activity.,True
301,CardGame is a subclass of Game.,Game is a subclass of Activity.,"Given the previous statements, is CardGame a subclass of Activity?",Yes,CardGame is a subclass of Activity.,True
302,GovernmentCabinet is a subclass of GovernmentAgency.,GovernmentAgency is a subclass of Organisation.,"Given the previous statements, is GovernmentCabinet a subclass of Organisation?",Yes,GovernmentCabinet is a subclass of Organisation.,True
303,Fort is a subclass of MilitaryStructure.,MilitaryStructure is a subclass of ArchitecturalStructure.,"Given the previous statements, is Fort a subclass of ArchitecturalStructure?",Yes,Fort is a subclass of ArchitecturalStructure.,True
304,GraveMonument is a subclass of Monument.,Monument is a subclass of ArchitecturalStructure.,"Given the previous statements, is GraveMonument a subclass of ArchitecturalStructure?",Yes,GraveMonument is a subclass of ArchitecturalStructure.,True
305,Memorial is a subclass of Monument.,Monument is a subclass of ArchitecturalStructure.,"Given the previous statements, is Memorial a subclass of ArchitecturalStructure?",Yes,Memorial is a subclass of ArchitecturalStructure.,True
306,ClassicalMusicArtist is a subclass of MusicalArtist.,MusicalArtist is a subclass of Artist.,"Given the previous statements, is ClassicalMusicArtist a subclass of Artist?",Yes,ClassicalMusicArtist is a subclass of Artist.,True
307,Instrumentalist is a subclass of MusicalArtist.,MusicalArtist is a subclass of Artist.,"Given the previous statements, is Instrumentalist a subclass of Artist?",Yes,Instrumentalist is a subclass of Artist.,True
308,BackScene is a subclass of MusicalArtist.,MusicalArtist is a subclass of Artist.,"Given the previous statements, is BackScene a subclass of Artist?",Yes,BackScene is a subclass of Artist.,True
309,MusicDirector is a subclass of MusicalArtist.,MusicalArtist is a subclass of Artist.,"Given the previous statements, is MusicDirector a subclass of Artist?",Yes,MusicDirector is a subclass of Artist.,True
310,Singer is a subclass of MusicalArtist.,MusicalArtist is a subclass of Artist.,"Given the previous statements, is Singer a subclass of Artist?",Yes,Singer is a subclass of Artist.,True
311,OlympicEvent is a subclass of Olympics.,Olympics is a subclass of SportsEvent.,"Given the previous statements, is OlympicEvent a subclass of SportsEvent?",Yes,OlympicEvent is a subclass of SportsEvent.,True
312,Company is a subclass of Organisation.,Organisation is a subclass of Agent.,"Given the previous statements, is Company a subclass of Agent?",Yes,Company is a subclass of Agent.,True
313,Non-ProfitOrganisation is a subclass of Organisation.,Organisation is a subclass of Agent.,"Given the previous statements, is Non-ProfitOrganisation a subclass of Agent?",Yes,Non-ProfitOrganisation is a subclass of Agent.,True
314,Broadcaster is a subclass of Organisation.,Organisation is a subclass of Agent.,"Given the previous statements, is Broadcaster a subclass of Agent?",Yes,Broadcaster is a subclass of Agent.,True
315,Group is a subclass of Organisation.,Organisation is a subclass of Agent.,"Given the previous statements, is Group a subclass of Agent?",Yes,Group is a subclass of Agent.,True
316,SportsClub is a subclass of Organisation.,Organisation is a subclass of Agent.,"Given the previous statements, is SportsClub a subclass of Agent?",Yes,SportsClub is a subclass of Agent.,True
317,SportsTeam is a subclass of Organisation.,Organisation is a subclass of Agent.,"Given the previous statements, is SportsTeam a subclass of Agent?",Yes,SportsTeam is a subclass of Agent.,True
318,EducationalInstitution is a subclass of Organisation.,Organisation is a subclass of Agent.,"Given the previous statements, is EducationalInstitution a subclass of Agent?",Yes,EducationalInstitution is a subclass of Agent.,True
319,GovernmentAgency is a subclass of Organisation.,Organisation is a subclass of Agent.,"Given the previous statements, is GovernmentAgency a subclass of Agent?",Yes,GovernmentAgency is a subclass of Agent.,True
320,Legislature is a subclass of Organisation.,Organisation is a subclass of Agent.,"Given the previous statements, is Legislature a subclass of Agent?",Yes,Legislature is a subclass of Agent.,True
321,MilitaryUnit is a subclass of Organisation.,Organisation is a subclass of Agent.,"Given the previous statements, is MilitaryUnit a subclass of Agent?",Yes,MilitaryUnit is a subclass of Agent.,True
322,FloweringPlant is a subclass of Plant.,Plant is a subclass of Eukaryote.,"Given the previous statements, is FloweringPlant a subclass of Eukaryote?",Yes,FloweringPlant is a subclass of Eukaryote.,True
323,Gnetophytes is a subclass of Plant.,Plant is a subclass of Eukaryote.,"Given the previous statements, is Gnetophytes a subclass of Eukaryote?",Yes,Gnetophytes is a subclass of Eukaryote.,True
324,Conifer is a subclass of Plant.,Plant is a subclass of Eukaryote.,"Given the previous statements, is Conifer a subclass of Eukaryote?",Yes,Conifer is a subclass of Eukaryote.,True
325,GreenAlga is a subclass of Plant.,Plant is a subclass of Eukaryote.,"Given the previous statements, is GreenAlga a subclass of Eukaryote?",Yes,GreenAlga is a subclass of Eukaryote.,True
326,ClubMoss is a subclass of Plant.,Plant is a subclass of Eukaryote.,"Given the previous statements, is ClubMoss a subclass of Eukaryote?",Yes,ClubMoss is a subclass of Eukaryote.,True
327,Moss is a subclass of Plant.,Plant is a subclass of Eukaryote.,"Given the previous statements, is Moss a subclass of Eukaryote?",Yes,Moss is a subclass of Eukaryote.,True
328,Cycad is a subclass of Plant.,Plant is a subclass of Eukaryote.,"Given the previous statements, is Cycad a subclass of Eukaryote?",Yes,Cycad is a subclass of Eukaryote.,True
329,Fern is a subclass of Plant.,Plant is a subclass of Eukaryote.,"Given the previous statements, is Fern a subclass of Eukaryote?",Yes,Fern is a subclass of Eukaryote.,True
330,CultivatedVariety is a subclass of Plant.,Plant is a subclass of Eukaryote.,"Given the previous statements, is CultivatedVariety a subclass of Eukaryote?",Yes,CultivatedVariety is a subclass of Eukaryote.,True
331,Ginkgo is a subclass of Plant.,Plant is a subclass of Eukaryote.,"Given the previous statements, is Ginkgo a subclass of Eukaryote?",Yes,Ginkgo is a subclass of Eukaryote.,True
332,Ambassador is a subclass of Politician.,Politician is a subclass of Person.,"Given the previous statements, is Ambassador a subclass of Person?",Yes,Ambassador is a subclass of Person.,True
333,Congressman is a subclass of Politician.,Politician is a subclass of Person.,"Given the previous statements, is Congressman a subclass of Person?",Yes,Congressman is a subclass of Person.,True
334,Governor is a subclass of Politician.,Politician is a subclass of Person.,"Given the previous statements, is Governor a subclass of Person?",Yes,Governor is a subclass of Person.,True
335,Mayor is a subclass of Politician.,Politician is a subclass of Person.,"Given the previous statements, is Mayor a subclass of Person?",Yes,Mayor is a subclass of Person.,True
336,MemberOfParliament is a subclass of Politician.,Politician is a subclass of Person.,"Given the previous statements, is MemberOfParliament a subclass of Person?",Yes,MemberOfParliament is a subclass of Person.,True
337,President is a subclass of Politician.,Politician is a subclass of Person.,"Given the previous statements, is President a subclass of Person?",Yes,President is a subclass of Person.,True
338,PrimeMinister is a subclass of Politician.,Politician is a subclass of Person.,"Given the previous statements, is PrimeMinister a subclass of Person?",Yes,PrimeMinister is a subclass of Person.,True
339,Senator is a subclass of Politician.,Politician is a subclass of Person.,"Given the previous statements, is Senator a subclass of Person?",Yes,Senator is a subclass of Person.,True
340,Chancellor is a subclass of Politician.,Politician is a subclass of Person.,"Given the previous statements, is Chancellor a subclass of Person?",Yes,Chancellor is a subclass of Person.,True
341,Chief is a subclass of Politician.,Politician is a subclass of Person.,"Given the previous statements, is Chief a subclass of Person?",Yes,Chief is a subclass of Person.,True
342,NuclearPowerStation is a subclass of PowerStation.,PowerStation is a subclass of Infrastructure.,"Given the previous statements, is NuclearPowerStation a subclass of Infrastructure?",Yes,NuclearPowerStation is a subclass of Infrastructure.,True
343,NascarDriver is a subclass of RacingDriver.,RacingDriver is a subclass of MotorsportRacer.,"Given the previous statements, is NascarDriver a subclass of MotorsportRacer?",Yes,NascarDriver is a subclass of MotorsportRacer.,True
344,FormulaOneRacer is a subclass of RacingDriver.,RacingDriver is a subclass of MotorsportRacer.,"Given the previous statements, is FormulaOneRacer a subclass of MotorsportRacer?",Yes,FormulaOneRacer is a subclass of MotorsportRacer.,True
345,DTMRacer is a subclass of RacingDriver.,RacingDriver is a subclass of MotorsportRacer.,"Given the previous statements, is DTMRacer a subclass of MotorsportRacer?",Yes,DTMRacer is a subclass of MotorsportRacer.,True
346,RallyDriver is a subclass of RacingDriver.,RacingDriver is a subclass of MotorsportRacer.,"Given the previous statements, is RallyDriver a subclass of MotorsportRacer?",Yes,RallyDriver is a subclass of MotorsportRacer.,True
347,JewishLeader is a subclass of Religious.,Religious is a subclass of Person.,"Given the previous statements, is JewishLeader a subclass of Person?",Yes,JewishLeader is a subclass of Person.,True
348,LatterDaySaint is a subclass of Religious.,Religious is a subclass of Person.,"Given the previous statements, is LatterDaySaint a subclass of Person?",Yes,LatterDaySaint is a subclass of Person.,True
349,Rebbe is a subclass of Religious.,Religious is a subclass of Person.,"Given the previous statements, is Rebbe a subclass of Person?",Yes,Rebbe is a subclass of Person.,True
350,Pretender is a subclass of Royalty.,Royalty is a subclass of Person.,"Given the previous statements, is Pretender a subclass of Person?",Yes,Pretender is a subclass of Person.,True
351,Pharaoh is a subclass of Royalty.,Royalty is a subclass of Person.,"Given the previous statements, is Pharaoh a subclass of Person?",Yes,Pharaoh is a subclass of Person.,True
352,BritishRoyalty is a subclass of Royalty.,Royalty is a subclass of Person.,"Given the previous statements, is BritishRoyalty a subclass of Person?",Yes,BritishRoyalty is a subclass of Person.,True
353,City is a subclass of Settlement.,Settlement is a subclass of PopulatedPlace.,"Given the previous statements, is City a subclass of PopulatedPlace?",Yes,City is a subclass of PopulatedPlace.,True
354,CityDistrict is a subclass of Settlement.,Settlement is a subclass of PopulatedPlace.,"Given the previous statements, is CityDistrict a subclass of PopulatedPlace?",Yes,CityDistrict is a subclass of PopulatedPlace.,True
355,Town is a subclass of Settlement.,Settlement is a subclass of PopulatedPlace.,"Given the previous statements, is Town a subclass of PopulatedPlace?",Yes,Town is a subclass of PopulatedPlace.,True
356,Village is a subclass of Settlement.,Settlement is a subclass of PopulatedPlace.,"Given the previous statements, is Village a subclass of PopulatedPlace?",Yes,Village is a subclass of PopulatedPlace.,True
357,HistoricalSettlement is a subclass of Settlement.,Settlement is a subclass of PopulatedPlace.,"Given the previous statements, is HistoricalSettlement a subclass of PopulatedPlace?",Yes,HistoricalSettlement is a subclass of PopulatedPlace.,True
358,NationalSoccerClub is a subclass of SoccerClub.,SoccerClub is a subclass of SportsClub.,"Given the previous statements, is NationalSoccerClub a subclass of SportsClub?",Yes,NationalSoccerClub is a subclass of SportsClub.,True
359,EurovisionSongContestEntry is a subclass of Song.,Song is a subclass of MusicalWork.,"Given the previous statements, is EurovisionSongContestEntry a subclass of MusicalWork?",Yes,EurovisionSongContestEntry is a subclass of MusicalWork.,True
360,Race is a subclass of SportsEvent.,SportsEvent is a subclass of SocietalEvent.,"Given the previous statements, is Race a subclass of SocietalEvent?",Yes,Race is a subclass of SocietalEvent.,True
361,Tournament is a subclass of SportsEvent.,SportsEvent is a subclass of SocietalEvent.,"Given the previous statements, is Tournament a subclass of SocietalEvent?",Yes,Tournament is a subclass of SocietalEvent.,True
362,NationalFootballLeagueEvent is a subclass of SportsEvent.,SportsEvent is a subclass of SocietalEvent.,"Given the previous statements, is NationalFootballLeagueEvent a subclass of SocietalEvent?",Yes,NationalFootballLeagueEvent is a subclass of SocietalEvent.,True
363,FootballMatch is a subclass of SportsEvent.,SportsEvent is a subclass of SocietalEvent.,"Given the previous statements, is FootballMatch a subclass of SocietalEvent?",Yes,FootballMatch is a subclass of SocietalEvent.,True
364,GrandPrix is a subclass of SportsEvent.,SportsEvent is a subclass of SocietalEvent.,"Given the previous statements, is GrandPrix a subclass of SocietalEvent?",Yes,GrandPrix is a subclass of SocietalEvent.,True
365,Olympics is a subclass of SportsEvent.,SportsEvent is a subclass of SocietalEvent.,"Given the previous statements, is Olympics a subclass of SocietalEvent?",Yes,Olympics is a subclass of SocietalEvent.,True
366,WrestlingEvent is a subclass of SportsEvent.,SportsEvent is a subclass of SocietalEvent.,"Given the previous statements, is WrestlingEvent a subclass of SocietalEvent?",Yes,WrestlingEvent is a subclass of SocietalEvent.,True
367,MixedMartialArtsEvent is a subclass of SportsEvent.,SportsEvent is a subclass of SocietalEvent.,"Given the previous statements, is MixedMartialArtsEvent a subclass of SocietalEvent?",Yes,MixedMartialArtsEvent is a subclass of SocietalEvent.,True
368,CyclingCompetition is a subclass of SportsEvent.,SportsEvent is a subclass of SocietalEvent.,"Given the previous statements, is CyclingCompetition a subclass of SocietalEvent?",Yes,CyclingCompetition is a subclass of SocietalEvent.,True
369,InternationalFootballLeagueEvent is a subclass of SportsEvent.,SportsEvent is a subclass of SocietalEvent.,"Given the previous statements, is InternationalFootballLeagueEvent a subclass of SocietalEvent?",Yes,InternationalFootballLeagueEvent is a subclass of SocietalEvent.,True
370,InlineHockeyLeague is a subclass of SportsLeague.,SportsLeague is a subclass of Organisation.,"Given the previous statements, is InlineHockeyLeague a subclass of Organisation?",Yes,InlineHockeyLeague is a subclass of Organisation.,True
371,BowlingLeague is a subclass of SportsLeague.,SportsLeague is a subclass of Organisation.,"Given the previous statements, is BowlingLeague a subclass of Organisation?",Yes,BowlingLeague is a subclass of Organisation.,True
372,AustralianFootballLeague is a subclass of SportsLeague.,SportsLeague is a subclass of Organisation.,"Given the previous statements, is AustralianFootballLeague a subclass of Organisation?",Yes,AustralianFootballLeague is a subclass of Organisation.,True
373,AutoRacingLeague is a subclass of SportsLeague.,SportsLeague is a subclass of Organisation.,"Given the previous statements, is AutoRacingLeague a subclass of Organisation?",Yes,AutoRacingLeague is a subclass of Organisation.,True
374,BaseballLeague is a subclass of SportsLeague.,SportsLeague is a subclass of Organisation.,"Given the previous statements, is BaseballLeague a subclass of Organisation?",Yes,BaseballLeague is a subclass of Organisation.,True
375,MixedMartialArtsLeague is a subclass of SportsLeague.,SportsLeague is a subclass of Organisation.,"Given the previous statements, is MixedMartialArtsLeague a subclass of Organisation?",Yes,MixedMartialArtsLeague is a subclass of Organisation.,True
376,MotorcycleRacingLeague is a subclass of SportsLeague.,SportsLeague is a subclass of Organisation.,"Given the previous statements, is MotorcycleRacingLeague a subclass of Organisation?",Yes,MotorcycleRacingLeague is a subclass of Organisation.,True
