ID,triple1,question,answer,inferred triple,label,LLM output
1835,U is different from U.,"Given the previous statements, is N different from U?",No,N is not different from U.,False,Yes
1869,V is different from V.,"Given the previous statements, is K different from V?",No,K is not different from V.,False,Yes
1530,N is different from N.,"Given the previous statements, is W different from N?",No,W is not different from N.,False,Yes
313,H is different from K.,"Given the previous statements, is K diferent from H?",Yes,K is different from H.,True,Yes
1417,K is different from K.,"Given the previous statements, is F different from K?",No,F is not different from K.,False,No
1424,K is different from K.,"Given the previous statements, is P different from K?",No,P is not different from K.,False,Yes
868,V is different from P.,"Given the previous statements, is P diferent from V?",Yes,P is different from V.,True,Yes
833,U is different from M.,"Given the previous statements, is M diferent from U?",Yes,M is different from U.,True,Yes
244,G is different from Y.,"Given the previous statements, is Y diferent from G?",Yes,Y is different from G.,True,Yes
972,Y is different from Q.,"Given the previous statements, is Q diferent from Y?",Yes,Q is different from Y.,True,Yes
315,H is different from R.,"Given the previous statements, is R diferent from H?",Yes,R is different from H.,True,Yes
409,K is different from L.,"Given the previous statements, is L diferent from K?",Yes,L is different from K.,True,Yes
1206,F is different from F.,"Given the previous statements, is E different from F?",No,E is not different from F.,False,Yes
163,E is different from T.,"Given the previous statements, is T diferent from E?",Yes,T is different from E.,True,Yes
1471,L is different from L.,"Given the previous statements, is F different from L?",No,F is not different from L.,False,Yes
651,Q is different from F.,"Given the previous statements, is F diferent from Q?",Yes,F is different from Q.,True,Yes
688,R is different from O.,"Given the previous statements, is O diferent from R?",Yes,O is different from R.,True,Yes
607,P is different from Z.,"Given the previous statements, is Z diferent from P?",Yes,Z is different from P.,True,Yes
816,U is different from P.,"Given the previous statements, is P diferent from U?",Yes,P is different from U.,True,Yes
772,T is different from I.,"Given the previous statements, is I diferent from T?",Yes,I is different from T.,True,No
1339,I is different from I.,"Given the previous statements, is X different from I?",No,X is not different from I.,False,Yes
1549,N is different from N.,"Given the previous statements, is I different from N?",No,I is not different from N.,False,Yes
901,W is different from E.,"Given the previous statements, is E diferent from W?",Yes,E is different from W.,True,Yes
400,J is different from Y.,"Given the previous statements, is Y diferent from J?",Yes,Y is different from J.,True,Yes
391,J is different from P.,"Given the previous statements, is P diferent from J?",Yes,P is different from J.,True,Yes
340,I is different from Z.,"Given the previous statements, is Z diferent from I?",Yes,Z is different from I.,True,Yes
1606,P is different from P.,"Given the previous statements, is W different from P?",No,W is not different from P.,False,Yes
1822,U is different from U.,"Given the previous statements, is M different from U?",No,M is not different from U.,False,Yes
40,A is different from V.,"Given the previous statements, is V diferent from A?",Yes,V is different from A.,True,Yes
1307,H is different from H.,"Given the previous statements, is E different from H?",No,E is not different from H.,False,Yes
325,I is different from W.,"Given the previous statements, is W diferent from I?",Yes,W is different from I.,True,Yes
293,H is different from Z.,"Given the previous statements, is Z diferent from H?",Yes,Z is different from H.,True,Yes
488,M is different from B.,"Given the previous statements, is B diferent from M?",Yes,B is different from M.,True,Yes
435,K is different from M.,"Given the previous statements, is M diferent from K?",Yes,M is different from K.,True,Yes
1089,C is different from C.,"Given the previous statements, is P different from C?",No,P is not different from C.,False,Yes
566,O is different from G.,"Given the previous statements, is G diferent from O?",Yes,G is different from O.,True,Yes
1733,S is different from S.,"Given the previous statements, is B different from S?",No,B is not different from S.,False,Yes
1144,D is different from D.,"Given the previous statements, is A different from D?",No,A is not different from D.,False,Yes
1909,W is different from W.,"Given the previous statements, is T different from W?",No,T is not different from W.,False,Yes
1992,Y is different from Y.,"Given the previous statements, is L different from Y?",No,L is not different from Y.,False,Yes
882,W is different from T.,"Given the previous statements, is T diferent from W?",Yes,T is different from W.,True,Yes
1676,Q is different from Q.,"Given the previous statements, is C different from Q?",No,C is not different from Q.,False,Yes
1506,M is different from M.,"Given the previous statements, is L different from M?",No,L is not different from M.,False,Yes
17,A is different from P.,"Given the previous statements, is P diferent from A?",Yes,P is different from A.,True,Yes
321,I is different from C.,"Given the previous statements, is C diferent from I?",Yes,C is different from I.,True,Yes
1286,H is different from H.,"Given the previous statements, is W different from H?",No,W is not different from H.,False,Yes
1682,R is different from R.,"Given the previous statements, is Z different from R?",No,Z is not different from R.,False,Yes
181,E is different from U.,"Given the previous statements, is U diferent from E?",Yes,U is different from E.,True,Yes
513,M is different from H.,"Given the previous statements, is H diferent from M?",Yes,H is different from M.,True,Yes
830,U is different from L.,"Given the previous statements, is L diferent from U?",Yes,L is different from U.,True,Yes
526,N is different from Q.,"Given the previous statements, is Q diferent from N?",Yes,Q is different from N.,True,Yes
359,I is different from G.,"Given the previous statements, is G diferent from I?",Yes,G is different from I.,True,Yes
1600,O is different from O.,"Given the previous statements, is Y different from O?",No,Y is not different from O.,False,Yes
1622,P is different from P.,"Given the previous statements, is V different from P?",No,V is not different from P.,False,No
1110,C is different from C.,"Given the previous statements, is K different from C?",No,K is not different from C.,False,Yes
49,B is different from C.,"Given the previous statements, is C diferent from B?",Yes,C is different from B.,True,Yes
346,I is different from E.,"Given the previous statements, is E diferent from I?",Yes,E is different from I.,True,Yes
1634,P is different from P.,"Given the previous statements, is L different from P?",No,L is not different from P.,False,Yes
56,B is different from T.,"Given the previous statements, is T diferent from B?",Yes,T is different from B.,True,Yes
1620,P is different from P.,"Given the previous statements, is L different from P?",No,L is not different from P.,False,Yes
1135,D is different from D.,"Given the previous statements, is T different from D?",No,T is not different from D.,False,Yes
995,Y is different from F.,"Given the previous statements, is F diferent from Y?",Yes,F is different from Y.,True,Yes
1216,F is different from F.,"Given the previous statements, is X different from F?",No,X is not different from F.,False,Yes
575,O is different from A.,"Given the previous statements, is A diferent from O?",Yes,A is different from O.,True,Yes
309,H is different from D.,"Given the previous statements, is D diferent from H?",Yes,D is different from H.,True,Yes
826,U is different from A.,"Given the previous statements, is A diferent from U?",Yes,A is different from U.,True,Yes
429,K is different from Y.,"Given the previous statements, is Y diferent from K?",Yes,Y is different from K.,True,Yes
1040,A is different from A.,"Given the previous statements, is G different from A?",No,G is not different from A.,False,Yes
182,E is different from Z.,"Given the previous statements, is Z diferent from E?",Yes,Z is different from E.,True,Yes
624,P is different from B.,"Given the previous statements, is B diferent from P?",Yes,B is different from P.,True,Yes
685,R is different from O.,"Given the previous statements, is O diferent from R?",Yes,O is different from R.,True,Yes
123,D is different from E.,"Given the previous statements, is E diferent from D?",Yes,E is different from D.,True,Yes
1741,S is different from S.,"Given the previous statements, is X different from S?",No,X is not different from S.,False,Yes
1808,U is different from U.,"Given the previous statements, is J different from U?",No,J is not different from U.,False,Yes
481,M is different from Z.,"Given the previous statements, is Z diferent from M?",Yes,Z is different from M.,True,Yes
1627,P is different from P.,"Given the previous statements, is A different from P?",No,A is not different from P.,False,Yes
1840,U is different from U.,"Given the previous statements, is H different from U?",No,H is not different from U.,False,No
47,B is different from U.,"Given the previous statements, is U diferent from B?",Yes,U is different from B.,True,Yes
1247,G is different from G.,"Given the previous statements, is M different from G?",No,M is not different from G.,False,No
1199,E is different from E.,"Given the previous statements, is H different from E?",No,H is not different from E.,False,Yes
674,Q is different from G.,"Given the previous statements, is G diferent from Q?",Yes,G is different from Q.,True,Yes
1526,N is different from N.,"Given the previous statements, is M different from N?",No,M is not different from N.,False,Yes
1436,K is different from K.,"Given the previous statements, is I different from K?",No,I is not different from K.,False,No
28,A is different from O.,"Given the previous statements, is O diferent from A?",Yes,O is different from A.,True,Yes
844,V is different from T.,"Given the previous statements, is T diferent from V?",Yes,T is different from V.,True,Yes
120,C is different from X.,"Given the previous statements, is X diferent from C?",Yes,X is different from C.,True,Yes
45,B is different from I.,"Given the previous statements, is I diferent from B?",Yes,I is different from B.,True,No
1154,D is different from D.,"Given the previous statements, is A different from D?",No,A is not different from D.,False,Yes
1522,N is different from N.,"Given the previous statements, is F different from N?",No,F is not different from N.,False,Yes
89,C is different from V.,"Given the previous statements, is V diferent from C?",Yes,V is different from C.,True,Yes
1518,M is different from M.,"Given the previous statements, is Z different from M?",No,Z is not different from M.,False,Yes
748,S is different from A.,"Given the previous statements, is A diferent from S?",Yes,A is different from S.,True,Yes
949,X is different from I.,"Given the previous statements, is I diferent from X?",Yes,I is different from X.,True,Yes
205,F is different from U.,"Given the previous statements, is U diferent from F?",Yes,U is different from F.,True,Yes
1542,N is different from N.,"Given the previous statements, is T different from N?",No,T is not different from N.,False,Yes
70,B is different from E.,"Given the previous statements, is E diferent from B?",Yes,E is different from B.,True,Yes
1636,P is different from P.,"Given the previous statements, is S different from P?",No,S is not different from P.,False,Yes
1439,K is different from K.,"Given the previous statements, is F different from K?",No,F is not different from K.,False,Yes
209,F is different from J.,"Given the previous statements, is J diferent from F?",Yes,J is different from F.,True,No
1301,H is different from H.,"Given the previous statements, is C different from H?",No,C is not different from H.,False,Yes
290,H is different from R.,"Given the previous statements, is R diferent from H?",Yes,R is different from H.,True,Yes
1722,S is different from S.,"Given the previous statements, is U different from S?",No,U is not different from S.,False,Yes
1051,B is different from B.,"Given the previous statements, is E different from B?",No,E is not different from B.,False,Yes
1077,B is different from B.,"Given the previous statements, is J different from B?",No,J is not different from B.,False,Yes
1416,K is different from K.,"Given the previous statements, is D different from K?",No,D is not different from K.,False,Yes
1570,O is different from O.,"Given the previous statements, is W different from O?",No,W is not different from O.,False,Yes
1944,X is different from X.,"Given the previous statements, is C different from X?",No,C is not different from X.,False,Yes
864,V is different from U.,"Given the previous statements, is U diferent from V?",Yes,U is different from V.,True,No
1777,T is different from T.,"Given the previous statements, is X different from T?",No,X is not different from T.,False,Yes
1946,X is different from X.,"Given the previous statements, is A different from X?",No,A is not different from X.,False,Yes
1444,L is different from L.,"Given the previous statements, is C different from L?",No,C is not different from L.,False,Yes
561,O is different from A.,"Given the previous statements, is A diferent from O?",Yes,A is different from O.,True,Yes
1758,S is different from S.,"Given the previous statements, is U different from S?",No,U is not different from S.,False,Yes
989,Y is different from R.,"Given the previous statements, is R diferent from Y?",Yes,R is different from Y.,True,Yes
483,M is different from N.,"Given the previous statements, is N diferent from M?",Yes,N is different from M.,True,Yes
68,B is different from Q.,"Given the previous statements, is Q diferent from B?",Yes,Q is different from B.,True,Yes
950,X is different from T.,"Given the previous statements, is T diferent from X?",Yes,T is different from X.,True,Yes
1023,A is different from A.,"Given the previous statements, is E different from A?",No,E is not different from A.,False,Yes
1121,D is different from D.,"Given the previous statements, is G different from D?",No,G is not different from D.,False,Yes
6,A is different from C.,"Given the previous statements, is C diferent from A?",Yes,C is different from A.,True,Yes
1392,J is different from J.,"Given the previous statements, is X different from J?",No,X is not different from J.,False,Yes
311,H is different from N.,"Given the previous statements, is N diferent from H?",Yes,N is different from H.,True,Yes
431,K is different from B.,"Given the previous statements, is B diferent from K?",Yes,B is different from K.,True,Yes
1082,C is different from C.,"Given the previous statements, is F different from C?",No,F is not different from C.,False,Yes
696,R is different from D.,"Given the previous statements, is D diferent from R?",Yes,D is different from R.,True,Yes
1187,E is different from E.,"Given the previous statements, is W different from E?",No,W is not different from E.,False,Yes
1825,U is different from U.,"Given the previous statements, is V different from U?",No,V is not different from U.,False,Yes
1087,C is different from C.,"Given the previous statements, is B different from C?",No,B is not different from C.,False,Yes
78,B is different from Q.,"Given the previous statements, is Q diferent from B?",Yes,Q is different from B.,True,Yes
910,W is different from O.,"Given the previous statements, is O diferent from W?",Yes,O is different from W.,True,Yes
584,O is different from R.,"Given the previous statements, is R diferent from O?",Yes,R is different from O.,True,Yes
1736,S is different from S.,"Given the previous statements, is T different from S?",No,T is not different from S.,False,Yes
1344,I is different from I.,"Given the previous statements, is X different from I?",No,X is not different from I.,False,Yes
1362,J is different from J.,"Given the previous statements, is C different from J?",No,C is not different from J.,False,Yes
1933,X is different from X.,"Given the previous statements, is V different from X?",No,V is not different from X.,False,Yes
1267,G is different from G.,"Given the previous statements, is S different from G?",No,S is not different from G.,False,Yes
1489,M is different from M.,"Given the previous statements, is R different from M?",No,R is not different from M.,False,Yes
208,F is different from B.,"Given the previous statements, is B diferent from F?",Yes,B is different from F.,True,Yes
299,H is different from J.,"Given the previous statements, is J diferent from H?",Yes,J is different from H.,True,Yes
341,I is different from L.,"Given the previous statements, is L diferent from I?",Yes,L is different from I.,True,Yes
1594,O is different from O.,"Given the previous statements, is S different from O?",No,S is not different from O.,False,Yes
504,M is different from L.,"Given the previous statements, is L diferent from M?",Yes,L is different from M.,True,Yes
510,M is different from G.,"Given the previous statements, is G diferent from M?",Yes,G is different from M.,True,Yes
326,I is different from G.,"Given the previous statements, is G diferent from I?",Yes,G is different from I.,True,Yes
1902,W is different from W.,"Given the previous statements, is X different from W?",No,X is not different from W.,False,Yes
1347,I is different from I.,"Given the previous statements, is X different from I?",No,X is not different from I.,False,Yes
46,B is different from P.,"Given the previous statements, is P diferent from B?",Yes,P is different from B.,True,Yes
1719,R is different from R.,"Given the previous statements, is B different from R?",No,B is not different from R.,False,Yes
1277,G is different from G.,"Given the previous statements, is S different from G?",No,S is not different from G.,False,Yes
545,N is different from P.,"Given the previous statements, is P diferent from N?",Yes,P is different from N.,True,Yes
1454,L is different from L.,"Given the previous statements, is J different from L?",No,J is not different from L.,False,Yes
565,O is different from E.,"Given the previous statements, is E diferent from O?",Yes,E is different from O.,True,Yes
737,S is different from A.,"Given the previous statements, is A diferent from S?",Yes,A is different from S.,True,Yes
1730,S is different from S.,"Given the previous statements, is B different from S?",No,B is not different from S.,False,Yes
1726,S is different from S.,"Given the previous statements, is R different from S?",No,R is not different from S.,False,Yes
514,M is different from F.,"Given the previous statements, is F diferent from M?",Yes,F is different from M.,True,Yes
1507,M is different from M.,"Given the previous statements, is D different from M?",No,D is not different from M.,False,Yes
1563,O is different from O.,"Given the previous statements, is T different from O?",No,T is not different from O.,False,Yes
1619,P is different from P.,"Given the previous statements, is L different from P?",No,L is not different from P.,False,Yes
186,E is different from C.,"Given the previous statements, is C diferent from E?",Yes,C is different from E.,True,Yes
728,S is different from N.,"Given the previous statements, is N diferent from S?",Yes,N is different from S.,True,Yes
1520,M is different from M.,"Given the previous statements, is P different from M?",No,P is not different from M.,False,Yes
846,V is different from A.,"Given the previous statements, is A diferent from V?",Yes,A is different from V.,True,Yes
984,Y is different from T.,"Given the previous statements, is T diferent from Y?",Yes,T is different from Y.,True,Yes
375,J is different from N.,"Given the previous statements, is N diferent from J?",Yes,N is different from J.,True,Yes
147,D is different from K.,"Given the previous statements, is K diferent from D?",Yes,K is different from D.,True,Yes
1100,C is different from C.,"Given the previous statements, is N different from C?",No,N is not different from C.,False,Yes
463,L is different from Y.,"Given the previous statements, is Y diferent from L?",Yes,Y is different from L.,True,Yes
1128,D is different from D.,"Given the previous statements, is X different from D?",No,X is not different from D.,False,Yes
1161,E is different from E.,"Given the previous statements, is S different from E?",No,S is not different from E.,False,Yes
904,W is different from Y.,"Given the previous statements, is Y diferent from W?",Yes,Y is different from W.,True,Yes
1264,G is different from G.,"Given the previous statements, is F different from G?",No,F is not different from G.,False,Yes
1327,I is different from I.,"Given the previous statements, is V different from I?",No,V is not different from I.,False,Yes
1103,C is different from C.,"Given the previous statements, is Y different from C?",No,Y is not different from C.,False,Yes
467,L is different from I.,"Given the previous statements, is I diferent from L?",Yes,I is different from L.,True,No
1138,D is different from D.,"Given the previous statements, is Q different from D?",No,Q is not different from D.,False,Yes
684,R is different from P.,"Given the previous statements, is P diferent from R?",Yes,P is different from R.,True,Yes
769,T is different from I.,"Given the previous statements, is I diferent from T?",Yes,I is different from T.,True,Yes
436,K is different from Z.,"Given the previous statements, is Z diferent from K?",Yes,Z is different from K.,True,Yes
408,K is different from Y.,"Given the previous statements, is Y diferent from K?",Yes,Y is different from K.,True,Yes
1253,G is different from G.,"Given the previous statements, is P different from G?",No,P is not different from G.,False,Yes
1447,L is different from L.,"Given the previous statements, is R different from L?",No,R is not different from L.,False,Yes
1648,Q is different from Q.,"Given the previous statements, is L different from Q?",No,L is not different from Q.,False,Yes
768,T is different from B.,"Given the previous statements, is B diferent from T?",Yes,B is different from T.,True,Yes
316,H is different from A.,"Given the previous statements, is A diferent from H?",Yes,A is different from H.,True,Yes
1991,Y is different from Y.,"Given the previous statements, is S different from Y?",No,S is not different from Y.,False,Yes
12,A is different from I.,"Given the previous statements, is I diferent from A?",Yes,I is different from A.,True,Yes
1446,L is different from L.,"Given the previous statements, is Q different from L?",No,Q is not different from L.,False,Yes
1658,Q is different from Q.,"Given the previous statements, is N different from Q?",No,N is not different from Q.,False,Yes
1715,R is different from R.,"Given the previous statements, is L different from R?",No,L is not different from R.,False,Yes
1503,M is different from M.,"Given the previous statements, is A different from M?",No,A is not different from M.,False,Yes
1266,G is different from G.,"Given the previous statements, is P different from G?",No,P is not different from G.,False,Yes
117,C is different from A.,"Given the previous statements, is A diferent from C?",Yes,A is different from C.,True,Yes
29,A is different from K.,"Given the previous statements, is K diferent from A?",Yes,K is different from A.,True,Yes
1753,S is different from S.,"Given the previous statements, is V different from S?",No,V is not different from S.,False,Yes
437,K is different from E.,"Given the previous statements, is E diferent from K?",Yes,E is different from K.,True,Yes
683,R is different from T.,"Given the previous statements, is T diferent from R?",Yes,T is different from R.,True,Yes
959,X is different from V.,"Given the previous statements, is V diferent from X?",Yes,V is different from X.,True,Yes
697,R is different from V.,"Given the previous statements, is V diferent from R?",Yes,V is different from R.,True,Yes
852,V is different from R.,"Given the previous statements, is R diferent from V?",Yes,R is different from V.,True,Yes
958,X is different from J.,"Given the previous statements, is J diferent from X?",Yes,J is different from X.,True,Yes
511,M is different from D.,"Given the previous statements, is D diferent from M?",Yes,D is different from M.,True,No
211,F is different from Q.,"Given the previous statements, is Q diferent from F?",Yes,Q is different from F.,True,Yes
825,U is different from W.,"Given the previous statements, is W diferent from U?",Yes,W is different from U.,True,Yes
1141,D is different from D.,"Given the previous statements, is L different from D?",No,L is not different from D.,False,Yes
570,O is different from T.,"Given the previous statements, is T diferent from O?",Yes,T is different from O.,True,Yes
449,L is different from E.,"Given the previous statements, is E diferent from L?",Yes,E is different from L.,True,Yes
770,T is different from K.,"Given the previous statements, is K diferent from T?",Yes,K is different from T.,True,Yes
1688,R is different from R.,"Given the previous statements, is T different from R?",No,T is not different from R.,False,Yes
1037,A is different from A.,"Given the previous statements, is W different from A?",No,W is not different from A.,False,Yes
1450,L is different from L.,"Given the previous statements, is E different from L?",No,E is not different from L.,False,Yes
1016,A is different from A.,"Given the previous statements, is Z different from A?",No,Z is not different from A.,False,Yes
1178,E is different from E.,"Given the previous statements, is H different from E?",No,H is not different from E.,False,Yes
771,T is different from K.,"Given the previous statements, is K diferent from T?",Yes,K is different from T.,True,Yes
1152,D is different from D.,"Given the previous statements, is W different from D?",No,W is not different from D.,False,Yes
1208,F is different from F.,"Given the previous statements, is G different from F?",No,G is not different from F.,False,Yes
1231,F is different from F.,"Given the previous statements, is R different from F?",No,R is not different from F.,False,Yes
1279,G is different from G.,"Given the previous statements, is F different from G?",No,F is not different from G.,False,Yes
1541,N is different from N.,"Given the previous statements, is J different from N?",No,J is not different from N.,False,Yes
232,F is different from T.,"Given the previous statements, is T diferent from F?",Yes,T is different from F.,True,Yes
519,M is different from Q.,"Given the previous statements, is Q diferent from M?",Yes,Q is different from M.,True,Yes
1296,H is different from H.,"Given the previous statements, is J different from H?",No,J is not different from H.,False,Yes
1809,U is different from U.,"Given the previous statements, is A different from U?",No,A is not different from U.,False,Yes
1515,M is different from M.,"Given the previous statements, is P different from M?",No,P is not different from M.,False,Yes
1070,B is different from B.,"Given the previous statements, is Z different from B?",No,Z is not different from B.,False,Yes
1968,Y is different from Y.,"Given the previous statements, is Q different from Y?",No,Q is not different from Y.,False,Yes
502,M is different from E.,"Given the previous statements, is E diferent from M?",Yes,E is different from M.,True,Yes
1076,B is different from B.,"Given the previous statements, is P different from B?",No,P is not different from B.,False,Yes
1698,R is different from R.,"Given the previous statements, is J different from R?",No,J is not different from R.,False,Yes
451,L is different from Y.,"Given the previous statements, is Y diferent from L?",Yes,Y is different from L.,True,Yes
687,R is different from I.,"Given the previous statements, is I diferent from R?",Yes,I is different from R.,True,Yes
95,C is different from Y.,"Given the previous statements, is Y diferent from C?",Yes,Y is different from C.,True,Yes
1774,T is different from T.,"Given the previous statements, is H different from T?",No,H is not different from T.,False,Yes
168,E is different from T.,"Given the previous statements, is T diferent from E?",Yes,T is different from E.,True,Yes
1723,S is different from S.,"Given the previous statements, is P different from S?",No,P is not different from S.,False,Yes
730,S is different from T.,"Given the previous statements, is T diferent from S?",Yes,T is different from S.,True,Yes
1650,Q is different from Q.,"Given the previous statements, is I different from Q?",No,I is not different from Q.,False,Yes
347,I is different from P.,"Given the previous statements, is P diferent from I?",Yes,P is different from I.,True,Yes
1501,M is different from M.,"Given the previous statements, is N different from M?",No,N is not different from M.,False,Yes
1478,L is different from L.,"Given the previous statements, is G different from L?",No,G is not different from L.,False,Yes
27,A is different from T.,"Given the previous statements, is T diferent from A?",Yes,T is different from A.,True,Yes
991,Y is different from Q.,"Given the previous statements, is Q diferent from Y?",Yes,Q is different from Y.,True,Yes
77,B is different from P.,"Given the previous statements, is P diferent from B?",Yes,P is different from B.,True,Yes
1373,J is different from J.,"Given the previous statements, is O different from J?",No,O is not different from J.,False,Yes
1270,G is different from G.,"Given the previous statements, is C different from G?",No,C is not different from G.,False,Yes
1868,V is different from V.,"Given the previous statements, is Q different from V?",No,Q is not different from V.,False,Yes
686,R is different from Q.,"Given the previous statements, is Q diferent from R?",Yes,Q is different from R.,True,Yes
327,I is different from U.,"Given the previous statements, is U diferent from I?",Yes,U is different from I.,True,Yes
951,X is different from G.,"Given the previous statements, is G diferent from X?",Yes,G is different from X.,True,Yes
667,Q is different from R.,"Given the previous statements, is R diferent from Q?",Yes,R is different from Q.,True,Yes
522,N is different from A.,"Given the previous statements, is A diferent from N?",Yes,A is different from N.,True,Yes
512,M is different from B.,"Given the previous statements, is B diferent from M?",Yes,B is different from M.,True,Yes
1690,R is different from R.,"Given the previous statements, is Y different from R?",No,Y is not different from R.,False,Yes
1849,V is different from V.,"Given the previous statements, is T different from V?",No,T is not different from V.,False,Yes
54,B is different from R.,"Given the previous statements, is R diferent from B?",Yes,R is different from B.,True,Yes
173,E is different from C.,"Given the previous statements, is C diferent from E?",Yes,C is different from E.,True,Yes
1465,L is different from L.,"Given the previous statements, is O different from L?",No,O is not different from L.,False,Yes
257,G is different from R.,"Given the previous statements, is R diferent from G?",Yes,R is different from G.,True,Yes
144,D is different from P.,"Given the previous statements, is P diferent from D?",Yes,P is different from D.,True,Yes
1607,P is different from P.,"Given the previous statements, is D different from P?",No,D is not different from P.,False,Yes
503,M is different from G.,"Given the previous statements, is G diferent from M?",Yes,G is different from M.,True,Yes
69,B is different from Z.,"Given the previous statements, is Z diferent from B?",Yes,Z is different from B.,True,Yes
240,F is different from P.,"Given the previous statements, is P diferent from F?",Yes,P is different from F.,True,Yes
1064,B is different from B.,"Given the previous statements, is H different from B?",No,H is not different from B.,False,Yes
647,Q is different from I.,"Given the previous statements, is I diferent from Q?",Yes,I is different from Q.,True,No
1881,W is different from W.,"Given the previous statements, is M different from W?",No,M is not different from W.,False,No
351,I is different from L.,"Given the previous statements, is L diferent from I?",Yes,L is different from I.,True,Yes
811,U is different from P.,"Given the previous statements, is P diferent from U?",Yes,P is different from U.,True,Yes
588,O is different from C.,"Given the previous statements, is C diferent from O?",Yes,C is different from O.,True,Yes
1448,L is different from L.,"Given the previous statements, is O different from L?",No,O is not different from L.,False,No
158,D is different from N.,"Given the previous statements, is N diferent from D?",Yes,N is different from D.,True,Yes
1354,I is different from I.,"Given the previous statements, is O different from I?",No,O is not different from I.,False,Yes
1377,J is different from J.,"Given the previous statements, is F different from J?",No,F is not different from J.,False,Yes
660,Q is different from L.,"Given the previous statements, is L diferent from Q?",Yes,L is different from Q.,True,Yes
1692,R is different from R.,"Given the previous statements, is M different from R?",No,M is not different from R.,False,Yes
773,T is different from H.,"Given the previous statements, is H diferent from T?",Yes,H is different from T.,True,Yes
26,A is different from L.,"Given the previous statements, is L diferent from A?",Yes,L is different from A.,True,Yes
1407,K is different from K.,"Given the previous statements, is Z different from K?",No,Z is not different from K.,False,Yes
1964,Y is different from Y.,"Given the previous statements, is Z different from Y?",No,Z is not different from Y.,False,Yes
1091,C is different from C.,"Given the previous statements, is W different from C?",No,W is not different from C.,False,Yes
1254,G is different from G.,"Given the previous statements, is Q different from G?",No,Q is not different from G.,False,Yes
285,H is different from V.,"Given the previous statements, is V diferent from H?",Yes,V is different from H.,True,Yes
1401,K is different from K.,"Given the previous statements, is Y different from K?",No,Y is not different from K.,False,Yes
1888,W is different from W.,"Given the previous statements, is U different from W?",No,U is not different from W.,False,No
1994,Y is different from Y.,"Given the previous statements, is X different from Y?",No,X is not different from Y.,False,Yes
981,Y is different from A.,"Given the previous statements, is A diferent from Y?",Yes,A is different from Y.,True,Yes
655,Q is different from N.,"Given the previous statements, is N diferent from Q?",Yes,N is different from Q.,True,Yes
226,F is different from I.,"Given the previous statements, is I diferent from F?",Yes,I is different from F.,True,Yes
1195,E is different from E.,"Given the previous statements, is X different from E?",No,X is not different from E.,False,No
500,M is different from H.,"Given the previous statements, is H diferent from M?",Yes,H is different from M.,True,Yes
1494,M is different from M.,"Given the previous statements, is N different from M?",No,N is not different from M.,False,No
892,W is different from U.,"Given the previous statements, is U diferent from W?",Yes,U is different from W.,True,Yes
946,X is different from R.,"Given the previous statements, is R diferent from X?",Yes,R is different from X.,True,Yes
1111,C is different from C.,"Given the previous statements, is J different from C?",No,J is not different from C.,False,Yes
1487,M is different from M.,"Given the previous statements, is A different from M?",No,A is not different from M.,False,Yes
345,I is different from F.,"Given the previous statements, is F diferent from I?",Yes,F is different from I.,True,Yes
1633,P is different from P.,"Given the previous statements, is Y different from P?",No,Y is not different from P.,False,Yes
1988,Y is different from Y.,"Given the previous statements, is L different from Y?",No,L is not different from Y.,False,Yes
1370,J is different from J.,"Given the previous statements, is N different from J?",No,N is not different from J.,False,Yes
254,G is different from X.,"Given the previous statements, is X diferent from G?",Yes,X is different from G.,True,Yes
1481,M is different from M.,"Given the previous statements, is I different from M?",No,I is not different from M.,False,Yes
344,I is different from G.,"Given the previous statements, is G diferent from I?",Yes,G is different from I.,True,Yes
419,K is different from Y.,"Given the previous statements, is Y diferent from K?",Yes,Y is different from K.,True,Yes
938,X is different from Z.,"Given the previous statements, is Z diferent from X?",Yes,Z is different from X.,True,Yes
1281,H is different from H.,"Given the previous statements, is I different from H?",No,I is not different from H.,False,Yes
1188,E is different from E.,"Given the previous statements, is D different from E?",No,D is not different from E.,False,Yes
1560,N is different from N.,"Given the previous statements, is K different from N?",No,K is not different from N.,False,Yes
448,L is different from F.,"Given the previous statements, is F diferent from L?",Yes,F is different from L.,True,No
1482,M is different from M.,"Given the previous statements, is A different from M?",No,A is not different from M.,False,Yes
1566,O is different from O.,"Given the previous statements, is D different from O?",No,D is not different from O.,False,Yes
51,B is different from W.,"Given the previous statements, is W diferent from B?",Yes,W is different from B.,True,Yes
572,O is different from H.,"Given the previous statements, is H diferent from O?",Yes,H is different from O.,True,Yes
1635,P is different from P.,"Given the previous statements, is R different from P?",No,R is not different from P.,False,Yes
1891,W is different from W.,"Given the previous statements, is V different from W?",No,V is not different from W.,False,No
67,B is different from U.,"Given the previous statements, is U diferent from B?",Yes,U is different from B.,True,Yes
1414,K is different from K.,"Given the previous statements, is A different from K?",No,A is not different from K.,False,Yes
50,B is different from Y.,"Given the previous statements, is Y diferent from B?",Yes,Y is different from B.,True,Yes
1772,T is different from T.,"Given the previous statements, is E different from T?",No,E is not different from T.,False,Yes
1769,T is different from T.,"Given the previous statements, is A different from T?",No,A is not different from T.,False,Yes
1597,O is different from O.,"Given the previous statements, is F different from O?",No,F is not different from O.,False,Yes
1947,X is different from X.,"Given the previous statements, is E different from X?",No,E is not different from X.,False,Yes
