ID,triple1,triple2,question,answer,inferred triple,label
515,F G R.,G has domain J.,"Given the previous statements, is F a J?",Yes,F is a J.,True
516,F G X.,G has domain K.,"Given the previous statements, is F a K?",Yes,F is a K.,True
517,F D Z.,D has domain O.,"Given the previous statements, is F a O?",Yes,F is a O.,True
518,F C X.,C has domain J.,"Given the previous statements, is F a J?",Yes,F is a J.,True
519,F N U.,N has domain L.,"Given the previous statements, is F a L?",Yes,F is a L.,True
520,F Z N.,Z has domain E.,"Given the previous statements, is F a E?",Yes,F is a E.,True
521,F K A.,K has domain J.,"Given the previous statements, is F a J?",Yes,F is a J.,True
522,F R K.,R has domain G.,"Given the previous statements, is F a G?",Yes,F is a G.,True
523,F I A.,I has domain W.,"Given the previous statements, is F a W?",Yes,F is a W.,True
524,F Q P.,Q has domain Z.,"Given the previous statements, is F a Z?",Yes,F is a Z.,True
525,F I P.,I has domain E.,"Given the previous statements, is F a E?",Yes,F is a E.,True
526,F B R.,B has domain Y.,"Given the previous statements, is F a Y?",Yes,F is a Y.,True
527,F Y O.,Y has domain M.,"Given the previous statements, is F a M?",Yes,F is a M.,True
528,F Z W.,Z has domain D.,"Given the previous statements, is F a D?",Yes,F is a D.,True
529,F T G.,T has domain H.,"Given the previous statements, is F a H?",Yes,F is a H.,True
530,F B D.,B has domain R.,"Given the previous statements, is F a R?",Yes,F is a R.,True
531,F T S.,T has domain C.,"Given the previous statements, is F a C?",Yes,F is a C.,True
532,F Z T.,Z has domain K.,"Given the previous statements, is F a K?",Yes,F is a K.,True
533,F O Y.,O has domain H.,"Given the previous statements, is F a H?",Yes,F is a H.,True
534,F V Q.,V has domain D.,"Given the previous statements, is F a D?",Yes,F is a D.,True
535,F R U.,R has domain V.,"Given the previous statements, is F a V?",Yes,F is a V.,True
536,F C V.,C has domain Z.,"Given the previous statements, is F a Z?",Yes,F is a Z.,True
537,F M D.,M has domain N.,"Given the previous statements, is F a N?",Yes,F is a N.,True
538,F N L.,N has domain O.,"Given the previous statements, is F a O?",Yes,F is a O.,True
539,F I Z.,I has domain L.,"Given the previous statements, is F a L?",Yes,F is a L.,True
540,F R C.,R has domain P.,"Given the previous statements, is F a P?",Yes,F is a P.,True
541,F T A.,T has domain R.,"Given the previous statements, is F a R?",Yes,F is a R.,True
542,F S Y.,S has domain H.,"Given the previous statements, is F a H?",Yes,F is a H.,True
543,F M Z.,M has domain O.,"Given the previous statements, is F a O?",Yes,F is a O.,True
544,F E M.,E has domain L.,"Given the previous statements, is F a L?",Yes,F is a L.,True
545,F Q J.,Q has domain A.,"Given the previous statements, is F a A?",Yes,F is a A.,True
546,F N C.,N has domain O.,"Given the previous statements, is F a O?",Yes,F is a O.,True
547,F I H.,I has domain Z.,"Given the previous statements, is F a Z?",Yes,F is a Z.,True
548,F Y U.,Y has domain R.,"Given the previous statements, is F a R?",Yes,F is a R.,True
549,F Q S.,Q has domain P.,"Given the previous statements, is F a P?",Yes,F is a P.,True
550,F S N.,S has domain Q.,"Given the previous statements, is F a Q?",Yes,F is a Q.,True
551,F P U.,P has domain G.,"Given the previous statements, is F a G?",Yes,F is a G.,True
552,F P R.,P has domain D.,"Given the previous statements, is F a D?",Yes,F is a D.,True
553,F S A.,S has domain M.,"Given the previous statements, is F a M?",Yes,F is a M.,True
554,F O P.,O has domain Y.,"Given the previous statements, is F a Y?",Yes,F is a Y.,True
555,F U K.,U has domain I.,"Given the previous statements, is F a I?",Yes,F is a I.,True
556,F N C.,N has domain K.,"Given the previous statements, is F a K?",Yes,F is a K.,True
557,F K U.,K has domain D.,"Given the previous statements, is F a D?",Yes,F is a D.,True
558,F Q R.,Q has domain J.,"Given the previous statements, is F a J?",Yes,F is a J.,True
559,F Q R.,Q has domain V.,"Given the previous statements, is F a V?",Yes,F is a V.,True
560,F N Q.,N has domain A.,"Given the previous statements, is F a A?",Yes,F is a A.,True
561,F P N.,P has domain K.,"Given the previous statements, is F a K?",Yes,F is a K.,True
562,F P T.,P has domain B.,"Given the previous statements, is F a B?",Yes,F is a B.,True
563,F A U.,A has domain O.,"Given the previous statements, is F a O?",Yes,F is a O.,True
564,F G W.,G has domain X.,"Given the previous statements, is F a X?",Yes,F is a X.,True
565,F O K.,O has domain C.,"Given the previous statements, is F a C?",Yes,F is a C.,True
566,F J N.,J has domain O.,"Given the previous statements, is F a O?",Yes,F is a O.,True
567,F I Z.,I has domain E.,"Given the previous statements, is F a E?",Yes,F is a E.,True
568,F T D.,T has domain P.,"Given the previous statements, is F a P?",Yes,F is a P.,True
569,F G O.,G has domain J.,"Given the previous statements, is F a J?",Yes,F is a J.,True
570,F H L.,H has domain N.,"Given the previous statements, is F a N?",Yes,F is a N.,True
571,F B T.,B has domain G.,"Given the previous statements, is F a G?",Yes,F is a G.,True
572,F D Y.,D has domain T.,"Given the previous statements, is F a T?",Yes,F is a T.,True
573,F M N.,M has domain S.,"Given the previous statements, is F a S?",Yes,F is a S.,True
574,F W N.,W has domain L.,"Given the previous statements, is F a L?",Yes,F is a L.,True
575,F L T.,L has domain U.,"Given the previous statements, is F a U?",Yes,F is a U.,True
576,F E Y.,E has domain H.,"Given the previous statements, is F a H?",Yes,F is a H.,True
577,F X G.,X has domain D.,"Given the previous statements, is F a D?",Yes,F is a D.,True
578,F A M.,A has domain G.,"Given the previous statements, is F a G?",Yes,F is a G.,True
579,F E S.,E has domain D.,"Given the previous statements, is F a D?",Yes,F is a D.,True
580,F E B.,E has domain O.,"Given the previous statements, is F a O?",Yes,F is a O.,True
581,F I Q.,I has domain C.,"Given the previous statements, is F a C?",Yes,F is a C.,True
582,F V P.,V has domain K.,"Given the previous statements, is F a K?",Yes,F is a K.,True
583,F S P.,S has domain R.,"Given the previous statements, is F a R?",Yes,F is a R.,True
584,F H I.,H has domain Z.,"Given the previous statements, is F a Z?",Yes,F is a Z.,True
585,F K U.,K has domain J.,"Given the previous statements, is F a J?",Yes,F is a J.,True
586,F N L.,N has domain D.,"Given the previous statements, is F a D?",Yes,F is a D.,True
587,F M C.,M has domain H.,"Given the previous statements, is F a H?",Yes,F is a H.,True
588,F T A.,T has domain S.,"Given the previous statements, is F a S?",Yes,F is a S.,True
589,F D V.,D has domain I.,"Given the previous statements, is F a I?",Yes,F is a I.,True
590,F P G.,P has domain R.,"Given the previous statements, is F a R?",Yes,F is a R.,True
591,F B Z.,B has domain V.,"Given the previous statements, is F a V?",Yes,F is a V.,True
592,F J W.,J has domain G.,"Given the previous statements, is F a G?",Yes,F is a G.,True
593,F O J.,O has domain P.,"Given the previous statements, is F a P?",Yes,F is a P.,True
594,F J X.,J has domain R.,"Given the previous statements, is F a R?",Yes,F is a R.,True
595,F W J.,W has domain U.,"Given the previous statements, is F a U?",Yes,F is a U.,True
596,F Q Z.,Q has domain L.,"Given the previous statements, is F a L?",Yes,F is a L.,True
597,F O I.,O has domain Z.,"Given the previous statements, is F a Z?",Yes,F is a Z.,True
598,F U R.,U has domain Q.,"Given the previous statements, is F a Q?",Yes,F is a Q.,True
599,F K X.,K has domain Y.,"Given the previous statements, is F a Y?",Yes,F is a Y.,True
600,F V A.,V has domain R.,"Given the previous statements, is F a R?",Yes,F is a R.,True
601,G K Q.,K has domain T.,"Given the previous statements, is G a T?",Yes,G is a T.,True
602,G H J.,H has domain T.,"Given the previous statements, is G a T?",Yes,G is a T.,True
603,G J D.,J has domain Y.,"Given the previous statements, is G a Y?",Yes,G is a Y.,True
604,G Y N.,Y has domain L.,"Given the previous statements, is G a L?",Yes,G is a L.,True
605,G M V.,M has domain U.,"Given the previous statements, is G a U?",Yes,G is a U.,True
606,G H L.,H has domain A.,"Given the previous statements, is G a A?",Yes,G is a A.,True
607,G X B.,X has domain K.,"Given the previous statements, is G a K?",Yes,G is a K.,True
608,G S T.,S has domain B.,"Given the previous statements, is G a B?",Yes,G is a B.,True
609,G W C.,W has domain F.,"Given the previous statements, is G a F?",Yes,G is a F.,True
610,G N Q.,N has domain M.,"Given the previous statements, is G a M?",Yes,G is a M.,True
611,G C B.,C has domain I.,"Given the previous statements, is G a I?",Yes,G is a I.,True
612,G M W.,M has domain D.,"Given the previous statements, is G a D?",Yes,G is a D.,True
613,G V B.,V has domain Q.,"Given the previous statements, is G a Q?",Yes,G is a Q.,True
614,G U Q.,U has domain I.,"Given the previous statements, is G a I?",Yes,G is a I.,True
615,G Q V.,Q has domain A.,"Given the previous statements, is G a A?",Yes,G is a A.,True
616,G A E.,A has domain P.,"Given the previous statements, is G a P?",Yes,G is a P.,True
617,G Q D.,Q has domain W.,"Given the previous statements, is G a W?",Yes,G is a W.,True
618,G O K.,O has domain W.,"Given the previous statements, is G a W?",Yes,G is a W.,True
619,G D C.,D has domain Z.,"Given the previous statements, is G a Z?",Yes,G is a Z.,True
620,G U B.,U has domain H.,"Given the previous statements, is G a H?",Yes,G is a H.,True
621,G V Q.,V has domain Y.,"Given the previous statements, is G a Y?",Yes,G is a Y.,True
622,G Z E.,Z has domain Q.,"Given the previous statements, is G a Q?",Yes,G is a Q.,True
623,G S Q.,S has domain B.,"Given the previous statements, is G a B?",Yes,G is a B.,True
624,G K U.,K has domain F.,"Given the previous statements, is G a F?",Yes,G is a F.,True
625,G B A.,B has domain I.,"Given the previous statements, is G a I?",Yes,G is a I.,True
626,G J F.,J has domain P.,"Given the previous statements, is G a P?",Yes,G is a P.,True
627,G X Z.,X has domain O.,"Given the previous statements, is G a O?",Yes,G is a O.,True
628,G J K.,J has domain U.,"Given the previous statements, is G a U?",Yes,G is a U.,True
629,G B W.,B has domain X.,"Given the previous statements, is G a X?",Yes,G is a X.,True
630,G H B.,H has domain T.,"Given the previous statements, is G a T?",Yes,G is a T.,True
631,G A Q.,A has domain O.,"Given the previous statements, is G a O?",Yes,G is a O.,True
632,G J Q.,J has domain F.,"Given the previous statements, is G a F?",Yes,G is a F.,True
633,G Q C.,Q has domain U.,"Given the previous statements, is G a U?",Yes,G is a U.,True
634,G P B.,P has domain D.,"Given the previous statements, is G a D?",Yes,G is a D.,True
635,G M O.,M has domain P.,"Given the previous statements, is G a P?",Yes,G is a P.,True
636,G W B.,W has domain X.,"Given the previous statements, is G a X?",Yes,G is a X.,True
637,G N L.,N has domain J.,"Given the previous statements, is G a J?",Yes,G is a J.,True
638,G W N.,W has domain H.,"Given the previous statements, is G a H?",Yes,G is a H.,True
639,G S Z.,S has domain C.,"Given the previous statements, is G a C?",Yes,G is a C.,True
640,G Q S.,Q has domain W.,"Given the previous statements, is G a W?",Yes,G is a W.,True
641,G V M.,V has domain U.,"Given the previous statements, is G a U?",Yes,G is a U.,True
642,G R Y.,R has domain X.,"Given the previous statements, is G a X?",Yes,G is a X.,True
643,G E K.,E has domain Y.,"Given the previous statements, is G a Y?",Yes,G is a Y.,True
644,G F C.,F has domain X.,"Given the previous statements, is G a X?",Yes,G is a X.,True
645,G M C.,M has domain P.,"Given the previous statements, is G a P?",Yes,G is a P.,True
646,G U Q.,U has domain N.,"Given the previous statements, is G a N?",Yes,G is a N.,True
647,G A Z.,A has domain V.,"Given the previous statements, is G a V?",Yes,G is a V.,True
648,G Z V.,Z has domain N.,"Given the previous statements, is G a N?",Yes,G is a N.,True
649,G I W.,I has domain E.,"Given the previous statements, is G a E?",Yes,G is a E.,True
650,G X Q.,X has domain I.,"Given the previous statements, is G a I?",Yes,G is a I.,True
651,G E Q.,E has domain O.,"Given the previous statements, is G a O?",Yes,G is a O.,True
652,G J K.,J has domain H.,"Given the previous statements, is G a H?",Yes,G is a H.,True
653,G V W.,V has domain D.,"Given the previous statements, is G a D?",Yes,G is a D.,True
654,G P W.,P has domain T.,"Given the previous statements, is G a T?",Yes,G is a T.,True
655,G X S.,X has domain F.,"Given the previous statements, is G a F?",Yes,G is a F.,True
656,G B Q.,B has domain T.,"Given the previous statements, is G a T?",Yes,G is a T.,True
657,G P V.,P has domain Q.,"Given the previous statements, is G a Q?",Yes,G is a Q.,True
658,G H R.,H has domain L.,"Given the previous statements, is G a L?",Yes,G is a L.,True
659,G K Q.,K has domain B.,"Given the previous statements, is G a B?",Yes,G is a B.,True
660,G S D.,S has domain O.,"Given the previous statements, is G a O?",Yes,G is a O.,True
661,G S N.,S has domain I.,"Given the previous statements, is G a I?",Yes,G is a I.,True
662,G S Z.,S has domain Q.,"Given the previous statements, is G a Q?",Yes,G is a Q.,True
663,G X C.,X has domain Q.,"Given the previous statements, is G a Q?",Yes,G is a Q.,True
664,G M E.,M has domain F.,"Given the previous statements, is G a F?",Yes,G is a F.,True
665,G F E.,F has domain V.,"Given the previous statements, is G a V?",Yes,G is a V.,True
666,G M S.,M has domain D.,"Given the previous statements, is G a D?",Yes,G is a D.,True
667,G C D.,C has domain L.,"Given the previous statements, is G a L?",Yes,G is a L.,True
668,G P D.,P has domain B.,"Given the previous statements, is G a B?",Yes,G is a B.,True
669,G X R.,X has domain L.,"Given the previous statements, is G a L?",Yes,G is a L.,True
670,G T V.,T has domain N.,"Given the previous statements, is G a N?",Yes,G is a N.,True
671,G K L.,K has domain T.,"Given the previous statements, is G a T?",Yes,G is a T.,True
672,G Y Z.,Y has domain N.,"Given the previous statements, is G a N?",Yes,G is a N.,True
673,G X W.,X has domain J.,"Given the previous statements, is G a J?",Yes,G is a J.,True
674,G I N.,I has domain H.,"Given the previous statements, is G a H?",Yes,G is a H.,True
675,G F P.,F has domain U.,"Given the previous statements, is G a U?",Yes,G is a U.,True
676,G I P.,I has domain W.,"Given the previous statements, is G a W?",Yes,G is a W.,True
677,G R I.,R has domain T.,"Given the previous statements, is G a T?",Yes,G is a T.,True
678,G X W.,X has domain Q.,"Given the previous statements, is G a Q?",Yes,G is a Q.,True
679,G W E.,W has domain N.,"Given the previous statements, is G a N?",Yes,G is a N.,True
680,G B N.,B has domain T.,"Given the previous statements, is G a T?",Yes,G is a T.,True
681,G O Z.,O has domain I.,"Given the previous statements, is G a I?",Yes,G is a I.,True
682,G T W.,T has domain S.,"Given the previous statements, is G a S?",Yes,G is a S.,True
683,G J R.,J has domain F.,"Given the previous statements, is G a F?",Yes,G is a F.,True
684,G K V.,K has domain P.,"Given the previous statements, is G a P?",Yes,G is a P.,True
685,G T E.,T has domain D.,"Given the previous statements, is G a D?",Yes,G is a D.,True
686,G F O.,F has domain S.,"Given the previous statements, is G a S?",Yes,G is a S.,True
687,G C N.,C has domain M.,"Given the previous statements, is G a M?",Yes,G is a M.,True
688,G V J.,V has domain M.,"Given the previous statements, is G a M?",Yes,G is a M.,True
689,G A L.,A has domain Z.,"Given the previous statements, is G a Z?",Yes,G is a Z.,True
690,G B D.,B has domain Q.,"Given the previous statements, is G a Q?",Yes,G is a Q.,True
691,G L N.,L has domain M.,"Given the previous statements, is G a M?",Yes,G is a M.,True
692,G L T.,L has domain K.,"Given the previous statements, is G a K?",Yes,G is a K.,True
693,G C K.,C has domain B.,"Given the previous statements, is G a B?",Yes,G is a B.,True
694,G C H.,C has domain M.,"Given the previous statements, is G a M?",Yes,G is a M.,True
695,G V O.,V has domain E.,"Given the previous statements, is G a E?",Yes,G is a E.,True
696,G X T.,X has domain D.,"Given the previous statements, is G a D?",Yes,G is a D.,True
697,G O U.,O has domain R.,"Given the previous statements, is G a R?",Yes,G is a R.,True
698,G S O.,S has domain I.,"Given the previous statements, is G a I?",Yes,G is a I.,True
699,G F T.,F has domain W.,"Given the previous statements, is G a W?",Yes,G is a W.,True
700,G Y H.,Y has domain K.,"Given the previous statements, is G a K?",Yes,G is a K.,True
701,H E T.,E has domain R.,"Given the previous statements, is H a R?",Yes,H is a R.,True
702,H B I.,B has domain T.,"Given the previous statements, is H a T?",Yes,H is a T.,True
703,H L E.,L has domain A.,"Given the previous statements, is H a A?",Yes,H is a A.,True
704,H Z W.,Z has domain A.,"Given the previous statements, is H a A?",Yes,H is a A.,True
705,H Y K.,Y has domain Q.,"Given the previous statements, is H a Q?",Yes,H is a Q.,True
706,H D F.,D has domain N.,"Given the previous statements, is H a N?",Yes,H is a N.,True
707,H J Q.,J has domain P.,"Given the previous statements, is H a P?",Yes,H is a P.,True
708,H D T.,D has domain V.,"Given the previous statements, is H a V?",Yes,H is a V.,True
709,H L E.,L has domain I.,"Given the previous statements, is H a I?",Yes,H is a I.,True
710,H P Y.,P has domain L.,"Given the previous statements, is H a L?",Yes,H is a L.,True
711,H C D.,C has domain N.,"Given the previous statements, is H a N?",Yes,H is a N.,True
712,H Q B.,Q has domain T.,"Given the previous statements, is H a T?",Yes,H is a T.,True
713,H V T.,V has domain A.,"Given the previous statements, is H a A?",Yes,H is a A.,True
714,H C Z.,C has domain X.,"Given the previous statements, is H a X?",Yes,H is a X.,True
715,H M R.,M has domain B.,"Given the previous statements, is H a B?",Yes,H is a B.,True
716,H W X.,W has domain J.,"Given the previous statements, is H a J?",Yes,H is a J.,True
717,H U I.,U has domain Z.,"Given the previous statements, is H a Z?",Yes,H is a Z.,True
718,H S Z.,S has domain T.,"Given the previous statements, is H a T?",Yes,H is a T.,True
719,H K X.,K has domain N.,"Given the previous statements, is H a N?",Yes,H is a N.,True
720,H I C.,I has domain Q.,"Given the previous statements, is H a Q?",Yes,H is a Q.,True
721,H W C.,W has domain K.,"Given the previous statements, is H a K?",Yes,H is a K.,True
722,H J W.,J has domain T.,"Given the previous statements, is H a T?",Yes,H is a T.,True
723,H A R.,A has domain C.,"Given the previous statements, is H a C?",Yes,H is a C.,True
724,H D P.,D has domain S.,"Given the previous statements, is H a S?",Yes,H is a S.,True
725,H N U.,N has domain T.,"Given the previous statements, is H a T?",Yes,H is a T.,True
726,H K W.,K has domain Z.,"Given the previous statements, is H a Z?",Yes,H is a Z.,True
727,H S F.,S has domain B.,"Given the previous statements, is H a B?",Yes,H is a B.,True
728,H F S.,F has domain D.,"Given the previous statements, is H a D?",Yes,H is a D.,True
729,H L W.,L has domain C.,"Given the previous statements, is H a C?",Yes,H is a C.,True
730,H G W.,G has domain S.,"Given the previous statements, is H a S?",Yes,H is a S.,True
731,H A R.,A has domain L.,"Given the previous statements, is H a L?",Yes,H is a L.,True
732,H K V.,K has domain Q.,"Given the previous statements, is H a Q?",Yes,H is a Q.,True
733,H B A.,B has domain L.,"Given the previous statements, is H a L?",Yes,H is a L.,True
734,H E Z.,E has domain T.,"Given the previous statements, is H a T?",Yes,H is a T.,True
735,H C V.,C has domain Z.,"Given the previous statements, is H a Z?",Yes,H is a Z.,True
736,H N Y.,N has domain O.,"Given the previous statements, is H a O?",Yes,H is a O.,True
737,H S M.,S has domain C.,"Given the previous statements, is H a C?",Yes,H is a C.,True
738,H D K.,D has domain T.,"Given the previous statements, is H a T?",Yes,H is a T.,True
739,H B L.,B has domain K.,"Given the previous statements, is H a K?",Yes,H is a K.,True
740,H A X.,A has domain K.,"Given the previous statements, is H a K?",Yes,H is a K.,True
741,H K F.,K has domain O.,"Given the previous statements, is H a O?",Yes,H is a O.,True
742,H I P.,I has domain G.,"Given the previous statements, is H a G?",Yes,H is a G.,True
743,H V R.,V has domain U.,"Given the previous statements, is H a U?",Yes,H is a U.,True
744,H Q S.,Q has domain M.,"Given the previous statements, is H a M?",Yes,H is a M.,True
745,H Z U.,Z has domain V.,"Given the previous statements, is H a V?",Yes,H is a V.,True
746,H B I.,B has domain S.,"Given the previous statements, is H a S?",Yes,H is a S.,True
747,H Z L.,Z has domain A.,"Given the previous statements, is H a A?",Yes,H is a A.,True
748,H Z Q.,Z has domain G.,"Given the previous statements, is H a G?",Yes,H is a G.,True
749,H E R.,E has domain V.,"Given the previous statements, is H a V?",Yes,H is a V.,True
750,H S A.,S has domain K.,"Given the previous statements, is H a K?",Yes,H is a K.,True
751,H I B.,I has domain J.,"Given the previous statements, is H a J?",Yes,H is a J.,True
752,H B J.,B has domain T.,"Given the previous statements, is H a T?",Yes,H is a T.,True
753,H U J.,U has domain M.,"Given the previous statements, is H a M?",Yes,H is a M.,True
754,H Y C.,Y has domain X.,"Given the previous statements, is H a X?",Yes,H is a X.,True
755,H N L.,N has domain Z.,"Given the previous statements, is H a Z?",Yes,H is a Z.,True
756,H P R.,P has domain B.,"Given the previous statements, is H a B?",Yes,H is a B.,True
757,H D X.,D has domain J.,"Given the previous statements, is H a J?",Yes,H is a J.,True
758,H Y F.,Y has domain S.,"Given the previous statements, is H a S?",Yes,H is a S.,True
759,H P Y.,P has domain Q.,"Given the previous statements, is H a Q?",Yes,H is a Q.,True
760,H U F.,U has domain Q.,"Given the previous statements, is H a Q?",Yes,H is a Q.,True
761,H L S.,L has domain E.,"Given the previous statements, is H a E?",Yes,H is a E.,True
762,H X S.,X has domain B.,"Given the previous statements, is H a B?",Yes,H is a B.,True
763,H R M.,R has domain Z.,"Given the previous statements, is H a Z?",Yes,H is a Z.,True
764,H S E.,S has domain N.,"Given the previous statements, is H a N?",Yes,H is a N.,True
765,H Y A.,Y has domain O.,"Given the previous statements, is H a O?",Yes,H is a O.,True
766,H K U.,K has domain F.,"Given the previous statements, is H a F?",Yes,H is a F.,True
767,H B V.,B has domain O.,"Given the previous statements, is H a O?",Yes,H is a O.,True
768,H Y O.,Y has domain W.,"Given the previous statements, is H a W?",Yes,H is a W.,True
769,H K C.,K has domain A.,"Given the previous statements, is H a A?",Yes,H is a A.,True
770,H O M.,O has domain B.,"Given the previous statements, is H a B?",Yes,H is a B.,True
771,H K C.,K has domain O.,"Given the previous statements, is H a O?",Yes,H is a O.,True
772,H Y T.,Y has domain I.,"Given the previous statements, is H a I?",Yes,H is a I.,True
773,H N P.,N has domain J.,"Given the previous statements, is H a J?",Yes,H is a J.,True
774,H E B.,E has domain D.,"Given the previous statements, is H a D?",Yes,H is a D.,True
775,H P Q.,P has domain V.,"Given the previous statements, is H a V?",Yes,H is a V.,True
776,H U I.,U has domain P.,"Given the previous statements, is H a P?",Yes,H is a P.,True
777,H X B.,X has domain E.,"Given the previous statements, is H a E?",Yes,H is a E.,True
778,H I Y.,I has domain S.,"Given the previous statements, is H a S?",Yes,H is a S.,True
779,H O I.,O has domain G.,"Given the previous statements, is H a G?",Yes,H is a G.,True
780,H C P.,C has domain S.,"Given the previous statements, is H a S?",Yes,H is a S.,True
781,H K A.,K has domain B.,"Given the previous statements, is H a B?",Yes,H is a B.,True
782,H O B.,O has domain G.,"Given the previous statements, is H a G?",Yes,H is a G.,True
783,H Y I.,Y has domain S.,"Given the previous statements, is H a S?",Yes,H is a S.,True
784,H V Y.,V has domain L.,"Given the previous statements, is H a L?",Yes,H is a L.,True
785,H J E.,J has domain D.,"Given the previous statements, is H a D?",Yes,H is a D.,True
786,H S I.,S has domain T.,"Given the previous statements, is H a T?",Yes,H is a T.,True
787,H M T.,M has domain W.,"Given the previous statements, is H a W?",Yes,H is a W.,True
788,H E T.,E has domain M.,"Given the previous statements, is H a M?",Yes,H is a M.,True
789,H W Z.,W has domain C.,"Given the previous statements, is H a C?",Yes,H is a C.,True
790,H K F.,K has domain C.,"Given the previous statements, is H a C?",Yes,H is a C.,True
791,H X Q.,X has domain U.,"Given the previous statements, is H a U?",Yes,H is a U.,True
792,H G S.,G has domain R.,"Given the previous statements, is H a R?",Yes,H is a R.,True
793,H O K.,O has domain C.,"Given the previous statements, is H a C?",Yes,H is a C.,True
794,H T Y.,T has domain J.,"Given the previous statements, is H a J?",Yes,H is a J.,True
795,H P B.,P has domain Y.,"Given the previous statements, is H a Y?",Yes,H is a Y.,True
796,H W M.,W has domain V.,"Given the previous statements, is H a V?",Yes,H is a V.,True
797,H N G.,N has domain T.,"Given the previous statements, is H a T?",Yes,H is a T.,True
798,H L O.,L has domain T.,"Given the previous statements, is H a T?",Yes,H is a T.,True
799,H Q Z.,Q has domain O.,"Given the previous statements, is H a O?",Yes,H is a O.,True
800,H M F.,M has domain W.,"Given the previous statements, is H a W?",Yes,H is a W.,True
801,I J V.,J has domain E.,"Given the previous statements, is I a E?",Yes,I is a E.,True
802,I U K.,U has domain O.,"Given the previous statements, is I a O?",Yes,I is a O.,True
803,I Z W.,Z has domain A.,"Given the previous statements, is I a A?",Yes,I is a A.,True
804,I W G.,W has domain V.,"Given the previous statements, is I a V?",Yes,I is a V.,True
805,I U F.,U has domain J.,"Given the previous statements, is I a J?",Yes,I is a J.,True
806,I N A.,N has domain T.,"Given the previous statements, is I a T?",Yes,I is a T.,True
807,I S A.,S has domain H.,"Given the previous statements, is I a H?",Yes,I is a H.,True
808,I H L.,H has domain F.,"Given the previous statements, is I a F?",Yes,I is a F.,True
809,I F G.,F has domain D.,"Given the previous statements, is I a D?",Yes,I is a D.,True
810,I Y F.,Y has domain Z.,"Given the previous statements, is I a Z?",Yes,I is a Z.,True
811,I K H.,K has domain R.,"Given the previous statements, is I a R?",Yes,I is a R.,True
812,I T W.,T has domain Z.,"Given the previous statements, is I a Z?",Yes,I is a Z.,True
813,I P L.,P has domain V.,"Given the previous statements, is I a V?",Yes,I is a V.,True
814,I S O.,S has domain F.,"Given the previous statements, is I a F?",Yes,I is a F.,True
815,I D B.,D has domain H.,"Given the previous statements, is I a H?",Yes,I is a H.,True
816,I M O.,M has domain L.,"Given the previous statements, is I a L?",Yes,I is a L.,True
817,I R T.,R has domain V.,"Given the previous statements, is I a V?",Yes,I is a V.,True
818,I N A.,N has domain H.,"Given the previous statements, is I a H?",Yes,I is a H.,True
819,I R T.,R has domain U.,"Given the previous statements, is I a U?",Yes,I is a U.,True
820,I N U.,N has domain G.,"Given the previous statements, is I a G?",Yes,I is a G.,True
821,I O V.,O has domain Q.,"Given the previous statements, is I a Q?",Yes,I is a Q.,True
822,I Q O.,Q has domain V.,"Given the previous statements, is I a V?",Yes,I is a V.,True
823,I R J.,R has domain V.,"Given the previous statements, is I a V?",Yes,I is a V.,True
824,I O L.,O has domain Q.,"Given the previous statements, is I a Q?",Yes,I is a Q.,True
825,I T M.,T has domain W.,"Given the previous statements, is I a W?",Yes,I is a W.,True
826,I A V.,A has domain S.,"Given the previous statements, is I a S?",Yes,I is a S.,True
827,I L P.,L has domain H.,"Given the previous statements, is I a H?",Yes,I is a H.,True
828,I E Y.,E has domain D.,"Given the previous statements, is I a D?",Yes,I is a D.,True
829,I Q E.,Q has domain J.,"Given the previous statements, is I a J?",Yes,I is a J.,True
830,I A T.,A has domain H.,"Given the previous statements, is I a H?",Yes,I is a H.,True
831,I L U.,L has domain Q.,"Given the previous statements, is I a Q?",Yes,I is a Q.,True
832,I G Q.,G has domain D.,"Given the previous statements, is I a D?",Yes,I is a D.,True
833,I Y G.,Y has domain X.,"Given the previous statements, is I a X?",Yes,I is a X.,True
834,I U Z.,U has domain S.,"Given the previous statements, is I a S?",Yes,I is a S.,True
835,I D W.,D has domain Z.,"Given the previous statements, is I a Z?",Yes,I is a Z.,True
836,I K A.,K has domain S.,"Given the previous statements, is I a S?",Yes,I is a S.,True
837,I Y O.,Y has domain Z.,"Given the previous statements, is I a Z?",Yes,I is a Z.,True
838,I Y M.,Y has domain P.,"Given the previous statements, is I a P?",Yes,I is a P.,True
839,I S T.,S has domain U.,"Given the previous statements, is I a U?",Yes,I is a U.,True
840,I N B.,N has domain L.,"Given the previous statements, is I a L?",Yes,I is a L.,True
841,I V X.,V has domain Z.,"Given the previous statements, is I a Z?",Yes,I is a Z.,True
842,I P S.,P has domain G.,"Given the previous statements, is I a G?",Yes,I is a G.,True
843,I Y S.,Y has domain P.,"Given the previous statements, is I a P?",Yes,I is a P.,True
844,I H R.,H has domain V.,"Given the previous statements, is I a V?",Yes,I is a V.,True
845,I P E.,P has domain V.,"Given the previous statements, is I a V?",Yes,I is a V.,True
846,I O N.,O has domain H.,"Given the previous statements, is I a H?",Yes,I is a H.,True
847,I S Y.,S has domain J.,"Given the previous statements, is I a J?",Yes,I is a J.,True
848,I C J.,C has domain M.,"Given the previous statements, is I a M?",Yes,I is a M.,True
