ID,triple1,triple2,question,answer,inferred triple,label
340,Cabous van der Westhuizen school Hoërskool Jan van Riebeeck.,school has domain Person.,"Given the previous statements, is Cabous van der Westhuizen a Person?",Yes,Cabous van der Westhuizen is a Person.,True
341,Cadan Murley school Bishop Wordsworth's School.,school has domain Person.,"Given the previous statements, is Cadan Murley a Person?",Yes,Cadan Murley is a Person.,True
342,Cabal secretaryGeneral Edmond Mulet.,secretaryGeneral has domain Organisation.,"Given the previous statements, is Cabal an Organisation?",Yes,Cabal is an Organisation.,True
343,Cantonal Party secretaryGeneral Salvador Sánchez Cerón.,secretaryGeneral has domain Organisation.,"Given the previous statements, is Cantonal Party an Organisation?",Yes,Cantonal Party is an Organisation.,True
344,Catalan Centre secretaryGeneral Joaquim Molins.,secretaryGeneral has domain Organisation.,"Given the previous statements, is Catalan Centre an Organisation?",Yes,Catalan Centre is an Organisation.,True
345,Caleb Ormsbee significantBuilding Thomas P. Ives House.,significantBuilding has domain Architect.,"Given the previous statements, is Caleb Ormsbee an Architect?",Yes,Caleb Ormsbee is an Architect.,True
346,Caleb Ormsbee significantBuilding Nightingale-Brown House.,significantBuilding has domain Architect.,"Given the previous statements, is Caleb Ormsbee an Architect?",Yes,Caleb Ormsbee is an Architect.,True
347,"Calvert Vaux significantBuilding Beaulieu House, Newport.",significantBuilding has domain Architect.,"Given the previous statements, is Calvert Vaux an Architect?",Yes,Calvert Vaux is an Architect.,True
348,Cajun Beat sire Grand Slam.,sire has domain Animal.,"Given the previous statements, is Cajun Beat an Animal?",Yes,Cajun Beat is an Animal.,True
349,California Chrome sire Lucky Pulpit.,sire has domain Animal.,"Given the previous statements, is California Chrome an Animal?",Yes,California Chrome is an Animal.,True
350,Cannonade sire Bold Bidder.,sire has domain Animal.,"Given the previous statements, is Cannonade an Animal?",Yes,Cannonade is an Animal.,True
351,Calgary Herald sisterNewspaper Edmonton Journal.,sisterNewspaper has domain Newspaper.,"Given the previous statements, is Calgary Herald a Newspaper?",Yes,Calgary Herald is a Newspaper.,True
352,Camden New Journal sisterNewspaper Islington Tribune.,sisterNewspaper has domain Newspaper.,"Given the previous statements, is Camden New Journal a Newspaper?",Yes,Camden New Journal is a Newspaper.,True
353,Canby Herald sisterNewspaper West Linn Tidings.,sisterNewspaper has domain Newspaper.,"Given the previous statements, is Canby Herald a Newspaper?",Yes,Canby Herald is a Newspaper.,True
354,Candyman species Bogeyman.,species has domain Species.,"Given the previous statements, is Candyman a Species?",Yes,Candyman is a Species.,True
355,Cap of Liberty species Malus domestica.,species has domain Species.,"Given the previous statements, is Cap of Liberty a Species?",Yes,Cap of Liberty is a Species.,True
356,Cara cara navel species Citrus × sinensis.,species has domain Species.,"Given the previous statements, is Cara cara navel a Species?",Yes,Cara cara navel is a Species.,True
357,Cambodia Bayon Airlines targetAirport Siem Reap International Airport.,targetAirport has domain Airline.,"Given the previous statements, is Cambodia Bayon Airlines an Airline?",Yes,Cambodia Bayon Airlines is an Airline.,True
358,Cambodia Bayon Airlines targetAirport Phnom Penh International Airport.,targetAirport has domain Airline.,"Given the previous statements, is Cambodia Bayon Airlines an Airline?",Yes,Cambodia Bayon Airlines is an Airline.,True
359,Cambrian Airways targetAirport Cardiff Airport.,targetAirport has domain Airline.,"Given the previous statements, is Cambrian Airways an Airline?",Yes,Cambrian Airways is an Airline.,True
360,Cachorro Mendoza trainer Diablo Velazco.,trainer has domain Athlete.,"Given the previous statements, is Cachorro Mendoza an Athlete?",Yes,Cachorro Mendoza is an Athlete.,True
361,Cain Velasquez trainer Daniel Cormier.,trainer has domain Athlete.,"Given the previous statements, is Cain Velasquez an Athlete?",Yes,Cain Velasquez is an Athlete.,True
362,Cain Velasquez trainer Javier Mendez.,trainer has domain Athlete.,"Given the previous statements, is Cain Velasquez an Athlete?",Yes,Cain Velasquez is an Athlete.,True
363,"Caribbean Community administrativeCenter Georgetown, Guyana.",administrativeCenter has domain AdministrativeRegion.,"Given the previous statements, is Caribbean Community an AdministrativeRegion?",Yes,Caribbean Community is an AdministrativeRegion.,True
364,Caribbean Community administrativeCenter Guyana.,administrativeCenter has domain AdministrativeRegion.,"Given the previous statements, is Caribbean Community an AdministrativeRegion?",Yes,Caribbean Community is an AdministrativeRegion.,True
365,"Caribbean Free Trade Association administrativeCenter Georgetown, Guyana.",administrativeCenter has domain AdministrativeRegion.,"Given the previous statements, is Caribbean Free Trade Association an AdministrativeRegion?",Yes,Caribbean Free Trade Association is an AdministrativeRegion.,True
366,Calw administrativeDistrict Karlsruhe.,administrativeDistrict has domain Settlement.,"Given the previous statements, is Calw a Settlement?",Yes,Calw is a Settlement.,True
367,Prenzlauer Berg administrativeDistrict Pankow.,administrativeDistrict has domain Settlement.,"Given the previous statements, is Prenzlauer Berg a Settlement?",Yes,Prenzlauer Berg is a Settlement.,True
368,Rodgau administrativeDistrict Darmstadt.,administrativeDistrict has domain Settlement.,"Given the previous statements, is Rodgau a Settlement?",Yes,Rodgau is a Settlement.,True
369,Cameron Russell agency The Lions.,agency has domain Person.,"Given the previous statements, is Cameron Russell a Person?",Yes,Cameron Russell is a Person.,True
370,Camila Finn agency IMG Models.,agency has domain Person.,"Given the previous statements, is Camila Finn a Person?",Yes,Camila Finn is a Person.,True
371,Camila Finn agency Women Management.,agency has domain Person.,"Given the previous statements, is Camila Finn a Person?",Yes,Camila Finn is a Person.,True
372,Canadian Airlines International alliance Oneworld.,alliance has domain Airline.,"Given the previous statements, is Canadian Airlines International an Airline?",Yes,Canadian Airlines International is an Airline.,True
373,Canadian Regional Airlines alliance Oneworld.,alliance has domain Airline.,"Given the previous statements, is Canadian Regional Airlines an Airline?",Yes,Canadian Regional Airlines is an Airline.,True
374,Precision Air alliance Kenya Airways.,alliance has domain Airline.,"Given the previous statements, is Precision Air an Airline?",Yes,Precision Air is an Airline.,True
375,Calderside Academy alumni Hamilton Academical F.C..,alumni has domain EducationalInstitution.,"Given the previous statements, is Calderside Academy an EducationalInstitution?",Yes,Calderside Academy is an EducationalInstitution.,True
376,Canara High School alumni Tenth grade.,alumni has domain EducationalInstitution.,"Given the previous statements, is Canara High School an EducationalInstitution?",Yes,Canara High School is an EducationalInstitution.,True
377,Cape Elizabeth High School alumni Eleanor Espling.,alumni has domain EducationalInstitution.,"Given the previous statements, is Cape Elizabeth High School an EducationalInstitution?",Yes,Cape Elizabeth High School is an EducationalInstitution.,True
378,Cabahan archipelago Romblon.,archipelago has domain Island.,"Given the previous statements, is Cabahan an Island?",Yes,Cabahan is an Island.,True
379,Cabilao Island archipelago Visayas.,archipelago has domain Island.,"Given the previous statements, is Cabilao Island an Island?",Yes,Cabilao Island is an Island.,True
380,Cabrera Archipelago Maritime-Terrestrial National Park archipelago Balearic Islands.,archipelago has domain Island.,"Given the previous statements, is Cabrera Archipelago Maritime-Terrestrial National Park an Island?",Yes,Cabrera Archipelago Maritime-Terrestrial National Park is an Island.,True
381,Cae Gwernllertai areaOfSearch Wales.,areaOfSearch has domain SiteOfSpecialScientificInterest.,"Given the previous statements, is Cae Gwernllertai a SiteOfSpecialScientificInterest?",Yes,Cae Gwernllertai is a SiteOfSpecialScientificInterest.,True
382,Caeau Blaen-yr-Orfa areaOfSearch Wales.,areaOfSearch has domain SiteOfSpecialScientificInterest.,"Given the previous statements, is Caeau Blaen-yr-Orfa a SiteOfSpecialScientificInterest?",Yes,Caeau Blaen-yr-Orfa is a SiteOfSpecialScientificInterest.,True
383,Caeau Bronydd-mawr areaOfSearch Powys.,areaOfSearch has domain SiteOfSpecialScientificInterest.,"Given the previous statements, is Caeau Bronydd-mawr a SiteOfSpecialScientificInterest?",Yes,Caeau Bronydd-mawr is a SiteOfSpecialScientificInterest.,True
384,Cabestany arrondissement Perpignan.,arrondissement has domain PopulatedPlace.,"Given the previous statements, is Cabestany a PopulatedPlace?",Yes,Cabestany is a PopulatedPlace.,True
385,Cabrerets arrondissement Cahors.,arrondissement has domain PopulatedPlace.,"Given the previous statements, is Cabrerets a PopulatedPlace?",Yes,Cabrerets is a PopulatedPlace.,True
386,Cachan arrondissement L'Haÿ-les-Roses.,arrondissement has domain PopulatedPlace.,"Given the previous statements, is Cachan a PopulatedPlace?",Yes,Cachan is a PopulatedPlace.,True
387,Callbach associationOfLocalGovernment Meisenheim.,associationOfLocalGovernment has domain Settlement.,"Given the previous statements, is Callbach a Settlement?",Yes,Callbach is a Settlement.,True
388,Calvörde associationOfLocalGovernment Flechtingen.,associationOfLocalGovernment has domain Settlement.,"Given the previous statements, is Calvörde a Settlement?",Yes,Calvörde is a Settlement.,True
389,Pottum associationOfLocalGovernment Westerburg.,associationOfLocalGovernment has domain Settlement.,"Given the previous statements, is Pottum a Settlement?",Yes,Pottum is a Settlement.,True
390,"Capital Beltway beltwayCity Washington, D.C..",beltwayCity has domain Road.,"Given the previous statements, is Capital Beltway a Road?",Yes,Capital Beltway is a Road.,True
391,"Capital Beltway beltwayCity Harrisburg, Pennsylvania.",beltwayCity has domain Road.,"Given the previous statements, is Capital Beltway a Road?",Yes,Capital Beltway is a Road.,True
392,Pretoria Ring Road beltwayCity Pretoria.,beltwayCity has domain Road.,"Given the previous statements, is Pretoria Ring Road a Road?",Yes,Pretoria Ring Road is a Road.,True
393,Cadillac High Technology engine blockAlloy Aluminum.,blockAlloy has domain AutomobileEngine.,"Given the previous statements, is Cadillac High Technology engine an AutomobileEngine?",Yes,Cadillac High Technology engine is an AutomobileEngine.,True
394,Cadillac V8 engine blockAlloy Cast iron.,blockAlloy has domain AutomobileEngine.,"Given the previous statements, is Cadillac V8 engine an AutomobileEngine?",Yes,Cadillac V8 engine is an AutomobileEngine.,True
395,Cadillac twin-turbo V8 blockAlloy Aluminum.,blockAlloy has domain AutomobileEngine.,"Given the previous statements, is Cadillac twin-turbo V8 an AutomobileEngine?",Yes,Cadillac twin-turbo V8 is an AutomobileEngine.,True
396,Cabbio canton Ticino.,canton has domain Settlement.,"Given the previous statements, is Cabbio a Settlement?",Yes,Cabbio is a Settlement.,True
397,Cademario canton Ticino.,canton has domain Settlement.,"Given the previous statements, is Cademario a Settlement?",Yes,Cademario is a Settlement.,True
398,Cadempino canton Ticino.,canton has domain Settlement.,"Given the previous statements, is Cadempino a Settlement?",Yes,Cadempino is a Settlement.,True
399,"Campus School, CCS HAU chairperson Vice-Chancellor.",chairperson has domain Organisation.,"Given the previous statements, is Campus School, CCS HAU an Organisation?",Yes,"Campus School, CCS HAU is an Organisation.",True
400,Carpathian German Party chairperson Franz Karmasin.,chairperson has domain Organisation.,"Given the previous statements, is Carpathian German Party an Organisation?",Yes,Carpathian German Party is an Organisation.,True
401,Professional Power chairperson Christine Fong.,chairperson has domain Organisation.,"Given the previous statements, is Professional Power an Organisation?",Yes,Professional Power is an Organisation.,True
402,Calcalist chiefEditor Yoel Esteron.,chiefEditor has domain Work.,"Given the previous statements, is Calcalist a Work?",Yes,Calcalist is a Work.,True
403,Calgary Sun chiefEditor Lorne Motley.,chiefEditor has domain Work.,"Given the previous statements, is Calgary Sun a Work?",Yes,Calgary Sun is a Work.,True
404,Canada's National Observer chiefEditor Karyn Pugliese.,chiefEditor has domain Work.,"Given the previous statements, is Canada's National Observer a Work?",Yes,Canada's National Observer is a Work.,True
405,Caitlin Mallory choreographer Marina Zoueva.,choreographer has domain FigureSkater.,"Given the previous statements, is Caitlin Mallory a FigureSkater?",Yes,Caitlin Mallory is a FigureSkater.,True
406,Caitlin Mallory choreographer Igor Shpilband.,choreographer has domain FigureSkater.,"Given the previous statements, is Caitlin Mallory a FigureSkater?",Yes,Caitlin Mallory is a FigureSkater.,True
407,Caleb Wein choreographer Greg Zuerlein.,choreographer has domain FigureSkater.,"Given the previous statements, is Caleb Wein a FigureSkater?",Yes,Caleb Wein is a FigureSkater.,True
408,Caeleb Dressel club Cali Condors.,club has domain Athlete.,"Given the previous statements, is Caeleb Dressel an Athlete?",Yes,Caeleb Dressel is an Athlete.,True
409,Caio Pumputis club Esporte Clube Pinheiros.,club has domain Athlete.,"Given the previous statements, is Caio Pumputis an Athlete?",Yes,Caio Pumputis is an Athlete.,True
410,Caitlin McClatchey club University of Edinburgh.,club has domain Athlete.,"Given the previous statements, is Caitlin McClatchey an Athlete?",Yes,Caitlin McClatchey is an Athlete.,True
411,Cadore Viaduct constructionMaterial Reinforced concrete.,constructionMaterial has domain ArchitecturalStructure.,"Given the previous statements, is Cadore Viaduct an ArchitecturalStructure?",Yes,Cadore Viaduct is an ArchitecturalStructure.,True
412,Caerhowel Bridge constructionMaterial Cast iron.,constructionMaterial has domain ArchitecturalStructure.,"Given the previous statements, is Caerhowel Bridge an ArchitecturalStructure?",Yes,Caerhowel Bridge is an ArchitecturalStructure.,True
413,Caledonian Railway Bridge constructionMaterial Steel.,constructionMaterial has domain ArchitecturalStructure.,"Given the previous statements, is Caledonian Railway Bridge an ArchitecturalStructure?",Yes,Caledonian Railway Bridge is an ArchitecturalStructure.,True
414,Cadillac High Technology engine coolingSystem Radiator.,coolingSystem has domain AutomobileEngine.,"Given the previous statements, is Cadillac High Technology engine an AutomobileEngine?",Yes,Cadillac High Technology engine is an AutomobileEngine.,True
415,Cadillac V8 engine coolingSystem Radiator.,coolingSystem has domain AutomobileEngine.,"Given the previous statements, is Cadillac V8 engine an AutomobileEngine?",Yes,Cadillac V8 engine is an AutomobileEngine.,True
416,Cadillac twin-turbo V8 coolingSystem Radiator.,coolingSystem has domain AutomobileEngine.,"Given the previous statements, is Cadillac twin-turbo V8 an AutomobileEngine?",Yes,Cadillac twin-turbo V8 is an AutomobileEngine.,True
417,Proton countryOrigin Soviet Union.,countryOrigin has domain Rocket.,"Given the previous statements, is Proton a Rocket?",Yes,Proton is a Rocket.,True
418,Rocket Lab Neutron countryOrigin United States.,countryOrigin has domain Rocket.,"Given the previous statements, is Rocket Lab Neutron a Rocket?",Yes,Rocket Lab Neutron is a Rocket.,True
419,Molniya countryOrigin Soviet Union.,countryOrigin has domain Rocket.,"Given the previous statements, is Molniya a Rocket?",Yes,Molniya is a Rocket.,True
420,Caitlin Mallory currentPartner Kristjan Rand.,currentPartner has domain FigureSkater.,"Given the previous statements, is Caitlin Mallory a FigureSkater?",Yes,Caitlin Mallory is a FigureSkater.,True
421,Caitlin Mallory currentPartner Brent Holdburg.,currentPartner has domain FigureSkater.,"Given the previous statements, is Caitlin Mallory a FigureSkater?",Yes,Caitlin Mallory is a FigureSkater.,True
422,Caitlin Yankowskas currentPartner Hamish Gaman.,currentPartner has domain FigureSkater.,"Given the previous statements, is Caitlin Yankowskas a FigureSkater?",Yes,Caitlin Yankowskas is a FigureSkater.,True
423,Cargolux destination List of Cargolux destinations.,destination has domain PublicTransitSystem.,"Given the previous statements, is Cargolux a PublicTransitSystem?",Yes,Cargolux is a PublicTransitSystem.,True
424,Caribbean Helicopters destination Saint Kitts and Nevis.,destination has domain PublicTransitSystem.,"Given the previous statements, is Caribbean Helicopters a PublicTransitSystem?",Yes,Caribbean Helicopters is a PublicTransitSystem.,True
425,Caribbean Helicopters destination Montserrat.,destination has domain PublicTransitSystem.,"Given the previous statements, is Caribbean Helicopters a PublicTransitSystem?",Yes,Caribbean Helicopters is a PublicTransitSystem.,True
426,Pro Patria Union europeanParliamentGroup European People's Party group.,europeanParliamentGroup has domain PoliticalParty.,"Given the previous statements, is Pro Patria Union a PoliticalParty?",Yes,Pro Patria Union is a PoliticalParty.,True
427,Progressive Party of Working People europeanParliamentGroup NGL.,europeanParliamentGroup has domain PoliticalParty.,"Given the previous statements, is Progressive Party of Working People a PoliticalParty?",Yes,Progressive Party of Working People is a PoliticalParty.,True
428,Progressive Slovakia europeanParliamentGroup Renew Europe.,europeanParliamentGroup has domain PoliticalParty.,"Given the previous statements, is Progressive Slovakia a PoliticalParty?",Yes,Progressive Slovakia is a PoliticalParty.,True
429,Calau federalState Brandenburg.,federalState has domain Settlement.,"Given the previous statements, is Calau a Settlement?",Yes,Calau is a Settlement.,True
430,Calvörde federalState Saxony-Anhalt.,federalState has domain Settlement.,"Given the previous statements, is Calvörde a Settlement?",Yes,Calvörde is a Settlement.,True
431,Calw federalState Baden-Württemberg.,federalState has domain Settlement.,"Given the previous statements, is Calw a Settlement?",Yes,Calw is a Settlement.,True
432,Cable 14 formerBroadcastNetwork Shaw Communications.,formerBroadcastNetwork has domain Broadcaster.,"Given the previous statements, is Cable 14 a Broadcaster?",Yes,Cable 14 is a Broadcaster.,True
433,Cable 14 formerBroadcastNetwork Source Cable.,formerBroadcastNetwork has domain Broadcaster.,"Given the previous statements, is Cable 14 a Broadcaster?",Yes,Cable 14 is a Broadcaster.,True
434,Prairie Public Television formerBroadcastNetwork National Educational Television.,formerBroadcastNetwork has domain Broadcaster.,"Given the previous statements, is Prairie Public Television a Broadcaster?",Yes,Prairie Public Television is a Broadcaster.,True
435,Caitlin Yankowskas formerCoach Johnny Johns.,formerCoach has domain FigureSkater.,"Given the previous statements, is Caitlin Yankowskas a FigureSkater?",Yes,Caitlin Yankowskas is a FigureSkater.,True
436,Caitlin Yankowskas formerCoach Alexander Vlassov.,formerCoach has domain FigureSkater.,"Given the previous statements, is Caitlin Yankowskas a FigureSkater?",Yes,Caitlin Yankowskas is a FigureSkater.,True
437,Caitlin Yankowskas formerCoach Larry Ibarra.,formerCoach has domain FigureSkater.,"Given the previous statements, is Caitlin Yankowskas a FigureSkater?",Yes,Caitlin Yankowskas is a FigureSkater.,True
438,Caitlin Fields formerPartner Max Settlage.,formerPartner has domain FigureSkater.,"Given the previous statements, is Caitlin Fields a FigureSkater?",Yes,Caitlin Fields is a FigureSkater.,True
439,Caitlin Fields formerPartner Ernie Utah Stevens.,formerPartner has domain FigureSkater.,"Given the previous statements, is Caitlin Fields a FigureSkater?",Yes,Caitlin Fields is a FigureSkater.,True
440,Caitlin Fields formerPartner Sébastian Arcieri.,formerPartner has domain FigureSkater.,"Given the previous statements, is Caitlin Fields a FigureSkater?",Yes,Caitlin Fields is a FigureSkater.,True
441,"Cambridge University Law Society head Brenda Hale, Baroness Hale of Richmond.",head has domain EducationalInstitution.,"Given the previous statements, is Cambridge University Law Society an EducationalInstitution?",Yes,Cambridge University Law Society is an EducationalInstitution.,True
442,"Campion Hall, Oxford head Society of Jesus.",head has domain EducationalInstitution.,"Given the previous statements, is Campion Hall, Oxford an EducationalInstitution?",Yes,"Campion Hall, Oxford is an EducationalInstitution.",True
443,Case Western Reserve University School of Law head Jessica Wilen Berg.,head has domain EducationalInstitution.,"Given the previous statements, is Case Western Reserve University School of Law an EducationalInstitution?",Yes,Case Western Reserve University School of Law is an EducationalInstitution.,True
444,Cadillac High Technology engine headAlloy Cast iron.,headAlloy has domain AutomobileEngine.,"Given the previous statements, is Cadillac High Technology engine an AutomobileEngine?",Yes,Cadillac High Technology engine is an AutomobileEngine.,True
445,Cadillac V8 engine headAlloy Aluminium.,headAlloy has domain AutomobileEngine.,"Given the previous statements, is Cadillac V8 engine an AutomobileEngine?",Yes,Cadillac V8 engine is an AutomobileEngine.,True
446,Cadillac V8 engine headAlloy Cast iron.,headAlloy has domain AutomobileEngine.,"Given the previous statements, is Cadillac V8 engine an AutomobileEngine?",Yes,Cadillac V8 engine is an AutomobileEngine.,True
447,"Caldew homeport Portsmouth, England.",homeport has domain Ship.,"Given the previous statements, is Caldew a Ship?",Yes,Caldew is a Ship.,True
448,"Californian homeport San Diego, California.",homeport has domain Ship.,"Given the previous statements, is Californian a Ship?",Yes,Californian is a Ship.,True
449,Cap San Diego homeport Hamburg.,homeport has domain Ship.,"Given the previous statements, is Cap San Diego a Ship?",Yes,Cap San Diego is a Ship.,True
450,Cabot Strait inflow Atlantic ocean.,inflow has domain BodyOfWater.,"Given the previous statements, is Cabot Strait a BodyOfWater?",Yes,Cabot Strait is a BodyOfWater.,True
451,Caburgua Lake inflow Blanco River.,inflow has domain BodyOfWater.,"Given the previous statements, is Caburgua Lake a BodyOfWater?",Yes,Caburgua Lake is a BodyOfWater.,True
452,Cachisca Lake inflow Opataca Lake.,inflow has domain BodyOfWater.,"Given the previous statements, is Cachisca Lake a BodyOfWater?",Yes,Cachisca Lake is a BodyOfWater.,True
453,Cambodia National Rescue Movement internationalAffiliation Liberal International.,internationalAffiliation has domain PoliticalParty.,"Given the previous statements, is Cambodia National Rescue Movement a PoliticalParty?",Yes,Cambodia National Rescue Movement is a PoliticalParty.,True
454,Cambodia National Rescue Party internationalAffiliation Liberal International.,internationalAffiliation has domain PoliticalParty.,"Given the previous statements, is Cambodia National Rescue Party a PoliticalParty?",Yes,Cambodia National Rescue Party is a PoliticalParty.,True
455,Canadian Nazi Party internationalAffiliation World Union of National Socialists.,internationalAffiliation has domain PoliticalParty.,"Given the previous statements, is Canadian Nazi Party a PoliticalParty?",Yes,Canadian Nazi Party is a PoliticalParty.,True
456,Cajun launchSite Churchill Rocket Research Range.,launchSite has domain SpaceMission.,"Given the previous statements, is Cajun a SpaceMission?",Yes,Cajun is a SpaceMission.,True
457,Cajun launchSite Wallops Flight Facility.,launchSite has domain SpaceMission.,"Given the previous statements, is Cajun a SpaceMission?",Yes,Cajun is a SpaceMission.,True
458,Cajun launchSite Eglin AFB.,launchSite has domain SpaceMission.,"Given the previous statements, is Cajun a SpaceMission?",Yes,Cajun is a SpaceMission.,True
459,Caltanissetta leaderName Roberto Gambino.,leaderName has domain PopulatedPlace.,"Given the previous statements, is Caltanissetta a PopulatedPlace?",Yes,Caltanissetta is a PopulatedPlace.,True
460,Campobasso leaderName Roberto Gravina.,leaderName has domain PopulatedPlace.,"Given the previous statements, is Campobasso a PopulatedPlace?",Yes,Campobasso is a PopulatedPlace.,True
461,Camposano leaderName Francesco Barbato.,leaderName has domain PopulatedPlace.,"Given the previous statements, is Camposano a PopulatedPlace?",Yes,Camposano is a PopulatedPlace.,True
462,Cadolzburg leaderParty Christlich-Soziale Union in Bayern.,leaderParty has domain PopulatedPlace.,"Given the previous statements, is Cadolzburg a PopulatedPlace?",Yes,Cadolzburg is a PopulatedPlace.,True
463,Cagliari leaderParty Brothers of Italy.,leaderParty has domain PopulatedPlace.,"Given the previous statements, is Cagliari a PopulatedPlace?",Yes,Cagliari is a PopulatedPlace.,True
464,Camaiore leaderParty Democratic Party.,leaderParty has domain PopulatedPlace.,"Given the previous statements, is Camaiore a PopulatedPlace?",Yes,Camaiore is a PopulatedPlace.,True
465,Pully lowestPlace Lake Geneva.,lowestPlace has domain Place.,"Given the previous statements, is Pully a Place?",Yes,Pully is a Place.,True
466,"Root, Switzerland lowestPlace Reuss.",lowestPlace has domain Place.,"Given the previous statements, is Root, Switzerland a Place?",Yes,"Root, Switzerland is a Place.",True
467,Basel lowestPlace Rhine.,lowestPlace has domain Place.,"Given the previous statements, is Basel a Place?",Yes,Basel is a Place.,True
468,Campylobacteriosis medicalCause Campylobacter jejuni.,medicalCause has domain Disease.,"Given the previous statements, is Campylobacteriosis a Disease?",Yes,Campylobacteriosis is a Disease.,True
469,Candidiasis medicalCause Candida.,medicalCause has domain Disease.,"Given the previous statements, is Candidiasis a Disease?",Yes,Candidiasis is a Disease.,True
470,Cardiac tamponade medicalCause Cancer.,medicalCause has domain Disease.,"Given the previous statements, is Cardiac tamponade a Disease?",Yes,Cardiac tamponade is a Disease.,True
471,Candidiasis medication Clotrimazole.,medication has domain Disease.,"Given the previous statements, is Candidiasis a Disease?",Yes,Candidiasis is a Disease.,True
472,Candidiasis medication Fluconazole.,medication has domain Disease.,"Given the previous statements, is Candidiasis a Disease?",Yes,Candidiasis is a Disease.,True
473,Candidiasis medication Nystatin.,medication has domain Disease.,"Given the previous statements, is Candidiasis a Disease?",Yes,Candidiasis is a Disease.,True
474,"Carlos Frederico Lecor, Viscount of Laguna militaryRank Marshal.",militaryRank has domain MilitaryPerson.,"Given the previous statements, is Carlos Frederico Lecor, Viscount of Laguna a MilitaryPerson?",Yes,"Carlos Frederico Lecor, Viscount of Laguna is a MilitaryPerson.",True
475,Carlos Holguín Mallarino militaryRank Colonel.,militaryRank has domain MilitaryPerson.,"Given the previous statements, is Carlos Holguín Mallarino a MilitaryPerson?",Yes,Carlos Holguín Mallarino is a MilitaryPerson.,True
476,Carlos Soublette militaryRank Divisional General.,militaryRank has domain MilitaryPerson.,"Given the previous statements, is Carlos Soublette a MilitaryPerson?",Yes,Carlos Soublette is a MilitaryPerson.,True
477,Progressive rock musicSubgenre Neo-progressive rock.,musicSubgenre has domain MusicGenre.,"Given the previous statements, is Progressive rock a MusicGenre?",Yes,Progressive rock is a MusicGenre.,True
478,Progressive rock musicSubgenre Canterbury scene.,musicSubgenre has domain MusicGenre.,"Given the previous statements, is Progressive rock a MusicGenre?",Yes,Progressive rock is a MusicGenre.,True
479,Progressive rock musicSubgenre Rock in Opposition.,musicSubgenre has domain MusicGenre.,"Given the previous statements, is Progressive rock a MusicGenre?",Yes,Progressive rock is a MusicGenre.,True
480,Cabbrini Foncette nationalTeam Trinidad and Tobago women's national volleyball team.,nationalTeam has domain Athlete.,"Given the previous statements, is Cabbrini Foncette an Athlete?",Yes,Cabbrini Foncette is an Athlete.,True
481,Camil Domínguez nationalTeam Dominican Republic  women's national volleyball team.,nationalTeam has domain Athlete.,"Given the previous statements, is Camil Domínguez an Athlete?",Yes,Camil Domínguez is an Athlete.,True
482,Camila Brait nationalTeam Brazil women's national volleyball team.,nationalTeam has domain Athlete.,"Given the previous statements, is Camila Brait an Athlete?",Yes,Camila Brait is an Athlete.,True
483,Cabbio neighboringMunicipality Caneggio.,neighboringMunicipality has domain PopulatedPlace.,"Given the previous statements, is Cabbio a PopulatedPlace?",Yes,Cabbio is a PopulatedPlace.,True
484,"Cabbio neighboringMunicipality Castel San Pietro, Switzerland.",neighboringMunicipality has domain PopulatedPlace.,"Given the previous statements, is Cabbio a PopulatedPlace?",Yes,Cabbio is a PopulatedPlace.,True
485,Cabbio neighboringMunicipality Schignano.,neighboringMunicipality has domain PopulatedPlace.,"Given the previous statements, is Cabbio a PopulatedPlace?",Yes,Cabbio is a PopulatedPlace.,True
486,Cadillac High Technology engine oilSystem Wet sump.,oilSystem has domain AutomobileEngine.,"Given the previous statements, is Cadillac High Technology engine an AutomobileEngine?",Yes,Cadillac High Technology engine is an AutomobileEngine.,True
487,Caparo T1 engine oilSystem Dry sump.,oilSystem has domain AutomobileEngine.,"Given the previous statements, is Caparo T1 engine an AutomobileEngine?",Yes,Caparo T1 engine is an AutomobileEngine.,True
488,Powertec RPA oilSystem Dry sump.,oilSystem has domain AutomobileEngine.,"Given the previous statements, is Powertec RPA an AutomobileEngine?",Yes,Powertec RPA is an AutomobileEngine.,True
489,Cabonga Reservoir outflow Gens de Terre River.,outflow has domain BodyOfWater.,"Given the previous statements, is Cabonga Reservoir a BodyOfWater?",Yes,Cabonga Reservoir is a BodyOfWater.,True
490,Cabonga Reservoir outflow Ottawa River.,outflow has domain BodyOfWater.,"Given the previous statements, is Cabonga Reservoir a BodyOfWater?",Yes,Cabonga Reservoir is a BodyOfWater.,True
491,Caburgua Lake outflow Ojos del Caburgua.,outflow has domain BodyOfWater.,"Given the previous statements, is Caburgua Lake a BodyOfWater?",Yes,Caburgua Lake is a BodyOfWater.,True
492,Cale Fleury prospectLeague American Hockey League.,prospectLeague has domain IceHockeyPlayer.,"Given the previous statements, is Cale Fleury an IceHockeyPlayer?",Yes,Cale Fleury is an IceHockeyPlayer.,True
493,Cale Morris prospectLeague ECHL.,prospectLeague has domain IceHockeyPlayer.,"Given the previous statements, is Cale Morris an IceHockeyPlayer?",Yes,Cale Morris is an IceHockeyPlayer.,True
494,Calen Addison prospectLeague American Hockey League.,prospectLeague has domain IceHockeyPlayer.,"Given the previous statements, is Calen Addison an IceHockeyPlayer?",Yes,Calen Addison is an IceHockeyPlayer.,True
