ID,triple1,triple2,question,answer,inferred triple,label
516,F Y U.,Y has range A.,"Given the previous statements, is U a A?",Yes,U is a A.,True
517,F O X.,O has range C.,"Given the previous statements, is X a C?",Yes,X is a C.,True
518,F A G.,A has range N.,"Given the previous statements, is G a N?",Yes,G is a N.,True
519,F U I.,U has range Z.,"Given the previous statements, is I a Z?",Yes,I is a Z.,True
520,F L N.,L has range Y.,"Given the previous statements, is N a Y?",Yes,N is a Y.,True
521,F W V.,W has range J.,"Given the previous statements, is V a J?",Yes,V is a J.,True
522,F D H.,D has range W.,"Given the previous statements, is H a W?",Yes,H is a W.,True
523,F J O.,J has range A.,"Given the previous statements, is O a A?",Yes,O is a A.,True
524,F O P.,O has range R.,"Given the previous statements, is P a R?",Yes,P is a R.,True
525,F I V.,I has range Y.,"Given the previous statements, is V a Y?",Yes,V is a Y.,True
526,F L E.,L has range B.,"Given the previous statements, is E a B?",Yes,E is a B.,True
527,F G P.,G has range I.,"Given the previous statements, is P a I?",Yes,P is a I.,True
528,F I O.,I has range V.,"Given the previous statements, is O a V?",Yes,O is a V.,True
529,F X O.,X has range D.,"Given the previous statements, is O a D?",Yes,O is a D.,True
530,F W K.,W has range M.,"Given the previous statements, is K a M?",Yes,K is a M.,True
531,F O D.,O has range C.,"Given the previous statements, is D a C?",Yes,D is a C.,True
532,F K G.,K has range Z.,"Given the previous statements, is G a Z?",Yes,G is a Z.,True
533,F L M.,L has range I.,"Given the previous statements, is M a I?",Yes,M is a I.,True
534,F Z J.,Z has range G.,"Given the previous statements, is J a G?",Yes,J is a G.,True
535,F H P.,H has range O.,"Given the previous statements, is P a O?",Yes,P is a O.,True
536,F K E.,K has range Z.,"Given the previous statements, is E a Z?",Yes,E is a Z.,True
537,F L I.,L has range R.,"Given the previous statements, is I a R?",Yes,I is a R.,True
538,F Y L.,Y has range R.,"Given the previous statements, is L a R?",Yes,L is a R.,True
539,F L U.,L has range Q.,"Given the previous statements, is U a Q?",Yes,U is a Q.,True
540,F B V.,B has range X.,"Given the previous statements, is V a X?",Yes,V is a X.,True
541,F J A.,J has range O.,"Given the previous statements, is A a O?",Yes,A is a O.,True
542,F Y C.,Y has range N.,"Given the previous statements, is C a N?",Yes,C is a N.,True
543,F G C.,G has range I.,"Given the previous statements, is C a I?",Yes,C is a I.,True
544,F B H.,B has range R.,"Given the previous statements, is H a R?",Yes,H is a R.,True
545,F J T.,J has range N.,"Given the previous statements, is T a N?",Yes,T is a N.,True
546,F L X.,L has range Q.,"Given the previous statements, is X a Q?",Yes,X is a Q.,True
547,F W P.,W has range I.,"Given the previous statements, is P a I?",Yes,P is a I.,True
548,F M E.,M has range S.,"Given the previous statements, is E a S?",Yes,E is a S.,True
549,F B R.,B has range P.,"Given the previous statements, is R a P?",Yes,R is a P.,True
550,F Q M.,Q has range Y.,"Given the previous statements, is M a Y?",Yes,M is a Y.,True
551,F O R.,O has range A.,"Given the previous statements, is R a A?",Yes,R is a A.,True
552,F I C.,I has range G.,"Given the previous statements, is C a G?",Yes,C is a G.,True
553,F E P.,E has range Z.,"Given the previous statements, is P a Z?",Yes,P is a Z.,True
554,F S P.,S has range Z.,"Given the previous statements, is P a Z?",Yes,P is a Z.,True
555,F B K.,B has range L.,"Given the previous statements, is K a L?",Yes,K is a L.,True
556,F V C.,V has range U.,"Given the previous statements, is C a U?",Yes,C is a U.,True
557,F I A.,I has range B.,"Given the previous statements, is A a B?",Yes,A is a B.,True
558,F Y K.,Y has range N.,"Given the previous statements, is K a N?",Yes,K is a N.,True
559,F I V.,I has range P.,"Given the previous statements, is V a P?",Yes,V is a P.,True
560,F Q J.,Q has range E.,"Given the previous statements, is J a E?",Yes,J is a E.,True
561,F S A.,S has range X.,"Given the previous statements, is A a X?",Yes,A is a X.,True
562,F K G.,K has range W.,"Given the previous statements, is G a W?",Yes,G is a W.,True
563,F G T.,G has range S.,"Given the previous statements, is T a S?",Yes,T is a S.,True
564,F W K.,W has range X.,"Given the previous statements, is K a X?",Yes,K is a X.,True
565,F Q Z.,Q has range C.,"Given the previous statements, is Z a C?",Yes,Z is a C.,True
566,F Z K.,Z has range N.,"Given the previous statements, is K a N?",Yes,K is a N.,True
567,F K G.,K has range V.,"Given the previous statements, is G a V?",Yes,G is a V.,True
568,F G K.,G has range X.,"Given the previous statements, is K a X?",Yes,K is a X.,True
569,F R S.,R has range D.,"Given the previous statements, is S a D?",Yes,S is a D.,True
570,F D E.,D has range S.,"Given the previous statements, is E a S?",Yes,E is a S.,True
571,F I R.,I has range P.,"Given the previous statements, is R a P?",Yes,R is a P.,True
572,F S X.,S has range O.,"Given the previous statements, is X a O?",Yes,X is a O.,True
573,F O G.,O has range A.,"Given the previous statements, is G a A?",Yes,G is a A.,True
574,F X O.,X has range S.,"Given the previous statements, is O a S?",Yes,O is a S.,True
575,F Z R.,Z has range U.,"Given the previous statements, is R a U?",Yes,R is a U.,True
576,F A H.,A has range W.,"Given the previous statements, is H a W?",Yes,H is a W.,True
577,F D W.,D has range H.,"Given the previous statements, is W a H?",Yes,W is a H.,True
578,F D S.,D has range C.,"Given the previous statements, is S a C?",Yes,S is a C.,True
579,F V S.,V has range E.,"Given the previous statements, is S a E?",Yes,S is a E.,True
580,F B I.,B has range A.,"Given the previous statements, is I a A?",Yes,I is a A.,True
581,F V Z.,V has range A.,"Given the previous statements, is Z a A?",Yes,Z is a A.,True
582,F E Z.,E has range G.,"Given the previous statements, is Z a G?",Yes,Z is a G.,True
583,F Q P.,Q has range B.,"Given the previous statements, is P a B?",Yes,P is a B.,True
584,F A J.,A has range D.,"Given the previous statements, is J a D?",Yes,J is a D.,True
585,F Q W.,Q has range I.,"Given the previous statements, is W a I?",Yes,W is a I.,True
586,F Y H.,Y has range X.,"Given the previous statements, is H a X?",Yes,H is a X.,True
587,F C V.,C has range Z.,"Given the previous statements, is V a Z?",Yes,V is a Z.,True
588,F C Z.,C has range X.,"Given the previous statements, is Z a X?",Yes,Z is a X.,True
589,F J H.,J has range N.,"Given the previous statements, is H a N?",Yes,H is a N.,True
590,F C M.,C has range H.,"Given the previous statements, is M a H?",Yes,M is a H.,True
591,F L C.,L has range E.,"Given the previous statements, is C a E?",Yes,C is a E.,True
592,F A T.,A has range V.,"Given the previous statements, is T a V?",Yes,T is a V.,True
593,F N S.,N has range L.,"Given the previous statements, is S a L?",Yes,S is a L.,True
594,F A H.,A has range N.,"Given the previous statements, is H a N?",Yes,H is a N.,True
595,F P X.,P has range K.,"Given the previous statements, is X a K?",Yes,X is a K.,True
596,F I C.,I has range R.,"Given the previous statements, is C a R?",Yes,C is a R.,True
597,F J C.,J has range H.,"Given the previous statements, is C a H?",Yes,C is a H.,True
598,F R U.,R has range N.,"Given the previous statements, is U a N?",Yes,U is a N.,True
599,F R Q.,R has range A.,"Given the previous statements, is Q a A?",Yes,Q is a A.,True
600,F A K.,A has range G.,"Given the previous statements, is K a G?",Yes,K is a G.,True
601,G Y Z.,Y has range P.,"Given the previous statements, is Z a P?",Yes,Z is a P.,True
602,G W O.,W has range M.,"Given the previous statements, is O a M?",Yes,O is a M.,True
603,G H T.,H has range A.,"Given the previous statements, is T a A?",Yes,T is a A.,True
604,G J C.,J has range P.,"Given the previous statements, is C a P?",Yes,C is a P.,True
605,G H I.,H has range E.,"Given the previous statements, is I a E?",Yes,I is a E.,True
606,G S V.,S has range W.,"Given the previous statements, is V a W?",Yes,V is a W.,True
607,G R K.,R has range D.,"Given the previous statements, is K a D?",Yes,K is a D.,True
608,G L I.,L has range E.,"Given the previous statements, is I a E?",Yes,I is a E.,True
609,G Y Z.,Y has range B.,"Given the previous statements, is Z a B?",Yes,Z is a B.,True
610,G L K.,L has range O.,"Given the previous statements, is K a O?",Yes,K is a O.,True
611,G E R.,E has range Z.,"Given the previous statements, is R a Z?",Yes,R is a Z.,True
612,G I Z.,I has range S.,"Given the previous statements, is Z a S?",Yes,Z is a S.,True
613,G A R.,A has range M.,"Given the previous statements, is R a M?",Yes,R is a M.,True
614,G W S.,W has range F.,"Given the previous statements, is S a F?",Yes,S is a F.,True
615,G L D.,L has range B.,"Given the previous statements, is D a B?",Yes,D is a B.,True
616,G U W.,U has range P.,"Given the previous statements, is W a P?",Yes,W is a P.,True
617,G X J.,X has range Z.,"Given the previous statements, is J a Z?",Yes,J is a Z.,True
618,G T J.,T has range H.,"Given the previous statements, is J a H?",Yes,J is a H.,True
619,G H Y.,H has range Z.,"Given the previous statements, is Y a Z?",Yes,Y is a Z.,True
620,G Q T.,Q has range W.,"Given the previous statements, is T a W?",Yes,T is a W.,True
621,G O B.,O has range L.,"Given the previous statements, is B a L?",Yes,B is a L.,True
622,G M O.,M has range W.,"Given the previous statements, is O a W?",Yes,O is a W.,True
623,G X M.,X has range I.,"Given the previous statements, is M a I?",Yes,M is a I.,True
624,G M U.,M has range S.,"Given the previous statements, is U a S?",Yes,U is a S.,True
625,G Q Z.,Q has range N.,"Given the previous statements, is Z a N?",Yes,Z is a N.,True
626,G P M.,P has range V.,"Given the previous statements, is M a V?",Yes,M is a V.,True
627,G Q N.,Q has range B.,"Given the previous statements, is N a B?",Yes,N is a B.,True
628,G P V.,P has range M.,"Given the previous statements, is V a M?",Yes,V is a M.,True
629,G K U.,K has range A.,"Given the previous statements, is U a A?",Yes,U is a A.,True
630,G C U.,C has range A.,"Given the previous statements, is U a A?",Yes,U is a A.,True
631,G W S.,W has range I.,"Given the previous statements, is S a I?",Yes,S is a I.,True
632,G P B.,P has range Z.,"Given the previous statements, is B a Z?",Yes,B is a Z.,True
633,G B W.,B has range U.,"Given the previous statements, is W a U?",Yes,W is a U.,True
634,G A V.,A has range Z.,"Given the previous statements, is V a Z?",Yes,V is a Z.,True
635,G N J.,N has range E.,"Given the previous statements, is J a E?",Yes,J is a E.,True
636,G R C.,R has range O.,"Given the previous statements, is C a O?",Yes,C is a O.,True
637,G T R.,T has range L.,"Given the previous statements, is R a L?",Yes,R is a L.,True
638,G O R.,O has range N.,"Given the previous statements, is R a N?",Yes,R is a N.,True
639,G P T.,P has range U.,"Given the previous statements, is T a U?",Yes,T is a U.,True
640,G O B.,O has range F.,"Given the previous statements, is B a F?",Yes,B is a F.,True
641,G T Y.,T has range W.,"Given the previous statements, is Y a W?",Yes,Y is a W.,True
642,G C Y.,C has range R.,"Given the previous statements, is Y a R?",Yes,Y is a R.,True
643,G V Q.,V has range P.,"Given the previous statements, is Q a P?",Yes,Q is a P.,True
644,G H A.,H has range Q.,"Given the previous statements, is A a Q?",Yes,A is a Q.,True
645,G Y V.,Y has range R.,"Given the previous statements, is V a R?",Yes,V is a R.,True
646,G U K.,U has range A.,"Given the previous statements, is K a A?",Yes,K is a A.,True
647,G O I.,O has range K.,"Given the previous statements, is I a K?",Yes,I is a K.,True
648,G Q J.,Q has range E.,"Given the previous statements, is J a E?",Yes,J is a E.,True
649,G O T.,O has range N.,"Given the previous statements, is T a N?",Yes,T is a N.,True
650,G I E.,I has range H.,"Given the previous statements, is E a H?",Yes,E is a H.,True
651,G O T.,O has range L.,"Given the previous statements, is T a L?",Yes,T is a L.,True
652,G J O.,J has range W.,"Given the previous statements, is O a W?",Yes,O is a W.,True
653,G D H.,D has range J.,"Given the previous statements, is H a J?",Yes,H is a J.,True
654,G Z S.,Z has range H.,"Given the previous statements, is S a H?",Yes,S is a H.,True
655,G R D.,R has range H.,"Given the previous statements, is D a H?",Yes,D is a H.,True
656,G Z W.,Z has range X.,"Given the previous statements, is W a X?",Yes,W is a X.,True
657,G E V.,E has range Q.,"Given the previous statements, is V a Q?",Yes,V is a Q.,True
658,G N R.,N has range E.,"Given the previous statements, is R a E?",Yes,R is a E.,True
659,G S Q.,S has range Y.,"Given the previous statements, is Q a Y?",Yes,Q is a Y.,True
660,G B R.,B has range M.,"Given the previous statements, is R a M?",Yes,R is a M.,True
661,G C O.,C has range A.,"Given the previous statements, is O a A?",Yes,O is a A.,True
662,G I B.,I has range D.,"Given the previous statements, is B a D?",Yes,B is a D.,True
663,G B Z.,B has range W.,"Given the previous statements, is Z a W?",Yes,Z is a W.,True
664,G D Y.,D has range U.,"Given the previous statements, is Y a U?",Yes,Y is a U.,True
665,G T P.,T has range L.,"Given the previous statements, is P a L?",Yes,P is a L.,True
666,G C K.,C has range X.,"Given the previous statements, is K a X?",Yes,K is a X.,True
667,G X H.,X has range M.,"Given the previous statements, is H a M?",Yes,H is a M.,True
668,G J B.,J has range U.,"Given the previous statements, is B a U?",Yes,B is a U.,True
669,G V Q.,V has range F.,"Given the previous statements, is Q a F?",Yes,Q is a F.,True
670,G Q W.,Q has range S.,"Given the previous statements, is W a S?",Yes,W is a S.,True
671,G A Q.,A has range P.,"Given the previous statements, is Q a P?",Yes,Q is a P.,True
672,G N U.,N has range B.,"Given the previous statements, is U a B?",Yes,U is a B.,True
673,G K C.,K has range S.,"Given the previous statements, is C a S?",Yes,C is a S.,True
674,G E T.,E has range R.,"Given the previous statements, is T a R?",Yes,T is a R.,True
675,G C Q.,C has range B.,"Given the previous statements, is Q a B?",Yes,Q is a B.,True
676,G P E.,P has range A.,"Given the previous statements, is E a A?",Yes,E is a A.,True
677,G V Y.,V has range Z.,"Given the previous statements, is Y a Z?",Yes,Y is a Z.,True
678,G E V.,E has range J.,"Given the previous statements, is V a J?",Yes,V is a J.,True
679,G J C.,J has range B.,"Given the previous statements, is C a B?",Yes,C is a B.,True
680,G B J.,B has range T.,"Given the previous statements, is J a T?",Yes,J is a T.,True
681,G Y T.,Y has range J.,"Given the previous statements, is T a J?",Yes,T is a J.,True
682,G B R.,B has range Q.,"Given the previous statements, is R a Q?",Yes,R is a Q.,True
683,G R U.,R has range Q.,"Given the previous statements, is U a Q?",Yes,U is a Q.,True
684,G E X.,E has range Q.,"Given the previous statements, is X a Q?",Yes,X is a Q.,True
685,G Y I.,Y has range K.,"Given the previous statements, is I a K?",Yes,I is a K.,True
686,G B K.,B has range V.,"Given the previous statements, is K a V?",Yes,K is a V.,True
687,G F B.,F has range R.,"Given the previous statements, is B a R?",Yes,B is a R.,True
688,G T R.,T has range U.,"Given the previous statements, is R a U?",Yes,R is a U.,True
689,G A O.,A has range V.,"Given the previous statements, is O a V?",Yes,O is a V.,True
690,G F P.,F has range J.,"Given the previous statements, is P a J?",Yes,P is a J.,True
691,G H D.,H has range O.,"Given the previous statements, is D a O?",Yes,D is a O.,True
692,G X E.,X has range F.,"Given the previous statements, is E a F?",Yes,E is a F.,True
693,G V A.,V has range H.,"Given the previous statements, is A a H?",Yes,A is a H.,True
694,G D F.,D has range K.,"Given the previous statements, is F a K?",Yes,F is a K.,True
695,G U Q.,U has range J.,"Given the previous statements, is Q a J?",Yes,Q is a J.,True
696,G H Q.,H has range S.,"Given the previous statements, is Q a S?",Yes,Q is a S.,True
697,G I D.,I has range A.,"Given the previous statements, is D a A?",Yes,D is a A.,True
698,G X Z.,X has range H.,"Given the previous statements, is Z a H?",Yes,Z is a H.,True
699,G E L.,E has range C.,"Given the previous statements, is L a C?",Yes,L is a C.,True
700,G D K.,D has range W.,"Given the previous statements, is K a W?",Yes,K is a W.,True
701,H V W.,V has range O.,"Given the previous statements, is W a O?",Yes,W is a O.,True
702,H C F.,C has range A.,"Given the previous statements, is F a A?",Yes,F is a A.,True
703,H P W.,P has range Z.,"Given the previous statements, is W a Z?",Yes,W is a Z.,True
704,H D M.,D has range B.,"Given the previous statements, is M a B?",Yes,M is a B.,True
705,H Y L.,Y has range M.,"Given the previous statements, is L a M?",Yes,L is a M.,True
706,H W U.,W has range F.,"Given the previous statements, is U a F?",Yes,U is a F.,True
707,H P R.,P has range A.,"Given the previous statements, is R a A?",Yes,R is a A.,True
708,H D W.,D has range E.,"Given the previous statements, is W a E?",Yes,W is a E.,True
709,H C Q.,C has range A.,"Given the previous statements, is Q a A?",Yes,Q is a A.,True
710,H P U.,P has range Q.,"Given the previous statements, is U a Q?",Yes,U is a Q.,True
711,H J Z.,J has range S.,"Given the previous statements, is Z a S?",Yes,Z is a S.,True
712,H Q R.,Q has range Z.,"Given the previous statements, is R a Z?",Yes,R is a Z.,True
713,H F D.,F has range N.,"Given the previous statements, is D a N?",Yes,D is a N.,True
714,H N M.,N has range X.,"Given the previous statements, is M a X?",Yes,M is a X.,True
715,H I P.,I has range G.,"Given the previous statements, is P a G?",Yes,P is a G.,True
716,H K O.,K has range V.,"Given the previous statements, is O a V?",Yes,O is a V.,True
717,H E F.,E has range B.,"Given the previous statements, is F a B?",Yes,F is a B.,True
718,H D A.,D has range Y.,"Given the previous statements, is A a Y?",Yes,A is a Y.,True
719,H M G.,M has range O.,"Given the previous statements, is G a O?",Yes,G is a O.,True
720,H P S.,P has range J.,"Given the previous statements, is S a J?",Yes,S is a J.,True
721,H E K.,E has range G.,"Given the previous statements, is K a G?",Yes,K is a G.,True
722,H Q R.,Q has range L.,"Given the previous statements, is R a L?",Yes,R is a L.,True
723,H O Q.,O has range E.,"Given the previous statements, is Q a E?",Yes,Q is a E.,True
724,H X N.,X has range V.,"Given the previous statements, is N a V?",Yes,N is a V.,True
725,H Q W.,Q has range V.,"Given the previous statements, is W a V?",Yes,W is a V.,True
726,H M Q.,M has range R.,"Given the previous statements, is Q a R?",Yes,Q is a R.,True
727,H G V.,G has range Q.,"Given the previous statements, is V a Q?",Yes,V is a Q.,True
728,H U D.,U has range F.,"Given the previous statements, is D a F?",Yes,D is a F.,True
729,H C S.,C has range W.,"Given the previous statements, is S a W?",Yes,S is a W.,True
730,H Q L.,Q has range C.,"Given the previous statements, is L a C?",Yes,L is a C.,True
731,H Y V.,Y has range Q.,"Given the previous statements, is V a Q?",Yes,V is a Q.,True
732,H K S.,K has range Y.,"Given the previous statements, is S a Y?",Yes,S is a Y.,True
733,H V S.,V has range D.,"Given the previous statements, is S a D?",Yes,S is a D.,True
734,H A W.,A has range B.,"Given the previous statements, is W a B?",Yes,W is a B.,True
735,H B A.,B has range D.,"Given the previous statements, is A a D?",Yes,A is a D.,True
736,H A V.,A has range O.,"Given the previous statements, is V a O?",Yes,V is a O.,True
737,H P R.,P has range V.,"Given the previous statements, is R a V?",Yes,R is a V.,True
738,H D Q.,D has range W.,"Given the previous statements, is Q a W?",Yes,Q is a W.,True
739,H K N.,K has range Y.,"Given the previous statements, is N a Y?",Yes,N is a Y.,True
740,H B Z.,B has range U.,"Given the previous statements, is Z a U?",Yes,Z is a U.,True
741,H B F.,B has range G.,"Given the previous statements, is F a G?",Yes,F is a G.,True
742,H E G.,E has range K.,"Given the previous statements, is G a K?",Yes,G is a K.,True
743,H O T.,O has range Z.,"Given the previous statements, is T a Z?",Yes,T is a Z.,True
744,H B C.,B has range U.,"Given the previous statements, is C a U?",Yes,C is a U.,True
745,H U G.,U has range W.,"Given the previous statements, is G a W?",Yes,G is a W.,True
746,H B M.,B has range X.,"Given the previous statements, is M a X?",Yes,M is a X.,True
747,H M S.,M has range V.,"Given the previous statements, is S a V?",Yes,S is a V.,True
748,H O L.,O has range U.,"Given the previous statements, is L a U?",Yes,L is a U.,True
749,H I Y.,I has range X.,"Given the previous statements, is Y a X?",Yes,Y is a X.,True
750,H R J.,R has range P.,"Given the previous statements, is J a P?",Yes,J is a P.,True
751,H G R.,G has range D.,"Given the previous statements, is R a D?",Yes,R is a D.,True
752,H E K.,E has range O.,"Given the previous statements, is K a O?",Yes,K is a O.,True
753,H Q R.,Q has range G.,"Given the previous statements, is R a G?",Yes,R is a G.,True
754,H Z M.,Z has range Q.,"Given the previous statements, is M a Q?",Yes,M is a Q.,True
755,H P U.,P has range D.,"Given the previous statements, is U a D?",Yes,U is a D.,True
756,H S I.,S has range N.,"Given the previous statements, is I a N?",Yes,I is a N.,True
757,H I F.,I has range K.,"Given the previous statements, is F a K?",Yes,F is a K.,True
758,H N K.,N has range P.,"Given the previous statements, is K a P?",Yes,K is a P.,True
759,H O Q.,O has range K.,"Given the previous statements, is Q a K?",Yes,Q is a K.,True
760,H D Q.,D has range G.,"Given the previous statements, is Q a G?",Yes,Q is a G.,True
761,H Z S.,Z has range F.,"Given the previous statements, is S a F?",Yes,S is a F.,True
762,H I M.,I has range R.,"Given the previous statements, is M a R?",Yes,M is a R.,True
763,H V A.,V has range X.,"Given the previous statements, is A a X?",Yes,A is a X.,True
764,H S G.,S has range V.,"Given the previous statements, is G a V?",Yes,G is a V.,True
765,H F E.,F has range P.,"Given the previous statements, is E a P?",Yes,E is a P.,True
766,H W U.,W has range A.,"Given the previous statements, is U a A?",Yes,U is a A.,True
767,H E S.,E has range J.,"Given the previous statements, is S a J?",Yes,S is a J.,True
768,H T E.,T has range C.,"Given the previous statements, is E a C?",Yes,E is a C.,True
769,H B Z.,B has range M.,"Given the previous statements, is Z a M?",Yes,Z is a M.,True
770,H N Q.,N has range X.,"Given the previous statements, is Q a X?",Yes,Q is a X.,True
771,H P S.,P has range X.,"Given the previous statements, is S a X?",Yes,S is a X.,True
772,H I O.,I has range M.,"Given the previous statements, is O a M?",Yes,O is a M.,True
773,H F N.,F has range A.,"Given the previous statements, is N a A?",Yes,N is a A.,True
774,H N K.,N has range E.,"Given the previous statements, is K a E?",Yes,K is a E.,True
775,H B S.,B has range N.,"Given the previous statements, is S a N?",Yes,S is a N.,True
776,H G C.,G has range J.,"Given the previous statements, is C a J?",Yes,C is a J.,True
777,H R B.,R has range C.,"Given the previous statements, is B a C?",Yes,B is a C.,True
778,H U L.,U has range F.,"Given the previous statements, is L a F?",Yes,L is a F.,True
779,H L R.,L has range Q.,"Given the previous statements, is R a Q?",Yes,R is a Q.,True
780,H R B.,R has range M.,"Given the previous statements, is B a M?",Yes,B is a M.,True
781,H X J.,X has range R.,"Given the previous statements, is J a R?",Yes,J is a R.,True
782,H T B.,T has range Q.,"Given the previous statements, is B a Q?",Yes,B is a Q.,True
783,H K F.,K has range V.,"Given the previous statements, is F a V?",Yes,F is a V.,True
784,H P S.,P has range O.,"Given the previous statements, is S a O?",Yes,S is a O.,True
785,H P X.,P has range N.,"Given the previous statements, is X a N?",Yes,X is a N.,True
786,H D C.,D has range K.,"Given the previous statements, is C a K?",Yes,C is a K.,True
787,H K L.,K has range A.,"Given the previous statements, is L a A?",Yes,L is a A.,True
788,H L A.,L has range K.,"Given the previous statements, is A a K?",Yes,A is a K.,True
789,H F M.,F has range Z.,"Given the previous statements, is M a Z?",Yes,M is a Z.,True
790,H S K.,S has range I.,"Given the previous statements, is K a I?",Yes,K is a I.,True
791,H E T.,E has range V.,"Given the previous statements, is T a V?",Yes,T is a V.,True
792,H J M.,J has range A.,"Given the previous statements, is M a A?",Yes,M is a A.,True
793,H T P.,T has range Q.,"Given the previous statements, is P a Q?",Yes,P is a Q.,True
794,H L O.,L has range F.,"Given the previous statements, is O a F?",Yes,O is a F.,True
795,H S K.,S has range R.,"Given the previous statements, is K a R?",Yes,K is a R.,True
796,H O B.,O has range U.,"Given the previous statements, is B a U?",Yes,B is a U.,True
797,H K S.,K has range T.,"Given the previous statements, is S a T?",Yes,S is a T.,True
798,H Z J.,Z has range E.,"Given the previous statements, is J a E?",Yes,J is a E.,True
799,H Y L.,Y has range Z.,"Given the previous statements, is L a Z?",Yes,L is a Z.,True
800,H N Z.,N has range F.,"Given the previous statements, is Z a F?",Yes,Z is a F.,True
801,I Q W.,Q has range S.,"Given the previous statements, is W a S?",Yes,W is a S.,True
802,I A D.,A has range N.,"Given the previous statements, is D a N?",Yes,D is a N.,True
803,I J Q.,J has range D.,"Given the previous statements, is Q a D?",Yes,Q is a D.,True
804,I L H.,L has range V.,"Given the previous statements, is H a V?",Yes,H is a V.,True
805,I D B.,D has range U.,"Given the previous statements, is B a U?",Yes,B is a U.,True
806,I B S.,B has range D.,"Given the previous statements, is S a D?",Yes,S is a D.,True
807,I T E.,T has range J.,"Given the previous statements, is E a J?",Yes,E is a J.,True
808,I Z L.,Z has range R.,"Given the previous statements, is L a R?",Yes,L is a R.,True
809,I Z W.,Z has range L.,"Given the previous statements, is W a L?",Yes,W is a L.,True
810,I C P.,C has range F.,"Given the previous statements, is P a F?",Yes,P is a F.,True
811,I P S.,P has range W.,"Given the previous statements, is S a W?",Yes,S is a W.,True
812,I M P.,M has range C.,"Given the previous statements, is P a C?",Yes,P is a C.,True
813,I N G.,N has range J.,"Given the previous statements, is G a J?",Yes,G is a J.,True
814,I M U.,M has range O.,"Given the previous statements, is U a O?",Yes,U is a O.,True
815,I J Q.,J has range R.,"Given the previous statements, is Q a R?",Yes,Q is a R.,True
816,I P X.,P has range W.,"Given the previous statements, is X a W?",Yes,X is a W.,True
817,I T K.,T has range J.,"Given the previous statements, is K a J?",Yes,K is a J.,True
818,I B M.,B has range K.,"Given the previous statements, is M a K?",Yes,M is a K.,True
819,I R C.,R has range T.,"Given the previous statements, is C a T?",Yes,C is a T.,True
820,I P R.,P has range S.,"Given the previous statements, is R a S?",Yes,R is a S.,True
821,I C A.,C has range Q.,"Given the previous statements, is A a Q?",Yes,A is a Q.,True
822,I C B.,C has range K.,"Given the previous statements, is B a K?",Yes,B is a K.,True
823,I L T.,L has range Q.,"Given the previous statements, is T a Q?",Yes,T is a Q.,True
824,I M N.,M has range R.,"Given the previous statements, is N a R?",Yes,N is a R.,True
825,I E H.,E has range Y.,"Given the previous statements, is H a Y?",Yes,H is a Y.,True
826,I N J.,N has range Q.,"Given the previous statements, is J a Q?",Yes,J is a Q.,True
827,I O A.,O has range L.,"Given the previous statements, is A a L?",Yes,A is a L.,True
828,I Y Q.,Y has range R.,"Given the previous statements, is Q a R?",Yes,Q is a R.,True
829,I V K.,V has range B.,"Given the previous statements, is K a B?",Yes,K is a B.,True
830,I O D.,O has range B.,"Given the previous statements, is D a B?",Yes,D is a B.,True
831,I U M.,U has range S.,"Given the previous statements, is M a S?",Yes,M is a S.,True
832,I D W.,D has range Z.,"Given the previous statements, is W a Z?",Yes,W is a Z.,True
833,I T Y.,T has range E.,"Given the previous statements, is Y a E?",Yes,Y is a E.,True
834,I O B.,O has range C.,"Given the previous statements, is B a C?",Yes,B is a C.,True
835,I P J.,P has range H.,"Given the previous statements, is J a H?",Yes,J is a H.,True
836,I P Z.,P has range W.,"Given the previous statements, is Z a W?",Yes,Z is a W.,True
837,I T C.,T has range Y.,"Given the previous statements, is C a Y?",Yes,C is a Y.,True
838,I V B.,V has range J.,"Given the previous statements, is B a J?",Yes,B is a J.,True
839,I W V.,W has range N.,"Given the previous statements, is V a N?",Yes,V is a N.,True
840,I V E.,V has range U.,"Given the previous statements, is E a U?",Yes,E is a U.,True
841,I E P.,E has range R.,"Given the previous statements, is P a R?",Yes,P is a R.,True
842,I B H.,B has range D.,"Given the previous statements, is H a D?",Yes,H is a D.,True
843,I D C.,D has range R.,"Given the previous statements, is C a R?",Yes,C is a R.,True
844,I R F.,R has range K.,"Given the previous statements, is F a K?",Yes,F is a K.,True
845,I A J.,A has range H.,"Given the previous statements, is J a H?",Yes,J is a H.,True
846,I K P.,K has range M.,"Given the previous statements, is P a M?",Yes,P is a M.,True
847,I P O.,P has range Y.,"Given the previous statements, is O a Y?",Yes,O is a Y.,True
848,I W V.,W has range Q.,"Given the previous statements, is V a Q?",Yes,V is a Q.,True
849,I E A.,E has range F.,"Given the previous statements, is A a F?",Yes,A is a F.,True
850,I R G.,R has range V.,"Given the previous statements, is G a V?",Yes,G is a V.,True
851,I A C.,A has range L.,"Given the previous statements, is C a L?",Yes,C is a L.,True
852,I U E.,U has range D.,"Given the previous statements, is E a D?",Yes,E is a D.,True
853,I S P.,S has range R.,"Given the previous statements, is P a R?",Yes,P is a R.,True
854,I N W.,N has range M.,"Given the previous statements, is W a M?",Yes,W is a M.,True
855,I J E.,J has range R.,"Given the previous statements, is E a R?",Yes,E is a R.,True
