ID,triple1,triple2,question,answer,inferred triple,label
578,F E Y.,E is a subproperty of L.,"Given the previous statements, does F have a relation with Y through L?",Yes,F has a relation with Y through L.,True
579,F E K.,E is a subproperty of R.,"Given the previous statements, does F have a relation with K through R?",Yes,F has a relation with K through R.,True
580,F V I.,V is a subproperty of D.,"Given the previous statements, does F have a relation with I through D?",Yes,F has a relation with I through D.,True
581,F P M.,P is a subproperty of C.,"Given the previous statements, does F have a relation with M through C?",Yes,F has a relation with M through C.,True
582,F Q W.,Q is a subproperty of J.,"Given the previous statements, does F have a relation with W through J?",Yes,F has a relation with W through J.,True
583,F D Y.,D is a subproperty of M.,"Given the previous statements, does F have a relation with Y through M?",Yes,F has a relation with Y through M.,True
584,F U G.,U is a subproperty of A.,"Given the previous statements, does F have a relation with G through A?",Yes,F has a relation with G through A.,True
585,F B E.,B is a subproperty of K.,"Given the previous statements, does F have a relation with E through K?",Yes,F has a relation with E through K.,True
586,F Y S.,Y is a subproperty of D.,"Given the previous statements, does F have a relation with S through D?",Yes,F has a relation with S through D.,True
587,F Z J.,Z is a subproperty of E.,"Given the previous statements, does F have a relation with J through E?",Yes,F has a relation with J through E.,True
588,F S T.,S is a subproperty of C.,"Given the previous statements, does F have a relation with T through C?",Yes,F has a relation with T through C.,True
589,F B O.,B is a subproperty of G.,"Given the previous statements, does F have a relation with O through G?",Yes,F has a relation with O through G.,True
590,F H D.,H is a subproperty of Z.,"Given the previous statements, does F have a relation with D through Z?",Yes,F has a relation with D through Z.,True
591,F D J.,D is a subproperty of W.,"Given the previous statements, does F have a relation with J through W?",Yes,F has a relation with J through W.,True
592,F E B.,E is a subproperty of V.,"Given the previous statements, does F have a relation with B through V?",Yes,F has a relation with B through V.,True
593,F P J.,P is a subproperty of S.,"Given the previous statements, does F have a relation with J through S?",Yes,F has a relation with J through S.,True
594,F S A.,S is a subproperty of H.,"Given the previous statements, does F have a relation with A through H?",Yes,F has a relation with A through H.,True
595,F E Y.,E is a subproperty of M.,"Given the previous statements, does F have a relation with Y through M?",Yes,F has a relation with Y through M.,True
596,F H E.,H is a subproperty of L.,"Given the previous statements, does F have a relation with E through L?",Yes,F has a relation with E through L.,True
597,F R L.,R is a subproperty of Y.,"Given the previous statements, does F have a relation with L through Y?",Yes,F has a relation with L through Y.,True
598,F O B.,O is a subproperty of D.,"Given the previous statements, does F have a relation with B through D?",Yes,F has a relation with B through D.,True
599,F M P.,M is a subproperty of I.,"Given the previous statements, does F have a relation with P through I?",Yes,F has a relation with P through I.,True
600,F Z W.,Z is a subproperty of O.,"Given the previous statements, does F have a relation with W through O?",Yes,F has a relation with W through O.,True
601,G Z V.,Z is a subproperty of Q.,"Given the previous statements, does G have a relation with V through Q?",Yes,G has a relation with V through Q.,True
602,G K C.,K is a subproperty of E.,"Given the previous statements, does G have a relation with C through E?",Yes,G has a relation with C through E.,True
603,G A U.,A is a subproperty of L.,"Given the previous statements, does G have a relation with U through L?",Yes,G has a relation with U through L.,True
604,G Y Z.,Y is a subproperty of U.,"Given the previous statements, does G have a relation with Z through U?",Yes,G has a relation with Z through U.,True
605,G X J.,X is a subproperty of M.,"Given the previous statements, does G have a relation with J through M?",Yes,G has a relation with J through M.,True
606,G Q X.,Q is a subproperty of I.,"Given the previous statements, does G have a relation with X through I?",Yes,G has a relation with X through I.,True
607,G F U.,F is a subproperty of A.,"Given the previous statements, does G have a relation with U through A?",Yes,G has a relation with U through A.,True
608,G A D.,A is a subproperty of W.,"Given the previous statements, does G have a relation with D through W?",Yes,G has a relation with D through W.,True
609,G Z W.,Z is a subproperty of U.,"Given the previous statements, does G have a relation with W through U?",Yes,G has a relation with W through U.,True
610,G V J.,V is a subproperty of D.,"Given the previous statements, does G have a relation with J through D?",Yes,G has a relation with J through D.,True
611,G C M.,C is a subproperty of H.,"Given the previous statements, does G have a relation with M through H?",Yes,G has a relation with M through H.,True
612,G K L.,K is a subproperty of Y.,"Given the previous statements, does G have a relation with L through Y?",Yes,G has a relation with L through Y.,True
613,G P B.,P is a subproperty of S.,"Given the previous statements, does G have a relation with B through S?",Yes,G has a relation with B through S.,True
614,G X J.,X is a subproperty of V.,"Given the previous statements, does G have a relation with J through V?",Yes,G has a relation with J through V.,True
615,G E V.,E is a subproperty of A.,"Given the previous statements, does G have a relation with V through A?",Yes,G has a relation with V through A.,True
616,G H S.,H is a subproperty of V.,"Given the previous statements, does G have a relation with S through V?",Yes,G has a relation with S through V.,True
617,G L D.,L is a subproperty of Z.,"Given the previous statements, does G have a relation with D through Z?",Yes,G has a relation with D through Z.,True
618,G E L.,E is a subproperty of B.,"Given the previous statements, does G have a relation with L through B?",Yes,G has a relation with L through B.,True
619,G H Q.,H is a subproperty of A.,"Given the previous statements, does G have a relation with Q through A?",Yes,G has a relation with Q through A.,True
620,G Z E.,Z is a subproperty of Q.,"Given the previous statements, does G have a relation with E through Q?",Yes,G has a relation with E through Q.,True
621,G Z B.,Z is a subproperty of Y.,"Given the previous statements, does G have a relation with B through Y?",Yes,G has a relation with B through Y.,True
622,G I X.,I is a subproperty of S.,"Given the previous statements, does G have a relation with X through S?",Yes,G has a relation with X through S.,True
623,G Z P.,Z is a subproperty of N.,"Given the previous statements, does G have a relation with P through N?",Yes,G has a relation with P through N.,True
624,G D J.,D is a subproperty of Q.,"Given the previous statements, does G have a relation with J through Q?",Yes,G has a relation with J through Q.,True
625,G X I.,X is a subproperty of M.,"Given the previous statements, does G have a relation with I through M?",Yes,G has a relation with I through M.,True
626,G A T.,A is a subproperty of K.,"Given the previous statements, does G have a relation with T through K?",Yes,G has a relation with T through K.,True
627,G O W.,O is a subproperty of J.,"Given the previous statements, does G have a relation with W through J?",Yes,G has a relation with W through J.,True
628,G K R.,K is a subproperty of A.,"Given the previous statements, does G have a relation with R through A?",Yes,G has a relation with R through A.,True
629,G E R.,E is a subproperty of U.,"Given the previous statements, does G have a relation with R through U?",Yes,G has a relation with R through U.,True
630,G T V.,T is a subproperty of A.,"Given the previous statements, does G have a relation with V through A?",Yes,G has a relation with V through A.,True
631,G H L.,H is a subproperty of E.,"Given the previous statements, does G have a relation with L through E?",Yes,G has a relation with L through E.,True
632,G L W.,L is a subproperty of T.,"Given the previous statements, does G have a relation with W through T?",Yes,G has a relation with W through T.,True
633,G L M.,L is a subproperty of P.,"Given the previous statements, does G have a relation with M through P?",Yes,G has a relation with M through P.,True
634,G D M.,D is a subproperty of U.,"Given the previous statements, does G have a relation with M through U?",Yes,G has a relation with M through U.,True
635,G S W.,S is a subproperty of F.,"Given the previous statements, does G have a relation with W through F?",Yes,G has a relation with W through F.,True
636,G R F.,R is a subproperty of U.,"Given the previous statements, does G have a relation with F through U?",Yes,G has a relation with F through U.,True
637,G A M.,A is a subproperty of W.,"Given the previous statements, does G have a relation with M through W?",Yes,G has a relation with M through W.,True
638,G W J.,W is a subproperty of V.,"Given the previous statements, does G have a relation with J through V?",Yes,G has a relation with J through V.,True
639,G M H.,M is a subproperty of C.,"Given the previous statements, does G have a relation with H through C?",Yes,G has a relation with H through C.,True
640,G I E.,I is a subproperty of W.,"Given the previous statements, does G have a relation with E through W?",Yes,G has a relation with E through W.,True
641,G W N.,W is a subproperty of Q.,"Given the previous statements, does G have a relation with N through Q?",Yes,G has a relation with N through Q.,True
642,G E Z.,E is a subproperty of V.,"Given the previous statements, does G have a relation with Z through V?",Yes,G has a relation with Z through V.,True
643,G J A.,J is a subproperty of Q.,"Given the previous statements, does G have a relation with A through Q?",Yes,G has a relation with A through Q.,True
644,G I K.,I is a subproperty of Q.,"Given the previous statements, does G have a relation with K through Q?",Yes,G has a relation with K through Q.,True
645,G B Q.,B is a subproperty of E.,"Given the previous statements, does G have a relation with Q through E?",Yes,G has a relation with Q through E.,True
646,G S P.,S is a subproperty of Q.,"Given the previous statements, does G have a relation with P through Q?",Yes,G has a relation with P through Q.,True
647,G Y F.,Y is a subproperty of U.,"Given the previous statements, does G have a relation with F through U?",Yes,G has a relation with F through U.,True
648,G T A.,T is a subproperty of J.,"Given the previous statements, does G have a relation with A through J?",Yes,G has a relation with A through J.,True
649,G P I.,P is a subproperty of H.,"Given the previous statements, does G have a relation with I through H?",Yes,G has a relation with I through H.,True
650,G M N.,M is a subproperty of K.,"Given the previous statements, does G have a relation with N through K?",Yes,G has a relation with N through K.,True
651,G S E.,S is a subproperty of C.,"Given the previous statements, does G have a relation with E through C?",Yes,G has a relation with E through C.,True
652,G Q P.,Q is a subproperty of S.,"Given the previous statements, does G have a relation with P through S?",Yes,G has a relation with P through S.,True
653,G B E.,B is a subproperty of Y.,"Given the previous statements, does G have a relation with E through Y?",Yes,G has a relation with E through Y.,True
654,G D N.,D is a subproperty of E.,"Given the previous statements, does G have a relation with N through E?",Yes,G has a relation with N through E.,True
655,G M V.,M is a subproperty of U.,"Given the previous statements, does G have a relation with V through U?",Yes,G has a relation with V through U.,True
656,G L C.,L is a subproperty of R.,"Given the previous statements, does G have a relation with C through R?",Yes,G has a relation with C through R.,True
657,G S X.,S is a subproperty of Q.,"Given the previous statements, does G have a relation with X through Q?",Yes,G has a relation with X through Q.,True
658,G J C.,J is a subproperty of H.,"Given the previous statements, does G have a relation with C through H?",Yes,G has a relation with C through H.,True
659,G J P.,J is a subproperty of Z.,"Given the previous statements, does G have a relation with P through Z?",Yes,G has a relation with P through Z.,True
660,G B M.,B is a subproperty of P.,"Given the previous statements, does G have a relation with M through P?",Yes,G has a relation with M through P.,True
661,G E K.,E is a subproperty of L.,"Given the previous statements, does G have a relation with K through L?",Yes,G has a relation with K through L.,True
662,G I Y.,I is a subproperty of C.,"Given the previous statements, does G have a relation with Y through C?",Yes,G has a relation with Y through C.,True
663,G I U.,I is a subproperty of N.,"Given the previous statements, does G have a relation with U through N?",Yes,G has a relation with U through N.,True
664,G E B.,E is a subproperty of V.,"Given the previous statements, does G have a relation with B through V?",Yes,G has a relation with B through V.,True
665,G A K.,A is a subproperty of B.,"Given the previous statements, does G have a relation with K through B?",Yes,G has a relation with K through B.,True
666,G M Q.,M is a subproperty of K.,"Given the previous statements, does G have a relation with Q through K?",Yes,G has a relation with Q through K.,True
667,G Q T.,Q is a subproperty of H.,"Given the previous statements, does G have a relation with T through H?",Yes,G has a relation with T through H.,True
668,G O E.,O is a subproperty of J.,"Given the previous statements, does G have a relation with E through J?",Yes,G has a relation with E through J.,True
669,G N Z.,N is a subproperty of P.,"Given the previous statements, does G have a relation with Z through P?",Yes,G has a relation with Z through P.,True
670,G B Q.,B is a subproperty of O.,"Given the previous statements, does G have a relation with Q through O?",Yes,G has a relation with Q through O.,True
671,G M L.,M is a subproperty of Q.,"Given the previous statements, does G have a relation with L through Q?",Yes,G has a relation with L through Q.,True
672,G V P.,V is a subproperty of L.,"Given the previous statements, does G have a relation with P through L?",Yes,G has a relation with P through L.,True
673,G K L.,K is a subproperty of A.,"Given the previous statements, does G have a relation with L through A?",Yes,G has a relation with L through A.,True
674,G R A.,R is a subproperty of N.,"Given the previous statements, does G have a relation with A through N?",Yes,G has a relation with A through N.,True
675,G K I.,K is a subproperty of J.,"Given the previous statements, does G have a relation with I through J?",Yes,G has a relation with I through J.,True
676,G L W.,L is a subproperty of Q.,"Given the previous statements, does G have a relation with W through Q?",Yes,G has a relation with W through Q.,True
677,G D R.,D is a subproperty of L.,"Given the previous statements, does G have a relation with R through L?",Yes,G has a relation with R through L.,True
678,G E Y.,E is a subproperty of N.,"Given the previous statements, does G have a relation with Y through N?",Yes,G has a relation with Y through N.,True
679,G R C.,R is a subproperty of E.,"Given the previous statements, does G have a relation with C through E?",Yes,G has a relation with C through E.,True
680,G Q Y.,Q is a subproperty of C.,"Given the previous statements, does G have a relation with Y through C?",Yes,G has a relation with Y through C.,True
681,G N S.,N is a subproperty of E.,"Given the previous statements, does G have a relation with S through E?",Yes,G has a relation with S through E.,True
682,G C R.,C is a subproperty of K.,"Given the previous statements, does G have a relation with R through K?",Yes,G has a relation with R through K.,True
683,G J Z.,J is a subproperty of D.,"Given the previous statements, does G have a relation with Z through D?",Yes,G has a relation with Z through D.,True
684,G K Q.,K is a subproperty of A.,"Given the previous statements, does G have a relation with Q through A?",Yes,G has a relation with Q through A.,True
685,G J P.,J is a subproperty of I.,"Given the previous statements, does G have a relation with P through I?",Yes,G has a relation with P through I.,True
686,G H Q.,H is a subproperty of F.,"Given the previous statements, does G have a relation with Q through F?",Yes,G has a relation with Q through F.,True
687,G E P.,E is a subproperty of K.,"Given the previous statements, does G have a relation with P through K?",Yes,G has a relation with P through K.,True
688,G Y D.,Y is a subproperty of J.,"Given the previous statements, does G have a relation with D through J?",Yes,G has a relation with D through J.,True
689,G X O.,X is a subproperty of E.,"Given the previous statements, does G have a relation with O through E?",Yes,G has a relation with O through E.,True
690,G R U.,R is a subproperty of E.,"Given the previous statements, does G have a relation with U through E?",Yes,G has a relation with U through E.,True
691,G S D.,S is a subproperty of X.,"Given the previous statements, does G have a relation with D through X?",Yes,G has a relation with D through X.,True
692,G D U.,D is a subproperty of O.,"Given the previous statements, does G have a relation with U through O?",Yes,G has a relation with U through O.,True
693,G R N.,R is a subproperty of M.,"Given the previous statements, does G have a relation with N through M?",Yes,G has a relation with N through M.,True
694,G B P.,B is a subproperty of J.,"Given the previous statements, does G have a relation with P through J?",Yes,G has a relation with P through J.,True
695,G I J.,I is a subproperty of X.,"Given the previous statements, does G have a relation with J through X?",Yes,G has a relation with J through X.,True
696,G R Q.,R is a subproperty of E.,"Given the previous statements, does G have a relation with Q through E?",Yes,G has a relation with Q through E.,True
697,G T O.,T is a subproperty of D.,"Given the previous statements, does G have a relation with O through D?",Yes,G has a relation with O through D.,True
698,G A J.,A is a subproperty of P.,"Given the previous statements, does G have a relation with J through P?",Yes,G has a relation with J through P.,True
699,G W O.,W is a subproperty of M.,"Given the previous statements, does G have a relation with O through M?",Yes,G has a relation with O through M.,True
700,G C L.,C is a subproperty of A.,"Given the previous statements, does G have a relation with L through A?",Yes,G has a relation with L through A.,True
701,H M U.,M is a subproperty of I.,"Given the previous statements, does H have a relation with U through I?",Yes,H has a relation with U through I.,True
702,H G W.,G is a subproperty of F.,"Given the previous statements, does H have a relation with W through F?",Yes,H has a relation with W through F.,True
703,H J V.,J is a subproperty of T.,"Given the previous statements, does H have a relation with V through T?",Yes,H has a relation with V through T.,True
704,H F Z.,F is a subproperty of B.,"Given the previous statements, does H have a relation with Z through B?",Yes,H has a relation with Z through B.,True
705,H K F.,K is a subproperty of O.,"Given the previous statements, does H have a relation with F through O?",Yes,H has a relation with F through O.,True
706,H C J.,C is a subproperty of R.,"Given the previous statements, does H have a relation with J through R?",Yes,H has a relation with J through R.,True
707,H N E.,N is a subproperty of G.,"Given the previous statements, does H have a relation with E through G?",Yes,H has a relation with E through G.,True
708,H K J.,K is a subproperty of U.,"Given the previous statements, does H have a relation with J through U?",Yes,H has a relation with J through U.,True
709,H M B.,M is a subproperty of N.,"Given the previous statements, does H have a relation with B through N?",Yes,H has a relation with B through N.,True
710,H U X.,U is a subproperty of Y.,"Given the previous statements, does H have a relation with X through Y?",Yes,H has a relation with X through Y.,True
711,H B O.,B is a subproperty of E.,"Given the previous statements, does H have a relation with O through E?",Yes,H has a relation with O through E.,True
712,H R Y.,R is a subproperty of L.,"Given the previous statements, does H have a relation with Y through L?",Yes,H has a relation with Y through L.,True
713,H A W.,A is a subproperty of I.,"Given the previous statements, does H have a relation with W through I?",Yes,H has a relation with W through I.,True
714,H B C.,B is a subproperty of F.,"Given the previous statements, does H have a relation with C through F?",Yes,H has a relation with C through F.,True
715,H S O.,S is a subproperty of F.,"Given the previous statements, does H have a relation with O through F?",Yes,H has a relation with O through F.,True
716,H J V.,J is a subproperty of Z.,"Given the previous statements, does H have a relation with V through Z?",Yes,H has a relation with V through Z.,True
717,H P L.,P is a subproperty of T.,"Given the previous statements, does H have a relation with L through T?",Yes,H has a relation with L through T.,True
718,H G B.,G is a subproperty of Y.,"Given the previous statements, does H have a relation with B through Y?",Yes,H has a relation with B through Y.,True
719,H B O.,B is a subproperty of C.,"Given the previous statements, does H have a relation with O through C?",Yes,H has a relation with O through C.,True
720,H C B.,C is a subproperty of J.,"Given the previous statements, does H have a relation with B through J?",Yes,H has a relation with B through J.,True
721,H C V.,C is a subproperty of Q.,"Given the previous statements, does H have a relation with V through Q?",Yes,H has a relation with V through Q.,True
722,H S E.,S is a subproperty of T.,"Given the previous statements, does H have a relation with E through T?",Yes,H has a relation with E through T.,True
723,H O G.,O is a subproperty of S.,"Given the previous statements, does H have a relation with G through S?",Yes,H has a relation with G through S.,True
724,H W A.,W is a subproperty of M.,"Given the previous statements, does H have a relation with A through M?",Yes,H has a relation with A through M.,True
725,H O A.,O is a subproperty of X.,"Given the previous statements, does H have a relation with A through X?",Yes,H has a relation with A through X.,True
726,H K Q.,K is a subproperty of S.,"Given the previous statements, does H have a relation with Q through S?",Yes,H has a relation with Q through S.,True
727,H V Q.,V is a subproperty of M.,"Given the previous statements, does H have a relation with Q through M?",Yes,H has a relation with Q through M.,True
728,H M K.,M is a subproperty of X.,"Given the previous statements, does H have a relation with K through X?",Yes,H has a relation with K through X.,True
729,H I S.,I is a subproperty of P.,"Given the previous statements, does H have a relation with S through P?",Yes,H has a relation with S through P.,True
730,H K L.,K is a subproperty of T.,"Given the previous statements, does H have a relation with L through T?",Yes,H has a relation with L through T.,True
731,H V I.,V is a subproperty of T.,"Given the previous statements, does H have a relation with I through T?",Yes,H has a relation with I through T.,True
732,H L M.,L is a subproperty of I.,"Given the previous statements, does H have a relation with M through I?",Yes,H has a relation with M through I.,True
733,H K W.,K is a subproperty of F.,"Given the previous statements, does H have a relation with W through F?",Yes,H has a relation with W through F.,True
734,H W Q.,W is a subproperty of I.,"Given the previous statements, does H have a relation with Q through I?",Yes,H has a relation with Q through I.,True
735,H Y P.,Y is a subproperty of S.,"Given the previous statements, does H have a relation with P through S?",Yes,H has a relation with P through S.,True
736,H U Q.,U is a subproperty of T.,"Given the previous statements, does H have a relation with Q through T?",Yes,H has a relation with Q through T.,True
737,H M N.,M is a subproperty of C.,"Given the previous statements, does H have a relation with N through C?",Yes,H has a relation with N through C.,True
738,H I U.,I is a subproperty of X.,"Given the previous statements, does H have a relation with U through X?",Yes,H has a relation with U through X.,True
739,H P C.,P is a subproperty of X.,"Given the previous statements, does H have a relation with C through X?",Yes,H has a relation with C through X.,True
740,H V K.,V is a subproperty of D.,"Given the previous statements, does H have a relation with K through D?",Yes,H has a relation with K through D.,True
741,H K A.,K is a subproperty of S.,"Given the previous statements, does H have a relation with A through S?",Yes,H has a relation with A through S.,True
742,H R J.,R is a subproperty of X.,"Given the previous statements, does H have a relation with J through X?",Yes,H has a relation with J through X.,True
743,H V F.,V is a subproperty of T.,"Given the previous statements, does H have a relation with F through T?",Yes,H has a relation with F through T.,True
744,H X C.,X is a subproperty of S.,"Given the previous statements, does H have a relation with C through S?",Yes,H has a relation with C through S.,True
745,H U B.,U is a subproperty of V.,"Given the previous statements, does H have a relation with B through V?",Yes,H has a relation with B through V.,True
746,H M U.,M is a subproperty of J.,"Given the previous statements, does H have a relation with U through J?",Yes,H has a relation with U through J.,True
747,H B X.,B is a subproperty of N.,"Given the previous statements, does H have a relation with X through N?",Yes,H has a relation with X through N.,True
748,H M Y.,M is a subproperty of E.,"Given the previous statements, does H have a relation with Y through E?",Yes,H has a relation with Y through E.,True
749,H S I.,S is a subproperty of L.,"Given the previous statements, does H have a relation with I through L?",Yes,H has a relation with I through L.,True
750,H C U.,C is a subproperty of D.,"Given the previous statements, does H have a relation with U through D?",Yes,H has a relation with U through D.,True
751,H S W.,S is a subproperty of U.,"Given the previous statements, does H have a relation with W through U?",Yes,H has a relation with W through U.,True
752,H A N.,A is a subproperty of Q.,"Given the previous statements, does H have a relation with N through Q?",Yes,H has a relation with N through Q.,True
753,H Q B.,Q is a subproperty of P.,"Given the previous statements, does H have a relation with B through P?",Yes,H has a relation with B through P.,True
754,H X G.,X is a subproperty of U.,"Given the previous statements, does H have a relation with G through U?",Yes,H has a relation with G through U.,True
755,H P Q.,P is a subproperty of R.,"Given the previous statements, does H have a relation with Q through R?",Yes,H has a relation with Q through R.,True
756,H I U.,I is a subproperty of F.,"Given the previous statements, does H have a relation with U through F?",Yes,H has a relation with U through F.,True
757,H L K.,L is a subproperty of F.,"Given the previous statements, does H have a relation with K through F?",Yes,H has a relation with K through F.,True
758,H O I.,O is a subproperty of B.,"Given the previous statements, does H have a relation with I through B?",Yes,H has a relation with I through B.,True
759,H A L.,A is a subproperty of U.,"Given the previous statements, does H have a relation with L through U?",Yes,H has a relation with L through U.,True
760,H K S.,K is a subproperty of X.,"Given the previous statements, does H have a relation with S through X?",Yes,H has a relation with S through X.,True
761,H J Q.,J is a subproperty of A.,"Given the previous statements, does H have a relation with Q through A?",Yes,H has a relation with Q through A.,True
762,H I W.,I is a subproperty of M.,"Given the previous statements, does H have a relation with W through M?",Yes,H has a relation with W through M.,True
763,H Q V.,Q is a subproperty of A.,"Given the previous statements, does H have a relation with V through A?",Yes,H has a relation with V through A.,True
764,H C I.,C is a subproperty of P.,"Given the previous statements, does H have a relation with I through P?",Yes,H has a relation with I through P.,True
765,H I M.,I is a subproperty of Z.,"Given the previous statements, does H have a relation with M through Z?",Yes,H has a relation with M through Z.,True
766,H O Y.,O is a subproperty of V.,"Given the previous statements, does H have a relation with Y through V?",Yes,H has a relation with Y through V.,True
767,H M L.,M is a subproperty of P.,"Given the previous statements, does H have a relation with L through P?",Yes,H has a relation with L through P.,True
768,H K V.,K is a subproperty of I.,"Given the previous statements, does H have a relation with V through I?",Yes,H has a relation with V through I.,True
769,H Z X.,Z is a subproperty of R.,"Given the previous statements, does H have a relation with X through R?",Yes,H has a relation with X through R.,True
770,H U D.,U is a subproperty of X.,"Given the previous statements, does H have a relation with D through X?",Yes,H has a relation with D through X.,True
771,H B K.,B is a subproperty of I.,"Given the previous statements, does H have a relation with K through I?",Yes,H has a relation with K through I.,True
772,H N K.,N is a subproperty of C.,"Given the previous statements, does H have a relation with K through C?",Yes,H has a relation with K through C.,True
773,H F G.,F is a subproperty of P.,"Given the previous statements, does H have a relation with G through P?",Yes,H has a relation with G through P.,True
774,H K I.,K is a subproperty of B.,"Given the previous statements, does H have a relation with I through B?",Yes,H has a relation with I through B.,True
775,H B W.,B is a subproperty of I.,"Given the previous statements, does H have a relation with W through I?",Yes,H has a relation with W through I.,True
776,H S P.,S is a subproperty of Z.,"Given the previous statements, does H have a relation with P through Z?",Yes,H has a relation with P through Z.,True
777,H B V.,B is a subproperty of J.,"Given the previous statements, does H have a relation with V through J?",Yes,H has a relation with V through J.,True
778,H U K.,U is a subproperty of Z.,"Given the previous statements, does H have a relation with K through Z?",Yes,H has a relation with K through Z.,True
779,H A I.,A is a subproperty of R.,"Given the previous statements, does H have a relation with I through R?",Yes,H has a relation with I through R.,True
780,H Z C.,Z is a subproperty of U.,"Given the previous statements, does H have a relation with C through U?",Yes,H has a relation with C through U.,True
781,H Z R.,Z is a subproperty of A.,"Given the previous statements, does H have a relation with R through A?",Yes,H has a relation with R through A.,True
782,H T K.,T is a subproperty of F.,"Given the previous statements, does H have a relation with K through F?",Yes,H has a relation with K through F.,True
783,H K I.,K is a subproperty of V.,"Given the previous statements, does H have a relation with I through V?",Yes,H has a relation with I through V.,True
784,H Z E.,Z is a subproperty of U.,"Given the previous statements, does H have a relation with E through U?",Yes,H has a relation with E through U.,True
785,H S B.,S is a subproperty of I.,"Given the previous statements, does H have a relation with B through I?",Yes,H has a relation with B through I.,True
786,H C M.,C is a subproperty of P.,"Given the previous statements, does H have a relation with M through P?",Yes,H has a relation with M through P.,True
787,H T P.,T is a subproperty of C.,"Given the previous statements, does H have a relation with P through C?",Yes,H has a relation with P through C.,True
788,H B W.,B is a subproperty of M.,"Given the previous statements, does H have a relation with W through M?",Yes,H has a relation with W through M.,True
789,H I A.,I is a subproperty of V.,"Given the previous statements, does H have a relation with A through V?",Yes,H has a relation with A through V.,True
790,H C U.,C is a subproperty of Z.,"Given the previous statements, does H have a relation with U through Z?",Yes,H has a relation with U through Z.,True
791,H T C.,T is a subproperty of B.,"Given the previous statements, does H have a relation with C through B?",Yes,H has a relation with C through B.,True
792,H B Y.,B is a subproperty of C.,"Given the previous statements, does H have a relation with Y through C?",Yes,H has a relation with Y through C.,True
793,H M V.,M is a subproperty of N.,"Given the previous statements, does H have a relation with V through N?",Yes,H has a relation with V through N.,True
794,H A J.,A is a subproperty of O.,"Given the previous statements, does H have a relation with J through O?",Yes,H has a relation with J through O.,True
795,H G K.,G is a subproperty of L.,"Given the previous statements, does H have a relation with K through L?",Yes,H has a relation with K through L.,True
796,H X J.,X is a subproperty of D.,"Given the previous statements, does H have a relation with J through D?",Yes,H has a relation with J through D.,True
797,H N L.,N is a subproperty of G.,"Given the previous statements, does H have a relation with L through G?",Yes,H has a relation with L through G.,True
798,H Q V.,Q is a subproperty of U.,"Given the previous statements, does H have a relation with V through U?",Yes,H has a relation with V through U.,True
799,H L Z.,L is a subproperty of M.,"Given the previous statements, does H have a relation with Z through M?",Yes,H has a relation with Z through M.,True
800,H V E.,V is a subproperty of Z.,"Given the previous statements, does H have a relation with E through Z?",Yes,H has a relation with E through Z.,True
801,I C N.,C is a subproperty of J.,"Given the previous statements, does I have a relation with N through J?",Yes,I has a relation with N through J.,True
802,I C P.,C is a subproperty of Q.,"Given the previous statements, does I have a relation with P through Q?",Yes,I has a relation with P through Q.,True
803,I L N.,L is a subproperty of T.,"Given the previous statements, does I have a relation with N through T?",Yes,I has a relation with N through T.,True
804,I B D.,B is a subproperty of V.,"Given the previous statements, does I have a relation with D through V?",Yes,I has a relation with D through V.,True
805,I K X.,K is a subproperty of Q.,"Given the previous statements, does I have a relation with X through Q?",Yes,I has a relation with X through Q.,True
806,I L N.,L is a subproperty of G.,"Given the previous statements, does I have a relation with N through G?",Yes,I has a relation with N through G.,True
807,I G X.,G is a subproperty of B.,"Given the previous statements, does I have a relation with X through B?",Yes,I has a relation with X through B.,True
808,I E M.,E is a subproperty of L.,"Given the previous statements, does I have a relation with M through L?",Yes,I has a relation with M through L.,True
809,I D A.,D is a subproperty of X.,"Given the previous statements, does I have a relation with A through X?",Yes,I has a relation with A through X.,True
810,I B N.,B is a subproperty of O.,"Given the previous statements, does I have a relation with N through O?",Yes,I has a relation with N through O.,True
811,I O T.,O is a subproperty of L.,"Given the previous statements, does I have a relation with T through L?",Yes,I has a relation with T through L.,True
812,I F Q.,F is a subproperty of J.,"Given the previous statements, does I have a relation with Q through J?",Yes,I has a relation with Q through J.,True
813,I V K.,V is a subproperty of E.,"Given the previous statements, does I have a relation with K through E?",Yes,I has a relation with K through E.,True
814,I D Z.,D is a subproperty of O.,"Given the previous statements, does I have a relation with Z through O?",Yes,I has a relation with Z through O.,True
815,I E V.,E is a subproperty of C.,"Given the previous statements, does I have a relation with V through C?",Yes,I has a relation with V through C.,True
816,I C B.,C is a subproperty of F.,"Given the previous statements, does I have a relation with B through F?",Yes,I has a relation with B through F.,True
817,I R S.,R is a subproperty of W.,"Given the previous statements, does I have a relation with S through W?",Yes,I has a relation with S through W.,True
818,I H B.,H is a subproperty of U.,"Given the previous statements, does I have a relation with B through U?",Yes,I has a relation with B through U.,True
819,I Z B.,Z is a subproperty of T.,"Given the previous statements, does I have a relation with B through T?",Yes,I has a relation with B through T.,True
820,I P J.,P is a subproperty of W.,"Given the previous statements, does I have a relation with J through W?",Yes,I has a relation with J through W.,True
821,I L G.,L is a subproperty of N.,"Given the previous statements, does I have a relation with G through N?",Yes,I has a relation with G through N.,True
822,I A Q.,A is a subproperty of Y.,"Given the previous statements, does I have a relation with Q through Y?",Yes,I has a relation with Q through Y.,True
